responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,SubjectId,SubjectID,ProlificId,ProlificID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,demo_english_speaking,demo_english_understanding,demo_english_reading,demo_english_acquire_start_age,demo_english_fluent_age,demo_english_read_start_age,demo_english_read_fluent_age,demo_other_english_test,demo_other_english_test_score,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,SONAId,SonaId
732,raw_position_sample,2,2,int,,,900,1,-1,999,619,199,247967,test,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,test
782,raw_position_sample,2,2,int,,,900,1,16, with ,613,175,248018,test,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.26666259765625,586.36669921875,185.26666259765625,623.3833618164062,2,1,,,,,,,,,,,,,,,,,,,,,test,test
832,raw_position_sample,2,2,int,,,900,1,16, with ,611,169,248068,test,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.26666259765625,586.36669921875,185.26666259765625,623.3833618164062,2,1,,,,,,,,,,,,,,,,,,,,,test,test
883,raw_position_sample,2,2,int,,,900,1,16, with ,611,168,248118,test,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.26666259765625,586.36669921875,185.26666259765625,623.3833618164062,2,1,,,,,,,,,,,,,,,,,,,,,test,test
933,raw_position_sample,2,2,int,,,900,1,16, with ,611,165,248168,test,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.26666259765625,586.36669921875,185.26666259765625,623.3833618164062,2,1,,,,,,,,,,,,,,,,,,,,,test,test
983,raw_position_sample,2,2,int,,,900,1,16, with ,612,159,248219,test,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.26666259765625,586.36669921875,185.26666259765625,623.3833618164062,2,1,,,,,,,,,,,,,,,,,,,,,test,test
1034,raw_position_sample,2,2,int,,,900,1,16, with ,613,157,248269,test,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.26666259765625,586.36669921875,185.26666259765625,623.3833618164062,2,1,,,,,,,,,,,,,,,,,,,,,test,test
1071,hover_association,2,2,int,,,900,1,16, with ,613,175,,test,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.26666259765625,586.36669921875,195.26666259765625,623.3833312988281,2,1,hover,294,294,0.7465103989328593,0.01833343505859375,19,,,,,,,,,,,,,,,test,test
1084,raw_position_sample,2,2,int,,,900,1,1, The ,615,155,248319,test,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.26666259765625,586.36669921875,145.26666259765625,622.4000244140625,1,1,,,,,,,,,,,,,,,,,,,,,test,test
1134,raw_position_sample,2,2,int,,,900,1,1, The ,617,151,248370,test,test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.26666259765625,586.36669921875,145.26666259765625,622.4000244140625,1,1,,,,,,,,,,,,,,,,,,,,,test,test
