responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,SubjectId,SubjectID,ProlificId,ProlificID,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,onestop_block_level,onestop_paragraph_index,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,demo_english_speaking,demo_english_understanding,demo_english_reading,demo_english_acquire_start_age,demo_english_fluent_age,demo_english_read_start_age,demo_english_read_fluent_age,demo_other_english_test,demo_other_english_test_score,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,sampleTimeMs,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,SONAId,SonaId
10717,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268161,,,,,,,,,,,,,,,test,test
10767,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268211,,,,,,,,,,,,,,,test,test
10818,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268262,,,,,,,,,,,,,,,test,test
10868,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268313,,,,,,,,,,,,,,,test,test
10918,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268364,,,,,,,,,,,,,,,test,test
10970,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268414,,,,,,,,,,,,,,,test,test
11019,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268464,,,,,,,,,,,,,,,test,test
11070,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268515,,,,,,,,,,,,,,,test,test
11120,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268566,,,,,,,,,,,,,,,test,test
11171,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268616,,,,,,,,,,,,,,,test,test
11222,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268666,,,,,,,,,,,,,,,test,test
11272,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268716,,,,,,,,,,,,,,,test,test
11322,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268767,,,,,,,,,,,,,,,test,test
11377,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268821,,,,,,,,,,,,,,,test,test
11427,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268872,,,,,,,,,,,,,,,test,test
11478,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268922,,,,,,,,,,,,,,,test,test
11529,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268974,,,,,,,,,,,,,,,test,test
11580,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269025,,,,,,,,,,,,,,,test,test
11630,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269075,,,,,,,,,,,,,,,test,test
11680,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269125,,,,,,,,,,,,,,,test,test
11731,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269176,,,,,,,,,,,,,,,test,test
11782,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269226,,,,,,,,,,,,,,,test,test
11831,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269277,,,,,,,,,,,,,,,test,test
11882,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269327,,,,,,,,,,,,,,,test,test
11933,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269377,,,,,,,,,,,,,,,test,test
11983,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269428,,,,,,,,,,,,,,,test,test
12034,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269478,,,,,,,,,,,,,,,test,test
12084,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269529,,,,,,,,,,,,,,,test,test
12135,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269579,,,,,,,,,,,,,,,test,test
12185,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269630,,,,,,,,,,,,,,,test,test
12235,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269681,,,,,,,,,,,,,,,test,test
12286,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269731,,,,,,,,,,,,,,,test,test
12337,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269781,,,,,,,,,,,,,,,test,test
12387,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269832,,,,,,,,,,,,,,,test,test
12438,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269883,,,,,,,,,,,,,,,test,test
12489,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269934,,,,,,,,,,,,,,,test,test
12539,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269984,,,,,,,,,,,,,,,test,test
12590,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270035,,,,,,,,,,,,,,,test,test
12640,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270085,,,,,,,,,,,,,,,test,test
12690,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270135,,,,,,,,,,,,,,,test,test
12740,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270185,,,,,,,,,,,,,,,test,test
12791,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270236,,,,,,,,,,,,,,,test,test
12841,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270286,,,,,,,,,,,,,,,test,test
12891,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270337,,,,,,,,,,,,,,,test,test
12942,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270387,,,,,,,,,,,,,,,test,test
12992,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270437,,,,,,,,,,,,,,,test,test
13043,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270488,,,,,,,,,,,,,,,test,test
13094,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270539,,,,,,,,,,,,,,,test,test
13144,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270589,,,,,,,,,,,,,,,test,test
13194,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270639,,,,,,,,,,,,,,,test,test
13245,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270690,,,,,,,,,,,,,,,test,test
13295,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270740,,,,,,,,,,,,,,,test,test
13346,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270790,,,,,,,,,,,,,,,test,test
13396,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270841,,,,,,,,,,,,,,,test,test
13447,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270891,,,,,,,,,,,,,,,test,test
13498,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270942,,,,,,,,,,,,,,,test,test
13548,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270992,,,,,,,,,,,,,,,test,test
13599,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271043,,,,,,,,,,,,,,,test,test
13649,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271093,,,,,,,,,,,,,,,test,test
13699,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271144,,,,,,,,,,,,,,,test,test
13754,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271199,,,,,,,,,,,,,,,test,test
13805,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271249,,,,,,,,,,,,,,,test,test
13855,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271300,,,,,,,,,,,,,,,test,test
13906,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271350,,,,,,,,,,,,,,,test,test
13955,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271401,,,,,,,,,,,,,,,test,test
14006,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271451,,,,,,,,,,,,,,,test,test
14056,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271501,,,,,,,,,,,,,,,test,test
14107,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271552,,,,,,,,,,,,,,,test,test
14158,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271603,,,,,,,,,,,,,,,test,test
14208,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271652,,,,,,,,,,,,,,,test,test
14259,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271704,,,,,,,,,,,,,,,test,test
14309,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271754,,,,,,,,,,,,,,,test,test
14360,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271805,,,,,,,,,,,,,,,test,test
14410,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271855,,,,,,,,,,,,,,,test,test
14460,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271905,,,,,,,,,,,,,,,test,test
14511,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271956,,,,,,,,,,,,,,,test,test
14562,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272006,,,,,,,,,,,,,,,test,test
14612,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272057,,,,,,,,,,,,,,,test,test
14662,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272107,,,,,,,,,,,,,,,test,test
14713,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272158,,,,,,,,,,,,,,,test,test
14764,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272209,,,,,,,,,,,,,,,test,test
14814,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272260,,,,,,,,,,,,,,,test,test
14865,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272310,,,,,,,,,,,,,,,test,test
14915,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272360,,,,,,,,,,,,,,,test,test
14966,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272411,,,,,,,,,,,,,,,test,test
