responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,SubjectId,SubjectID,ProlificId,ProlificID,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,onestop_block_level,onestop_paragraph_index,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,demo_english_speaking,demo_english_understanding,demo_english_reading,demo_english_acquire_start_age,demo_english_fluent_age,demo_english_read_start_age,demo_english_read_fluent_age,demo_other_english_test,demo_other_english_test_score,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,sampleTimeMs,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,SONAId,SonaId
29660,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287104,,,,,,,,,,,,,,,test,test
29711,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287156,,,,,,,,,,,,,,,test,test
29761,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287206,,,,,,,,,,,,,,,test,test
29812,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287257,,,,,,,,,,,,,,,test,test
29862,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287307,,,,,,,,,,,,,,,test,test
29913,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287357,,,,,,,,,,,,,,,test,test
29963,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287408,,,,,,,,,,,,,,,test,test
30013,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287459,,,,,,,,,,,,,,,test,test
30064,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287510,,,,,,,,,,,,,,,test,test
30115,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287560,,,,,,,,,,,,,,,test,test
30166,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287611,,,,,,,,,,,,,,,test,test
30216,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287660,,,,,,,,,,,,,,,test,test
30267,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287712,,,,,,,,,,,,,,,test,test
30317,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287762,,,,,,,,,,,,,,,test,test
30368,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287812,,,,,,,,,,,,,,,test,test
30419,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287863,,,,,,,,,,,,,,,test,test
30469,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287913,,,,,,,,,,,,,,,test,test
30520,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287964,,,,,,,,,,,,,,,test,test
30570,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288014,,,,,,,,,,,,,,,test,test
30621,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288065,,,,,,,,,,,,,,,test,test
30671,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288116,,,,,,,,,,,,,,,test,test
30722,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288166,,,,,,,,,,,,,,,test,test
30772,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288217,,,,,,,,,,,,,,,test,test
30823,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288268,,,,,,,,,,,,,,,test,test
30874,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288318,,,,,,,,,,,,,,,test,test
30924,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288369,,,,,,,,,,,,,,,test,test
30975,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288419,,,,,,,,,,,,,,,test,test
31024,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288469,,,,,,,,,,,,,,,test,test
31075,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288520,,,,,,,,,,,,,,,test,test
31126,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288570,,,,,,,,,,,,,,,test,test
31176,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288621,,,,,,,,,,,,,,,test,test
31227,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288672,,,,,,,,,,,,,,,test,test
31277,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288723,,,,,,,,,,,,,,,test,test
31328,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288773,,,,,,,,,,,,,,,test,test
31378,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288823,,,,,,,,,,,,,,,test,test
31430,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288874,,,,,,,,,,,,,,,test,test
31480,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288924,,,,,,,,,,,,,,,test,test
31531,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288975,,,,,,,,,,,,,,,test,test
31580,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289025,,,,,,,,,,,,,,,test,test
31631,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289076,,,,,,,,,,,,,,,test,test
31683,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289127,,,,,,,,,,,,,,,test,test
31732,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289177,,,,,,,,,,,,,,,test,test
31783,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289228,,,,,,,,,,,,,,,test,test
31834,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289278,,,,,,,,,,,,,,,test,test
31884,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289329,,,,,,,,,,,,,,,test,test
31934,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289379,,,,,,,,,,,,,,,test,test
31985,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289429,,,,,,,,,,,,,,,test,test
32035,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289480,,,,,,,,,,,,,,,test,test
32086,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289531,,,,,,,,,,,,,,,test,test
32136,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289581,,,,,,,,,,,,,,,test,test
32187,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289632,,,,,,,,,,,,,,,test,test
32239,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289683,,,,,,,,,,,,,,,test,test
32289,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289734,,,,,,,,,,,,,,,test,test
32339,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289783,,,,,,,,,,,,,,,test,test
32390,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289834,,,,,,,,,,,,,,,test,test
32440,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289885,,,,,,,,,,,,,,,test,test
32491,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289935,,,,,,,,,,,,,,,test,test
32541,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289986,,,,,,,,,,,,,,,test,test
32592,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290036,,,,,,,,,,,,,,,test,test
32643,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290087,,,,,,,,,,,,,,,test,test
32692,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290138,,,,,,,,,,,,,,,test,test
32743,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290189,,,,,,,,,,,,,,,test,test
32794,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290239,,,,,,,,,,,,,,,test,test
32845,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290289,,,,,,,,,,,,,,,test,test
32894,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290339,,,,,,,,,,,,,,,test,test
32945,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290389,,,,,,,,,,,,,,,test,test
32995,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290440,,,,,,,,,,,,,,,test,test
33045,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290490,,,,,,,,,,,,,,,test,test
33096,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290541,,,,,,,,,,,,,,,test,test
33147,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290591,,,,,,,,,,,,,,,test,test
33197,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290642,,,,,,,,,,,,,,,test,test
33248,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290692,,,,,,,,,,,,,,,test,test
33298,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290744,,,,,,,,,,,,,,,test,test
33349,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290794,,,,,,,,,,,,,,,test,test
33399,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290844,,,,,,,,,,,,,,,test,test
33450,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290895,,,,,,,,,,,,,,,test,test
33501,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290945,,,,,,,,,,,,,,,test,test
33551,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290996,,,,,,,,,,,,,,,test,test
33602,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291046,,,,,,,,,,,,,,,test,test
33663,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291107,,,,,,,,,,,,,,,test,test
33712,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291157,,,,,,,,,,,,,,,test,test
33762,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291207,,,,,,,,,,,,,,,test,test
33813,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291258,,,,,,,,,,,,,,,test,test
33864,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291308,,,,,,,,,,,,,,,test,test
33914,raw_position_sample,2,3,adv,12,1,1,2,1," Crunchy, ",586,137,,,,,,,test,test,,,121.26666259765625,586.36669921875,141.26666259765625,662.0833587646484,1,1,advanced,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291360,,,,,,,,,,,,,,,test,test
