responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,SubjectId,SubjectID,onestop_block_level,onestop_paragraph_index,ProlificId,ProlificID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,demo_english_speaking,demo_english_understanding,demo_english_reading,demo_english_acquire_start_age,demo_english_fluent_age,demo_english_read_start_age,demo_english_read_fluent_age,demo_other_english_test,demo_other_english_test_score,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,SONAId,SonaId
1058,raw_position_sample,2,3,adv,12,2,2,3,-1,999,861,484,317279,test,test,advanced,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,test
1108,raw_position_sample,2,3,adv,12,2,2,3,-1,999,856,477,317329,test,test,advanced,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,test
1159,raw_position_sample,2,3,adv,12,2,2,3,-1,999,856,477,317380,test,test,advanced,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,test
1210,raw_position_sample,2,3,adv,12,2,2,3,-1,999,856,477,317431,test,test,advanced,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,test
1260,raw_position_sample,2,3,adv,12,2,2,3,121, international ,852,463,317481,test,test,advanced,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.26666259765625,804.566650390625,461.26666259765625,907.6833190917969,9,5,,,,,,,,,,,,,,,,,,,,,test,test
1279,hover_association,2,3,adv,12,2,2,3,121, international ,852,463,,test,test,advanced,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431.26666259765625,804.566650390625,471.26666259765625,907.6833343505859,9,5,hover,34,34,0.4018103377477025,0.36833343505859373,129,,,,,,,,,,,,,,,test,test
1295,hover_association,2,3,adv,12,2,2,3,108, species ,837,421,,test,test,advanced,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.26666259765625,833.6333084106445,431.26666259765625,899.6833267211914,8,7,hover,16,16,0.05097184944788842,0.7433334350585937,129,,,,,,,,,,,,,,,test,test
1310,raw_position_sample,2,3,adv,12,2,2,3,89, caterpillar ,816,371,317531,test,test,advanced,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.26666259765625,776.5499877929688,381.26666259765625,859.6166534423828,7,5,,,,,,,,,,,,,,,,,,,,,test,test
1312,hover_association,2,3,adv,12,2,2,3,89, caterpillar ,816,371,,test,test,advanced,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.26666259765625,776.5499954223633,391.26666259765625,859.6166763305664,7,5,hover,17,17,0.4749197168625633,0.49333343505859373,129,,,,,,,,,,,,,,,test,test
1360,raw_position_sample,2,3,adv,12,2,2,3,75, south-east ,783,320,317581,test,test,advanced,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.26666259765625,751.4833374023438,341.26666259765625,840.5666656494141,6,5,,,,,,,,,,,,,,,,,,,,,test,test
1379,hover_association,2,3,adv,12,2,2,3,75, south-east ,805,348,,test,test,advanced,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.26666259765625,751.4833450317383,351.26666259765625,840.5666580200195,6,5,hover,67,67,0.2527595148063672,0.01833343505859375,129,,,,,,,,,,,,,,,test,test
1410,raw_position_sample,2,3,adv,12,2,2,3,59, has ,757,302,317631,test,test,advanced,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.26666259765625,746.4666748046875,301.26666259765625,780.5000152587891,5,3,,,,,,,,,,,,,,,,,,,,,test,test
1429,hover_association,2,3,adv,12,2,2,3,59, has ,765,307,,test,test,advanced,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.26666259765625,746.4666748046875,311.26666259765625,780.5000076293945,5,3,hover,50,50,0.04505363031032208,0.5933334350585937,129,,,,,,,,,,,,,,,test,test
1460,raw_position_sample,2,3,adv,12,2,2,3,58, (FAO) ,730,276,317681,test,test,advanced,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.26666259765625,693.4666748046875,301.26666259765625,746.4666748046875,5,2,,,,,,,,,,,,,,,,,,,,,test,test
1479,hover_association,2,3,adv,12,2,2,3,58, (FAO) ,737,285,,test,test,advanced,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.26666259765625,693.466682434082,311.26666259765625,746.4666748046875,5,2,hover,50,50,0.613836268851265,0.01833343505859375,129,,,,,,,,,,,,,,,test,test
1510,raw_position_sample,2,3,adv,12,2,2,3,47, benefit ,722,266,317731,test,test,advanced,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.26666259765625,704.4833374023438,261.26666259765625,763.5500030517578,4,2,,,,,,,,,,,,,,,,,,,,,test,test
1562,raw_position_sample,2,3,adv,12,2,2,3,47, benefit ,719,260,317782,test,test,advanced,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.26666259765625,704.4833374023438,261.26666259765625,763.5500030517578,4,2,,,,,,,,,,,,,,,,,,,,,test,test
1612,raw_position_sample,2,3,adv,12,2,2,3,47, benefit ,715,251,317832,test,test,advanced,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.26666259765625,704.4833374023438,261.26666259765625,763.5500030517578,4,2,,,,,,,,,,,,,,,,,,,,,test,test
1662,raw_position_sample,2,3,adv,12,2,2,3,47, benefit ,712,239,317882,test,test,advanced,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.26666259765625,704.4833374023438,261.26666259765625,763.5500030517578,4,2,,,,,,,,,,,,,,,,,,,,,test,test
1679,hover_association,2,3,adv,12,2,2,3,47, benefit ,724,269,,test,test,advanced,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.26666259765625,704.4833526611328,271.26666259765625,763.5499954223633,4,2,hover,200,200,0.07646697235062387,0.04333343505859375,129,,,,,,,,,,,,,,,test,test
1712,raw_position_sample,2,3,adv,12,2,2,3,32," soup, ",706,219,317933,test,test,advanced,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.26666259765625,672.433349609375,221.26666259765625,721.4833526611328,3,4,,,,,,,,,,,,,,,,,,,,,test,test
1763,raw_position_sample,2,3,adv,12,2,2,3,32," soup, ",697,192,317984,test,test,advanced,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.26666259765625,672.433349609375,221.26666259765625,721.4833526611328,3,4,,,,,,,,,,,,,,,,,,,,,test,test
1779,hover_association,2,3,adv,12,2,2,3,32," soup, ",708,227,,test,test,advanced,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.26666259765625,672.4333572387695,231.26666259765625,721.4833450317383,3,4,hover,100,100,0.5008491106036944,0.01833343505859375,129,,,,,,,,,,,,,,,test,test
1814,raw_position_sample,2,3,adv,12,2,2,3,17, locusts ,687,167,318035,test,test,advanced,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.26666259765625,672.4666748046875,181.26666259765625,733.5000152587891,2,2,,,,,,,,,,,,,,,,,,,,,test,test
1846,hover_association,2,3,adv,12,2,2,3,17, locusts ,695,185,,test,test,advanced,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.26666259765625,672.466682434082,191.26666259765625,733.5000076293945,2,2,hover,67,67,0.12342957788733662,0.11833343505859376,129,,,,,,,,,,,,,,,test,test
