experiment	experiment_id	condition	condition_id	item_id	text	question	response_true	response_distractors
spotlight	2	practice	2	900	The coastal tram arrived at the station two minutes early. Commuters stepped into the fog with their collars raised.	Did the tram arrive late?	No	Yes
