responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,SubjectId,SubjectID,onestop_block_level,onestop_paragraph_index,ProlificId,ProlificID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_start_date,experiment_date,experiment_start_clock_time,experiment_start_time_local,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,SONAId,SonaId,experiment_end_date,experiment_end_clock_time,experiment_end_time_local,experiment_duration_ms
104,raw_position_sample,2,3,adv,2,2,7,8,-1,999,290,74,1104416.8999999762,69f8540e0ff15f500637a750,69f8540e0ff15f500637a750,advanced,2,69f8540e0ff15f500637a750,69f8540e0ff15f500637a750,spotlight_PROLIFIC,,42,Canada,English,N/A,,English:100,100,English:100,100,English:100,100,12,0,High school,10,10,10,,,,,24,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,20,random,,,,,,,,,,,,,,,,,,,2026-08-03T05:06:51.621Z,ZLG63YMJ,2026-08-02,2026-08-02,22:06:51,2026-08-02 22:06:51,,,,,,,,69f8540e0ff15f500637a750,69f8540e0ff15f500637a750,,,,
153,raw_position_sample,2,3,adv,2,2,7,8,-1,999,285,75,1104466,69f8540e0ff15f500637a750,69f8540e0ff15f500637a750,advanced,2,69f8540e0ff15f500637a750,69f8540e0ff15f500637a750,spotlight_PROLIFIC,,42,Canada,English,N/A,,English:100,100,English:100,100,English:100,100,12,0,High school,10,10,10,,,,,24,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,20,random,,,,,,,,,,,,,,,,,,,2026-08-03T05:06:51.621Z,ZLG63YMJ,2026-08-02,2026-08-02,22:06:51,2026-08-02 22:06:51,,,,,,,,69f8540e0ff15f500637a750,69f8540e0ff15f500637a750,,,,
202,raw_position_sample,2,3,adv,2,2,7,8,-1,999,284,75,1104514.6000000238,69f8540e0ff15f500637a750,69f8540e0ff15f500637a750,advanced,2,69f8540e0ff15f500637a750,69f8540e0ff15f500637a750,spotlight_PROLIFIC,,42,Canada,English,N/A,,English:100,100,English:100,100,English:100,100,12,0,High school,10,10,10,,,,,24,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,20,random,,,,,,,,,,,,,,,,,,,2026-08-03T05:06:51.621Z,ZLG63YMJ,2026-08-02,2026-08-02,22:06:51,2026-08-02 22:06:51,,,,,,,,69f8540e0ff15f500637a750,69f8540e0ff15f500637a750,,,,
252,raw_position_sample,2,3,adv,2,2,7,8,-1,999,285,74,1104565.1000000238,69f8540e0ff15f500637a750,69f8540e0ff15f500637a750,advanced,2,69f8540e0ff15f500637a750,69f8540e0ff15f500637a750,spotlight_PROLIFIC,,42,Canada,English,N/A,,English:100,100,English:100,100,English:100,100,12,0,High school,10,10,10,,,,,24,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,20,random,,,,,,,,,,,,,,,,,,,2026-08-03T05:06:51.621Z,ZLG63YMJ,2026-08-02,2026-08-02,22:06:51,2026-08-02 22:06:51,,,,,,,,69f8540e0ff15f500637a750,69f8540e0ff15f500637a750,,,,
302,raw_position_sample,2,3,adv,2,2,7,8,-1,999,286,73,1104615.1000000238,69f8540e0ff15f500637a750,69f8540e0ff15f500637a750,advanced,2,69f8540e0ff15f500637a750,69f8540e0ff15f500637a750,spotlight_PROLIFIC,,42,Canada,English,N/A,,English:100,100,English:100,100,English:100,100,12,0,High school,10,10,10,,,,,24,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,20,random,,,,,,,,,,,,,,,,,,,2026-08-03T05:06:51.621Z,ZLG63YMJ,2026-08-02,2026-08-02,22:06:51,2026-08-02 22:06:51,,,,,,,,69f8540e0ff15f500637a750,69f8540e0ff15f500637a750,,,,
353,raw_position_sample,2,3,adv,2,2,7,8,-1,999,286,73,1104666,69f8540e0ff15f500637a750,69f8540e0ff15f500637a750,advanced,2,69f8540e0ff15f500637a750,69f8540e0ff15f500637a750,spotlight_PROLIFIC,,42,Canada,English,N/A,,English:100,100,English:100,100,English:100,100,12,0,High school,10,10,10,,,,,24,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,20,random,,,,,,,,,,,,,,,,,,,2026-08-03T05:06:51.621Z,ZLG63YMJ,2026-08-02,2026-08-02,22:06:51,2026-08-02 22:06:51,,,,,,,,69f8540e0ff15f500637a750,69f8540e0ff15f500637a750,,,,
402,raw_position_sample,2,3,adv,2,2,7,8,-1,999,286,73,1104714.3000000715,69f8540e0ff15f500637a750,69f8540e0ff15f500637a750,advanced,2,69f8540e0ff15f500637a750,69f8540e0ff15f500637a750,spotlight_PROLIFIC,,42,Canada,English,N/A,,English:100,100,English:100,100,English:100,100,12,0,High school,10,10,10,,,,,24,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,20,random,,,,,,,,,,,,,,,,,,,2026-08-03T05:06:51.621Z,ZLG63YMJ,2026-08-02,2026-08-02,22:06:51,2026-08-02 22:06:51,,,,,,,,69f8540e0ff15f500637a750,69f8540e0ff15f500637a750,,,,
453,raw_position_sample,2,3,adv,2,2,7,8,-1,999,307,74,1104765.7000000477,69f8540e0ff15f500637a750,69f8540e0ff15f500637a750,advanced,2,69f8540e0ff15f500637a750,69f8540e0ff15f500637a750,spotlight_PROLIFIC,,42,Canada,English,N/A,,English:100,100,English:100,100,English:100,100,12,0,High school,10,10,10,,,,,24,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,20,random,,,,,,,,,,,,,,,,,,,2026-08-03T05:06:51.621Z,ZLG63YMJ,2026-08-02,2026-08-02,22:06:51,2026-08-02 22:06:51,,,,,,,,69f8540e0ff15f500637a750,69f8540e0ff15f500637a750,,,,
502,raw_position_sample,2,3,adv,2,2,7,8,-1,999,336,87,1104815,69f8540e0ff15f500637a750,69f8540e0ff15f500637a750,advanced,2,69f8540e0ff15f500637a750,69f8540e0ff15f500637a750,spotlight_PROLIFIC,,42,Canada,English,N/A,,English:100,100,English:100,100,English:100,100,12,0,High school,10,10,10,,,,,24,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,20,random,,,,,,,,,,,,,,,,,,,2026-08-03T05:06:51.621Z,ZLG63YMJ,2026-08-02,2026-08-02,22:06:51,2026-08-02 22:06:51,,,,,,,,69f8540e0ff15f500637a750,69f8540e0ff15f500637a750,,,,
553,raw_position_sample,2,3,adv,2,2,7,8,-1,999,344,91,1104865.8000000715,69f8540e0ff15f500637a750,69f8540e0ff15f500637a750,advanced,2,69f8540e0ff15f500637a750,69f8540e0ff15f500637a750,spotlight_PROLIFIC,,42,Canada,English,N/A,,English:100,100,English:100,100,English:100,100,12,0,High school,10,10,10,,,,,24,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,20,random,,,,,,,,,,,,,,,,,,,2026-08-03T05:06:51.621Z,ZLG63YMJ,2026-08-02,2026-08-02,22:06:51,2026-08-02 22:06:51,,,,,,,,69f8540e0ff15f500637a750,69f8540e0ff15f500637a750,,,,
