responseTime,ProlificId,ProlificID,SubjectId,SubjectID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,demo_english_speaking,demo_english_understanding,demo_english_reading,demo_english_acquire_start_age,demo_english_fluent_age,demo_english_read_start_age,demo_english_read_fluent_age,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,onestop_block_level,onestop_paragraph_index,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_start_date,experiment_date,experiment_start_clock_time,experiment_start_time_local,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,experiment_end_date,experiment_end_clock_time,experiment_end_time_local,experiment_duration_ms
61831,6a1a663c1be469943b654a16,6a1a663c1be469943b654a16,6a1a663c1be469943b654a16,6a1a663c1be469943b654a16,spotlight_PROLIFIC,welcome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-27T14:08:01.374Z,MC6K87FW,2026-06-27,2026-06-27,08:08:01,2026-06-27 08:08:01,1782571935260,NaN,6a1a663c1be469943b654a16,6a1a663c1be469943b654a16,6a1a663c1be469943b654a16,6a1a663c1be469943b654a16,spotlight_PROLIFIC,,,,
375353,,,,,,demographics_onestop,21,Mexico,Español,N/A,,Español:95|English:5,100,Español:95|English:5,100,Español:95|English:5,100,15,3,Bachelor's,10,10,10,3,5,6,13,20,14,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-27T14:08:01.374Z,,2026-06-27,2026-06-27,08:08:01,2026-06-27 08:08:01,,,,,,,,,,,
375353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-27T14:08:01.374Z,,2026-06-27,2026-06-27,08:08:01,2026-06-27 08:08:01,,,,,,,,,,,
15291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-27T14:08:01.374Z,,2026-06-27,2026-06-27,08:08:01,2026-06-27 08:08:01,,,,,,,,,,,
71931,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,1,Only for half an hour.,Only for half an hour.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-27T14:08:01.374Z,,2026-06-27,2026-06-27,08:08:01,2026-06-27 08:08:01,,,,,,,,,,,
71931,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,2,I hope it was right.,We can't decide.,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-27T14:08:01.374Z,,2026-06-27,2026-06-27,08:08:01,2026-06-27 08:08:01,,,,,,,,,,,
71931,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,3,Would you like some help?,Would you like some help?,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-27T14:08:01.374Z,,2026-06-27,2026-06-27,08:08:01,2026-06-27 08:08:01,,,,,,,,,,,
71931,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,4,I'll just check for you.,I'll just check for you.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-27T14:08:01.374Z,,2026-06-27,2026-06-27,08:08:01,2026-06-27 08:08:01,,,,,,,,,,,
71931,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,5,I'm too tired.,I'm too tired.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-27T14:08:01.374Z,,2026-06-27,2026-06-27,08:08:01,2026-06-27 08:08:01,,,,,,,,,,,
71931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-27T14:08:01.374Z,,2026-06-27,2026-06-27,08:08:01,2026-06-27 08:08:01,,,,,,,,,,,
119717,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,6,very,so,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-27T14:08:01.374Z,,2026-06-27,2026-06-27,08:08:01,2026-06-27 08:08:01,,,,,,,,,,,
119717,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,7,finally,once,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-27T14:08:01.374Z,,2026-06-27,2026-06-27,08:08:01,2026-06-27 08:08:01,,,,,,,,,,,
119717,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,8,edge,edge,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-27T14:08:01.374Z,,2026-06-27,2026-06-27,08:08:01,2026-06-27 08:08:01,,,,,,,,,,,
119717,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,9,mean,mean,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-27T14:08:01.374Z,,2026-06-27,2026-06-27,08:08:01,2026-06-27 08:08:01,,,,,,,,,,,
119717,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,10,with,with,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-27T14:08:01.374Z,,2026-06-27,2026-06-27,08:08:01,2026-06-27 08:08:01,,,,,,,,,,,
119717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-27T14:08:01.374Z,,2026-06-27,2026-06-27,08:08:01,2026-06-27 08:08:01,,,,,,,,,,,
100752,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,11,doing,giving,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-27T14:08:01.374Z,,2026-06-27,2026-06-27,08:08:01,2026-06-27 08:08:01,,,,,,,,,,,
100752,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,12,to eat,to eating,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-27T14:08:01.374Z,,2026-06-27,2026-06-27,08:08:01,2026-06-27 08:08:01,,,,,,,,,,,
100752,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,13,However much,No matter how,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-27T14:08:01.374Z,,2026-06-27,2026-06-27,08:08:01,2026-06-27 08:08:01,,,,,,,,,,,
100752,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,14,then,that,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-27T14:08:01.374Z,,2026-06-27,2026-06-27,08:08:01,2026-06-27 08:08:01,,,,,,,,,,,
100752,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,15,commanded,ordered,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-27T14:08:01.374Z,,2026-06-27,2026-06-27,08:08:01,2026-06-27 08:08:01,,,,,,,,,,,
100752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-27T14:08:01.374Z,,2026-06-27,2026-06-27,08:08:01,2026-06-27 08:08:01,,,,,,,,,,,
119560,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,16,about,about,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-27T14:08:01.374Z,,2026-06-27,2026-06-27,08:08:01,2026-06-27 08:08:01,,,,,,,,,,,
119560,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,17,almost,almost,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-27T14:08:01.374Z,,2026-06-27,2026-06-27,08:08:01,2026-06-27 08:08:01,,,,,,,,,,,
119560,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,18,unfasten,unfasten,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-27T14:08:01.374Z,,2026-06-27,2026-06-27,08:08:01,2026-06-27 08:08:01,,,,,,,,,,,
119560,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,19,opportunity,opportunity,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-27T14:08:01.374Z,,2026-06-27,2026-06-27,08:08:01,2026-06-27 08:08:01,,,,,,,,,,,
119560,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,20,little,little,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-27T14:08:01.374Z,,2026-06-27,2026-06-27,08:08:01,2026-06-27 08:08:01,,,,,,,,,,,
119560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-06-27T14:08:01.374Z,,2026-06-27,2026-06-27,08:08:01,2026-06-27 08:08:01,,,,,,,,,,,
