responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,SubjectId,SubjectID,onestop_block_level,onestop_paragraph_index,ProlificId,ProlificID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,SONAId,SonaId
279,raw_position_sample,2,1,ele,25,4,13,14,-1,999,323,89,235988,EmTest5,EmTest5,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
329,raw_position_sample,2,1,ele,25,4,13,14,-1,999,380,102,236039,EmTest5,EmTest5,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
366,hover_association,2,1,ele,25,4,13,14,1, Like ,411,110,,EmTest5,EmTest5,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,405.2472432454427,140.06666564941406,446.45001220703125,1,1,hover,33,33,0.6007546914537021,0.3233333587646484,95,,,,,,,,,,,,,,,EmTest5,EmTest5
379,raw_position_sample,2,1,ele,25,4,13,14,2, most ,451,116,236089,EmTest5,EmTest5,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,446.45001220703125,130.06666564941406,490.4666748046875,1,2,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
430,raw_position_sample,2,1,ele,25,4,13,14,2, most ,474,116,236139,EmTest5,EmTest5,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,446.45001220703125,130.06666564941406,490.4666748046875,1,2,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
480,raw_position_sample,2,1,ele,25,4,13,14,2, most ,482,116,236189,EmTest5,EmTest5,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,446.45001220703125,130.06666564941406,490.4666748046875,1,2,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
500,hover_association,2,1,ele,25,4,13,14,2, most ,451,116,,EmTest5,EmTest5,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,446.45001220703125,140.06666564941406,490.4666748046875,1,2,hover,134,134,0.9439604309114784,0.37333335876464846,95,,,,,,,,,,,,,,,EmTest5,EmTest5
531,raw_position_sample,2,1,ele,25,4,13,14,3, full-time ,514,113,236240,EmTest5,EmTest5,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,490.4666748046875,130.06666564941406,558.5000152587891,1,3,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
581,raw_position_sample,2,1,ele,25,4,13,14,3, full-time ,545,113,236291,EmTest5,EmTest5,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,490.4666748046875,130.06666564941406,558.5000152587891,1,3,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
583,hover_association,2,1,ele,25,4,13,14,3, full-time ,502,114,,EmTest5,EmTest5,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,490.4666748046875,140.06666564941406,558.5000076293945,1,3,hover,84,84,0.8015677452671868,0.3233333587646484,95,,,,,,,,,,,,,,,EmTest5,EmTest5
633,raw_position_sample,2,1,ele,25,4,13,14,4, mystery ,618,114,236342,EmTest5,EmTest5,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,558.5,130.06666564941406,626.5166625976562,1,4,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
634,hover_association,2,1,ele,25,4,13,14,4, mystery ,562,113,,EmTest5,EmTest5,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,558.5000076293945,140.06666564941406,626.5166625976562,1,4,hover,50,50,0.874785630054428,0.34833335876464844,95,,,,,,,,,,,,,,,EmTest5,EmTest5
682,raw_position_sample,2,1,ele,25,4,13,14,5," shoppers, ",669,110,236392,EmTest5,EmTest5,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,626.5166625976562,130.06666564941406,710.6000061035156,1,5,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
733,raw_position_sample,2,1,ele,25,4,13,14,5," shoppers, ",669,110,236442,EmTest5,EmTest5,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,626.5166625976562,130.06666564941406,710.6000061035156,1,5,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
783,raw_position_sample,2,1,ele,25,4,13,14,5," shoppers, ",669,110,236493,EmTest5,EmTest5,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,626.5166625976562,130.06666564941406,710.6000061035156,1,5,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
834,raw_position_sample,2,1,ele,25,4,13,14,5," shoppers, ",669,110,236543,EmTest5,EmTest5,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,626.5166625976562,130.06666564941406,710.6000061035156,1,5,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
