responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,SubjectId,SubjectID,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,onestop_block_level,onestop_paragraph_index,ProlificId,ProlificID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,SONAId,SonaId
348,raw_position_sample,2,1,ele,25,3,12,13,1, Mystery ,407,131,226989,EmTest5,EmTest5,110.06666564941406,408.41668701171875,130.06666564941406,476.433349609375,1,1,elementary,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
350,hover_association,2,1,ele,25,3,12,13,1, Mystery ,407,131,,EmTest5,EmTest5,100.06666564941406,404.63798353407117,140.06666564941406,476.433349609375,1,1,elementary,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,17,17,0.032899288562041586,0.7733333587646485,72,,,,,,,,,,,,,,,EmTest5,EmTest5
368,hover_association,2,1,ele,25,3,12,13,14, usually ,442,152,,EmTest5,EmTest5,140.06666564941406,408.41668701171875,180.06666564941406,469.4666748046875,2,1,elementary,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,17,17,0.5500953268355789,0.29833335876464845,72,,,,,,,,,,,,,,,EmTest5,EmTest5
384,hover_association,2,1,ele,25,3,12,13,15, give ,490,173,,EmTest5,EmTest5,140.06666564941406,469.4666748046875,180.06666564941406,507.50000762939453,2,2,elementary,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,16,16,0.5398770938626167,0.8233333587646484,72,,,,,,,,,,,,,,,EmTest5,EmTest5
398,raw_position_sample,2,1,ele,25,3,12,13,16, me ,511,179,227040,EmTest5,EmTest5,150.06666564941406,507.5,170.06666564941406,537.5166625976562,2,3,elementary,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
401,hover_association,2,1,ele,25,3,12,13,16, me ,511,179,,EmTest5,EmTest5,140.06666564941406,507.50000762939453,180.06666564941406,537.5166625976562,2,3,elementary,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,17,17,0.11660167911135354,0.9733333587646484,72,,,,,,,,,,,,,,,EmTest5,EmTest5
449,raw_position_sample,2,1,ele,25,3,12,13,34," counter,” ",552,182,227090,EmTest5,EmTest5,190.06666564941406,521.5166625976562,210.06666564941406,596.5833282470703,3,4,elementary,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
498,raw_position_sample,2,1,ele,25,3,12,13,34," counter,” ",556,182,227140,EmTest5,EmTest5,190.06666564941406,521.5166625976562,210.06666564941406,596.5833282470703,3,4,elementary,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
534,hover_association,2,1,ele,25,3,12,13,34," counter,” ",528,182,,EmTest5,EmTest5,180.06666564941406,521.5166625976562,220.06666564941406,596.5833206176758,3,4,elementary,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,134,134,0.47269105003823,0.048333358764648435,72,,,,,,,,,,,,,,,EmTest5,EmTest5
549,raw_position_sample,2,1,ele,25,3,12,13,17, between ,557,179,227191,EmTest5,EmTest5,150.06666564941406,537.5166625976562,170.06666564941406,610.6000061035156,2,4,elementary,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
