responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,SubjectId,SubjectID,onestop_block_level,onestop_paragraph_index,ProlificId,ProlificID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,SONAId,SonaId
174,raw_position_sample,2,1,ele,25,2,11,12,-1,999,316,84,215118,EmTest5,EmTest5,elementary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
224,raw_position_sample,2,1,ele,25,2,11,12,-1,999,342,98,215168,EmTest5,EmTest5,elementary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
275,raw_position_sample,2,1,ele,25,2,11,12,-1,999,346,99,215218,EmTest5,EmTest5,elementary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
326,raw_position_sample,2,1,ele,25,2,11,12,-1,999,377,102,215269,EmTest5,EmTest5,elementary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
377,raw_position_sample,2,1,ele,25,2,11,12,1, “We ,414,110,215321,EmTest5,EmTest5,elementary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,408.41668701171875,130.06666564941406,446.1000213623047,1,1,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
427,raw_position_sample,2,1,ele,25,2,11,12,1, “We ,442,119,215369,EmTest5,EmTest5,elementary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,408.41668701171875,130.06666564941406,446.1000213623047,1,1,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
477,raw_position_sample,2,1,ele,25,2,11,12,1, “We ,446,120,215420,EmTest5,EmTest5,elementary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,408.41668701171875,130.06666564941406,446.1000213623047,1,1,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
485,hover_association,2,1,ele,25,2,11,12,1, “We ,406,109,,EmTest5,EmTest5,elementary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,404.64835357666016,140.06666564941406,446.10001373291016,1,1,hover,134,134,0.9975872200888177,0.49833335876464846,95,,,,,,,,,,,,,,,EmTest5,EmTest5
528,raw_position_sample,2,1,ele,25,2,11,12,2, assign ,459,118,215470,EmTest5,EmTest5,elementary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,446.1000061035156,130.06666564941406,503.1499938964844,1,2,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
578,raw_position_sample,2,1,ele,25,2,11,12,2, assign ,498,113,215521,EmTest5,EmTest5,elementary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,446.1000061035156,130.06666564941406,503.1499938964844,1,2,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
584,hover_association,2,1,ele,25,2,11,12,2, assign ,450,120,,EmTest5,EmTest5,elementary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,446.10001373291016,140.06666564941406,503.1499938964844,1,2,hover,100,100,0.9097283840990257,0.3233333587646484,95,,,,,,,,,,,,,,,EmTest5,EmTest5
629,raw_position_sample,2,1,ele,25,2,11,12,3, different ,548,107,215571,EmTest5,EmTest5,elementary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,503.1499938964844,130.06666564941406,572.8999938964844,1,3,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
679,raw_position_sample,2,1,ele,25,2,11,12,3, different ,548,107,215622,EmTest5,EmTest5,elementary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,503.1499938964844,130.06666564941406,572.8999938964844,1,3,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
729,raw_position_sample,2,1,ele,25,2,11,12,3, different ,548,107,215673,EmTest5,EmTest5,elementary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,503.1499938964844,130.06666564941406,572.8999938964844,1,3,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
781,raw_position_sample,2,1,ele,25,2,11,12,3, different ,548,107,215723,EmTest5,EmTest5,elementary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,503.1499938964844,130.06666564941406,572.8999938964844,1,3,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
831,raw_position_sample,2,1,ele,25,2,11,12,3, different ,548,107,215774,EmTest5,EmTest5,elementary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,503.1499938964844,130.06666564941406,572.8999938964844,1,3,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
