participant_id,SONAId,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,text_presentation_order,word_index,WordIndex,word,response,response_correct,line_number,position_in_line,click_count,skipped,IA_FIRST_RUN_DWELL_TIME,IA_DWELL_TIME,IA_FIRST_FIXATION_DURATION,go_past_time_ms,Wilcox go past,IA_REGRESSION_IN,IA_REGRESSION_OUT,text_total_viewing_time_ms,first_click_x,first_click_duration_ms,total_duration_ms,next_click_regression,first_click_y,x_distance_from_previous_click_px,x_distance_from_previous_click_chars,first_click_x_from_word_left_chars,first_click_x_from_word_center_chars,first_click_x_from_line_start_px,first_click_x_from_line_start_chars,device,hand,experiment_date,experiment_start_date,experiment_start_time,experiment_start_clock_time,experiment_start_time_local,experiment_end_date,experiment_end_time,experiment_end_clock_time,experiment_end_time_local,experiment_duration,experiment_duration_ms,experiment
R6UYA4G6,55bb9ae7fdf99b26d27fda01,2,int,,,900,1,1,1, The ,No,1,1,1,1,0,200,199.89999997615814,199.89999997615814,200,194,0,0,8000,623,199.89999997615814,199.89999997615814,0,121,,,0.1549,-2.3451,1.23,0.1549,Computer Mouse,Right,2026-06-30,2026-06-30,2026-06-30T15:55:48.688Z,10:55:48,2026-06-30 10:55:48,2026-06-30,2026-06-30T16:13:41.942Z,11:13:41,2026-06-30 11:13:41,1073254,1073254,spotlight-prolific
R6UYA4G6,55bb9ae7fdf99b26d27fda01,2,int,,,900,1,2,2, coastal ,No,1,1,2,1,0,200,200.30000007152557,200.30000007152557,200,,1,0,8000,708,200.30000007152557,200.30000007152557,0,139,-472.00,-68.4644,6.7585,2.2585,86.23,12.5075,Computer Mouse,Right,2026-06-30,2026-06-30,2026-06-30T15:55:48.688Z,10:55:48,2026-06-30 10:55:48,2026-06-30,2026-06-30T16:13:41.942Z,11:13:41,2026-06-30 11:13:41,1073254,1073254,spotlight-prolific
R6UYA4G6,55bb9ae7fdf99b26d27fda01,2,int,,,900,1,3,3,,No,1,,,0,1,,,,,,,,8000,,,,,,,,,,,,Computer Mouse,Right,2026-06-30,2026-06-30,2026-06-30T15:55:48.688Z,10:55:48,2026-06-30 10:55:48,2026-06-30,2026-06-30T16:13:41.942Z,11:13:41,2026-06-30 11:13:41,1073254,1073254,spotlight-prolific
R6UYA4G6,55bb9ae7fdf99b26d27fda01,2,int,,,900,1,4,4, arrived ,No,1,1,4,1,0,667,666.6000000238419,666.6000000238419,667,,1,0,8000,822,666.6000000238419,666.6000000238419,0,139,-4.00,-0.5997,8.6252,4.1252,200.23,30.0186,Computer Mouse,Right,2026-06-30,2026-06-30,2026-06-30T15:55:48.688Z,10:55:48,2026-06-30 10:55:48,2026-06-30,2026-06-30T16:13:41.942Z,11:13:41,2026-06-30 11:13:41,1073254,1073254,spotlight-prolific
R6UYA4G6,55bb9ae7fdf99b26d27fda01,2,int,,,900,1,5,5, at ,No,1,1,5,1,0,184,183.69999992847443,183.69999992847443,184,,0,0,8000,825,183.69999992847443,183.69999992847443,0,127,3.00,0.5995,0.0999,-1.9001,203.23,40.6139,Computer Mouse,Right,2026-06-30,2026-06-30,2026-06-30T15:55:48.688Z,10:55:48,2026-06-30 10:55:48,2026-06-30,2026-06-30T16:13:41.942Z,11:13:41,2026-06-30 11:13:41,1073254,1073254,spotlight-prolific
R6UYA4G6,55bb9ae7fdf99b26d27fda01,2,int,,,900,1,6,6,,No,1,,,0,1,,,,,,,,8000,,,,,,,,,,,,Computer Mouse,Right,2026-06-30,2026-06-30,2026-06-30T15:55:48.688Z,10:55:48,2026-06-30 10:55:48,2026-06-30,2026-06-30T16:13:41.942Z,11:13:41,2026-06-30 11:13:41,1073254,1073254,spotlight-prolific
R6UYA4G6,55bb9ae7fdf99b26d27fda01,2,int,,,900,1,7,7,,No,1,,,0,1,,,,,,,,8000,,,,,,,,,,,,Computer Mouse,Right,2026-06-30,2026-06-30,2026-06-30T15:55:48.688Z,10:55:48,2026-06-30 10:55:48,2026-06-30,2026-06-30T16:13:41.942Z,11:13:41,2026-06-30 11:13:41,1073254,1073254,spotlight-prolific
R6UYA4G6,55bb9ae7fdf99b26d27fda01,2,int,,,900,1,8,8, two ,No,1,1,8,1,0,350,350.09999990463257,350.09999990463257,350,,0,0,8000,934,350.09999990463257,350.09999990463257,0,139,109.00,16.5073,0.2130,-2.2870,312.23,47.2849,Computer Mouse,Right,2026-06-30,2026-06-30,2026-06-30T15:55:48.688Z,10:55:48,2026-06-30 10:55:48,2026-06-30,2026-06-30T16:13:41.942Z,11:13:41,2026-06-30 11:13:41,1073254,1073254,spotlight-prolific
R6UYA4G6,55bb9ae7fdf99b26d27fda01,2,int,,,900,1,9,9, minutes ,No,1,1,9,1,0,217,216.80000007152557,216.80000007152557,217,,0,0,8000,966,216.80000007152557,216.80000007152557,0,136,32.00,4.2333,0.0517,-4.4483,344.23,45.5387,Computer Mouse,Right,2026-06-30,2026-06-30,2026-06-30T15:55:48.688Z,10:55:48,2026-06-30 10:55:48,2026-06-30,2026-06-30T16:13:41.942Z,11:13:41,2026-06-30 11:13:41,1073254,1073254,spotlight-prolific
R6UYA4G6,55bb9ae7fdf99b26d27fda01,2,int,,,900,1,10,10, early. ,No,1,1,10,1,0,183,183.29999995231628,183.29999995231628,183,,0,0,8000,1036,183.29999995231628,183.29999995231628,0,130,70.00,11.7431,0.3958,-3.6042,414.23,69.4904,Computer Mouse,Right,2026-06-30,2026-06-30,2026-06-30T15:55:48.688Z,10:55:48,2026-06-30 10:55:48,2026-06-30,2026-06-30T16:13:41.942Z,11:13:41,2026-06-30 11:13:41,1073254,1073254,spotlight-prolific
R6UYA4G6,55bb9ae7fdf99b26d27fda01,2,int,,,900,1,11,11, Commuters ,No,1,1,11,1,0,517,516.8999999761581,516.8999999761581,517,,0,0,8000,1084,516.8999999761581,516.8999999761581,0,130,48.00,5.3869,0.2999,-5.2001,462.23,51.8745,Computer Mouse,Right,2026-06-30,2026-06-30,2026-06-30T15:55:48.688Z,10:55:48,2026-06-30 10:55:48,2026-06-30,2026-06-30T16:13:41.942Z,11:13:41,2026-06-30 11:13:41,1073254,1073254,spotlight-prolific
R6UYA4G6,55bb9ae7fdf99b26d27fda01,2,int,,,900,1,12,12, stepped ,No,1,1,12,1,0,383,383.40000009536743,383.40000009536743,383,,0,1,8000,1180,383.40000009536743,383.40000009536743,1,132,96.00,12.5104,0.0855,-4.4145,558.23,72.7465,Computer Mouse,Right,2026-06-30,2026-06-30,2026-06-30T15:55:48.688Z,10:55:48,2026-06-30 10:55:48,2026-06-30,2026-06-30T16:13:41.942Z,11:13:41,2026-06-30 11:13:41,1073254,1073254,spotlight-prolific
R6UYA4G6,55bb9ae7fdf99b26d27fda01,2,int,,,900,1,13,13,,No,1,,,0,1,,,,,,,,8000,,,,,,,,,,,,Computer Mouse,Right,2026-06-30,2026-06-30,2026-06-30T15:55:48.688Z,10:55:48,2026-06-30 10:55:48,2026-06-30,2026-06-30T16:13:41.942Z,11:13:41,2026-06-30 11:13:41,1073254,1073254,spotlight-prolific
R6UYA4G6,55bb9ae7fdf99b26d27fda01,2,int,,,900,1,14,14, the ,No,1,2,1,1,0,600,600.0999999046326,600.0999999046326,600,,0,0,8000,655,600.0999999046326,600.0999999046326,0,176,-53.00,-8.8241,4.9324,2.4324,29.63,4.9324,Computer Mouse,Right,2026-06-30,2026-06-30,2026-06-30T15:55:48.688Z,10:55:48,2026-06-30 10:55:48,2026-06-30,2026-06-30T16:13:41.942Z,11:13:41,2026-06-30 11:13:41,1073254,1073254,spotlight-prolific
R6UYA4G6,55bb9ae7fdf99b26d27fda01,2,int,,,900,1,15,15,,No,1,,,0,1,,,,,,,,8000,,,,,,,,,,,,Computer Mouse,Right,2026-06-30,2026-06-30,2026-06-30T15:55:48.688Z,10:55:48,2026-06-30 10:55:48,2026-06-30,2026-06-30T16:13:41.942Z,11:13:41,2026-06-30 11:13:41,1073254,1073254,spotlight-prolific
R6UYA4G6,55bb9ae7fdf99b26d27fda01,2,int,,,900,1,16,16, with ,No,1,2,3,1,0,166,166.40000009536743,166.40000009536743,166,,0,0,8000,687,166.40000009536743,166.40000009536743,0,174,32.00,5.1870,0.2533,-2.7467,61.63,9.9890,Computer Mouse,Right,2026-06-30,2026-06-30,2026-06-30T15:55:48.688Z,10:55:48,2026-06-30 10:55:48,2026-06-30,2026-06-30T16:13:41.942Z,11:13:41,2026-06-30 11:13:41,1073254,1073254,spotlight-prolific
R6UYA4G6,55bb9ae7fdf99b26d27fda01,2,int,,,900,1,17,17, their ,No,1,2,4,1,0,217,216.69999992847443,216.69999992847443,217,,0,0,8000,723,216.69999992847443,216.69999992847443,0,169,36.00,6.2951,0.0956,-3.4044,97.63,17.0710,Computer Mouse,Right,2026-06-30,2026-06-30,2026-06-30T15:55:48.688Z,10:55:48,2026-06-30 10:55:48,2026-06-30,2026-06-30T16:13:41.942Z,11:13:41,2026-06-30 11:13:41,1073254,1073254,spotlight-prolific
R6UYA4G6,55bb9ae7fdf99b26d27fda01,2,int,,,900,1,18,18, collars ,No,1,2,5,1,0,300,300.10000002384186,300.10000002384186,300,,0,0,8000,763,300.10000002384186,300.10000002384186,0,162,40.00,6.3141,0.0814,-4.4186,137.63,21.7243,Computer Mouse,Right,2026-06-30,2026-06-30,2026-06-30T15:55:48.688Z,10:55:48,2026-06-30 10:55:48,2026-06-30,2026-06-30T16:13:41.942Z,11:13:41,2026-06-30 11:13:41,1073254,1073254,spotlight-prolific
R6UYA4G6,55bb9ae7fdf99b26d27fda01,2,int,,,900,1,19,19, raised. ,No,1,2,6,2,0,267,717.5,267.39999997615814,718,4691,0,1,8000,826,267.39999997615814,717.5,,164,203.00,31.6998,1.0150,-3.4850,200.63,31.3290,Computer Mouse,Right,2026-06-30,2026-06-30,2026-06-30T15:55:48.688Z,10:55:48,2026-06-30 10:55:48,2026-06-30,2026-06-30T16:13:41.942Z,11:13:41,2026-06-30 11:13:41,1073254,1073254,spotlight-prolific
