responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,SubjectId,SubjectID,onestop_block_level,onestop_paragraph_index,ProlificId,ProlificID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,SONAId,SonaId
29,raw_position_sample,2,2,int,25,3,11,12,-1,999,323,109,426904.19999999925,test,test,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,test
72,raw_position_sample,2,2,int,25,3,11,12,-1,999,307,99,426947.5,test,test,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,test
122,raw_position_sample,2,2,int,25,3,11,12,-1,999,306,98,426997.8999999985,test,test,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,test
172,raw_position_sample,2,2,int,25,3,11,12,-1,999,310,99,427048,test,test,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,test
222,raw_position_sample,2,2,int,25,3,11,12,-1,999,368,145,427097.8999999985,test,test,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,test
272,raw_position_sample,2,2,int,25,3,11,12,32," counter,” ",463,218,427147.3999999985,test,test,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.375,415.3984375,208.875,490.453125,3,2,,,,,,,,,,,,,,,test,test
282,hover_association,2,2,int,25,3,11,12,32," counter,” ",431,194,,test,test,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,32.19999999925494,32.19999999925494,0.6342250442385761,0.984375,69,178.625,415.3984375,218.625,490.453125,3,2,,,,,,,,,,,,,,,test,test
322,raw_position_sample,2,2,int,25,3,11,12,45, something ,523,250,427197.59999999776,test,test,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.375,443.421875,248.875,531.4765625,4,2,,,,,,,,,,,,,,,test,test
349,hover_association,2,2,int,25,3,11,12,45, something ,491,235,,test,test,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,67.10000000149012,67.10000000149012,0.9945878804010292,0.834375,69,218.625,443.421875,258.625,531.4765625,4,2,,,,,,,,,,,,,,,test,test
372,raw_position_sample,2,2,int,25,3,11,12,46, from ,545,254,427247.5,test,test,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.375,531.4765625,248.875,572.484375,4,3,,,,,,,,,,,,,,,test,test
422,raw_position_sample,2,2,int,25,3,11,12,46, from ,570,233,427297.5,test,test,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.375,531.4765625,248.875,572.484375,4,3,,,,,,,,,,,,,,,test,test
434,hover_association,2,2,int,25,3,11,12,46, from ,539,254,,test,test,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,84.80000000074506,84.80000000074506,0.9394170318155839,0.359375,69,218.625,531.4765625,258.625,572.484375,4,3,,,,,,,,,,,,,,,test,test
449,hover_association,2,2,int,25,3,11,12,47, a ,581,224,,test,test,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,14.599999997764826,14.599999997764826,0.5671175858480749,0.134375,69,218.625,572.484375,258.625,587.5,4,4,,,,,,,,,,,,,,,test,test
467,hover_association,2,2,int,25,3,11,12,34, mystery ,593,215,,test,test,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,18.200000002980232,18.200000002980232,0.8900631820792648,0.909375,69,178.625,532.46875,218.625,600.4765625,3,4,,,,,,,,,,,,,,,test,test
472,raw_position_sample,2,2,int,25,3,11,12,35, shopper ,604,206,427347.30000000075,test,test,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.375,600.4765625,208.875,670.53125,3,5,,,,,,,,,,,,,,,test,test
