responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,SubjectId,SubjectID,onestop_block_level,onestop_paragraph_index,ProlificId,ProlificID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,SONAId,SonaId
29,raw_position_sample,2,1,ele,18,5,31,32,-1,999,335,89,641701.6999999993,test,test,elementary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,test
75,raw_position_sample,2,1,ele,18,5,31,32,-1,999,327,85,641747.5,test,test,elementary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,test
126,raw_position_sample,2,1,ele,18,5,31,32,-1,999,327,85,641798.5999999978,test,test,elementary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,test
174,raw_position_sample,2,1,ele,18,5,31,32,-1,999,327,85,641846.6999999993,test,test,elementary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,test
225,raw_position_sample,2,1,ele,18,5,31,32,-1,999,327,85,641897.8000000007,test,test,elementary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,test
274,raw_position_sample,2,1,ele,18,5,31,32,-1,999,327,85,641947.0999999978,test,test,elementary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,test
324,raw_position_sample,2,1,ele,18,5,31,32,-1,999,342,100,641996.8999999985,test,test,elementary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,test
376,raw_position_sample,2,1,ele,18,5,31,32,1, Dhakal ,384,122,642048.3999999985,test,test,elementary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.375,385.375,128.875,446.40625,1,1,,,,,,,,,,,,,,,test,test
426,raw_position_sample,2,1,ele,18,5,31,32,1, Dhakal ,414,127,642099.1999999993,test,test,elementary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.375,385.375,128.875,446.40625,1,1,,,,,,,,,,,,,,,test,test
476,raw_position_sample,2,1,ele,18,5,31,32,1, Dhakal ,429,124,642149,test,test,elementary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.375,385.375,128.875,446.40625,1,1,,,,,,,,,,,,,,,test,test
516,hover_association,2,1,ele,18,5,31,32,1, Dhakal ,384,122,,test,test,elementary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,149.5,149.5,0.9474714617029607,0.534375,137,98.625,381.560546875,138.625,446.40625,1,1,,,,,,,,,,,,,,,test,test
526,raw_position_sample,2,1,ele,18,5,31,32,2, said ,456,120,642198.6999999993,test,test,elementary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.375,446.40625,128.875,484.4296875,1,2,,,,,,,,,,,,,,,test,test
549,hover_association,2,1,ele,18,5,31,32,2, said ,456,120,,test,test,elementary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,33.099999997764826,33.099999997764826,0.7257037189233614,0.534375,137,98.625,446.40625,138.625,484.4296875,1,2,,,,,,,,,,,,,,,test,test
576,raw_position_sample,2,1,ele,18,5,31,32,3, that ,516,122,642248.5999999978,test,test,elementary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.375,484.4296875,128.875,519.4609375,1,3,,,,,,,,,,,,,,,test,test
583,hover_association,2,1,ele,18,5,31,32,3, that ,494,120,,test,test,elementary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,33.30000000074506,33.30000000074506,0.9012042818911686,0.584375,137,98.625,484.4296875,138.625,519.4609375,1,3,,,,,,,,,,,,,,,test,test
600,hover_association,2,1,ele,18,5,31,32,4, there ,551,126,,test,test,elementary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,16.600000001490116,16.600000001490116,0.6851663272233537,0.684375,137,98.625,519.4609375,138.625,565.4921875,1,4,,,,,,,,,,,,,,,test,test
625,raw_position_sample,2,1,ele,18,5,31,32,5, was ,601,131,642297.5,test,test,elementary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.375,565.4921875,128.875,602.5078125,1,5,,,,,,,,,,,,,,,test,test
632,hover_association,2,1,ele,18,5,31,32,5, was ,575,128,,test,test,elementary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,33.399999998509884,33.399999998509884,0.9592655128746307,0.809375,137,98.625,565.4921875,138.625,602.5078125,1,5,,,,,,,,,,,,,,,test,test
675,raw_position_sample,2,1,ele,18,5,31,32,7, similar ,672,136,642347.5999999978,test,test,elementary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.375,617.5234375,128.875,674.5234375,1,7,,,,,,,,,,,,,,,test,test
682,hover_association,2,1,ele,18,5,31,32,7, similar ,624,133,,test,test,elementary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,49.900000002235174,49.900000002235174,0.9557291666666666,0.934375,137,98.625,617.5234375,138.625,674.5234375,1,7,,,,,,,,,,,,,,,test,test
715,hover_association,2,1,ele,18,5,31,32,8, survey ,695,136,,test,test,elementary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,32.899999998509884,32.899999998509884,0.7665275346707957,0.934375,137,98.625,674.5234375,138.625,732.546875,1,8,,,,,,,,,,,,,,,test,test
725,raw_position_sample,2,1,ele,18,5,31,32,9, in ,744,133,642398.1999999993,test,test,elementary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.375,732.546875,128.875,751.5625,1,9,,,,,,,,,,,,,,,test,test
732,hover_association,2,1,ele,18,5,31,32,9, in ,744,133,,test,test,elementary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,16.699999999254942,16.699999999254942,0.6023007395234182,0.859375,137,98.625,732.546875,138.625,751.5625,1,9,,,,,,,,,,,,,,,test,test
748,hover_association,2,1,ele,18,5,31,32,10, India ,773,129,,test,test,elementary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,16.5,16.5,0.48678375022174913,0.759375,137,98.625,751.5625,138.625,795.6015625,1,10,,,,,,,,,,,,,,,test,test
776,raw_position_sample,2,1,ele,18,5,31,32,11, and ,822,121,642449,test,test,elementary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.375,795.6015625,128.875,830.640625,1,11,,,,,,,,,,,,,,,test,test
782,hover_association,2,1,ele,18,5,31,32,11, and ,802,125,,test,test,elementary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,34,34,0.7534002229654404,0.559375,137,98.625,795.6015625,138.625,830.640625,1,11,,,,,,,,,,,,,,,test,test
799,hover_association,2,1,ele,18,5,31,32,12, the ,845,118,,test,test,elementary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,16.199999999254942,16.199999999254942,0.47827218319021597,0.484375,137,98.625,830.640625,138.625,860.6640625,1,12,,,,,,,,,,,,,,,test,test
826,raw_position_sample,2,1,ele,18,5,31,32,13, results ,876,114,642498.3999999985,test,test,elementary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.375,860.6640625,128.875,918.6875,1,13,,,,,,,,,,,,,,,test,test
875,raw_position_sample,2,1,ele,18,5,31,32,13, results ,902,114,642547.6999999993,test,test,elementary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.375,860.6640625,128.875,918.6875,1,13,,,,,,,,,,,,,,,test,test
925,raw_position_sample,2,1,ele,18,5,31,32,13, results ,916,115,642597.3000000007,test,test,elementary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.375,860.6640625,128.875,918.6875,1,13,,,,,,,,,,,,,,,test,test
932,hover_association,2,1,ele,18,5,31,32,13, results ,862,116,,test,test,elementary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,133.70000000298023,133.70000000298023,0.9536825097616803,0.409375,137,98.625,860.6640625,138.625,918.6875,1,13,,,,,,,,,,,,,,,test,test
975,raw_position_sample,2,1,ele,18,5,31,32,14, from ,926,118,642647.5999999978,test,test,elementary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.375,918.6875,128.875,959.6953125,1,14,,,,,,,,,,,,,,,test,test
1025,raw_position_sample,2,1,ele,18,5,31,32,14, from ,935,122,642697.1999999993,test,test,elementary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.375,918.6875,128.875,959.6953125,1,14,,,,,,,,,,,,,,,test,test
1074,raw_position_sample,2,1,ele,18,5,31,32,14, from ,952,130,642747,test,test,elementary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.375,918.6875,128.875,959.6953125,1,14,,,,,,,,,,,,,,,test,test
1100,hover_association,2,1,ele,18,5,31,32,14, from ,920,116,,test,test,elementary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,167.5,167.5,0.9586587921508859,0.859375,137,98.625,918.6875,138.625,959.6953125,1,14,,,,,,,,,,,,,,,test,test
1126,raw_position_sample,2,1,ele,18,5,31,32,15, both ,968,136,642798.5,test,test,elementary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.375,959.6953125,128.875,994.734375,1,15,,,,,,,,,,,,,,,test,test
1150,hover_association,2,1,ele,18,5,31,32,15, both ,962,134,,test,test,elementary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,49.599999997764826,49.599999997764826,0.37971014492753624,0.984375,137,98.625,959.6953125,138.625,994.734375,1,15,,,,,,,,,,,,,,,test,test
1176,raw_position_sample,2,1,ele,18,5,31,32,30, for ,981,141,642848.6999999993,test,test,elementary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.375,957.6953125,168.875,983.703125,2,15,,,,,,,,,,,,,,,test,test
1183,hover_association,2,1,ele,18,5,31,32,30, for ,978,140,,test,test,elementary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,33.100000001490116,33.100000001490116,0.8960648843496546,0.059375,137,138.625,957.6953125,178.625,983.703125,2,15,,,,,,,,,,,,,,,test,test
1226,raw_position_sample,2,1,ele,18,5,31,32,31," India, ",990,144,642898.3999999985,test,test,elementary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.375,983.703125,168.875,1027.7421875,2,16,,,,,,,,,,,,,,,test,test
1275,raw_position_sample,2,1,ele,18,5,31,32,31," India, ",996,148,642947.8999999985,test,test,elementary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.375,983.703125,168.875,1027.7421875,2,16,,,,,,,,,,,,,,,test,test
1326,raw_position_sample,2,1,ele,18,5,31,32,31," India, ",998,151,642998.3999999985,test,test,elementary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.375,983.703125,168.875,1027.7421875,2,16,,,,,,,,,,,,,,,test,test
1376,raw_position_sample,2,1,ele,18,5,31,32,31," India, ",993,152,643048.5,test,test,elementary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.375,983.703125,168.875,1027.7421875,2,16,,,,,,,,,,,,,,,test,test
1399,hover_association,2,1,ele,18,5,31,32,31," India, ",984,142,,test,test,elementary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,216.5,216.5,0.0975696292354089,0.334375,137,138.625,983.703125,178.625,1027.7421875,2,16,,,,,,,,,,,,,,,test,test
