responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,SubjectId,SubjectID,onestop_block_level,onestop_paragraph_index,ProlificId,ProlificID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,SONAId,SonaId
374,raw_position_sample,2,1,ele,18,1,27,28,-1,999,375,94,593397.3999999985,test,test,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,test
426,raw_position_sample,2,1,ele,18,1,27,28,1, According ,407,106,593449.5999999978,test,test,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.375,385.375,128.875,470.421875,1,1,,,,,,,,,,,,,,,test,test
477,raw_position_sample,2,1,ele,18,1,27,28,1, According ,427,109,593500.1999999993,test,test,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.375,385.375,128.875,470.421875,1,1,,,,,,,,,,,,,,,test,test
524,raw_position_sample,2,1,ele,18,1,27,28,1, According ,438,110,593547.8000000007,test,test,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.375,385.375,128.875,470.421875,1,1,,,,,,,,,,,,,,,test,test
574,raw_position_sample,2,1,ele,18,1,27,28,1, According ,453,110,593597.8000000007,test,test,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.375,385.375,128.875,470.421875,1,1,,,,,,,,,,,,,,,test,test
599,hover_association,2,1,ele,18,1,27,28,1, According ,389,100,,test,test,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,215.30000000074506,215.30000000074506,0.894032223278403,0.284375,117,98.625,381.50923295454544,138.625,470.421875,1,1,,,,,,,,,,,,,,,test,test
625,raw_position_sample,2,1,ele,18,1,27,28,2, to ,490,110,593648.5999999978,test,test,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.375,470.421875,128.875,490.4375,1,2,,,,,,,,,,,,,,,test,test
633,hover_association,2,1,ele,18,1,27,28,2, to ,472,110,,test,test,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,34.19999999925494,34.19999999925494,0.9781420765027322,0.284375,117,98.625,470.421875,138.625,490.4375,1,2,,,,,,,,,,,,,,,test,test
649,hover_association,2,1,ele,18,1,27,28,4, new ,519,110,,test,test,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,15.800000000745058,15.800000000745058,0.3562769673310047,0.284375,117,98.625,505.453125,138.625,543.4765625,1,4,,,,,,,,,,,,,,,test,test
675,raw_position_sample,2,1,ele,18,1,27,28,5," survey, ",579,110,593697.8999999985,test,test,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.375,543.4765625,128.875,605.171875,1,5,,,,,,,,,,,,,,,test,test
