responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,SubjectId,SubjectID,onestop_block_level,onestop_paragraph_index,ProlificId,ProlificID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,SONAId,SonaId
38,raw_position_sample,2,2,int,11,3,7,8,-1,999,318,100,381197.5,test,test,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,test
89,raw_position_sample,2,2,int,11,3,7,8,-1,999,306,93,381248.5,test,test,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,test
138,raw_position_sample,2,2,int,11,3,7,8,-1,999,300,87,381297.3999999985,test,test,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,test
188,raw_position_sample,2,2,int,11,3,7,8,-1,999,300,87,381347.69999999925,test,test,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,test
239,raw_position_sample,2,2,int,11,3,7,8,-1,999,311,98,381398.19999999925,test,test,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,test,test
289,raw_position_sample,2,2,int,11,3,7,8,27, have ,415,196,381447.5,test,test,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.375,385.375,208.875,429.4140625,3,1,,,,,,,,,,,,,,,test,test
300,hover_association,2,2,int,11,3,7,8,27, have ,415,196,,test,test,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,15.699999999254942,15.699999999254942,0.6726982437466738,0.434375,124,178.625,385.375,218.625,429.4140625,3,1,,,,,,,,,,,,,,,test,test
317,hover_association,2,2,int,11,3,7,8,43, for ,475,237,,test,test,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,17.899999998509884,17.899999998509884,0.09912886752778612,0.459375,124,218.625,472.421875,258.625,498.4296875,4,4,,,,,,,,,,,,,,,test,test
334,hover_association,2,2,int,11,3,7,8,59, able ,541,276,,test,test,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,16.700000002980232,16.700000002980232,0.038623173904342605,0.434375,124,258.625,539.4921875,298.625,578.53125,5,5,,,,,,,,,,,,,,,test,test
339,raw_position_sample,2,2,int,11,3,7,8,75, They ,601,309,381498.3999999985,test,test,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.375,568.3359375,328.875,613.1953125,6,6,,,,,,,,,,,,,,,test,test
