responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,SubjectId,SubjectID,onestop_block_level,onestop_paragraph_index,ProlificId,ProlificID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,SONAId,SonaId
627,raw_position_sample,2,2,int,12,1,1,2,-1,999,394,86,125351,EmTest5,EmTest5,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
678,raw_position_sample,2,2,int,12,1,1,2,-1,999,413,89,125402,EmTest5,EmTest5,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
728,raw_position_sample,2,2,int,12,1,1,2,-1,999,416,90,125452,EmTest5,EmTest5,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
779,raw_position_sample,2,2,int,12,1,1,2,-1,999,418,92,125503,EmTest5,EmTest5,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
829,raw_position_sample,2,2,int,12,1,1,2,-1,999,421,94,125553,EmTest5,EmTest5,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
881,raw_position_sample,2,2,int,12,1,1,2,1, Insects ,435,106,125604,EmTest5,EmTest5,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,408.41668701171875,130.06666564941406,470.45001220703125,1,1,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
931,raw_position_sample,2,2,int,12,1,1,2,1, Insects ,455,114,125655,EmTest5,EmTest5,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,408.41668701171875,130.06666564941406,470.45001220703125,1,1,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
951,hover_association,2,2,int,12,1,1,2,1, Insects ,430,102,,EmTest5,EmTest5,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,404.97039116753473,140.06666564941406,470.45001220703125,1,1,hover,101,101,0.9320397379156019,0.47333335876464844,105,,,,,,,,,,,,,,,EmTest5,EmTest5
981,raw_position_sample,2,2,int,12,1,1,2,2, are ,494,127,125705,EmTest5,EmTest5,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,470.45001220703125,130.06666564941406,501.4833526611328,1,2,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
984,hover_association,2,2,int,12,1,1,2,2, are ,482,125,,EmTest5,EmTest5,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,470.45001220703125,140.06666564941406,501.4833450317383,1,2,hover,33,33,0.7588610583978124,0.6733333587646484,105,,,,,,,,,,,,,,,EmTest5,EmTest5
1031,raw_position_sample,2,2,int,12,1,1,2,3, not ,530,129,125755,EmTest5,EmTest5,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,501.48333740234375,130.06666564941406,531.5166625976562,1,3,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
1082,raw_position_sample,2,2,int,12,1,1,2,3, not ,530,129,125805,EmTest5,EmTest5,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,501.48333740234375,130.06666564941406,531.5166625976562,1,3,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
1132,raw_position_sample,2,2,int,12,1,1,2,3, not ,530,129,125856,EmTest5,EmTest5,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,501.48333740234375,130.06666564941406,531.5166625976562,1,3,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
1183,raw_position_sample,2,2,int,12,1,1,2,3, not ,530,129,125906,EmTest5,EmTest5,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,501.48333740234375,130.06666564941406,531.5166625976562,1,3,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
1233,raw_position_sample,2,2,int,12,1,1,2,3, not ,530,129,125957,EmTest5,EmTest5,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,501.48333740234375,130.06666564941406,531.5166625976562,1,3,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
1284,raw_position_sample,2,2,int,12,1,1,2,3, not ,530,129,126008,EmTest5,EmTest5,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,501.48333740234375,130.06666564941406,531.5166625976562,1,3,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
1305,hover_association,2,2,int,12,1,1,2,3, not ,513,129,,EmTest5,EmTest5,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,501.4833450317383,140.06666564941406,531.5166625976562,1,3,hover,320,320,0.9495006639100914,0.7233333587646484,105,,,,,,,,,,,,,,,EmTest5,EmTest5
1334,hover_association,2,2,int,12,1,1,2,4, usually ,541,127,,EmTest5,EmTest5,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,531.5166625976562,140.06666564941406,592.5666580200195,1,4,hover,29,29,0.4174175153665765,0.6483333587646485,105,,,,,,,,,,,,,,,EmTest5,EmTest5
1338,raw_position_sample,2,2,int,12,1,1,2,5, seen ,609,118,126061,EmTest5,EmTest5,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,592.566650390625,130.06666564941406,636.6166534423828,1,5,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
1352,hover_association,2,2,int,12,1,1,2,5, seen ,609,118,,EmTest5,EmTest5,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,592.5666580200195,140.06666564941406,636.6166763305664,1,5,hover,17,17,0.3730609568451835,0.4483333587646484,105,,,,,,,,,,,,,,,EmTest5,EmTest5
1384,hover_association,2,2,int,12,1,1,2,6, as ,640,113,,EmTest5,EmTest5,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,636.6166763305664,140.06666564941406,660.6333312988281,1,6,hover,34,34,0.9319917240354,0.22333335876464844,105,,,,,,,,,,,,,,,EmTest5,EmTest5
1389,raw_position_sample,2,2,int,12,1,1,2,7, food ,684,105,126112,EmTest5,EmTest5,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,660.63330078125,130.06666564941406,700.6833038330078,1,7,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
1417,hover_association,2,2,int,12,1,1,2,7, food ,684,105,,EmTest5,EmTest5,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,660.6333312988281,140.06666564941406,700.6833267211914,1,7,hover,33,33,0.8830629898505229,0.09833335876464844,105,,,,,,,,,,,,,,,EmTest5,EmTest5
1439,raw_position_sample,2,2,int,12,1,1,2,8, except ,733,105,126162,EmTest5,EmTest5,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,700.683349609375,130.06666564941406,758.7333526611328,1,8,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
1468,hover_association,2,2,int,12,1,1,2,8, except ,709,103,,EmTest5,EmTest5,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,700.6833267211914,140.06666564941406,758.7333450317383,1,8,hover,50,50,0.8323283038487884,0.14833335876464843,105,,,,,,,,,,,,,,,EmTest5,EmTest5
1484,hover_association,2,2,int,12,1,1,2,9, in ,777,110,,EmTest5,EmTest5,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,758.7333450317383,140.06666564941406,777.75,1,9,hover,17,17,0.9605608872195593,0.24833335876464843,105,,,,,,,,,,,,,,,EmTest5,EmTest5
1489,raw_position_sample,2,2,int,12,1,1,2,10, a ,790,110,126213,EmTest5,EmTest5,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,777.75,130.06666564941406,792.7666625976562,1,10,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
1501,hover_association,2,2,int,12,1,1,2,10, a ,790,110,,EmTest5,EmTest5,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,777.75,140.06666564941406,792.7666625976562,1,10,hover,16,16,0.81576048741429,0.24833335876464843,105,,,,,,,,,,,,,,,EmTest5,EmTest5
1533,hover_association,2,2,int,12,1,1,2,11, few ,803,110,,EmTest5,EmTest5,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,792.7666625976562,140.06666564941406,825.783332824707,1,11,hover,33,33,0.5825341341231238,0.24833335876464843,105,,,,,,,,,,,,,,,EmTest5,EmTest5
1540,raw_position_sample,2,2,int,12,1,1,2,12, regions ,827,110,126264,EmTest5,EmTest5,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,825.7833251953125,130.06666564941406,889.8499908447266,1,12,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
1591,raw_position_sample,2,2,int,12,1,1,2,12, regions ,873,107,126315,EmTest5,EmTest5,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,825.7833251953125,130.06666564941406,889.8499908447266,1,12,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
1600,hover_association,2,2,int,12,1,1,2,12, regions ,827,110,,EmTest5,EmTest5,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,825.783332824707,140.06666564941406,889.849983215332,1,12,hover,67,67,0.7369929110918881,0.17333335876464845,105,,,,,,,,,,,,,,,EmTest5,EmTest5
1617,hover_association,2,2,int,12,1,1,2,13, of ,892,106,,EmTest5,EmTest5,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,889.849983215332,140.06666564941406,909.8666687011719,1,13,hover,17,17,0.10741122880653385,0.14833335876464843,105,,,,,,,,,,,,,,,EmTest5,EmTest5
1635,hover_association,2,2,int,12,1,1,2,14, the ,919,103,,EmTest5,EmTest5,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,909.8666687011719,140.06666564941406,939.9000244140625,1,14,hover,17,17,0.30410625393112517,0.07333335876464844,105,,,,,,,,,,,,,,,EmTest5,EmTest5
1641,raw_position_sample,2,2,int,12,1,1,2,-1,999,938,98,126365,EmTest5,EmTest5,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
1692,raw_position_sample,2,2,int,12,1,1,2,-1,999,967,96,126415,EmTest5,EmTest5,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
1741,raw_position_sample,2,2,int,12,1,1,2,-1,999,982,99,126466,EmTest5,EmTest5,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
1793,raw_position_sample,2,2,int,12,1,1,2,15, world ,984,101,126516,EmTest5,EmTest5,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,939.9000244140625,130.06666564941406,987.9333648681641,1,15,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
1843,raw_position_sample,2,2,int,12,1,1,2,15, world ,984,102,126567,EmTest5,EmTest5,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,939.9000244140625,130.06666564941406,987.9333648681641,1,15,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
1894,raw_position_sample,2,2,int,12,1,1,2,15, world ,954,120,126618,EmTest5,EmTest5,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,939.9000244140625,130.06666564941406,987.9333648681641,1,15,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
1901,hover_association,2,2,int,12,1,1,2,15, world ,982,101,,EmTest5,EmTest5,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,939.9000244140625,140.06666564941406,987.9333572387695,1,15,hover,131,131,0.29354564334300903,0.49833335876464846,105,,,,,,,,,,,,,,,EmTest5,EmTest5
1917,hover_association,2,2,int,12,1,1,2,14, the ,933,130,,EmTest5,EmTest5,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,909.8666687011719,140.06666564941406,939.9000244140625,1,14,hover,17,17,0.7702546302176637,0.7483333587646485,105,,,,,,,,,,,,,,,EmTest5,EmTest5
1933,hover_association,2,2,int,12,1,1,2,30, 2013 ,879,145,,EmTest5,EmTest5,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.06666564941406,873.8166580200195,180.06666564941406,918.8833084106445,2,12,hover,16,16,0.11501502630110567,0.12333335876464843,105,,,,,,,,,,,,,,,EmTest5,EmTest5
1944,raw_position_sample,2,2,int,12,1,1,2,29, spring ,834,148,126668,EmTest5,EmTest5,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.06666564941406,819.7666625976562,170.06666564941406,873.8166656494141,2,11,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
1950,hover_association,2,2,int,12,1,1,2,29, spring ,834,148,,EmTest5,EmTest5,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.06666564941406,819.7666625976562,180.06666564941406,873.8166580200195,2,11,hover,17,17,0.2633365144829352,0.19833335876464844,105,,,,,,,,,,,,,,,EmTest5,EmTest5
1967,hover_association,2,2,int,12,1,1,2,27, plates. ,790,150,,EmTest5,EmTest5,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.06666564941406,741.7000122070312,180.06666564941406,799.7500076293945,2,9,hover,17,17,0.8320411989965736,0.24833335876464843,105,,,,,,,,,,,,,,,EmTest5,EmTest5
1984,hover_association,2,2,int,12,1,1,2,26, our ,727,154,,EmTest5,EmTest5,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.06666564941406,710.6666946411133,180.06666564941406,741.7000122070312,2,8,hover,16,16,0.5263151554516559,0.34833335876464844,105,,,,,,,,,,,,,,,EmTest5,EmTest5
1995,raw_position_sample,2,2,int,12,1,1,2,25, to ,693,158,126719,EmTest5,EmTest5,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.06666564941406,690.6500244140625,170.06666564941406,710.6667022705078,2,7,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
2001,hover_association,2,2,int,12,1,1,2,25, to ,693,158,,EmTest5,EmTest5,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.06666564941406,690.6500244140625,180.06666564941406,710.6666946411133,2,7,hover,17,17,0.11740092429367764,0.4483333587646484,105,,,,,,,,,,,,,,,EmTest5,EmTest5
2018,hover_association,2,2,int,12,1,1,2,24, closer ,662,162,,EmTest5,EmTest5,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.06666564941406,637.6166763305664,180.06666564941406,690.6500244140625,2,6,hover,18,18,0.4597734171156667,0.5483333587646484,105,,,,,,,,,,,,,,,EmTest5,EmTest5
2047,raw_position_sample,2,2,int,12,1,1,2,23, and ,610,169,126770,EmTest5,EmTest5,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.06666564941406,602.566650390625,170.06666564941406,637.6166534423828,2,5,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
2051,hover_association,2,2,int,12,1,1,2,23, and ,630,167,,EmTest5,EmTest5,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.06666564941406,602.566650390625,180.06666564941406,637.6166763305664,2,5,hover,32,32,0.21207829124326824,0.7233333587646484,105,,,,,,,,,,,,,,,EmTest5,EmTest5
2084,hover_association,2,2,int,12,1,1,2,22, closer ,585,169,,EmTest5,EmTest5,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.06666564941406,549.533332824707,180.06666564941406,602.566650390625,2,4,hover,33,33,0.29164057398575177,0.6983333587646484,105,,,,,,,,,,,,,,,EmTest5,EmTest5
2097,raw_position_sample,2,2,int,12,1,1,2,21, crawling ,546,166,126820,EmTest5,EmTest5,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.06666564941406,478.48333740234375,170.06666564941406,549.5333404541016,2,3,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
2147,raw_position_sample,2,2,int,12,1,1,2,21, crawling ,494,157,126871,EmTest5,EmTest5,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.06666564941406,478.48333740234375,170.06666564941406,549.5333404541016,2,3,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
2197,raw_position_sample,2,2,int,12,1,1,2,21, crawling ,482,156,126921,EmTest5,EmTest5,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.06666564941406,478.48333740234375,170.06666564941406,549.5333404541016,2,3,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
