responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,SubjectId,SubjectID,onestop_block_level,onestop_paragraph_index,ProlificId,ProlificID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,SONAId,SonaId
2020,raw_position_sample,2,2,int,12,2,2,3,-1,999,374,96,3687787,EmTest5,EmTest5,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
2069,raw_position_sample,2,2,int,12,2,2,3,-1,999,395,101,3687838,EmTest5,EmTest5,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
2121,raw_position_sample,2,2,int,12,2,2,3,1, In ,427,108,3687889,EmTest5,EmTest5,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,408.41668701171875,130.06666564941406,428.433349609375,1,1,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
2132,hover_association,2,2,int,12,2,2,3,1, In ,412,104,,EmTest5,EmTest5,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,405.9146041870117,140.06666564941406,428.433349609375,1,1,hover,50,50,0.9363486027977587,0.19833335876464844,116,,,,,,,,,,,,,,,EmTest5,EmTest5
2171,raw_position_sample,2,2,int,12,2,2,3,2," March, ",436,111,3687939,EmTest5,EmTest5,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,428.433349609375,130.06666564941406,488.4666748046875,1,2,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
2221,raw_position_sample,2,2,int,12,2,2,3,2," March, ",437,113,3687989,EmTest5,EmTest5,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,428.433349609375,130.06666564941406,488.4666748046875,1,2,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
2272,raw_position_sample,2,2,int,12,2,2,3,2," March, ",437,114,3688039,EmTest5,EmTest5,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,428.433349609375,130.06666564941406,488.4666748046875,1,2,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
2321,raw_position_sample,2,2,int,12,2,2,3,2," March, ",437,114,3688090,EmTest5,EmTest5,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,428.433349609375,130.06666564941406,488.4666748046875,1,2,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
2372,raw_position_sample,2,2,int,12,2,2,3,2," March, ",438,115,3688140,EmTest5,EmTest5,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,428.433349609375,130.06666564941406,488.4666748046875,1,2,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
2423,raw_position_sample,2,2,int,12,2,2,3,2," March, ",474,121,3688191,EmTest5,EmTest5,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,428.433349609375,130.06666564941406,488.4666748046875,1,2,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
2431,hover_association,2,2,int,12,2,2,3,2," March, ",433,110,,EmTest5,EmTest5,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,428.433349609375,140.06666564941406,488.4666748046875,1,2,hover,300,300,0.7590225969056087,0.5233333587646485,116,,,,,,,,,,,,,,,EmTest5,EmTest5
2448,hover_association,2,2,int,12,2,2,3,3, a ,492,123,,EmTest5,EmTest5,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,488.4666748046875,140.06666564941406,503.4833450317383,1,3,hover,17,17,0.2352935199274488,0.5733333587646484,116,,,,,,,,,,,,,,,EmTest5,EmTest5
2474,raw_position_sample,2,2,int,12,2,2,3,4, BBC ,522,125,3688241,EmTest5,EmTest5,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,503.48333740234375,130.06666564941406,545.4833374023438,1,4,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
2514,hover_association,2,2,int,12,2,2,3,4, BBC ,507,124,,EmTest5,EmTest5,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,503.4833450317383,140.06666564941406,545.4833374023438,1,4,hover,67,67,0.8456347957129334,0.6733333587646484,116,,,,,,,,,,,,,,,EmTest5,EmTest5
2524,raw_position_sample,2,2,int,12,2,2,3,5, documentary ,550,128,3688292,EmTest5,EmTest5,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,545.4833374023438,130.06666564941406,654.5833282470703,1,5,,,,,,,,,,,,,,,,,,,,,EmTest5,EmTest5
