responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,SubjectId,SubjectID,ProlificId,ProlificID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,demo_english_speaking,demo_english_understanding,demo_english_reading,demo_english_acquire_start_age,demo_english_fluent_age,demo_english_read_start_age,demo_english_read_fluent_age,demo_other_english_test,demo_other_english_test_score,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,SONAId,SonaId
651,raw_position_sample,2,2,int,,,900,1,-1,999,311,100,766985.7999999523,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711
703,raw_position_sample,2,2,int,,,900,1,-1,999,311,100,767037.1999999285,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711
752,raw_position_sample,2,2,int,,,900,1,-1,999,311,100,767086.5,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711
802,raw_position_sample,2,2,int,,,900,1,-1,999,311,100,767136.2999999523,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711
852,raw_position_sample,2,2,int,,,900,1,-1,999,311,100,767186.3999999762,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711
901,raw_position_sample,2,2,int,,,900,1,-1,999,311,100,767235.6999999285,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711
953,raw_position_sample,2,2,int,,,900,1,-1,999,311,100,767287.1999999285,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711
1003,raw_position_sample,2,2,int,,,900,1,-1,999,311,100,767337.1000000238,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711
1052,raw_position_sample,2,2,int,,,900,1,-1,999,311,100,767386.5,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711
1102,raw_position_sample,2,2,int,,,900,1,-1,999,311,100,767436.8999999762,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711
1153,raw_position_sample,2,2,int,,,900,1,-1,999,311,100,767487.1000000238,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711
1202,raw_position_sample,2,2,int,,,900,1,-1,999,311,100,767536.5,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711
1251,raw_position_sample,2,2,int,,,900,1,-1,999,319,100,767586,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711
1302,raw_position_sample,2,2,int,,,900,1,-1,999,334,100,767636.5,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711
1351,raw_position_sample,2,2,int,,,900,1,-1,999,351,101,767685.8999999762,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711
1401,raw_position_sample,2,2,int,,,900,1,-1,999,365,105,767735.7999999523,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711
1452,raw_position_sample,2,2,int,,,900,1,-1,999,370,107,767786.2999999523,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711
1501,raw_position_sample,2,2,int,,,900,1,-1,999,372,108,767835.6000000238,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711
1551,raw_position_sample,2,2,int,,,900,1,-1,999,374,110,767885.8999999762,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711
1601,raw_position_sample,2,2,int,,,900,1,-1,999,376,111,767935.5,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711
1652,raw_position_sample,2,2,int,,,900,1,-1,999,378,111,767986.6999999285,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711
1702,raw_position_sample,2,2,int,,,900,1,-1,999,381,112,768036.3999999762,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711
1752,raw_position_sample,2,2,int,,,900,1,1, The ,384,112,768086,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.875,385.375,128.875,421.40625,1,1,,,,,,,,,,,,,,,,,,,,,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711
1802,raw_position_sample,2,2,int,,,900,1,1, The ,385,113,768136.3999999762,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.875,385.375,128.875,421.40625,1,1,,,,,,,,,,,,,,,,,,,,,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711
1851,raw_position_sample,2,2,int,,,900,1,1, The ,387,114,768185.8999999762,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.875,385.375,128.875,421.40625,1,1,,,,,,,,,,,,,,,,,,,,,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711
1903,raw_position_sample,2,2,int,,,900,1,1, The ,389,116,768237.5,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.875,385.375,128.875,421.40625,1,1,,,,,,,,,,,,,,,,,,,,,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711
1952,raw_position_sample,2,2,int,,,900,1,1, The ,390,118,768286.6999999285,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.875,385.375,128.875,421.40625,1,1,,,,,,,,,,,,,,,,,,,,,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711
2002,raw_position_sample,2,2,int,,,900,1,1, The ,392,120,768336,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.875,385.375,128.875,421.40625,1,1,,,,,,,,,,,,,,,,,,,,,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711
2053,raw_position_sample,2,2,int,,,900,1,1, The ,392,121,768387.3999999762,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.875,385.375,128.875,421.40625,1,1,,,,,,,,,,,,,,,,,,,,,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711
2102,raw_position_sample,2,2,int,,,900,1,1, The ,392,121,768436.8999999762,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.875,385.375,128.875,421.40625,1,1,,,,,,,,,,,,,,,,,,,,,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711
2153,raw_position_sample,2,2,int,,,900,1,1, The ,392,121,768487.5,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.875,385.375,128.875,421.40625,1,1,,,,,,,,,,,,,,,,,,,,,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711
2203,raw_position_sample,2,2,int,,,900,1,1, The ,392,121,768537.1999999285,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.875,385.375,128.875,421.40625,1,1,,,,,,,,,,,,,,,,,,,,,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711
2253,raw_position_sample,2,2,int,,,900,1,1, The ,392,121,768587,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.875,385.375,128.875,421.40625,1,1,,,,,,,,,,,,,,,,,,,,,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711
2303,raw_position_sample,2,2,int,,,900,1,1, The ,392,121,768637.6000000238,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.875,385.375,128.875,421.40625,1,1,,,,,,,,,,,,,,,,,,,,,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711
2353,raw_position_sample,2,2,int,,,900,1,1, The ,392,121,768687.1999999285,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.875,385.375,128.875,421.40625,1,1,,,,,,,,,,,,,,,,,,,,,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711
2403,raw_position_sample,2,2,int,,,900,1,1, The ,392,121,768737.5,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.875,385.375,128.875,421.40625,1,1,,,,,,,,,,,,,,,,,,,,,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711
2452,raw_position_sample,2,2,int,,,900,1,1, The ,392,121,768786.7999999523,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.875,385.375,128.875,421.40625,1,1,,,,,,,,,,,,,,,,,,,,,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711
2502,raw_position_sample,2,2,int,,,900,1,1, The ,392,121,768836.6999999285,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.875,385.375,128.875,421.40625,1,1,,,,,,,,,,,,,,,,,,,,,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711
2552,raw_position_sample,2,2,int,,,900,1,1, The ,392,121,768886.6000000238,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.875,385.375,128.875,421.40625,1,1,,,,,,,,,,,,,,,,,,,,,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711
2603,raw_position_sample,2,2,int,,,900,1,1, The ,392,121,768937.1000000238,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.875,385.375,128.875,421.40625,1,1,,,,,,,,,,,,,,,,,,,,,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711
2652,raw_position_sample,2,2,int,,,900,1,1, The ,392,121,768986.6000000238,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.875,385.375,128.875,421.40625,1,1,,,,,,,,,,,,,,,,,,,,,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711
2703,raw_position_sample,2,2,int,,,900,1,1, The ,392,121,769037,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.875,385.375,128.875,421.40625,1,1,,,,,,,,,,,,,,,,,,,,,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711
2753,raw_position_sample,2,2,int,,,900,1,1, The ,392,121,769087.5,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.875,385.375,128.875,421.40625,1,1,,,,,,,,,,,,,,,,,,,,,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711
2803,raw_position_sample,2,2,int,,,900,1,1, The ,392,121,769136.8999999762,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.875,385.375,128.875,421.40625,1,1,,,,,,,,,,,,,,,,,,,,,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711
2853,raw_position_sample,2,2,int,,,900,1,1, The ,396,121,769187.3999999762,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.875,385.375,128.875,421.40625,1,1,,,,,,,,,,,,,,,,,,,,,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711
2902,raw_position_sample,2,2,int,,,900,1,1, The ,401,121,769236.6999999285,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.875,385.375,128.875,421.40625,1,1,,,,,,,,,,,,,,,,,,,,,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711
2952,raw_position_sample,2,2,int,,,900,1,1, The ,407,122,769286.1000000238,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.875,385.375,128.875,421.40625,1,1,,,,,,,,,,,,,,,,,,,,,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711
3002,raw_position_sample,2,2,int,,,900,1,1, The ,414,122,769336.1000000238,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.875,385.375,128.875,421.40625,1,1,,,,,,,,,,,,,,,,,,,,,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711
3053,raw_position_sample,2,2,int,,,900,1,1, The ,420,123,769387.2999999523,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.875,385.375,128.875,421.40625,1,1,,,,,,,,,,,,,,,,,,,,,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711
3068,hover_association,2,2,int,,,900,1,1, The ,382,112,,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.375,381.771875,138.375,421.40625,1,1,hover,1350.3000000715256,1350.3000000715256,0.9645194354647953,0.615625,19,,,,,,,,,,,,,,,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711
3107,raw_position_sample,2,2,int,,,900,1,2, coastal ,426,123,769440.8999999762,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.875,421.40625,128.875,483.453125,1,2,,,,,,,,,,,,,,,,,,,,,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711
3153,raw_position_sample,2,2,int,,,900,1,2, coastal ,432,123,769487.6000000238,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.875,421.40625,128.875,483.453125,1,2,,,,,,,,,,,,,,,,,,,,,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711
3202,raw_position_sample,2,2,int,,,900,1,2, coastal ,440,124,769536.6000000238,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.875,421.40625,128.875,483.453125,1,2,,,,,,,,,,,,,,,,,,,,,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711
3255,raw_position_sample,2,2,int,,,900,1,2, coastal ,447,125,769589,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.875,421.40625,128.875,483.453125,1,2,,,,,,,,,,,,,,,,,,,,,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711
3303,raw_position_sample,2,2,int,,,900,1,2, coastal ,454,127,769637.2999999523,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.875,421.40625,128.875,483.453125,1,2,,,,,,,,,,,,,,,,,,,,,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711
3351,raw_position_sample,2,2,int,,,900,1,2, coastal ,462,129,769685.7999999523,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.875,421.40625,128.875,483.453125,1,2,,,,,,,,,,,,,,,,,,,,,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711
3402,raw_position_sample,2,2,int,,,900,1,2, coastal ,470,130,769736.5,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.875,421.40625,128.875,483.453125,1,2,,,,,,,,,,,,,,,,,,,,,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711
3454,raw_position_sample,2,2,int,,,900,1,2, coastal ,475,130,769788.6000000238,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.875,421.40625,128.875,483.453125,1,2,,,,,,,,,,,,,,,,,,,,,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711
3503,raw_position_sample,2,2,int,,,900,1,2, coastal ,479,130,769837.5,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.875,421.40625,128.875,483.453125,1,2,,,,,,,,,,,,,,,,,,,,,605e90cc484dafd94f25f711,605e90cc484dafd94f25f711
