responseTime,ProlificId,ProlificID,SubjectId,SubjectID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,demo_english_speaking,demo_english_understanding,demo_english_reading,demo_english_acquire_start_age,demo_english_fluent_age,demo_english_read_start_age,demo_english_read_fluent_age,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,onestop_block_level,onestop_paragraph_index,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_start_date,experiment_date,experiment_start_clock_time,experiment_start_time_local,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,experiment_end_date,experiment_end_clock_time,experiment_end_time_local,experiment_duration_ms
58129,6984ea6bcebea0dac711b77c,6984ea6bcebea0dac711b77c,6984ea6bcebea0dac711b77c,6984ea6bcebea0dac711b77c,spotlight_PROLIFIC,welcome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T18:53:38.639Z,98FT884M,2026-07-02,2026-07-02,11:53:38,2026-07-02 11:53:38,1783021058974,NaN,6984ea6bcebea0dac711b77c,6984ea6bcebea0dac711b77c,6984ea6bcebea0dac711b77c,6984ea6bcebea0dac711b77c,spotlight_PROLIFIC,2026-07-02,12:37:39,2026-07-02 12:37:39,2641116
230748,,,,,,demographics_onestop,22,Mexico,Spanish,English,,Spanish:90|English:10,100,Spanish:65|English:35,100,Spanish:95|English:5,100,14,2,High school,10,10,10,2,8,8,18,22,10,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T18:53:38.640Z,,2026-07-02,2026-07-02,11:53:38,2026-07-02 11:53:38,2026-07-02T19:37:39.756Z,2641116,,,,,,2026-07-02,12:37:39,2026-07-02 12:37:39,2641116
230748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T18:53:38.640Z,,2026-07-02,2026-07-02,11:53:38,2026-07-02 11:53:38,2026-07-02T19:37:39.756Z,2641116,,,,,,2026-07-02,12:37:39,2026-07-02 12:37:39,2641116
5244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T18:53:38.640Z,,2026-07-02,2026-07-02,11:53:38,2026-07-02 11:53:38,2026-07-02T19:37:39.756Z,2641116,,,,,,2026-07-02,12:37:39,2026-07-02 12:37:39,2641116
44384,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,1,"Sorry, I did that.",Only for half an hour.,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T18:53:38.640Z,,2026-07-02,2026-07-02,11:53:38,2026-07-02 11:53:38,2026-07-02T19:37:39.756Z,2641116,,,,,,2026-07-02,12:37:39,2026-07-02 12:37:39,2641116
44384,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,2,We can't decide.,We can't decide.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T18:53:38.640Z,,2026-07-02,2026-07-02,11:53:38,2026-07-02 11:53:38,2026-07-02T19:37:39.756Z,2641116,,,,,,2026-07-02,12:37:39,2026-07-02 12:37:39,2641116
44384,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,3,Don't you know?,Would you like some help?,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T18:53:38.640Z,,2026-07-02,2026-07-02,11:53:38,2026-07-02 11:53:38,2026-07-02T19:37:39.756Z,2641116,,,,,,2026-07-02,12:37:39,2026-07-02 12:37:39,2641116
44384,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,4,How much did you pay?,I'll just check for you.,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T18:53:38.640Z,,2026-07-02,2026-07-02,11:53:38,2026-07-02 11:53:38,2026-07-02T19:37:39.756Z,2641116,,,,,,2026-07-02,12:37:39,2026-07-02 12:37:39,2641116
44384,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,5,Not at all.,I'm too tired.,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T18:53:38.640Z,,2026-07-02,2026-07-02,11:53:38,2026-07-02 11:53:38,2026-07-02T19:37:39.756Z,2641116,,,,,,2026-07-02,12:37:39,2026-07-02 12:37:39,2641116
44384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-07-02T18:53:38.640Z,,2026-07-02,2026-07-02,11:53:38,2026-07-02 11:53:38,2026-07-02T19:37:39.756Z,2641116,,,,,,2026-07-02,12:37:39,2026-07-02 12:37:39,2641116
