responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,SubjectId,SubjectID,ProlificId,ProlificID,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,onestop_block_level,onestop_paragraph_index,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,sampleTimeMs,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,SONAId,SonaId
1038,hover_association,2,2,int,16,5,24,25,105, and ,731,383,hover,17,17,0.0660953942384882,0.073333740234375,118,EmTest4,EmTest4,,,380.066650390625,728.6833572387695,420.066650390625,763.7333450317383,8,7,intermediate,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
1049,hover_association,2,2,int,16,5,24,25,80, it ,675,337,hover,10,10,0.16904994419642858,0.923333740234375,118,EmTest4,EmTest4,,,300.066650390625,672.63330078125,340.066650390625,686.63330078125,6,8,intermediate,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
1061,raw_position_sample,2,2,int,16,5,24,25,79, swap ,645,314,,,,,,,EmTest4,EmTest4,,,310.066650390625,625.5999755859375,330.066650390625,672.63330078125,6,7,intermediate,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340199,,,,,,,,,,,,,,,EmTest4,EmTest4
1099,hover_association,2,2,int,16,5,24,25,79, swap ,645,314,hover,50,50,0.4124739182490907,0.348333740234375,118,EmTest4,EmTest4,,,300.066650390625,625.599983215332,340.066650390625,672.63330078125,6,7,intermediate,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
1112,hover_association,2,2,int,16,5,24,25,18, new ,461,166,hover,13,13,0.014460678360836933,0.6483333587646485,118,EmTest4,EmTest4,,,140.06666564941406,460.45001220703125,180.06666564941406,498.4833450317383,2,3,intermediate,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
1114,raw_position_sample,2,2,int,16,5,24,25,16, with ,434,142,,,,,,,EmTest4,EmTest4,,,150.06666564941406,408.41668701171875,170.06666564941406,445.433349609375,2,1,intermediate,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340252,,,,,,,,,,,,,,,EmTest4,EmTest4
1129,hover_association,2,2,int,16,5,24,25,16, with ,434,142,hover,17,17,0.6911296479197205,0.048333358764648435,118,EmTest4,EmTest4,,,140.06666564941406,408.41668701171875,180.06666564941406,445.433349609375,2,1,intermediate,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
1165,raw_position_sample,2,2,int,16,5,24,25,1, The ,427,134,,,,,,,EmTest4,EmTest4,,,110.06666564941406,408.41668701171875,130.06666564941406,444.45001220703125,1,1,intermediate,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340303,,,,,,,,,,,,,,,EmTest4,EmTest4
1215,raw_position_sample,2,2,int,16,5,24,25,1, The ,427,134,,,,,,,EmTest4,EmTest4,,,110.06666564941406,408.41668701171875,130.06666564941406,444.45001220703125,1,1,intermediate,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340353,,,,,,,,,,,,,,,EmTest4,EmTest4
1265,raw_position_sample,2,2,int,16,5,24,25,1, The ,427,133,,,,,,,EmTest4,EmTest4,,,110.06666564941406,408.41668701171875,130.06666564941406,444.45001220703125,1,1,intermediate,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340403,,,,,,,,,,,,,,,EmTest4,EmTest4
1316,raw_position_sample,2,2,int,16,5,24,25,1, The ,430,130,,,,,,,EmTest4,EmTest4,,,110.06666564941406,408.41668701171875,130.06666564941406,444.45001220703125,1,1,intermediate,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340454,,,,,,,,,,,,,,,EmTest4,EmTest4
1366,raw_position_sample,2,2,int,16,5,24,25,1, The ,442,129,,,,,,,EmTest4,EmTest4,,,110.06666564941406,408.41668701171875,130.06666564941406,444.45001220703125,1,1,intermediate,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340504,,,,,,,,,,,,,,,EmTest4,EmTest4
1378,hover_association,2,2,int,16,5,24,25,1, The ,430,137,hover,250,250,0.9381882240259191,0.7233333587646484,118,EmTest4,EmTest4,,,100.06666564941406,404.8133544921875,140.06666564941406,444.45001220703125,1,1,intermediate,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
1417,raw_position_sample,2,2,int,16,5,24,25,2, documentary ,449,128,,,,,,,EmTest4,EmTest4,,,110.06666564941406,444.45001220703125,130.06666564941406,553.5500183105469,1,2,intermediate,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340555,,,,,,,,,,,,,,,EmTest4,EmTest4
1467,raw_position_sample,2,2,int,16,5,24,25,2, documentary ,479,126,,,,,,,EmTest4,EmTest4,,,110.06666564941406,444.45001220703125,130.06666564941406,553.5500183105469,1,2,intermediate,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340605,,,,,,,,,,,,,,,EmTest4,EmTest4
1512,hover_association,2,2,int,16,5,24,25,2, documentary ,447,128,hover,133,133,0.820806556440671,0.6733333587646484,118,EmTest4,EmTest4,,,100.06666564941406,444.45001220703125,140.06666564941406,553.5500030517578,1,2,intermediate,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
1518,raw_position_sample,2,2,int,16,5,24,25,3, shows ,554,129,,,,,,,EmTest4,EmTest4,,,110.06666564941406,553.5499877929688,130.06666564941406,609.5833129882812,1,3,intermediate,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340656,,,,,,,,,,,,,,,EmTest4,EmTest4
