responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,SubjectId,SubjectID,ProlificId,ProlificID,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,onestop_block_level,onestop_paragraph_index,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,sampleTimeMs,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,SONAId,SonaId
833,hover_association,2,2,int,26,4,19,20,100, city ,748,386,hover,20,20,0.6755218505859375,0.148333740234375,128,EmTest4,EmTest4,,,380.066650390625,726.38330078125,420.066650390625,758.38330078125,8,9,intermediate,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
837,raw_position_sample,2,2,int,26,4,19,20,86, Switzerland ,702,354,,,,,,,EmTest4,EmTest4,,,350.066650390625,688.5833129882812,370.066650390625,786.6499786376953,7,6,intermediate,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270999,,,,,,,,,,,,,,,EmTest4,EmTest4
845,hover_association,2,2,int,26,4,19,20,86, Switzerland ,702,354,hover,12,12,0.1368118696755519,0.348333740234375,128,EmTest4,EmTest4,,,340.066650390625,688.5833129882812,380.066650390625,786.6500015258789,7,6,intermediate,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
888,raw_position_sample,2,2,int,26,4,19,20,75, Germany ,674,337,,,,,,,EmTest4,EmTest4,,,310.066650390625,637.683349609375,330.066650390625,716.7333526611328,6,7,intermediate,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271050,,,,,,,,,,,,,,,EmTest4,EmTest4
927,hover_association,2,2,int,26,4,19,20,75, Germany ,674,337,hover,82,82,0.45941369378436425,0.923333740234375,128,EmTest4,EmTest4,,,300.066650390625,637.683349609375,340.066650390625,716.7333450317383,6,7,intermediate,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
938,raw_position_sample,2,2,int,26,4,19,20,13," Eichtinger, ",446,170,,,,,,,EmTest4,EmTest4,,,150.06666564941406,408.41668701171875,170.06666564941406,497.4833526611328,2,1,intermediate,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271101,,,,,,,,,,,,,,,EmTest4,EmTest4
993,raw_position_sample,2,2,int,26,4,19,20,13," Eichtinger, ",433,151,,,,,,,EmTest4,EmTest4,,,150.06666564941406,408.41668701171875,170.06666564941406,497.4833526611328,2,1,intermediate,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271156,,,,,,,,,,,,,,,EmTest4,EmTest4
1044,raw_position_sample,2,2,int,26,4,19,20,13," Eichtinger, ",429,149,,,,,,,EmTest4,EmTest4,,,150.06666564941406,408.41668701171875,170.06666564941406,497.4833526611328,2,1,intermediate,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271206,,,,,,,,,,,,,,,EmTest4,EmTest4
1094,raw_position_sample,2,2,int,26,4,19,20,13," Eichtinger, ",428,149,,,,,,,EmTest4,EmTest4,,,150.06666564941406,408.41668701171875,170.06666564941406,497.4833526611328,2,1,intermediate,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271256,,,,,,,,,,,,,,,EmTest4,EmTest4
1144,raw_position_sample,2,2,int,26,4,19,20,13," Eichtinger, ",456,145,,,,,,,EmTest4,EmTest4,,,150.06666564941406,408.41668701171875,170.06666564941406,497.4833526611328,2,1,intermediate,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271306,,,,,,,,,,,,,,,EmTest4,EmTest4
