responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,SubjectId,SubjectID,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,onestop_block_level,onestop_paragraph_index,ProlificId,ProlificID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,SONAId,SonaId
534,raw_position_sample,2,1,ele,22,2,2,3,62, created ,572,280,98173,EmTest4,EmTest4,270.066650390625,532.5166625976562,290.066650390625,597.5833282470703,5,3,elementary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
535,hover_association,2,1,ele,22,2,2,3,62, created ,572,280,,EmTest4,EmTest4,260.06665802001953,532.5166625976562,300.06664276123047,597.5833206176758,5,3,elementary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,19,19,0.606813667765073,0.4983337395987471,65,,,,,,,,,,,,,,,EmTest4,EmTest4
550,hover_association,2,1,ele,22,2,2,3,33, and ,503,216,,EmTest4,EmTest4,180.06666564941406,493.4666748046875,220.06666564941406,528.5166702270508,3,2,elementary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,16,16,0.27199219516102596,0.8983333587646485,65,,,,,,,,,,,,,,,EmTest4,EmTest4
566,hover_association,2,1,ele,22,2,2,3,32, capitalism ,487,198,,EmTest4,EmTest4,180.06666564941406,408.41668701171875,220.06666564941406,493.4666748046875,3,1,elementary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,16,16,0.92396618773857,0.4483333587646484,65,,,,,,,,,,,,,,,EmTest4,EmTest4
585,raw_position_sample,2,1,ele,22,2,2,3,18, money ,439,145,98225,EmTest4,EmTest4,150.06666564941406,408.41668701171875,170.06666564941406,467.4666748046875,2,1,elementary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
599,hover_association,2,1,ele,22,2,2,3,18, money ,449,155,,EmTest4,EmTest4,140.06666564941406,408.41668701171875,180.06666564941406,467.4666748046875,2,1,elementary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,33,33,0.5179224269360966,0.12333335876464843,65,,,,,,,,,,,,,,,EmTest4,EmTest4
635,raw_position_sample,2,1,ele,22,2,2,3,1, From ,414,122,98275,EmTest4,EmTest4,110.06666564941406,408.41668701171875,130.06666564941406,455.433349609375,1,1,elementary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
685,raw_position_sample,2,1,ele,22,2,2,3,1, From ,414,122,98325,EmTest4,EmTest4,110.06666564941406,408.41668701171875,130.06666564941406,455.433349609375,1,1,elementary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
736,raw_position_sample,2,1,ele,22,2,2,3,1, From ,412,121,98376,EmTest4,EmTest4,110.06666564941406,408.41668701171875,130.06666564941406,455.433349609375,1,1,elementary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
787,raw_position_sample,2,1,ele,22,2,2,3,1, From ,412,121,98426,EmTest4,EmTest4,110.06666564941406,408.41668701171875,130.06666564941406,455.433349609375,1,1,elementary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
