responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,SubjectId,SubjectID,ProlificId,ProlificID,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,onestop_block_level,onestop_paragraph_index,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,sampleTimeMs,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,SONAId,SonaId
983,hover_association,2,2,int,16,1,20,21,100," television, ",726,396,hover,25,25,0.05054870644115711,0.148333740234375,131,EmTest4,EmTest4,,,380.066650390625,707.6999893188477,420.066650390625,792.7666702270508,8,8,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
993,raw_position_sample,2,2,int,16,1,20,21,87, industrial ,694,374,,,,,,,EmTest4,EmTest4,,,350.066650390625,652.2833251953125,370.066650390625,729.3499908447266,7,6,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283001,,,,,,,,,,,,,,,EmTest4,EmTest4
1031,hover_association,2,2,int,16,1,20,21,87, industrial ,694,374,hover,50,50,0.5413063947038005,0.848333740234375,131,EmTest4,EmTest4,,,340.066650390625,652.2833251953125,380.066650390625,729.349983215332,7,6,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
1043,hover_association,2,2,int,16,1,20,21,42, to ,483,227,hover,12,12,0.27477080357963013,0.17333339182536922,131,EmTest4,EmTest4,,,220.06666564941406,477.50000762939453,260.06665802001953,497.51666259765625,4,3,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
1046,raw_position_sample,2,2,int,16,1,20,21,27, being ,437,190,,,,,,,EmTest4,EmTest4,,,190.06666564941406,408.41668701171875,210.06666564941406,457.4833526611328,3,1,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283054,,,,,,,,,,,,,,,EmTest4,EmTest4
1059,hover_association,2,2,int,16,1,20,21,27, being ,437,190,hover,16,16,0.5825404488852504,0.24833335876464843,131,EmTest4,EmTest4,,,180.06666564941406,408.41668701171875,220.06666564941406,457.4833450317383,3,1,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
1096,raw_position_sample,2,2,int,16,1,20,21,-1,999,370,125,,,,,,,EmTest4,EmTest4,,,,,,,,,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283105,,,,,,,,,,,,,,,EmTest4,EmTest4
1147,raw_position_sample,2,2,int,16,1,20,21,-1,999,358,103,,,,,,,EmTest4,EmTest4,,,,,,,,,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283155,,,,,,,,,,,,,,,EmTest4,EmTest4
1197,raw_position_sample,2,2,int,16,1,20,21,-1,999,361,94,,,,,,,EmTest4,EmTest4,,,,,,,,,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283206,,,,,,,,,,,,,,,EmTest4,EmTest4
1248,raw_position_sample,2,2,int,16,1,20,21,-1,999,362,91,,,,,,,EmTest4,EmTest4,,,,,,,,,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283256,,,,,,,,,,,,,,,EmTest4,EmTest4
1299,raw_position_sample,2,2,int,16,1,20,21,-1,999,394,92,,,,,,,EmTest4,EmTest4,,,,,,,,,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283307,,,,,,,,,,,,,,,EmTest4,EmTest4
1356,raw_position_sample,2,2,int,16,1,20,21,1, Benjamin ,450,108,,,,,,,EmTest4,EmTest4,,,110.06666564941406,408.41668701171875,130.06666564941406,488.4833526611328,1,1,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283364,,,,,,,,,,,,,,,EmTest4,EmTest4
1406,raw_position_sample,2,2,int,16,1,20,21,1, Benjamin ,478,122,,,,,,,EmTest4,EmTest4,,,110.06666564941406,408.41668701171875,130.06666564941406,488.4833526611328,1,1,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283415,,,,,,,,,,,,,,,EmTest4,EmTest4
1410,hover_association,2,2,int,16,1,20,21,1, Benjamin ,437,102,hover,84,84,0.8753021753741069,0.5483333587646484,131,EmTest4,EmTest4,,,100.06666564941406,404.41335372924806,140.06666564941406,488.4833450317383,1,1,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
1457,raw_position_sample,2,2,int,16,1,20,21,2, Carle ,508,132,,,,,,,EmTest4,EmTest4,,,110.06666564941406,488.48333740234375,130.06666564941406,536.5166625976562,1,2,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283465,,,,,,,,,,,,,,,EmTest4,EmTest4
1476,hover_association,2,2,int,16,1,20,21,2, Carle ,494,129,hover,66,66,0.8435114837250031,0.8483333587646484,131,EmTest4,EmTest4,,,100.06666564941406,488.4833450317383,140.06666564941406,536.5166625976562,1,2,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
1507,raw_position_sample,2,2,int,16,1,20,21,3, is ,542,134,,,,,,,EmTest4,EmTest4,,,110.06666564941406,536.5166625976562,130.06666564941406,554.5166625976562,1,3,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283516,,,,,,,,,,,,,,,EmTest4,EmTest4
1557,raw_position_sample,2,2,int,16,1,20,21,3, is ,546,134,,,,,,,EmTest4,EmTest4,,,110.06666564941406,536.5166625976562,130.06666564941406,554.5166625976562,1,3,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283566,,,,,,,,,,,,,,,EmTest4,EmTest4
1608,raw_position_sample,2,2,int,16,1,20,21,3, is ,546,134,,,,,,,EmTest4,EmTest4,,,110.06666564941406,536.5166625976562,130.06666564941406,554.5166625976562,1,3,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283617,,,,,,,,,,,,,,,EmTest4,EmTest4
1659,raw_position_sample,2,2,int,16,1,20,21,3, is ,546,134,,,,,,,EmTest4,EmTest4,,,110.06666564941406,536.5166625976562,130.06666564941406,554.5166625976562,1,3,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283668,,,,,,,,,,,,,,,EmTest4,EmTest4
1710,raw_position_sample,2,2,int,16,1,20,21,3, is ,546,134,,,,,,,EmTest4,EmTest4,,,110.06666564941406,536.5166625976562,130.06666564941406,554.5166625976562,1,3,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283718,,,,,,,,,,,,,,,EmTest4,EmTest4
1760,raw_position_sample,2,2,int,16,1,20,21,3, is ,546,134,,,,,,,EmTest4,EmTest4,,,110.06666564941406,536.5166625976562,130.06666564941406,554.5166625976562,1,3,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283769,,,,,,,,,,,,,,,EmTest4,EmTest4
1771,hover_association,2,2,int,16,1,20,21,3, is ,538,134,hover,294,294,0.5268520779079862,0.8483333587646484,131,EmTest4,EmTest4,,,100.06666564941406,536.5166625976562,140.06666564941406,554.5166625976562,1,3,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
