responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,SubjectId,SubjectID,onestop_block_level,onestop_paragraph_index,ProlificId,ProlificID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,SONAId,SonaId
771,raw_position_sample,2,1,ele,20,1,6,7,-1,999,646,325,131691,EmTest4,EmTest4,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
792,hover_association,2,1,ele,20,1,6,7,45, Society ,558,245,,EmTest4,EmTest4,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,20,20,0.31936506423526817,0.623333477656074,69,220.06666564941406,537.5499954223633,260.06665802001953,601.5833129882812,4,4,,,,,,,,,,,,,,,EmTest4,EmTest4
801,hover_association,2,1,ele,20,1,6,7,18, someone’s ,480,180,,EmTest4,EmTest4,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,9,9,0.08174386920980926,0.9983333587646485,69,140.06666564941406,472.5,180.06666564941406,564.25,2,3,,,,,,,,,,,,,,,EmTest4,EmTest4
818,hover_association,2,1,ele,20,1,6,7,17, in ,458,165,,EmTest4,EmTest4,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,17,17,0.23751048624481505,0.6233333587646485,69,140.06666564941406,453.4833450317383,180.06666564941406,472.5,2,2,,,,,,,,,,,,,,,EmTest4,EmTest4
826,raw_position_sample,2,1,ele,20,1,6,7,16, hand ,445,153,131746,EmTest4,EmTest4,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.06666564941406,408.41668701171875,170.06666564941406,453.4833526611328,2,1,,,,,,,,,,,,,,,EmTest4,EmTest4
834,hover_association,2,1,ele,20,1,6,7,16, hand ,445,153,,EmTest4,EmTest4,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,15,15,0.8117600593332258,0.3233333587646484,69,140.06666564941406,408.41668701171875,180.06666564941406,453.4833450317383,2,1,,,,,,,,,,,,,,,EmTest4,EmTest4
876,raw_position_sample,2,1,ele,20,1,6,7,1, Illegal ,410,119,131797,EmTest4,EmTest4,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,408.41668701171875,130.06666564941406,460.4666748046875,1,1,,,,,,,,,,,,,,,EmTest4,EmTest4
927,raw_position_sample,2,1,ele,20,1,6,7,1, Illegal ,411,116,131847,EmTest4,EmTest4,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,408.41668701171875,130.06666564941406,460.4666748046875,1,1,,,,,,,,,,,,,,,EmTest4,EmTest4
977,raw_position_sample,2,1,ele,20,1,6,7,1, Illegal ,454,117,131897,EmTest4,EmTest4,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,408.41668701171875,130.06666564941406,460.4666748046875,1,1,,,,,,,,,,,,,,,EmTest4,EmTest4
1001,hover_association,2,1,ele,20,1,6,7,1, Illegal ,426,138,,EmTest4,EmTest4,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,167,167,0.9915059927656397,0.49833335876464846,69,100.06666564941406,405.52502102322046,140.06666564941406,460.4666748046875,1,1,,,,,,,,,,,,,,,EmTest4,EmTest4
1017,hover_association,2,1,ele,20,1,6,7,2, downloading ,482,133,,EmTest4,EmTest4,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,17,17,0.20288938903280665,0.8233333587646484,69,100.06666564941406,460.4666748046875,140.06666564941406,566.5999984741211,1,2,,,,,,,,,,,,,,,EmTest4,EmTest4
1027,raw_position_sample,2,1,ele,20,1,6,7,18, someone’s ,498,142,131948,EmTest4,EmTest4,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.06666564941406,472.5,170.06666564941406,564.25,2,3,,,,,,,,,,,,,,,EmTest4,EmTest4
1079,raw_position_sample,2,1,ele,20,1,6,7,18, someone’s ,514,145,131999,EmTest4,EmTest4,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.06666564941406,472.5,170.06666564941406,564.25,2,3,,,,,,,,,,,,,,,EmTest4,EmTest4
1101,hover_association,2,1,ele,20,1,6,7,18, someone’s ,498,142,,EmTest4,EmTest4,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,83,83,0.49591280653950953,0.048333358764648435,69,140.06666564941406,472.5,180.06666564941406,564.25,2,3,,,,,,,,,,,,,,,EmTest4,EmTest4
1128,raw_position_sample,2,1,ele,20,1,6,7,2, downloading ,538,129,132049,EmTest4,EmTest4,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,460.4666748046875,130.06666564941406,566.6000213623047,1,2,,,,,,,,,,,,,,,EmTest4,EmTest4
1179,raw_position_sample,2,1,ele,20,1,6,7,2, downloading ,542,126,132099,EmTest4,EmTest4,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,460.4666748046875,130.06666564941406,566.6000213623047,1,2,,,,,,,,,,,,,,,EmTest4,EmTest4
1229,raw_position_sample,2,1,ele,20,1,6,7,2, downloading ,542,126,132150,EmTest4,EmTest4,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,460.4666748046875,130.06666564941406,566.6000213623047,1,2,,,,,,,,,,,,,,,EmTest4,EmTest4
1280,raw_position_sample,2,1,ele,20,1,6,7,2, downloading ,542,126,132200,EmTest4,EmTest4,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,460.4666748046875,130.06666564941406,566.6000213623047,1,2,,,,,,,,,,,,,,,EmTest4,EmTest4
1330,raw_position_sample,2,1,ele,20,1,6,7,2, downloading ,542,126,132251,EmTest4,EmTest4,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,460.4666748046875,130.06666564941406,566.6000213623047,1,2,,,,,,,,,,,,,,,EmTest4,EmTest4
1381,raw_position_sample,2,1,ele,20,1,6,7,2, downloading ,554,121,132301,EmTest4,EmTest4,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,460.4666748046875,130.06666564941406,566.6000213623047,1,2,,,,,,,,,,,,,,,EmTest4,EmTest4
1385,hover_association,2,1,ele,20,1,6,7,2, downloading ,529,134,,EmTest4,EmTest4,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,284,284,0.8812814106023338,0.5233333587646485,69,100.06666564941406,460.4666748046875,140.06666564941406,566.5999984741211,1,2,,,,,,,,,,,,,,,EmTest4,EmTest4
