responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,SubjectId,SubjectID,onestop_block_level,onestop_paragraph_index,ProlificId,ProlificID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,SONAId,SonaId
470,raw_position_sample,2,1,ele,20,4,9,10,-1,999,723,436,161885,EmTest4,EmTest4,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
521,raw_position_sample,2,1,ele,20,4,9,10,107, list ,708,412,161935,EmTest4,EmTest4,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.066650390625,688.066650390625,410.066650390625,715.066650390625,8,7,,,,,,,,,,,,,,,EmTest4,EmTest4
540,hover_association,2,1,ele,20,4,9,10,107, list ,713,418,,EmTest4,EmTest4,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,49,49,0.590123827968924,0.673333740234375,110,380.066650390625,688.0666656494141,420.066650390625,715.066650390625,8,7,,,,,,,,,,,,,,,EmTest4,EmTest4
572,raw_position_sample,2,1,ele,20,4,9,10,106, iTunes ,666,381,161986,EmTest4,EmTest4,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.066650390625,629.683349609375,410.066650390625,688.0666809082031,8,6,,,,,,,,,,,,,,,EmTest4,EmTest4
573,hover_association,2,1,ele,20,4,9,10,106, iTunes ,684,393,,EmTest4,EmTest4,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,34,34,0.6220381090052985,0.023333740234375,110,380.066650390625,629.6833572387695,420.066650390625,688.0666656494141,8,6,,,,,,,,,,,,,,,EmTest4,EmTest4
590,hover_association,2,1,ele,20,4,9,10,89, music ,635,360,,EmTest4,EmTest4,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,16,16,0.2957384260641101,0.498333740234375,110,340.066650390625,619.6166763305664,380.066650390625,671.6333312988281,7,6,,,,,,,,,,,,,,,EmTest4,EmTest4
607,hover_association,2,1,ele,20,4,9,10,74, caught. ,602,330,,EmTest4,EmTest4,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,17,17,0.20967770170214514,0.748333740234375,110,300.066650390625,588.566650390625,340.066650390625,652.6333084106445,6,6,,,,,,,,,,,,,,,EmTest4,EmTest4
622,raw_position_sample,2,1,ele,20,4,9,10,73, get ,578,302,162036,EmTest4,EmTest4,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.066650390625,558.5333251953125,330.066650390625,588.566650390625,6,5,,,,,,,,,,,,,,,EmTest4,EmTest4
624,hover_association,2,1,ele,20,4,9,10,73, get ,578,302,,EmTest4,EmTest4,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,16,16,0.6481691480411165,0.048333740234375,110,300.066650390625,558.5333251953125,340.066650390625,588.566650390625,6,5,,,,,,,,,,,,,,,EmTest4,EmTest4
640,hover_association,2,1,ele,20,4,9,10,56, users ,554,263,,EmTest4,EmTest4,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,17,17,0.37661458240948115,0.07333356348677893,110,260.06665802001953,535.5333404541016,300.066650390625,584.566650390625,5,4,,,,,,,,,,,,,,,EmTest4,EmTest4
