responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,SubjectId,SubjectID,ProlificId,ProlificID,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,onestop_block_level,onestop_paragraph_index,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,sampleTimeMs,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,SONAId,SonaId
1239,hover_association,2,2,int,16,3,22,23,89, made ,722,390,hover,20,20,0.5654345719827394,0.248333740234375,116,EmTest4,EmTest4,,,380.066650390625,693.6999893188477,420.066650390625,743.7500076293945,8,7,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
1256,hover_association,2,2,int,16,3,22,23,75, seasonal ,686,365,hover,15,15,0.9130808352142057,0.623333740234375,116,EmTest4,EmTest4,,,340.066650390625,615.6166763305664,380.066650390625,692.7000198364258,7,5,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
1267,raw_position_sample,2,2,int,16,3,22,23,64, Carle ,641,327,,,,,,,EmTest4,EmTest4,,,310.066650390625,595.5833129882812,330.066650390625,643.6166534423828,6,4,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311713,,,,,,,,,,,,,,,EmTest4,EmTest4
1309,hover_association,2,2,int,16,3,22,23,64, Carle ,641,327,hover,54,54,0.9455237658970354,0.673333740234375,116,EmTest4,EmTest4,,,300.066650390625,595.5833206176758,340.066650390625,643.6166763305664,6,4,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
1317,raw_position_sample,2,2,int,16,3,22,23,15, made ,451,142,,,,,,,EmTest4,EmTest4,,,150.06666564941406,439.45001220703125,170.06666564941406,489.50001525878906,2,2,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311763,,,,,,,,,,,,,,,EmTest4,EmTest4
1321,hover_association,2,2,int,16,3,22,23,15, made ,451,142,hover,13,13,0.23076900797892977,0.048333358764648435,116,EmTest4,EmTest4,,,140.06666564941406,439.45001220703125,180.06666564941406,489.50000762939453,2,2,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
1354,hover_association,2,2,int,16,3,22,23,1, The ,426,119,hover,33,33,0.2317714468738403,0.14833335876464843,116,EmTest4,EmTest4,,,100.06666564941406,404.8133544921875,140.06666564941406,444.45001220703125,1,1,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
1368,raw_position_sample,2,2,int,16,3,22,23,-1,999,402,97,,,,,,,EmTest4,EmTest4,,,,,,,,,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311814,,,,,,,,,,,,,,,EmTest4,EmTest4
1418,raw_position_sample,2,2,int,16,3,22,23,-1,999,397,90,,,,,,,EmTest4,EmTest4,,,,,,,,,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311864,,,,,,,,,,,,,,,EmTest4,EmTest4
1469,raw_position_sample,2,2,int,16,3,22,23,-1,999,393,86,,,,,,,EmTest4,EmTest4,,,,,,,,,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311914,,,,,,,,,,,,,,,EmTest4,EmTest4
1519,raw_position_sample,2,2,int,16,3,22,23,-1,999,392,86,,,,,,,EmTest4,EmTest4,,,,,,,,,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311964,,,,,,,,,,,,,,,EmTest4,EmTest4
1569,raw_position_sample,2,2,int,16,3,22,23,-1,999,421,97,,,,,,,EmTest4,EmTest4,,,,,,,,,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312015,,,,,,,,,,,,,,,EmTest4,EmTest4
1621,raw_position_sample,2,2,int,16,3,22,23,2, removal ,456,117,,,,,,,EmTest4,EmTest4,,,110.06666564941406,444.45001220703125,130.06666564941406,513.5000152587891,1,2,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312066,,,,,,,,,,,,,,,EmTest4,EmTest4
1675,raw_position_sample,2,2,int,16,3,22,23,2, removal ,486,130,,,,,,,EmTest4,EmTest4,,,110.06666564941406,444.45001220703125,130.06666564941406,513.5000152587891,1,2,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312121,,,,,,,,,,,,,,,EmTest4,EmTest4
1721,hover_association,2,2,int,16,3,22,23,2, removal ,446,110,hover,132,132,0.9493119788352515,0.8233333587646484,116,EmTest4,EmTest4,,,100.06666564941406,444.45001220703125,140.06666564941406,513.5000076293945,1,2,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
1725,raw_position_sample,2,2,int,16,3,22,23,3, men ,533,135,,,,,,,EmTest4,EmTest4,,,110.06666564941406,513.5,130.06666564941406,553.5333404541016,1,3,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312171,,,,,,,,,,,,,,,EmTest4,EmTest4
1755,hover_association,2,2,int,16,3,22,23,3, men ,533,135,hover,34,34,0.9616985894320222,0.9483333587646484,116,EmTest4,EmTest4,,,100.06666564941406,513.5000076293945,140.06666564941406,553.533332824707,1,3,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
1771,hover_association,2,2,int,16,3,22,23,4, left ,571,140,hover,16,16,0.6019531608449674,0.9983333587646485,116,EmTest4,EmTest4,,,100.06666564941406,553.533332824707,140.06666564941406,582.5499877929688,1,4,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
1775,raw_position_sample,2,2,int,16,3,22,23,18, he ,590,141,,,,,,,EmTest4,EmTest4,,,150.06666564941406,580.566650390625,170.06666564941406,605.5999908447266,2,5,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312221,,,,,,,,,,,,,,,EmTest4,EmTest4
1826,raw_position_sample,2,2,int,16,3,22,23,18, he ,590,141,,,,,,,EmTest4,EmTest4,,,150.06666564941406,580.566650390625,170.06666564941406,605.5999908447266,2,5,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312272,,,,,,,,,,,,,,,EmTest4,EmTest4
1877,raw_position_sample,2,2,int,16,3,22,23,18, he ,590,141,,,,,,,EmTest4,EmTest4,,,150.06666564941406,580.566650390625,170.06666564941406,605.5999908447266,2,5,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312322,,,,,,,,,,,,,,,EmTest4,EmTest4
1927,raw_position_sample,2,2,int,16,3,22,23,18, he ,590,141,,,,,,,EmTest4,EmTest4,,,150.06666564941406,580.566650390625,170.06666564941406,605.5999908447266,2,5,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312373,,,,,,,,,,,,,,,EmTest4,EmTest4
1977,raw_position_sample,2,2,int,16,3,22,23,18, he ,590,141,,,,,,,EmTest4,EmTest4,,,150.06666564941406,580.566650390625,170.06666564941406,605.5999908447266,2,5,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312424,,,,,,,,,,,,,,,EmTest4,EmTest4
1982,hover_association,2,2,int,16,3,22,23,18, he ,590,141,hover,212,212,0.3768313600522741,0.023333358764648437,116,EmTest4,EmTest4,,,140.06666564941406,580.5666580200195,180.06666564941406,605.599983215332,2,5,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
2022,hover_association,2,2,int,16,3,22,23,5, Carle’s ,602,139,hover,38,38,0.8476113398183601,0.8733333587646485,116,EmTest4,EmTest4,,,100.06666564941406,582.5499877929688,140.06666564941406,643.2499923706055,1,5,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
2028,raw_position_sample,2,2,int,16,3,22,23,6, home ,676,133,,,,,,,EmTest4,EmTest4,,,110.06666564941406,643.25,130.06666564941406,693.3000030517578,1,6,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312474,,,,,,,,,,,,,,,EmTest4,EmTest4
2038,hover_association,2,2,int,16,3,22,23,6, home ,676,133,hover,18,18,0.6543457668829116,0.8233333587646484,116,EmTest4,EmTest4,,,100.06666564941406,643.2499923706055,140.06666564941406,693.2999954223633,1,6,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
