responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,SubjectId,SubjectID,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,onestop_block_level,onestop_paragraph_index,ProlificId,ProlificID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,SONAId,SonaId
682,raw_position_sample,2,1,ele,20,3,8,9,73, She ,622,303,151009,EmTest4,EmTest4,310.066650390625,603.566650390625,330.066650390625,640.5999908447266,6,5,elementary,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
696,hover_association,2,1,ele,20,3,8,9,73, She ,622,303,,EmTest4,EmTest4,300.066650390625,603.5666580200195,340.066650390625,640.599983215332,6,5,elementary,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,18,18,0.49775011784017903,0.073333740234375,87,,,,,,,,,,,,,,,EmTest4,EmTest4
710,hover_association,2,1,ele,20,3,8,9,44, closes ,572,254,,EmTest4,EmTest4,220.06666564941406,553.5000076293945,260.06665802001953,609.533332824707,4,3,elementary,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,14,14,0.3301605304721965,0.8483335205714265,87,,,,,,,,,,,,,,,EmTest4,EmTest4
727,hover_association,2,1,ele,20,3,8,9,31, wrong ,513,190,,EmTest4,EmTest4,180.06666564941406,511.5,220.06666564941406,565.5499954223633,3,5,elementary,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,17,17,0.027752083756502455,0.24833335876464843,87,,,,,,,,,,,,,,,EmTest4,EmTest4
731,raw_position_sample,2,1,ele,20,3,8,9,17, Cathy ,490,157,151059,EmTest4,EmTest4,150.06666564941406,445.433349609375,170.06666564941406,497.4666748046875,2,2,elementary,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
743,hover_association,2,1,ele,20,3,8,9,17, Cathy ,490,157,,EmTest4,EmTest4,140.06666564941406,445.433349609375,180.06666564941406,497.4666748046875,2,2,elementary,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,17,17,0.8565020633092243,0.42333335876464845,87,,,,,,,,,,,,,,,EmTest4,EmTest4
782,raw_position_sample,2,1,ele,20,3,8,9,1, Pullman ,463,111,151109,EmTest4,EmTest4,110.06666564941406,408.41668701171875,130.06666564941406,478.4666748046875,1,1,elementary,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
832,raw_position_sample,2,1,ele,20,3,8,9,1, Pullman ,456,102,151159,EmTest4,EmTest4,110.06666564941406,408.41668701171875,130.06666564941406,478.4666748046875,1,1,elementary,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
882,raw_position_sample,2,1,ele,20,3,8,9,1, Pullman ,451,118,151209,EmTest4,EmTest4,110.06666564941406,408.41668701171875,130.06666564941406,478.4666748046875,1,1,elementary,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
933,raw_position_sample,2,1,ele,20,3,8,9,1, Pullman ,450,122,151260,EmTest4,EmTest4,110.06666564941406,408.41668701171875,130.06666564941406,478.4666748046875,1,1,elementary,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
