responseTime,ProlificId,ProlificID,SubjectId,SubjectID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,demo_english_speaking,demo_english_understanding,demo_english_reading,demo_english_acquire_start_age,demo_english_fluent_age,demo_english_read_start_age,demo_english_read_fluent_age,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,response,response_correct,onestop_block_level,onestop_paragraph_index,device,hand,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key
50422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,18,5,10,11,97, where ,909,374,,hover,335,335,0.9993092256559064,0.6057003341987147,159,349.7742509841919,908.0149345397949,389.7705125808716,962.037317276001,7,9,,,advanced,5,,,,,,,,,,,,,,
50439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,18,5,10,11,98, well-heeled ,965,374,1262688,,,,,,,359.7425231933594,962.0372924804688,379.80222511291504,1058.0820693969727,7,10,,,advanced,5,,,,,,,,,,,,,,
50490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,18,5,10,11,98, well-heeled ,975,372,1262739.1999999993,,,,,,,359.7425231933594,962.0372924804688,379.80222511291504,1058.0820693969727,7,10,,,advanced,5,,,,,,,,,,,,,,
50540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,18,5,10,11,98, well-heeled ,980,372,1262788.5,,,,,,,359.7425231933594,962.0372924804688,379.80222511291504,1058.0820693969727,7,10,,,advanced,5,,,,,,,,,,,,,,
50589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,18,5,10,11,98, well-heeled ,985,371,1262837.6999999993,,,,,,,359.7425231933594,962.0372924804688,379.80222511291504,1058.0820693969727,7,10,,,advanced,5,,,,,,,,,,,,,,
50639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,18,5,10,11,98, well-heeled ,993,371,1262887.8000000007,,,,,,,359.7425231933594,962.0372924804688,379.80222511291504,1058.0820693969727,7,10,,,advanced,5,,,,,,,,,,,,,,
50693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,18,5,10,11,98, well-heeled ,998,371,1262941.6999999993,,,,,,,359.7425231933594,962.0372924804688,379.80222511291504,1058.0820693969727,7,10,,,advanced,5,,,,,,,,,,,,,,
50739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,18,5,10,11,98, well-heeled ,1005,371,1262987.5999999978,,,,,,,359.7425231933594,962.0372924804688,379.80222511291504,1058.0820693969727,7,10,,,advanced,5,,,,,,,,,,,,,,
50787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,18,5,10,11,98, well-heeled ,1013,371,1263036.0999999978,,,,,,,359.7425231933594,962.0372924804688,379.80222511291504,1058.0820693969727,7,10,,,advanced,5,,,,,,,,,,,,,,
50837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,18,5,10,11,98, well-heeled ,1020,371,1263086.3000000007,,,,,,,359.7425231933594,962.0372924804688,379.80222511291504,1058.0820693969727,7,10,,,advanced,5,,,,,,,,,,,,,,
50890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,18,5,10,11,98, well-heeled ,1025,371,1263139.0999999978,,,,,,,359.7425231933594,962.0372924804688,379.80222511291504,1058.0820693969727,7,10,,,advanced,5,,,,,,,,,,,,,,
50939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,18,5,10,11,98, well-heeled ,1029,371,1263188.0999999978,,,,,,,359.7425231933594,962.0372924804688,379.80222511291504,1058.0820693969727,7,10,,,advanced,5,,,,,,,,,,,,,,
50987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,18,5,10,11,98, well-heeled ,1035,371,1263236.0999999978,,,,,,,359.7425231933594,962.0372924804688,379.80222511291504,1058.0820693969727,7,10,,,advanced,5,,,,,,,,,,,,,,
51042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,18,5,10,11,98, well-heeled ,1046,371,1263290.5999999978,,,,,,,359.7425231933594,962.0372924804688,379.80222511291504,1058.0820693969727,7,10,,,advanced,5,,,,,,,,,,,,,,
51090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,18,5,10,11,98, well-heeled ,1056,371,1263339,,,,,,,359.7425231933594,962.0372924804688,379.80222511291504,1058.0820693969727,7,10,,,advanced,5,,,,,,,,,,,,,,
51115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,18,5,10,11,98, well-heeled ,963,374,,hover,692.0999999977648,692.0999999977648,0.9991457072045193,0.5306933240373188,159,349.7742509841919,962.037317276001,389.7705125808716,1058.0820503234863,7,10,,,advanced,5,,,,,,,,,,,,,,
51137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,18,5,10,11,99, people ,1063,371,1263385.6999999993,,,,,,,359.7425231933594,1058.08203125,379.80222511291504,1117.1305389404297,7,11,,,advanced,5,,,,,,,,,,,,,,
51187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,18,5,10,11,99, people ,1071,369,1263436.0999999978,,,,,,,359.7425231933594,1058.08203125,379.80222511291504,1117.1305389404297,7,11,,,advanced,5,,,,,,,,,,,,,,
51237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,18,5,10,11,99, people ,1076,369,1263486.3999999985,,,,,,,359.7425231933594,1058.08203125,379.80222511291504,1117.1305389404297,7,11,,,advanced,5,,,,,,,,,,,,,,
51291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,18,5,10,11,99, people ,1083,369,1263540.3000000007,,,,,,,359.7425231933594,1058.08203125,379.80222511291504,1117.1305389404297,7,11,,,advanced,5,,,,,,,,,,,,,,
51338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,18,5,10,11,99, people ,1088,369,1263586.8999999985,,,,,,,359.7425231933594,1058.08203125,379.80222511291504,1117.1305389404297,7,11,,,advanced,5,,,,,,,,,,,,,,
51387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,18,5,10,11,99, people ,1094,369,1263635.8999999985,,,,,,,359.7425231933594,1058.08203125,379.80222511291504,1117.1305389404297,7,11,,,advanced,5,,,,,,,,,,,,,,
51439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,18,5,10,11,99, people ,1104,369,1263687.8000000007,,,,,,,359.7425231933594,1058.08203125,379.80222511291504,1117.1305389404297,7,11,,,advanced,5,,,,,,,,,,,,,,
51490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,18,5,10,11,99, people ,1115,369,1263738.8000000007,,,,,,,359.7425231933594,1058.08203125,379.80222511291504,1117.1305389404297,7,11,,,advanced,5,,,,,,,,,,,,,,
51506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,18,5,10,11,99, people ,1059,371,,hover,391.5,391.5,0.9977886478366444,0.48068865059638827,159,349.7742509841919,1058.0820503234863,389.7705125808716,1117.1305770874023,7,11,,,advanced,5,,,,,,,,,,,,,,
51539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,18,5,10,11,100, use ,1120,369,1263787.5,,,,,,,359.7425231933594,1117.130615234375,379.80222511291504,1151.1492729187012,7,12,,,advanced,5,,,,,,,,,,,,,,
51588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,18,5,10,11,100, use ,1124,369,1263836.6999999993,,,,,,,359.7425231933594,1117.130615234375,379.80222511291504,1151.1492729187012,7,12,,,advanced,5,,,,,,,,,,,,,,
51644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,18,5,10,11,100, use ,1131,369,1263892.8999999985,,,,,,,359.7425231933594,1117.130615234375,379.80222511291504,1151.1492729187012,7,12,,,advanced,5,,,,,,,,,,,,,,
51688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,18,5,10,11,100, use ,1134,369,1263937,,,,,,,359.7425231933594,1117.130615234375,379.80222511291504,1151.1492729187012,7,12,,,advanced,5,,,,,,,,,,,,,,
51739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,18,5,10,11,100, use ,1143,369,1263987.8000000007,,,,,,,359.7425231933594,1117.130615234375,379.80222511291504,1151.1492729187012,7,12,,,advanced,5,,,,,,,,,,,,,,
51788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,18,5,10,11,100, use ,1147,369,1264037.3999999985,,,,,,,359.7425231933594,1117.130615234375,379.80222511291504,1151.1492729187012,7,12,,,advanced,5,,,,,,,,,,,,,,
51850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,18,5,10,11,100, use ,1147,369,1264099,,,,,,,359.7425231933594,1117.130615234375,379.80222511291504,1151.1492729187012,7,12,,,advanced,5,,,,,,,,,,,,,,
51896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,18,5,10,11,100, use ,1147,369,1264145.0999999978,,,,,,,359.7425231933594,1117.130615234375,379.80222511291504,1151.1492729187012,7,12,,,advanced,5,,,,,,,,,,,,,,
51942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,18,5,10,11,100, use ,1147,369,1264190.8000000007,,,,,,,359.7425231933594,1117.130615234375,379.80222511291504,1151.1492729187012,7,12,,,advanced,5,,,,,,,,,,,,,,
51989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,18,5,10,11,100, use ,1147,370,1264238,,,,,,,359.7425231933594,1117.130615234375,379.80222511291504,1151.1492729187012,7,12,,,advanced,5,,,,,,,,,,,,,,
52037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,18,5,10,11,100, use ,1142,371,1264286,,,,,,,359.7425231933594,1117.130615234375,379.80222511291504,1151.1492729187012,7,12,,,advanced,5,,,,,,,,,,,,,,
52066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,18,5,10,11,100, use ,1118,369,,hover,560,560,0.1431395715949882,0.63070267091918,159,349.7742509841919,1117.1305770874023,389.7705125808716,1151.1492824554443,7,12,,,advanced,5,,,,,,,,,,,,,,
52091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,18,5,10,11,99, people ,1083,381,1264339.8999999985,,,,,,,359.7425231933594,1058.08203125,379.80222511291504,1117.1305389404297,7,11,,,advanced,5,,,,,,,,,,,,,,
52108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,18,5,10,11,99, people ,1115,376,,hover,42.5,42.5,0.06635135356006702,0.8557237014033675,159,349.7742509841919,1058.0820503234863,389.7705125808716,1117.1305770874023,7,11,,,advanced,5,,,,,,,,,,,,,,
52127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,18,5,10,11,98, well-heeled ,1050,386,,hover,18.200000002980232,18.200000002980232,0.6243203642864305,0.980735385005694,159,349.7742509841919,962.037317276001,389.7705125808716,1058.0820503234863,7,10,,,advanced,5,,,,,,,,,,,,,,
52133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,18,5,10,11,112, tiger ,1007,391,,hover,6,6,0.34815872794133573,0.03074004671913127,159,389.7705125808716,993.0671586990356,429.76678943634033,1033.0858058929443,8,10,,,advanced,5,,,,,,,,,,,,,,
52139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,18,5,10,11,111, on ,975,394,1264388.3000000007,,,,,,,399.7388000488281,968.0485229492188,419.7985019683838,993.0671787261963,8,9,,,advanced,5,,,,,,,,,,,,,,
52145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,18,5,10,11,111, on ,991,393,,hover,12.199999999254942,12.199999999254942,0.27785190779013397,0.10574702826495996,159,389.7705125808716,968.0485248565674,429.76678943634033,993.0671586990356,8,9,,,advanced,5,,,,,,,,,,,,,,
52163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,18,5,10,11,110, stand ,958,394,,hover,18.199999999254942,18.199999999254942,0.04041083230015084,0.20575633699273158,159,389.7705125808716,919.0186624526978,429.76678943634033,968.0485248565674,8,8,,,advanced,5,,,,,,,,,,,,,,
52169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,18,5,10,11,109, to ,904,399,,hover,6,6,0.24962745126347805,0.23075866417467447,159,389.7705125808716,899.0037212371826,429.76678943634033,919.0186624526978,8,7,,,advanced,5,,,,,,,,,,,,,,
52187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,18,5,10,11,108, used ,887,399,,hover,18.100000001490116,18.100000001490116,0.0005083969324104582,0.3307679729024461,159,389.7705125808716,854.977617263794,429.76678943634033,899.0037212371826,8,6,,,advanced,5,,,,,,,,,,,,,,
52188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,18,5,10,11,107, kings ,840,403,1264436.6999999993,,,,,,,399.7388000488281,807.9627075195312,419.7985019683838,854.9776344299316,8,5,,,advanced,5,,,,,,,,,,,,,,
52206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,18,5,10,11,107, kings ,840,403,,hover,18.199999999254942,18.199999999254942,0.08587271002130847,0.355770300084389,159,389.7705125808716,807.9627017974854,429.76678943634033,854.977617263794,8,5,,,advanced,5,,,,,,,,,,,,,,
52230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,18,5,10,11,106," Nepal, ",799,404,,hover,24.399999998509884,24.399999998509884,0.1764167273029288,0.40577495444827477,159,389.7705125808716,750.9402933120728,429.76678943634033,807.9627017974854,8,4,,,advanced,5,,,,,,,,,,,,,,
52242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,18,5,10,11,105, In ,750,406,,hover,12.100000001490116,12.100000001490116,0.3534685176812354,0.40577495444827477,159,389.7705125808716,730.9253463745117,429.76678943634033,750.9402933120728,8,3,,,advanced,5,,,,,,,,,,,,,,
52242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,18,5,10,11,104, costumes. ,728,406,1264491.1999999993,,,,,,,399.7388000488281,643.9029541015625,419.7985019683838,730.9253387451172,8,2,,,advanced,5,,,,,,,,,,,,,,
52287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,18,5,10,11,104, costumes. ,651,401,1264535.8000000007,,,,,,,399.7388000488281,643.9029541015625,419.7985019683838,730.9253387451172,8,2,,,advanced,5,,,,,,,,,,,,,,
52290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,18,5,10,11,104, costumes. ,728,406,,hover,48.5,48.5,0.08155402814500934,0.28076331853856024,159,389.7705125808716,643.9029750823975,429.76678943634033,730.9253463745117,8,2,,,advanced,5,,,,,,,,,,,,,,
52339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,18,5,10,11,103, festival ,611,399,1264587.5,,,,,,,399.7388000488281,582.8843383789062,419.7985019683838,643.9029960632324,8,1,,,advanced,5,,,,,,,,,,,,,,
52391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,18,5,10,11,103, festival ,611,399,1264639.8000000007,,,,,,,399.7388000488281,582.8843383789062,419.7985019683838,643.9029960632324,8,1,,,advanced,5,,,,,,,,,,,,,,
52437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,18,5,10,11,103, festival ,611,399,1264686.3000000007,,,,,,,399.7388000488281,582.8843383789062,419.7985019683838,643.9029960632324,8,1,,,advanced,5,,,,,,,,,,,,,,
52487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,18,5,10,11,103, festival ,607,399,1264735.8000000007,,,,,,,399.7388000488281,582.8843383789062,419.7985019683838,643.9029960632324,8,1,,,advanced,5,,,,,,,,,,,,,,
52545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,18,5,10,11,103, festival ,603,399,1264794,,,,,,,399.7388000488281,582.8843383789062,419.7985019683838,643.9029960632324,8,1,,,advanced,5,,,,,,,,,,,,,,
52592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,18,5,10,11,103, festival ,603,399,1264840.3999999985,,,,,,,399.7388000488281,582.8843383789062,419.7985019683838,643.9029960632324,8,1,,,advanced,5,,,,,,,,,,,,,,
52638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,18,5,10,11,103, festival ,596,407,1264886.5,,,,,,,399.7388000488281,582.8843383789062,419.7985019683838,643.9029960632324,8,1,,,advanced,5,,,,,,,,,,,,,,
52700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,18,5,10,11,103, festival ,591,409,1264948.5999999978,,,,,,,399.7388000488281,582.8843383789062,419.7985019683838,643.9029960632324,8,1,,,advanced,5,,,,,,,,,,,,,,
52746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,18,5,10,11,103, festival ,591,409,1264995.0999999978,,,,,,,399.7388000488281,582.8843383789062,419.7985019683838,643.9029960632324,8,1,,,advanced,5,,,,,,,,,,,,,,
52788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,18,5,10,11,103, festival ,591,412,1265036.6999999993,,,,,,,399.7388000488281,582.8843383789062,419.7985019683838,643.9029960632324,8,1,,,advanced,5,,,,,,,,,,,,,,
52839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,18,5,10,11,103, festival ,592,412,1265087.8000000007,,,,,,,399.7388000488281,582.8843383789062,419.7985019683838,643.9029960632324,8,1,,,advanced,5,,,,,,,,,,,,,,
52889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,18,5,10,11,103, festival ,598,414,1265137.5999999978,,,,,,,399.7388000488281,582.8843383789062,419.7985019683838,643.9029960632324,8,1,,,advanced,5,,,,,,,,,,,,,,
52939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,18,5,10,11,103, festival ,618,417,1265188.1999999993,,,,,,,399.7388000488281,582.8843383789062,419.7985019683838,643.9029960632324,8,1,,,advanced,5,,,,,,,,,,,,,,
52988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,18,5,10,11,103, festival ,636,418,1265236.5999999978,,,,,,,399.7388000488281,582.8843383789062,419.7985019683838,643.9029960632324,8,1,,,advanced,5,,,,,,,,,,,,,,
53018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,18,5,10,11,103, festival ,642,400,,hover,727.6999999992549,727.6999999992549,0.9852016509843492,0.7058028806315896,159,389.7705125808716,582.8843383789062,429.76678943634033,643.9029750823975,8,1,,,advanced,5,,,,,,,,,,,,,,
53037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,18,5,10,11,104, costumes. ,646,418,1265285.6999999993,,,,,,,399.7388000488281,643.9029541015625,419.7985019683838,730.9253387451172,8,2,,,advanced,5,,,,,,,,,,,,,,
53087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,18,5,10,11,104, costumes. ,656,417,1265336.3000000007,,,,,,,399.7388000488281,643.9029541015625,419.7985019683838,730.9253387451172,8,2,,,advanced,5,,,,,,,,,,,,,,
53139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,18,5,10,11,104, costumes. ,664,417,1265387.8999999985,,,,,,,399.7388000488281,643.9029541015625,419.7985019683838,730.9253387451172,8,2,,,advanced,5,,,,,,,,,,,,,,
53188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,18,5,10,11,104, costumes. ,674,417,1265437.1999999993,,,,,,,399.7388000488281,643.9029541015625,419.7985019683838,730.9253387451172,8,2,,,advanced,5,,,,,,,,,,,,,,
53240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,18,5,10,11,104, costumes. ,694,415,1265488.5999999978,,,,,,,399.7388000488281,643.9029541015625,419.7985019683838,730.9253387451172,8,2,,,advanced,5,,,,,,,,,,,,,,
53291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,18,5,10,11,104, costumes. ,712,415,1265539.5,,,,,,,399.7388000488281,643.9029541015625,419.7985019683838,730.9253387451172,8,2,,,advanced,5,,,,,,,,,,,,,,
53338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,18,5,10,11,104, costumes. ,722,414,1265586.8000000007,,,,,,,399.7388000488281,643.9029541015625,419.7985019683838,730.9253387451172,8,2,,,advanced,5,,,,,,,,,,,,,,
53374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,18,5,10,11,104, costumes. ,644,418,,hover,356,356,0.9893665690698598,0.605793571903818,159,389.7705125808716,643.9029750823975,429.76678943634033,730.9253463745117,8,2,,,advanced,5,,,,,,,,,,,,,,
53387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,18,5,10,11,105, In ,734,414,1265635.8999999985,,,,,,,399.7388000488281,730.9253540039062,419.7985019683838,750.940279006958,8,3,,,advanced,5,,,,,,,,,,,,,,
53437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,18,5,10,11,105, In ,750,414,1265685.8999999985,,,,,,,399.7388000488281,730.9253540039062,419.7985019683838,750.940279006958,8,3,,,advanced,5,,,,,,,,,,,,,,
53442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,18,5,10,11,105, In ,732,414,,hover,67.69999999925494,67.69999999925494,0.9530204444205569,0.605793571903818,159,389.7705125808716,730.9253463745117,429.76678943634033,750.9402933120728,8,3,,,advanced,5,,,,,,,,,,,,,,
53489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,18,5,10,11,106," Nepal, ",768,412,1265737.5999999978,,,,,,,399.7388000488281,750.9403076171875,419.7985019683838,807.9626960754395,8,4,,,advanced,5,,,,,,,,,,,,,,
53539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,18,5,10,11,106," Nepal, ",775,412,1265787.5,,,,,,,399.7388000488281,750.9403076171875,419.7985019683838,807.9626960754395,8,4,,,advanced,5,,,,,,,,,,,,,,
53587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,18,5,10,11,106," Nepal, ",785,412,1265836.0999999978,,,,,,,399.7388000488281,750.9403076171875,419.7985019683838,807.9626960754395,8,4,,,advanced,5,,,,,,,,,,,,,,
53642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,18,5,10,11,106," Nepal, ",800,412,1265890.5,,,,,,,399.7388000488281,750.9403076171875,419.7985019683838,807.9626960754395,8,4,,,advanced,5,,,,,,,,,,,,,,
53666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,18,5,10,11,106," Nepal, ",752,414,,hover,224.30000000074506,224.30000000074506,0.9655801666464606,0.5057842631760463,159,389.7705125808716,750.9402933120728,429.76678943634033,807.9627017974854,8,4,,,advanced,5,,,,,,,,,,,,,,
