responseTime,ProlificId,ProlificID,SubjectId,SubjectID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,demo_english_speaking,demo_english_understanding,demo_english_reading,demo_english_acquire_start_age,demo_english_fluent_age,demo_english_read_start_age,demo_english_read_fluent_age,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,response,response_correct,onestop_block_level,onestop_paragraph_index,device,hand,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key
31847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,66, disloyalty ,864,300,2177786.5999999978,,,,,,,279.75,817.9925537109375,299.80970191955566,897.0112075805664,5,6,,,intermediate,1,,,,,,,,,,,,,,
31902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,66, disloyalty ,869,300,2177841.8999999985,,,,,,,279.75,817.9925537109375,299.80970191955566,897.0112075805664,5,6,,,intermediate,1,,,,,,,,,,,,,,
31948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,66, disloyalty ,871,300,2177887.5999999978,,,,,,,279.75,817.9925537109375,299.80970191955566,897.0112075805664,5,6,,,intermediate,1,,,,,,,,,,,,,,
31998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,66, disloyalty ,881,300,2177937.3000000007,,,,,,,279.75,817.9925537109375,299.80970191955566,897.0112075805664,5,6,,,intermediate,1,,,,,,,,,,,,,,
32057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,66, disloyalty ,884,300,2177996.5,,,,,,,279.75,817.9925537109375,299.80970191955566,897.0112075805664,5,6,,,intermediate,1,,,,,,,,,,,,,,
32103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,66, disloyalty ,886,300,2178042.1999999993,,,,,,,279.75,817.9925537109375,299.80970191955566,897.0112075805664,5,6,,,intermediate,1,,,,,,,,,,,,,,
32149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,66, disloyalty ,889,300,2178088.5,,,,,,,279.75,817.9925537109375,299.80970191955566,897.0112075805664,5,6,,,intermediate,1,,,,,,,,,,,,,,
32198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,66, disloyalty ,896,300,2178138.1999999993,,,,,,,279.75,817.9925537109375,299.80970191955566,897.0112075805664,5,6,,,intermediate,1,,,,,,,,,,,,,,
32211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,13,1,21,22,66, disloyalty ,818,300,,hover,593.5,593.5,0.9998584067532496,0.7555275101518544,116,269.78171253204346,817.9925394058228,309.7779893875122,897.0111885070801,5,6,,,intermediate,1,,,,,,,,,,,,,,
32247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,67, to ,904,300,2178186.8999999985,,,,,,,279.75,897.0111694335938,299.80970191955566,917.0260944366455,5,7,,,intermediate,1,,,,,,,,,,,,,,
32296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,67, to ,917,300,2178235.6999999993,,,,,,,279.75,897.0111694335938,299.80970191955566,917.0260944366455,5,7,,,intermediate,1,,,,,,,,,,,,,,
32302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,13,1,21,22,67, to ,899,300,,hover,90.89999999850988,90.89999999850988,0.998695536057395,0.7555275101518544,116,269.78171253204346,897.0111885070801,309.7779893875122,917.0261087417603,5,7,,,intermediate,1,,,,,,,,,,,,,,
32350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,68, the ,924,300,2178289.3999999985,,,,,,,279.75,917.026123046875,299.80970191955566,947.048511505127,5,8,,,intermediate,1,,,,,,,,,,,,,,
32411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,68, the ,924,300,2178350.8000000007,,,,,,,279.75,917.026123046875,299.80970191955566,947.048511505127,5,8,,,intermediate,1,,,,,,,,,,,,,,
32458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,68, the ,924,300,2178397.5,,,,,,,279.75,917.026123046875,299.80970191955566,947.048511505127,5,8,,,intermediate,1,,,,,,,,,,,,,,
32504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,68, the ,924,300,2178443.6999999993,,,,,,,279.75,917.026123046875,299.80970191955566,947.048511505127,5,8,,,intermediate,1,,,,,,,,,,,,,,
32549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,68, the ,925,300,2178488.3999999985,,,,,,,279.75,917.026123046875,299.80970191955566,947.048511505127,5,8,,,intermediate,1,,,,,,,,,,,,,,
32599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,68, the ,934,300,2178538.3999999985,,,,,,,279.75,917.026123046875,299.80970191955566,947.048511505127,5,8,,,intermediate,1,,,,,,,,,,,,,,
32647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,68, the ,944,300,2178586.6999999993,,,,,,,279.75,917.026123046875,299.80970191955566,947.048511505127,5,8,,,intermediate,1,,,,,,,,,,,,,,
32673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,13,1,21,22,68, the ,919,300,,hover,371.30000000074506,371.30000000074506,0.998383966189907,0.7555275101518544,116,269.78171253204346,917.0261087417603,309.7779893875122,947.0485172271729,5,8,,,intermediate,1,,,,,,,,,,,,,,
32696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,69, company. ,952,300,2178635.8999999985,,,,,,,279.75,947.0485229492188,299.80970191955566,1028.7425537109375,5,9,,,intermediate,1,,,,,,,,,,,,,,
32750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,69, company. ,954,298,2178689.5999999978,,,,,,,279.75,947.0485229492188,299.80970191955566,1028.7425537109375,5,9,,,intermediate,1,,,,,,,,,,,,,,
32811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,69, company. ,958,298,2178750.8000000007,,,,,,,279.75,947.0485229492188,299.80970191955566,1028.7425537109375,5,9,,,intermediate,1,,,,,,,,,,,,,,
32857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,69, company. ,960,298,2178796.3999999985,,,,,,,279.75,947.0485229492188,299.80970191955566,1028.7425537109375,5,9,,,intermediate,1,,,,,,,,,,,,,,
32897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,69, company. ,965,298,2178836.3000000007,,,,,,,279.75,947.0485229492188,299.80970191955566,1028.7425537109375,5,9,,,intermediate,1,,,,,,,,,,,,,,
32949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,69, company. ,975,298,2178888.3000000007,,,,,,,279.75,947.0485229492188,299.80970191955566,1028.7425537109375,5,9,,,intermediate,1,,,,,,,,,,,,,,
32999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,69, company. ,987,295,2178938.6999999993,,,,,,,279.75,947.0485229492188,299.80970191955566,1028.7425537109375,5,9,,,intermediate,1,,,,,,,,,,,,,,
33048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,69, company. ,1000,295,2178987.3000000007,,,,,,,279.75,947.0485229492188,299.80970191955566,1028.7425537109375,5,9,,,intermediate,1,,,,,,,,,,,,,,
33096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,69, company. ,1015,295,2179036,,,,,,,279.75,947.0485229492188,299.80970191955566,1028.7425537109375,5,9,,,intermediate,1,,,,,,,,,,,,,,
33150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,69, company. ,1020,293,2179089.8999999985,,,,,,,279.75,947.0485229492188,299.80970191955566,1028.7425537109375,5,9,,,intermediate,1,,,,,,,,,,,,,,
33197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,69, company. ,1020,293,2179136.3999999985,,,,,,,279.75,947.0485229492188,299.80970191955566,1028.7425537109375,5,9,,,intermediate,1,,,,,,,,,,,,,,
33247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,69, company. ,1026,293,2179186.5,,,,,,,279.75,947.0485229492188,299.80970191955566,1028.7425537109375,5,9,,,intermediate,1,,,,,,,,,,,,,,
33256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,13,1,21,22,69, company. ,948,300,,hover,583,583,0.990910551823632,0.580511219878254,116,269.78171253204346,947.0485172271729,309.7779893875122,1028.7425537109375,5,9,,,intermediate,1,,,,,,,,,,,,,,
33305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,70, For ,1033,293,2179244.8000000007,,,,,,,279.75,1028.7425537109375,299.80970191955566,1060.7462844848633,5,10,,,intermediate,1,,,,,,,,,,,,,,
33349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,70, For ,1038,293,2179288.3999999985,,,,,,,279.75,1028.7425537109375,299.80970191955566,1060.7462844848633,5,10,,,intermediate,1,,,,,,,,,,,,,,
33399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,70, For ,1051,293,2179339,,,,,,,279.75,1028.7425537109375,299.80970191955566,1060.7462844848633,5,10,,,intermediate,1,,,,,,,,,,,,,,
33442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,13,1,21,22,70, For ,1029,293,,hover,185.80000000074506,185.80000000074506,0.9454359856283576,0.580511219878254,116,269.78171253204346,1028.7425537109375,309.7779893875122,1060.746250152588,5,10,,,intermediate,1,,,,,,,,,,,,,,
33447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,71," decades, ",1061,293,2179386.6999999993,,,,,,,279.75,1060.7462158203125,299.80970191955566,1138.7909927368164,5,11,,,intermediate,1,,,,,,,,,,,,,,
33496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,71," decades, ",1068,293,2179435.6999999993,,,,,,,279.75,1060.7462158203125,299.80970191955566,1138.7909927368164,5,11,,,intermediate,1,,,,,,,,,,,,,,
33547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,71," decades, ",1082,293,2179486.3000000007,,,,,,,279.75,1060.7462158203125,299.80970191955566,1138.7909927368164,5,11,,,intermediate,1,,,,,,,,,,,,,,
33599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,71," decades, ",1100,294,2179538.5999999978,,,,,,,279.75,1060.7462158203125,299.80970191955566,1138.7909927368164,5,11,,,intermediate,1,,,,,,,,,,,,,,
33647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,71," decades, ",1122,295,2179586.3000000007,,,,,,,279.75,1060.7462158203125,299.80970191955566,1138.7909927368164,5,11,,,intermediate,1,,,,,,,,,,,,,,
33708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,71," decades, ",1135,297,2179647.8999999985,,,,,,,279.75,1060.7462158203125,299.80970191955566,1138.7909927368164,5,11,,,intermediate,1,,,,,,,,,,,,,,
33754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,71," decades, ",1135,297,2179693.8999999985,,,,,,,279.75,1060.7462158203125,299.80970191955566,1138.7909927368164,5,11,,,intermediate,1,,,,,,,,,,,,,,
33799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,71," decades, ",1135,297,2179738.5,,,,,,,279.75,1060.7462158203125,299.80970191955566,1138.7909927368164,5,11,,,intermediate,1,,,,,,,,,,,,,,
33847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,71," decades, ",1108,304,2179786.5,,,,,,,279.75,1060.7462158203125,299.80970191955566,1138.7909927368164,5,11,,,intermediate,1,,,,,,,,,,,,,,
33877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,13,1,21,22,71," decades, ",1061,293,,hover,435.5,435.5,0.0032513376532653363,0.855536818879626,116,269.78171253204346,1060.746250152588,309.7779893875122,1138.7910041809082,5,11,,,intermediate,1,,,,,,,,,,,,,,
33889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,13,1,21,22,70, For ,1051,304,,hover,12.199999999254942,12.199999999254942,0.3830009546369263,0.855536818879626,116,269.78171253204346,1028.7425537109375,309.7779893875122,1060.746250152588,5,10,,,intermediate,1,,,,,,,,,,,,,,
33902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,69, company. ,999,304,2179841.8999999985,,,,,,,279.75,947.0485229492188,299.80970191955566,1028.7425537109375,5,9,,,intermediate,1,,,,,,,,,,,,,,
33926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,13,1,21,22,69, company. ,1027,304,,hover,36.30000000074506,36.30000000074506,0.023887701683279826,0.830534491697683,116,269.78171253204346,947.0485172271729,309.7779893875122,1028.7425537109375,5,9,,,intermediate,1,,,,,,,,,,,,,,
33932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,13,1,21,22,68, the ,933,303,,hover,6,6,0.532065615788327,0.830534491697683,116,269.78171253204346,917.0261087417603,309.7779893875122,947.0485172271729,5,8,,,intermediate,1,,,,,,,,,,,,,,
33944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,13,1,21,22,67, to ,916,303,,hover,12.199999999254942,12.199999999254942,0.09936644611123037,0.830534491697683,116,269.78171253204346,897.0111885070801,309.7779893875122,917.0261087417603,5,7,,,intermediate,1,,,,,,,,,,,,,,
33951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,66, disloyalty ,864,303,2179890.1999999993,,,,,,,279.75,817.9925537109375,299.80970191955566,897.0112075805664,5,6,,,intermediate,1,,,,,,,,,,,,,,
33969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,13,1,21,22,66, disloyalty ,882,303,,hover,24.5,24.5,0.13930205994880895,0.855536818879626,116,269.78171253204346,817.9925394058228,309.7779893875122,897.0111885070801,5,6,,,intermediate,1,,,,,,,,,,,,,,
33974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,13,1,21,22,65, of ,812,305,,hover,5.800000000745058,5.800000000745058,0.7005965024446122,0.8805391460615688,116,269.78171253204346,797.977611541748,309.7779893875122,817.9925394058228,5,5,,,intermediate,1,,,,,,,,,,,,,,
33992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,13,1,21,22,64, them ,795,305,,hover,18.199999999254942,18.199999999254942,0.26734625705697274,0.9305438004254546,116,269.78171253204346,752.9664287567139,309.7779893875122,797.977611541748,5,4,,,intermediate,1,,,,,,,,,,,,,,
33999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,63, accuse ,740,309,2179938.5,,,,,,,279.75,690.9403076171875,299.80970191955566,752.9664268493652,5,3,,,intermediate,1,,,,,,,,,,,,,,
34005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,13,1,21,22,63, accuse ,751,308,,hover,12.100000001490116,12.100000001490116,0.7909521517130231,0.9805484547893404,116,269.78171253204346,690.940299987793,309.7779893875122,752.9664287567139,5,3,,,intermediate,1,,,,,,,,,,,,,,
34011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,13,1,21,22,75, allowed ,728,311,,hover,6.099999997764826,6.099999997764826,0.167429627265164,0.03055312080940182,116,309.7779893875122,716.9440212249756,349.7742509841919,782.9776077270508,6,3,,,intermediate,1,,,,,,,,,,,,,,
34035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,13,1,21,22,74, has ,714,312,,hover,24.300000000745058,24.300000000745058,0.11977637273289428,0.15556480441172824,116,309.7779893875122,682.9253692626953,349.7742509841919,716.9440212249756,6,2,,,intermediate,1,,,,,,,,,,,,,,
34047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,73, government ,677,318,2179986.3999999985,,,,,,,319.74627685546875,582.8843383789062,339.8059787750244,682.9253845214844,6,1,,,intermediate,1,,,,,,,,,,,,,,
34096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,73, government ,649,327,2180035.8000000007,,,,,,,319.74627685546875,582.8843383789062,339.8059787750244,682.9253845214844,6,1,,,intermediate,1,,,,,,,,,,,,,,
34151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,73, government ,606,335,2180090.3000000007,,,,,,,319.74627685546875,582.8843383789062,339.8059787750244,682.9253845214844,6,1,,,intermediate,1,,,,,,,,,,,,,,
34198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,73, government ,588,340,2180138.0999999978,,,,,,,319.74627685546875,582.8843383789062,339.8059787750244,682.9253845214844,6,1,,,intermediate,1,,,,,,,,,,,,,,
34249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,73, government ,586,340,2180188.3000000007,,,,,,,319.74627685546875,582.8843383789062,339.8059787750244,682.9253845214844,6,1,,,intermediate,1,,,,,,,,,,,,,,
34311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,73, government ,586,340,2180250.8999999985,,,,,,,319.74627685546875,582.8843383789062,339.8059787750244,682.9253845214844,6,1,,,intermediate,1,,,,,,,,,,,,,,
34357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,73, government ,586,340,2180297.0999999978,,,,,,,319.74627685546875,582.8843383789062,339.8059787750244,682.9253845214844,6,1,,,intermediate,1,,,,,,,,,,,,,,
34404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,73, government ,586,340,2180343.6999999993,,,,,,,319.74627685546875,582.8843383789062,339.8059787750244,682.9253845214844,6,1,,,intermediate,1,,,,,,,,,,,,,,
34446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,73, government ,590,339,2180386.1999999993,,,,,,,319.74627685546875,582.8843383789062,339.8059787750244,682.9253845214844,6,1,,,intermediate,1,,,,,,,,,,,,,,
34497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,73, government ,593,338,2180436.5999999978,,,,,,,319.74627685546875,582.8843383789062,339.8059787750244,682.9253845214844,6,1,,,intermediate,1,,,,,,,,,,,,,,
34551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,73, government ,596,338,2180490.8000000007,,,,,,,319.74627685546875,582.8843383789062,339.8059787750244,682.9253845214844,6,1,,,intermediate,1,,,,,,,,,,,,,,
34598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,73, government ,603,338,2180538,,,,,,,319.74627685546875,582.8843383789062,339.8059787750244,682.9253845214844,6,1,,,intermediate,1,,,,,,,,,,,,,,
34647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,73, government ,616,336,2180586.6999999993,,,,,,,319.74627685546875,582.8843383789062,339.8059787750244,682.9253845214844,6,1,,,intermediate,1,,,,,,,,,,,,,,
34697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,73, government ,626,336,2180636.3999999985,,,,,,,319.74627685546875,582.8843383789062,339.8059787750244,682.9253845214844,6,1,,,intermediate,1,,,,,,,,,,,,,,
34748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,73, government ,643,336,2180687.3999999985,,,,,,,319.74627685546875,582.8843383789062,339.8059787750244,682.9253845214844,6,1,,,intermediate,1,,,,,,,,,,,,,,
34798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,73, government ,656,337,2180738.0999999978,,,,,,,319.74627685546875,582.8843383789062,339.8059787750244,682.9253845214844,6,1,,,intermediate,1,,,,,,,,,,,,,,
34852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,73, government ,666,336,2180791.8000000007,,,,,,,319.74627685546875,582.8843383789062,339.8059787750244,682.9253845214844,6,1,,,intermediate,1,,,,,,,,,,,,,,
34898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,73, government ,669,336,2180837.8000000007,,,,,,,319.74627685546875,582.8843383789062,339.8059787750244,682.9253845214844,6,1,,,intermediate,1,,,,,,,,,,,,,,
34947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,73, government ,676,336,2180886.3000000007,,,,,,,319.74627685546875,582.8843383789062,339.8059787750244,682.9253845214844,6,1,,,intermediate,1,,,,,,,,,,,,,,
34980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,13,1,21,22,73, government ,682,317,,hover,945.4000000022352,945.4000000022352,0.9907501026876637,0.6056068653801033,116,309.7779893875122,582.8843383789062,349.7742509841919,682.9253692626953,6,1,,,intermediate,1,,,,,,,,,,,,,,
34999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,74, has ,696,331,2180938.8000000007,,,,,,,319.74627685546875,682.9253540039062,339.8059787750244,716.9440116882324,6,2,,,intermediate,1,,,,,,,,,,,,,,
35035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,13,1,21,22,74, has ,686,333,,hover,54.5,54.5,0.9134586159310515,0.40558817161638105,116,309.7779893875122,682.9253692626953,349.7742509841919,716.9440212249756,6,2,,,intermediate,1,,,,,,,,,,,,,,
35048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,75, allowed ,722,324,2180987.3000000007,,,,,,,319.74627685546875,716.9440307617188,339.8059787750244,782.9776153564453,6,3,,,intermediate,1,,,,,,,,,,,,,,
35100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,75, allowed ,737,321,2181039.5,,,,,,,319.74627685546875,716.9440307617188,339.8059787750244,782.9776153564453,6,3,,,intermediate,1,,,,,,,,,,,,,,
35146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,13,1,21,22,75, allowed ,753,323,2181086,,,,,,,319.74627685546875,716.9440307617188,339.8059787750244,782.9776153564453,6,3,,,intermediate,1,,,,,,,,,,,,,,
