responseTime,ProlificId,ProlificID,SubjectId,SubjectID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,demo_english_speaking,demo_english_understanding,demo_english_reading,demo_english_acquire_start_age,demo_english_fluent_age,demo_english_read_start_age,demo_english_read_fluent_age,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,onestop_block_level,onestop_paragraph_index,device,hand,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_start_date,experiment_date,experiment_start_clock_time,experiment_start_time_local,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,experiment_end_date,experiment_end_clock_time,experiment_end_time_local,experiment_duration_ms
41267,699940ae2e4396cc330adb1e,699940ae2e4396cc330adb1e,699940ae2e4396cc330adb1e,699940ae2e4396cc330adb1e,spotlight_PROLIFIC,welcome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-16T12:50:21.000Z,KK8BTDH2,2026-08-16,2026-08-16,21:50:21,2026-08-16 21:50:21,1786887593285,NaN,699940ae2e4396cc330adb1e,699940ae2e4396cc330adb1e,699940ae2e4396cc330adb1e,699940ae2e4396cc330adb1e,spotlight_PROLIFIC,2026-08-16,22:39:57,2026-08-16 22:39:57,2976399
428807,,,,,,demographics_onestop,34,brazil,Portuguese,"Portuguese, English.",English.,Portuguese:63|English:25|English.:12,100,Portuguese:10|English:66|English.:24,100,Portuguese:40|English:45|English.:15,100,11,0,High school,10,10,10,8,10,10,9,20,11,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-16T12:50:21.001Z,,2026-08-16,2026-08-16,21:50:21,2026-08-16 21:50:21,2026-08-16T13:39:57.400Z,2976399,,,,,,2026-08-16,22:39:57,2026-08-16 22:39:57,2976399
428807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-16T12:50:21.001Z,,2026-08-16,2026-08-16,21:50:21,2026-08-16 21:50:21,2026-08-16T13:39:57.400Z,2976399,,,,,,2026-08-16,22:39:57,2026-08-16 22:39:57,2976399
13220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-16T12:50:21.001Z,,2026-08-16,2026-08-16,21:50:21,2026-08-16 21:50:21,2026-08-16T13:39:57.400Z,2976399,,,,,,2026-08-16,22:39:57,2026-08-16 22:39:57,2976399
70576,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,1,Only for half an hour.,Only for half an hour.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-16T12:50:21.001Z,,2026-08-16,2026-08-16,21:50:21,2026-08-16 21:50:21,2026-08-16T13:39:57.400Z,2976399,,,,,,2026-08-16,22:39:57,2026-08-16 22:39:57,2976399
70576,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,2,We can't decide.,We can't decide.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-16T12:50:21.001Z,,2026-08-16,2026-08-16,21:50:21,2026-08-16 21:50:21,2026-08-16T13:39:57.400Z,2976399,,,,,,2026-08-16,22:39:57,2026-08-16 22:39:57,2976399
70576,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,3,Would you like some help?,Would you like some help?,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-16T12:50:21.001Z,,2026-08-16,2026-08-16,21:50:21,2026-08-16 21:50:21,2026-08-16T13:39:57.400Z,2976399,,,,,,2026-08-16,22:39:57,2026-08-16 22:39:57,2976399
70576,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,4,I'll just check for you.,I'll just check for you.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-16T12:50:21.001Z,,2026-08-16,2026-08-16,21:50:21,2026-08-16 21:50:21,2026-08-16T13:39:57.400Z,2976399,,,,,,2026-08-16,22:39:57,2026-08-16 22:39:57,2976399
70576,,,,,,cambridge_general_english,,,,,,,,,,,,,,,,,,,,,,,,,5,Not at all.,I'm too tired.,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-16T12:50:21.001Z,,2026-08-16,2026-08-16,21:50:21,2026-08-16 21:50:21,2026-08-16T13:39:57.400Z,2976399,,,,,,2026-08-16,22:39:57,2026-08-16 22:39:57,2976399
70576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-08-16T12:50:21.001Z,,2026-08-16,2026-08-16,21:50:21,2026-08-16 21:50:21,2026-08-16T13:39:57.400Z,2976399,,,,,,2026-08-16,22:39:57,2026-08-16 22:39:57,2976399
