responseTime,ProlificId,ProlificID,SubjectId,SubjectID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,response,response_correct,onestop_block_level,onestop_paragraph_index,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key
851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,22,1,1,2,2, call ,467,119,88843,,,,,,,110.06666564941406,453.45001220703125,130.06666564941406,485.4666748046875,1,2,,,elementary,1,,,,,,,,,,,,
901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,22,1,1,2,2, call ,467,119,88894,,,,,,,110.06666564941406,453.45001220703125,130.06666564941406,485.4666748046875,1,2,,,elementary,1,,,,,,,,,,,,
951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,22,1,1,2,2, call ,467,119,88945,,,,,,,110.06666564941406,453.45001220703125,130.06666564941406,485.4666748046875,1,2,,,elementary,1,,,,,,,,,,,,
1003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,22,1,1,2,2, call ,467,119,88995,,,,,,,110.06666564941406,453.45001220703125,130.06666564941406,485.4666748046875,1,2,,,elementary,1,,,,,,,,,,,,
1029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,22,1,1,2,2, call ,475,134,,hover,317,317,0.29828180135389404,0.49833335876464846,86,100.06666564941406,453.45001220703125,140.06666564941406,485.4666748046875,1,2,,,elementary,1,,,,,,,,,,,,
1053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,22,1,1,2,1, They ,434,124,89046,,,,,,,110.06666564941406,408.41668701171875,130.06666564941406,453.45001220703125,1,1,,,elementary,1,,,,,,,,,,,,
1104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,22,1,1,2,1, They ,407,124,89096,,,,,,,110.06666564941406,408.41668701171875,130.06666564941406,453.45001220703125,1,1,,,elementary,1,,,,,,,,,,,,
1154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,22,1,1,2,1, They ,406,124,89147,,,,,,,110.06666564941406,408.41668701171875,130.06666564941406,453.45001220703125,1,1,,,elementary,1,,,,,,,,,,,,
1205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,22,1,1,2,1, They ,444,120,89197,,,,,,,110.06666564941406,408.41668701171875,130.06666564941406,453.45001220703125,1,1,,,elementary,1,,,,,,,,,,,,
1214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,22,1,1,2,1, They ,446,122,,hover,183,183,0.8062970443938314,0.49833335876464846,86,100.06666564941406,404.6639099121094,140.06666564941406,453.45001220703125,1,1,,,elementary,1,,,,,,,,,,,,
1229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,22,1,1,2,3, him ,492,118,,hover,16,16,0.19206245501704222,0.4483333587646484,86,100.06666564941406,485.4666748046875,140.06666564941406,519.4833450317383,1,3,,,elementary,1,,,,,,,,,,,,
1247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,22,1,1,2,4, the ,534,116,,hover,17,17,0.483351695542797,0.3983333587646484,86,100.06666564941406,519.4833450317383,140.06666564941406,549.5166625976562,1,4,,,elementary,1,,,,,,,,,,,,
1255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,22,1,1,2,5, Robin ,601,117,89248,,,,,,,110.06666564941406,549.5166625976562,130.06666564941406,601.5666656494141,1,5,,,elementary,1,,,,,,,,,,,,
1263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,22,1,1,2,5, Robin ,601,117,,hover,17,17,0.9891131975051805,0.42333335876464845,86,100.06666564941406,549.5166625976562,140.06666564941406,601.5666580200195,1,5,,,elementary,1,,,,,,,,,,,,
1297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,22,1,1,2,6, Hood ,622,120,,hover,34,34,0.8206727773780044,0.5483333587646484,86,100.06666564941406,601.5666580200195,140.06666564941406,649.6166763305664,1,6,,,elementary,1,,,,,,,,,,,,
1306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,22,1,1,2,7, of ,658,124,89298,,,,,,,110.06666564941406,649.61669921875,130.06666564941406,669.6333618164062,1,7,,,elementary,1,,,,,,,,,,,,
1314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,22,1,1,2,7, of ,658,124,,hover,16,16,0.41881741393485267,0.5983333587646484,86,100.06666564941406,649.6166763305664,140.06666564941406,669.6333312988281,1,7,,,elementary,1,,,,,,,,,,,,
1330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,22,1,1,2,8, the ,680,128,,hover,17,17,0.3451721046637787,0.6983333587646484,86,100.06666564941406,669.6333312988281,140.06666564941406,699.6666641235352,1,8,,,elementary,1,,,,,,,,,,,,
1356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,22,1,1,2,9, banks. ,718,133,89348,,,,,,,110.06666564941406,699.6666870117188,130.06666564941406,757.7166748046875,1,9,,,elementary,1,,,,,,,,,,,,
1407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,22,1,1,2,9, banks. ,743,129,89399,,,,,,,110.06666564941406,699.6666870117188,130.06666564941406,757.7166748046875,1,9,,,elementary,1,,,,,,,,,,,,
1447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,22,1,1,2,9, banks. ,704,132,,hover,117,117,0.9876541830694238,0.5983333587646484,86,100.06666564941406,699.6666641235352,140.06666564941406,757.7166748046875,1,9,,,elementary,1,,,,,,,,,,,,
1457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,22,1,1,2,10, He ,768,120,89449,,,,,,,110.06666564941406,757.7166748046875,130.06666564941406,785.7333526611328,1,10,,,elementary,1,,,,,,,,,,,,
1496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,22,1,1,2,10, He ,768,120,,hover,50,50,0.902438619236801,0.34833335876464844,86,100.06666564941406,757.7166748046875,140.06666564941406,785.7333450317383,1,10,,,elementary,1,,,,,,,,,,,,
1507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,22,1,1,2,11, is ,792,112,89499,,,,,,,110.06666564941406,785.7333374023438,130.06666564941406,803.7333374023438,1,11,,,elementary,1,,,,,,,,,,,,
1514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,22,1,1,2,11, is ,792,112,,hover,16,16,0.3481476458009702,0.29833335876464845,86,100.06666564941406,785.7333450317383,140.06666564941406,803.7333374023438,1,11,,,elementary,1,,,,,,,,,,,,
1546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,22,1,1,2,12, a ,806,111,,hover,34,34,0.8834627875122443,0.24833335876464843,86,100.06666564941406,803.7333374023438,140.06666564941406,818.75,1,12,,,elementary,1,,,,,,,,,,,,
1558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,22,1,1,2,13, man ,828,110,89551,,,,,,,110.06666564941406,818.75,130.06666564941406,858.7833404541016,1,13,,,elementary,1,,,,,,,,,,,,
1580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,22,1,1,2,13, man ,828,110,,hover,33,33,0.6806827730111531,0.29833335876464845,86,100.06666564941406,818.75,140.06666564941406,858.783332824707,1,13,,,elementary,1,,,,,,,,,,,,
1608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,22,1,1,2,14, who ,883,116,89601,,,,,,,110.06666564941406,858.7833251953125,130.06666564941406,896.816650390625,1,14,,,elementary,1,,,,,,,,,,,,
1613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,22,1,1,2,14, who ,859,113,,hover,33,33,0.6367224508701225,0.3983333587646484,86,100.06666564941406,858.783332824707,140.06666564941406,896.816650390625,1,14,,,elementary,1,,,,,,,,,,,,
1646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,22,1,1,2,15, took ,902,117,,hover,33,33,0.8757476529838588,0.4483333587646484,86,100.06666564941406,896.816650390625,140.06666564941406,935.849983215332,1,15,,,elementary,1,,,,,,,,,,,,
1659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,22,1,1,2,16, out ,948,118,89652,,,,,,,110.06666564941406,935.8499755859375,130.06666564941406,965.88330078125,1,16,,,elementary,1,,,,,,,,,,,,
1709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,22,1,1,2,16, out ,959,118,89703,,,,,,,110.06666564941406,935.8499755859375,130.06666564941406,965.88330078125,1,16,,,elementary,1,,,,,,,,,,,,
1760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,22,1,1,2,16, out ,954,118,89753,,,,,,,110.06666564941406,935.8499755859375,130.06666564941406,965.88330078125,1,16,,,elementary,1,,,,,,,,,,,,
1780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,22,1,1,2,16, out ,948,118,,hover,134,134,0.37125491581792786,0.4483333587646484,86,100.06666564941406,935.849983215332,140.06666564941406,965.88330078125,1,16,,,elementary,1,,,,,,,,,,,,
1810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,22,1,1,2,15, took ,918,119,89803,,,,,,,110.06666564941406,896.816650390625,130.06666564941406,935.8499908447266,1,15,,,elementary,1,,,,,,,,,,,,
1813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,22,1,1,2,15, took ,935,118,,hover,34,34,0.5426989722990428,0.47333335876464844,86,100.06666564941406,896.816650390625,140.06666564941406,935.849983215332,1,15,,,elementary,1,,,,,,,,,,,,
1830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,22,1,1,2,14, who ,870,125,,hover,16,16,0.2949168753383832,0.6233333587646485,86,100.06666564941406,858.783332824707,140.06666564941406,896.816650390625,1,14,,,elementary,1,,,,,,,,,,,,
1847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,22,1,1,2,12, a ,818,130,,hover,16,16,0.9500554803623904,0.7483333587646485,86,100.06666564941406,803.7333374023438,140.06666564941406,818.75,1,12,,,elementary,1,,,,,,,,,,,,
1861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,22,1,1,2,26, paid ,732,144,89853,,,,,,,150.06666564941406,706.683349609375,170.06666564941406,745.7333526611328,2,8,,,elementary,1,,,,,,,,,,,,
1863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,22,1,1,2,26, paid ,732,144,,hover,17,17,0.6483139925179218,0.09833335876464844,86,140.06666564941406,706.6833267211914,180.06666564941406,745.7333450317383,2,8,,,elementary,1,,,,,,,,,,,,
1880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,22,1,1,2,25, never ,676,153,,hover,17,17,0.3869467433396401,0.3233333587646484,86,140.06666564941406,656.6333084106445,180.06666564941406,706.6833267211914,2,7,,,elementary,1,,,,,,,,,,,,
1896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,22,1,1,2,23, euros ,606,158,,hover,17,17,0.6886449717392176,0.4483333587646484,86,140.06666564941406,571.533332824707,180.06666564941406,621.5833129882812,2,5,,,elementary,1,,,,,,,,,,,,
1911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,22,1,1,2,22, million ,570,160,89904,,,,,,,150.06666564941406,515.5,170.06666564941406,571.5333404541016,2,4,,,elementary,1,,,,,,,,,,,,
1946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,22,1,1,2,22, million ,570,160,,hover,49,49,0.11600238058896839,0.7483333587646485,86,140.06666564941406,515.5,180.06666564941406,571.533332824707,2,4,,,elementary,1,,,,,,,,,,,,
1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,22,1,1,2,21, a ,504,176,89954,,,,,,,150.06666564941406,500.48333740234375,170.06666564941406,515.5,2,3,,,elementary,1,,,,,,,,,,,,
1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,22,1,1,2,21, a ,504,176,,hover,17,17,0.23418364314118592,0.8983333587646485,86,140.06666564941406,500.4833450317383,180.06666564941406,515.5,2,3,,,elementary,1,,,,,,,,,,,,
1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,22,1,1,2,36, projects ,490,182,,hover,16,16,0.03698244555044213,0.048333358764648435,86,180.06666564941406,487.4833450317383,220.06666564941406,555.533332824707,3,3,,,elementary,1,,,,,,,,,,,,
2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,22,1,1,2,35, to ,482,186,,hover,35,35,0.27643584734861115,0.24833335876464843,86,180.06666564941406,467.4666748046875,220.06666564941406,487.4833450317383,3,2,,,elementary,1,,,,,,,,,,,,
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,22,1,1,2,34, money ,460,195,90009,,,,,,,190.06666564941406,408.41668701171875,210.06666564941406,467.4666748046875,3,1,,,elementary,1,,,,,,,,,,,,
2066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,22,1,1,2,34, money ,437,199,90059,,,,,,,190.06666564941406,408.41668701171875,210.06666564941406,467.4666748046875,3,1,,,elementary,1,,,,,,,,,,,,
2117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,22,1,1,2,34, money ,426,197,90110,,,,,,,190.06666564941406,408.41668701171875,210.06666564941406,467.4666748046875,3,1,,,elementary,1,,,,,,,,,,,,
2167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,22,1,1,2,34, money ,427,194,90160,,,,,,,190.06666564941406,408.41668701171875,210.06666564941406,467.4666748046875,3,1,,,elementary,1,,,,,,,,,,,,
2218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,22,1,1,2,34, money ,437,183,90210,,,,,,,190.06666564941406,408.41668701171875,210.06666564941406,467.4666748046875,3,1,,,elementary,1,,,,,,,,,,,,
2229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,22,1,1,2,34, money ,460,195,,hover,215,215,0.4840528179022714,0.07333335876464844,86,180.06666564941406,408.41668701171875,220.06666564941406,467.4666748046875,3,1,,,elementary,1,,,,,,,,,,,,
2268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,22,1,1,2,19, almost ,455,167,90261,,,,,,,150.06666564941406,408.41668701171875,170.06666564941406,466.45001220703125,2,1,,,elementary,1,,,,,,,,,,,,
2319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,22,1,1,2,19, almost ,457,164,90312,,,,,,,150.06666564941406,408.41668701171875,170.06666564941406,466.45001220703125,2,1,,,elementary,1,,,,,,,,,,,,
2362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,22,1,1,2,19, almost ,446,177,,hover,134,134,0.992245624294029,0.5983333587646484,86,140.06666564941406,408.41668701171875,180.06666564941406,466.45001220703125,2,1,,,elementary,1,,,,,,,,,,,,
2369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,22,1,1,2,20, half ,479,164,90362,,,,,,,150.06666564941406,466.45001220703125,170.06666564941406,500.4833526611328,2,2,,,elementary,1,,,,,,,,,,,,
2380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,22,1,1,2,20, half ,479,164,,hover,17,17,0.3687557682819089,0.5983333587646484,86,140.06666564941406,466.45001220703125,180.06666564941406,500.4833450317383,2,2,,,elementary,1,,,,,,,,,,,,
2412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,22,1,1,2,21, a ,501,167,,hover,33,33,0.9667036366583124,0.6983333587646484,86,140.06666564941406,500.4833450317383,180.06666564941406,515.5,2,3,,,elementary,1,,,,,,,,,,,,
2420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,22,1,1,2,22, million ,530,169,90412,,,,,,,150.06666564941406,515.5,170.06666564941406,571.5333404541016,2,4,,,elementary,1,,,,,,,,,,,,
2446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,22,1,1,2,22, million ,530,169,,hover,33,33,0.6335514632166734,0.7233333587646484,86,140.06666564941406,515.5,180.06666564941406,571.533332824707,2,4,,,elementary,1,,,,,,,,,,,,
2471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,22,1,1,2,23, euros ,595,168,90463,,,,,,,150.06666564941406,571.5333251953125,170.06666564941406,621.5833129882812,2,5,,,elementary,1,,,,,,,,,,,,
2496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,22,1,1,2,23, euros ,578,169,,hover,50,50,0.8684652228279501,0.6483333587646485,86,140.06666564941406,571.533332824707,180.06666564941406,621.5833129882812,2,5,,,elementary,1,,,,,,,,,,,,
2512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,22,1,1,2,24, and ,649,162,,hover,17,17,0.7822165646910705,0.5483333587646484,86,140.06666564941406,621.5833129882812,180.06666564941406,656.6333084106445,2,6,,,elementary,1,,,,,,,,,,,,
2521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,22,1,1,2,25, never ,674,154,90513,,,,,,,150.06666564941406,656.63330078125,170.06666564941406,706.6833038330078,2,7,,,elementary,1,,,,,,,,,,,,
2530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,22,1,1,2,25, never ,674,154,,hover,16,16,0.3469867179987793,0.34833335876464844,86,140.06666564941406,656.6333084106445,180.06666564941406,706.6833267211914,2,7,,,elementary,1,,,,,,,,,,,,
2546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,22,1,1,2,26, paid ,708,144,,hover,17,17,0.03371760976749602,0.09833335876464844,86,140.06666564941406,706.6833267211914,180.06666564941406,745.7333450317383,2,8,,,elementary,1,,,,,,,,,,,,
2571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,22,1,1,2,9, banks. ,752,132,90564,,,,,,,110.06666564941406,699.6666870117188,130.06666564941406,757.7166748046875,1,9,,,elementary,1,,,,,,,,,,,,
2579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,22,1,1,2,9, banks. ,727,139,,hover,34,34,0.9015215546455776,0.7983333587646484,86,100.06666564941406,699.6666641235352,140.06666564941406,757.7166748046875,1,9,,,elementary,1,,,,,,,,,,,,
2596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,22,1,1,2,10, He ,770,129,,hover,17,17,0.4384291600595937,0.7233333587646484,86,100.06666564941406,757.7166748046875,140.06666564941406,785.7333450317383,1,10,,,elementary,1,,,,,,,,,,,,
2613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,22,1,1,2,11, is ,787,126,,hover,16,16,0.0703697502855726,0.6483333587646485,86,100.06666564941406,785.7333450317383,140.06666564941406,803.7333374023438,1,11,,,elementary,1,,,,,,,,,,,,
2622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,22,1,1,2,12, a ,806,126,90615,,,,,,,110.06666564941406,803.7333374023438,130.06666564941406,818.75,1,12,,,elementary,1,,,,,,,,,,,,
2630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,22,1,1,2,12, a ,806,126,,hover,17,17,0.150943166160637,0.6483333587646485,86,100.06666564941406,803.7333374023438,140.06666564941406,818.75,1,12,,,elementary,1,,,,,,,,,,,,
2664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,22,1,1,2,13, man ,834,130,,hover,34,34,0.8305578789952602,0.8233333587646484,86,100.06666564941406,818.75,140.06666564941406,858.783332824707,1,13,,,elementary,1,,,,,,,,,,,,
2672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,22,1,1,2,14, who ,870,138,90665,,,,,,,110.06666564941406,858.7833251953125,130.06666564941406,896.816650390625,1,14,,,elementary,1,,,,,,,,,,,,
2680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,22,1,1,2,14, who ,870,138,,hover,16,16,0.2949168753383832,0.9483333587646484,86,100.06666564941406,858.783332824707,140.06666564941406,896.816650390625,1,14,,,elementary,1,,,,,,,,,,,,
2712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,22,1,1,2,30, Enric ,887,143,,hover,33,33,0.6334662411450288,0.24833335876464843,86,140.06666564941406,882.849983215332,180.06666564941406,928.8666687011719,2,12,,,elementary,1,,,,,,,,,,,,
2723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,22,1,1,2,31, Duran ,930,156,90715,,,,,,,150.06666564941406,928.86669921875,170.06666564941406,982.9167022705078,2,13,,,elementary,1,,,,,,,,,,,,
2763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,22,1,1,2,31, Duran ,930,156,,hover,50,50,0.7610233405721972,0.47333335876464844,86,140.06666564941406,928.8666687011719,180.06666564941406,982.9166946411133,2,13,,,elementary,1,,,,,,,,,,,,
2773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,22,1,1,2,32, gave ,991,161,90766,,,,,,,150.06666564941406,982.9166870117188,170.06666564941406,1026.9666748046875,2,14,,,elementary,1,,,,,,,,,,,,
2824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,22,1,1,2,32, gave ,1008,163,90816,,,,,,,150.06666564941406,982.9166870117188,170.06666564941406,1026.9666748046875,2,14,,,elementary,1,,,,,,,,,,,,
2874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,22,1,1,2,32, gave ,1005,166,90867,,,,,,,150.06666564941406,982.9166870117188,170.06666564941406,1026.9666748046875,2,14,,,elementary,1,,,,,,,,,,,,
2925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,22,1,1,2,32, gave ,994,167,90917,,,,,,,150.06666564941406,982.9166870117188,170.06666564941406,1026.9666748046875,2,14,,,elementary,1,,,,,,,,,,,,
2946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,22,1,1,2,32, gave ,991,161,,hover,183,183,0.25160749942974364,0.6733333587646484,86,140.06666564941406,982.9166946411133,180.06666564941406,1026.9666748046875,2,14,,,elementary,1,,,,,,,,,,,,
2975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,22,1,1,2,31, Duran ,955,158,90967,,,,,,,150.06666564941406,928.86669921875,170.06666564941406,982.9167022705078,2,13,,,elementary,1,,,,,,,,,,,,
2996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,22,1,1,2,31, Duran ,978,163,,hover,50,50,0.07647232775467944,0.42333335876464845,86,140.06666564941406,928.8666687011719,180.06666564941406,982.9166946411133,2,13,,,elementary,1,,,,,,,,,,,,
3013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,22,1,1,2,30, Enric ,886,159,,hover,17,17,0.0684537956484781,0.47333335876464844,86,140.06666564941406,882.849983215332,180.06666564941406,928.8666687011719,2,12,,,elementary,1,,,,,,,,,,,,
3025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,1,ele,22,1,1,2,29, back. ,846,164,91018,,,,,,,150.06666564941406,834.816650390625,170.06666564941406,882.8499908447266,2,11,,,elementary,1,,,,,,,,,,,,
3030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,22,1,1,2,29, back. ,846,164,,hover,17,17,0.23282464694057523,0.5983333587646484,86,140.06666564941406,834.8166580200195,180.06666564941406,882.849983215332,2,11,,,elementary,1,,,,,,,,,,,,
3046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,1,ele,22,1,1,2,28, money ,786,171,,hover,16,16,0.1732995460736006,0.7733333587646485,86,140.06666564941406,775.7666625976562,180.06666564941406,834.8166580200195,2,10,,,elementary,1,,,,,,,,,,,,
