responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,SubjectId,SubjectID,ProlificId,ProlificID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,SONAId,SonaId
2189,hover_association,2,2,int,,,900,1,2, coastal ,452,122,,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,444.45001220703125,140.06666564941406,506.50000762939453,1,2,hover,354,354,0.9274777121454437,0.6483333587646485,19,,,,,,,,,,,,,,,EmTest4,EmTest4
2203,hover_association,2,2,int,,,900,1,3, tram ,518,123,,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,506.50000762939453,140.06666564941406,547.5166625976562,1,3,hover,13,13,0.2803737257341938,0.5733333587646484,19,,,,,,,,,,,,,,,EmTest4,EmTest4
2228,raw_position_sample,2,2,int,,,900,1,4, arrived ,594,117,105490,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,547.5166625976562,130.06666564941406,607.5666656494141,1,4,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
2236,hover_association,2,2,int,,,900,1,4, arrived ,552,120,,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,547.5166625976562,140.06666564941406,607.5666580200195,1,4,hover,33,33,0.7740772846925621,0.42333335876464845,19,,,,,,,,,,,,,,,EmTest4,EmTest4
2252,hover_association,2,2,int,,,900,1,6, the ,647,117,,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,627.5833129882812,140.06666564941406,657.6166763305664,1,6,hover,17,17,0.6465039160093412,0.42333335876464845,19,,,,,,,,,,,,,,,EmTest4,EmTest4
2278,raw_position_sample,2,2,int,,,900,1,7, station ,710,124,105541,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,657.61669921875,130.06666564941406,715.6667022705078,1,7,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
2287,hover_association,2,2,int,,,900,1,7, station ,684,121,,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,657.6166763305664,140.06666564941406,715.6666946411133,1,7,hover,34,34,0.90238255204678,0.5983333587646484,19,,,,,,,,,,,,,,,EmTest4,EmTest4
2303,hover_association,2,2,int,,,900,1,8, two ,734,128,,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,715.6666946411133,140.06666564941406,748.683349609375,1,8,hover,16,16,0.5552744630402497,0.6983333587646484,19,,,,,,,,,,,,,,,EmTest4,EmTest4
2328,raw_position_sample,2,2,int,,,900,1,9, minutes ,776,135,105591,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,748.683349609375,130.06666564941406,816.7333526611328,1,9,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
2379,raw_position_sample,2,2,int,,,900,1,9, minutes ,801,138,105642,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,748.683349609375,130.06666564941406,816.7333526611328,1,9,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
2429,raw_position_sample,2,2,int,,,900,1,9, minutes ,815,139,105692,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,748.683349609375,130.06666564941406,816.7333526611328,1,9,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
2436,hover_association,2,2,int,,,900,1,9, minutes ,762,132,,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,748.683349609375,140.06666564941406,816.7333450317383,1,9,hover,133,133,0.9745283593190566,0.9733333587646484,19,,,,,,,,,,,,,,,EmTest4,EmTest4
2479,raw_position_sample,2,2,int,,,900,1,10, early. ,846,138,105742,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,816.7333374023438,130.06666564941406,864.4333343505859,1,10,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
2503,hover_association,2,2,int,,,900,1,10, early. ,822,139,,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,816.7333450317383,140.06666564941406,864.4333419799805,1,10,hover,67,67,0.8651290903234,0.9483333587646484,19,,,,,,,,,,,,,,,EmTest4,EmTest4
2530,raw_position_sample,2,2,int,,,900,1,11, Commuters ,893,135,105792,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,864.433349609375,130.06666564941406,962.4833526611328,1,11,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
2580,raw_position_sample,2,2,int,,,900,1,11, Commuters ,937,133,105843,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,864.433349609375,130.06666564941406,962.4833526611328,1,11,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
2619,hover_association,2,2,int,,,900,1,11, Commuters ,874,137,,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,864.4333419799805,140.06666564941406,962.4833450317383,1,11,hover,117,117,0.995070423083178,0.7733333587646485,19,,,,,,,,,,,,,,,EmTest4,EmTest4
2631,raw_position_sample,2,2,int,,,900,1,12, stepped ,970,131,105893,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,962.4833374023438,130.06666564941406,1031.566665649414,1,12,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
2681,raw_position_sample,2,2,int,,,900,1,12, stepped ,983,132,105944,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,962.4833374023438,130.06666564941406,1031.566665649414,1,12,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
2731,raw_position_sample,2,2,int,,,900,1,12, stepped ,991,134,105994,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,962.4833374023438,130.06666564941406,1031.566665649414,1,12,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
2782,raw_position_sample,2,2,int,,,900,1,12, stepped ,990,134,106045,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,962.4833374023438,130.06666564941406,1031.566665649414,1,12,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
2819,hover_association,2,2,int,,,900,1,12, stepped ,970,131,,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,962.4833450317383,140.06666564941406,1031.5666580200195,1,12,hover,199,199,0.0653798257913295,0.8483333587646484,19,,,,,,,,,,,,,,,EmTest4,EmTest4
2832,raw_position_sample,2,2,int,,,900,1,11, Commuters ,938,134,106095,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,864.433349609375,130.06666564941406,962.4833526611328,1,11,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
2869,hover_association,2,2,int,,,900,1,11, Commuters ,938,134,,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,864.4333419799805,140.06666564941406,962.4833450317383,1,11,hover,50,50,0.27095009885920907,0.8483333587646484,19,,,,,,,,,,,,,,,EmTest4,EmTest4
2883,raw_position_sample,2,2,int,,,900,1,10, early. ,845,133,106145,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,816.7333374023438,130.06666564941406,864.4333343505859,1,10,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
2885,hover_association,2,2,int,,,900,1,10, early. ,845,133,,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,816.7333450317383,140.06666564941406,864.4333419799805,1,10,hover,17,17,0.5925923852559782,0.8233333587646484,19,,,,,,,,,,,,,,,EmTest4,EmTest4
2920,hover_association,2,2,int,,,900,1,9, minutes ,799,132,,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,748.683349609375,140.06666564941406,816.7333450317383,1,9,hover,34,34,0.2250793742976724,0.7983333587646484,19,,,,,,,,,,,,,,,EmTest4,EmTest4
2933,raw_position_sample,2,2,int,,,900,1,8, two ,724,134,106196,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,715.6666870117188,130.06666564941406,748.683349609375,1,8,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
2936,hover_association,2,2,int,,,900,1,8, two ,724,134,,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,715.6666946411133,140.06666564941406,748.683349609375,1,8,hover,16,16,0.2523970210458136,0.8483333587646484,19,,,,,,,,,,,,,,,EmTest4,EmTest4
2969,hover_association,2,2,int,,,900,1,19, raised. ,634,148,,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.06666564941406,602.566650390625,180.06666564941406,660.2199859619141,2,6,hover,17,17,0.5452130271024349,0.19833335876464844,19,,,,,,,,,,,,,,,EmTest4,EmTest4
2984,raw_position_sample,2,2,int,,,900,1,18, collars ,590,159,106246,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.06666564941406,545.5333251953125,170.06666564941406,602.566650390625,2,5,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
3004,hover_association,2,2,int,,,900,1,18, collars ,590,159,,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.06666564941406,545.533332824707,180.06666564941406,602.566650390625,2,5,hover,33,33,0.42898902289902535,0.5733333587646484,19,,,,,,,,,,,,,,,EmTest4,EmTest4
3035,raw_position_sample,2,2,int,,,900,1,17, their ,530,176,106297,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.06666564941406,505.5,170.06666564941406,545.5333404541016,2,4,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
3053,hover_association,2,2,int,,,900,1,17, their ,545,171,,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.06666564941406,505.5,180.06666564941406,545.533332824707,2,4,hover,50,50,0.31223980413355645,0.9733333587646484,19,,,,,,,,,,,,,,,EmTest4,EmTest4
3084,raw_position_sample,2,2,int,,,900,1,-1,999,491,182,106347,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
3136,raw_position_sample,2,2,int,,,900,1,15, fog ,467,179,106398,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.06666564941406,438.45001220703125,170.06666564941406,468.4833526611328,2,2,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
3188,raw_position_sample,2,2,int,,,900,1,15, fog ,450,179,106452,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.06666564941406,438.45001220703125,170.06666564941406,468.4833526611328,2,2,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
3238,raw_position_sample,2,2,int,,,900,1,15, fog ,442,180,106502,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.06666564941406,438.45001220703125,170.06666564941406,468.4833526611328,2,2,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
3270,hover_association,2,2,int,,,900,1,15, fog ,467,179,,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.06666564941406,438.45001220703125,180.06666564941406,468.4833450317383,2,2,hover,151,151,0.018312579432286667,0.9983333587646485,19,,,,,,,,,,,,,,,EmTest4,EmTest4
3290,raw_position_sample,2,2,int,,,900,1,14, the ,437,180,106552,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.06666564941406,408.41668701171875,170.06666564941406,438.45001220703125,2,1,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
3340,raw_position_sample,2,2,int,,,900,1,14, the ,436,179,106603,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.06666564941406,408.41668701171875,170.06666564941406,438.45001220703125,2,1,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
3390,raw_position_sample,2,2,int,,,900,1,14, the ,435,178,106653,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.06666564941406,408.41668701171875,170.06666564941406,438.45001220703125,2,1,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
3441,raw_position_sample,2,2,int,,,900,1,14, the ,435,178,106703,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.06666564941406,408.41668701171875,170.06666564941406,438.45001220703125,2,1,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
3491,raw_position_sample,2,2,int,,,900,1,14, the ,435,178,106753,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.06666564941406,408.41668701171875,170.06666564941406,438.45001220703125,2,1,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
3499,hover_association,2,2,int,,,900,1,14, the ,437,180,,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.06666564941406,408.41668701171875,180.06666564941406,438.45001220703125,2,1,hover,229,229,0.8851271983839566,0.9483333587646484,19,,,,,,,,,,,,,,,EmTest4,EmTest4
3535,hover_association,2,2,int,,,900,1,15, fog ,444,178,,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.06666564941406,438.45001220703125,180.06666564941406,468.4833450317383,2,2,hover,37,37,0.6509430008009595,0.9483333587646484,19,,,,,,,,,,,,,,,EmTest4,EmTest4
3542,raw_position_sample,2,2,int,,,900,1,16, with ,479,178,106804,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.06666564941406,468.48333740234375,170.06666564941406,505.5,2,3,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
3553,hover_association,2,2,int,,,900,1,16, with ,479,178,,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.06666564941406,468.4833450317383,180.06666564941406,505.5,2,3,hover,17,17,0.28410603219763525,0.9483333587646484,19,,,,,,,,,,,,,,,EmTest4,EmTest4
3585,hover_association,2,2,int,,,900,1,17, their ,516,178,,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.06666564941406,505.5,180.06666564941406,545.533332824707,2,4,hover,33,33,0.8617818594086158,0.9483333587646484,19,,,,,,,,,,,,,,,EmTest4,EmTest4
3592,raw_position_sample,2,2,int,,,900,1,18, collars ,567,178,106854,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.06666564941406,545.5333251953125,170.06666564941406,602.566650390625,2,5,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
3619,hover_association,2,2,int,,,900,1,18, collars ,567,178,,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.06666564941406,545.533332824707,180.06666564941406,602.566650390625,2,5,hover,34,34,0.6043251321555525,0.9733333587646484,19,,,,,,,,,,,,,,,EmTest4,EmTest4
3642,raw_position_sample,2,2,int,,,900,1,-1,999,601,182,106905,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
3692,raw_position_sample,2,2,int,,,900,1,-1,999,627,186,106955,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
3742,raw_position_sample,2,2,int,,,900,1,-1,999,654,194,107005,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
3793,raw_position_sample,2,2,int,,,900,1,-1,999,663,197,107056,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
3844,raw_position_sample,2,2,int,,,900,1,-1,999,663,197,107106,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
3894,raw_position_sample,2,2,int,,,900,1,-1,999,663,197,107157,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
3944,raw_position_sample,2,2,int,,,900,1,-1,999,663,197,107207,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
3995,raw_position_sample,2,2,int,,,900,1,-1,999,663,197,107257,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
4045,raw_position_sample,2,2,int,,,900,1,-1,999,663,197,107308,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
4095,raw_position_sample,2,2,int,,,900,1,-1,999,663,197,107358,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
4146,raw_position_sample,2,2,int,,,900,1,-1,999,663,197,107408,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
4196,raw_position_sample,2,2,int,,,900,1,-1,999,663,197,107459,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
4246,raw_position_sample,2,2,int,,,900,1,-1,999,663,197,107509,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
4296,raw_position_sample,2,2,int,,,900,1,-1,999,663,197,107560,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
4347,raw_position_sample,2,2,int,,,900,1,-1,999,663,197,107610,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest4,EmTest4
6868,,,,int,,,900,,,,,,,EmTest4,EmTest4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,1,,,,,,,,,,,,,EmTest4,EmTest4
