responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,SubjectId,SubjectID,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,onestop_block_level,onestop_paragraph_index,ProlificId,ProlificID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,SONAId,SonaId
1527,raw_position_sample,2,2,int,4,4,24,25,75, children’s ,621,306,477991,EmTest3,EmTest3,310.066650390625,572.5499877929688,330.066650390625,653.2833251953125,6,5,intermediate,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
1531,hover_association,2,2,int,4,4,24,25,75, children’s ,621,306,,EmTest3,EmTest3,300.066650390625,572.5499877929688,340.066650390625,653.2833251953125,6,5,intermediate,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,13,13,0.6001239855299815,0.148333740234375,96,,,,,,,,,,,,,,,EmTest3,EmTest3
1551,hover_association,2,2,int,4,4,24,25,46, in ,559,260,,EmTest3,EmTest3,220.06666564941406,544.533332824707,260.06665802001953,563.5499877929688,4,4,intermediate,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,20,20,0.7607366910446366,0.9983335491816614,96,,,,,,,,,,,,,,,EmTest3,EmTest3
1563,hover_association,2,2,int,4,4,24,25,30, preparing ,486,195,,EmTest3,EmTest3,180.06666564941406,439.45001220703125,220.06666564941406,520.5500030517578,3,2,intermediate,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,13,13,0.5739826516391723,0.37333335876464846,96,,,,,,,,,,,,,,,EmTest3,EmTest3
1577,raw_position_sample,2,2,int,4,4,24,25,14, children ,454,165,478041,EmTest3,EmTest3,150.06666564941406,408.41668701171875,170.06666564941406,476.4833526611328,2,1,intermediate,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
1597,hover_association,2,2,int,4,4,24,25,14, children ,454,165,,EmTest3,EmTest3,140.06666564941406,408.41668701171875,180.06666564941406,476.4833450317383,2,1,intermediate,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,33,33,0.41993119421074593,0.023333358764648437,96,,,,,,,,,,,,,,,EmTest3,EmTest3
1628,raw_position_sample,2,2,int,4,4,24,25,1, In ,420,110,478092,EmTest3,EmTest3,110.06666564941406,408.41668701171875,130.06666564941406,428.433349609375,1,1,intermediate,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
1630,hover_association,2,2,int,4,4,24,25,1, In ,422,118,,EmTest3,EmTest3,100.06666564941406,405.9146041870117,140.06666564941406,428.433349609375,1,1,intermediate,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,33,33,0.625496471886046,0.24833335876464843,96,,,,,,,,,,,,,,,EmTest3,EmTest3
1678,raw_position_sample,2,2,int,4,4,24,25,-1,999,413,90,478142,EmTest3,EmTest3,,,,,,,intermediate,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
1728,raw_position_sample,2,2,int,4,4,24,25,-1,999,412,85,478192,EmTest3,EmTest3,,,,,,,intermediate,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
1779,raw_position_sample,2,2,int,4,4,24,25,-1,999,412,83,478243,EmTest3,EmTest3,,,,,,,intermediate,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
1830,raw_position_sample,2,2,int,4,4,24,25,-1,999,413,83,478293,EmTest3,EmTest3,,,,,,,intermediate,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
1883,raw_position_sample,2,2,int,4,4,24,25,2," 2015, ",430,104,478347,EmTest3,EmTest3,110.06666564941406,428.433349609375,130.06666564941406,478.50001525878906,1,2,intermediate,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
1933,raw_position_sample,2,2,int,4,4,24,25,2," 2015, ",451,124,478398,EmTest3,EmTest3,110.06666564941406,428.433349609375,130.06666564941406,478.50001525878906,1,2,intermediate,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
1981,hover_association,2,2,int,4,4,24,25,2," 2015, ",430,104,,EmTest3,EmTest3,100.06666564941406,428.433349609375,140.06666564941406,478.50000762939453,1,2,intermediate,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,100,100,0.830226183141768,0.7733333587646485,96,,,,,,,,,,,,,,,EmTest3,EmTest3
1984,raw_position_sample,2,2,int,4,4,24,25,3, SOHAY ,486,132,478449,EmTest3,EmTest3,110.06666564941406,478.5,130.06666564941406,545.1666717529297,1,3,intermediate,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
2030,hover_association,2,2,int,4,4,24,25,3, SOHAY ,486,132,,EmTest3,EmTest3,100.06666564941406,478.50000762939453,140.06666564941406,545.1666793823242,1,3,intermediate,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,50,50,0.9224998151779316,0.8233333587646484,96,,,,,,,,,,,,,,,EmTest3,EmTest3
2035,raw_position_sample,2,2,int,4,4,24,25,4, helped ,557,132,478499,EmTest3,EmTest3,110.06666564941406,545.1666870117188,130.06666564941406,604.2500152587891,1,4,intermediate,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
2080,hover_association,2,2,int,4,4,24,25,4, helped ,557,132,,EmTest3,EmTest3,100.06666564941406,545.1666793823242,140.06666564941406,604.2500076293945,1,4,intermediate,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,50,50,0.7926655793971465,0.6483333587646485,96,,,,,,,,,,,,,,,EmTest3,EmTest3
2085,raw_position_sample,2,2,int,4,4,24,25,5," 1,540 ",610,126,478550,EmTest3,EmTest3,110.06666564941406,604.25,130.06666564941406,654.3166656494141,1,5,intermediate,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
2135,raw_position_sample,2,2,int,4,4,24,25,5," 1,540 ",629,124,478600,EmTest3,EmTest3,110.06666564941406,604.25,130.06666564941406,654.3166656494141,1,5,intermediate,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
2185,raw_position_sample,2,2,int,4,4,24,25,5," 1,540 ",629,124,478650,EmTest3,EmTest3,110.06666564941406,604.25,130.06666564941406,654.3166656494141,1,5,intermediate,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
2236,raw_position_sample,2,2,int,4,4,24,25,5," 1,540 ",629,124,478700,EmTest3,EmTest3,110.06666564941406,604.25,130.06666564941406,654.3166656494141,1,5,intermediate,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
