responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,SubjectId,SubjectID,onestop_block_level,onestop_paragraph_index,ProlificId,ProlificID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,SONAId,SonaId
961,raw_position_sample,2,2,int,26,2,18,19,-1,999,703,386,403945,EmTest3,EmTest3,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
1012,hover_association,2,2,int,26,2,18,19,72, London ,614,332,,EmTest3,EmTest3,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.066650390625,570.533332824707,340.066650390625,635.6333084106445,6,4,hover,31,31,0.11469539132831676,0.048333740234375,87,,,,,,,,,,,,,,,EmTest3,EmTest3
1014,raw_position_sample,2,2,int,26,2,18,19,55, from ,542,275,403998,EmTest3,EmTest3,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.066650390625,521.4833374023438,290.066650390625,562.5,5,3,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
1029,hover_association,2,2,int,26,2,18,19,55, from ,542,275,,EmTest3,EmTest3,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.06665802001953,521.4833450317383,300.066650390625,562.5,5,3,hover,17,17,0.5002030268957159,0.37333362070724885,87,,,,,,,,,,,,,,,EmTest3,EmTest3
1045,hover_association,2,2,int,26,2,18,19,39, major ,501,235,,EmTest3,EmTest3,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.06666564941406,454.4666748046875,260.06665802001953,504.50000762939453,4,2,hover,16,16,0.9300464823789194,0.37333342997234914,87,,,,,,,,,,,,,,,EmTest3,EmTest3
1062,hover_association,2,2,int,26,2,18,19,28, in ,474,213,,EmTest3,EmTest3,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.06666564941406,467.4666748046875,220.06666564941406,486.4833450317383,3,2,hover,17,17,0.3435577899446872,0.8233333587646484,87,,,,,,,,,,,,,,,EmTest3,EmTest3
1065,raw_position_sample,2,2,int,26,2,18,19,27, money ,458,194,404048,EmTest3,EmTest3,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.06666564941406,408.41668701171875,210.06666564941406,467.4666748046875,3,1,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
1079,hover_association,2,2,int,26,2,18,19,27, money ,458,194,,EmTest3,EmTest3,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.06666564941406,408.41668701171875,220.06666564941406,467.4666748046875,3,1,hover,17,17,0.8396837127574356,0.34833335876464844,87,,,,,,,,,,,,,,,EmTest3,EmTest3
1115,raw_position_sample,2,2,int,26,2,18,19,15, position. ,430,163,404099,EmTest3,EmTest3,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.06666564941406,408.41668701171875,170.06666564941406,480.4833526611328,2,1,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
1165,raw_position_sample,2,2,int,26,2,18,19,15, position. ,425,158,404149,EmTest3,EmTest3,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.06666564941406,408.41668701171875,170.06666564941406,480.4833526611328,2,1,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
