responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,SubjectId,SubjectID,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,ProlificId,ProlificID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,SONAId,SonaId
1436,raw_position_sample,2,2,int,,,900,1,3, tram ,515,105,195133,EmTest3,EmTest3,110.06666564941406,506.5,130.06666564941406,547.5166625976562,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
1486,raw_position_sample,2,2,int,,,900,1,3, tram ,539,108,195183,EmTest3,EmTest3,110.06666564941406,506.5,130.06666564941406,547.5166625976562,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
1537,raw_position_sample,2,2,int,,,900,1,3, tram ,539,108,195233,EmTest3,EmTest3,110.06666564941406,506.5,130.06666564941406,547.5166625976562,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
1588,raw_position_sample,2,2,int,,,900,1,3, tram ,539,108,195284,EmTest3,EmTest3,110.06666564941406,506.5,130.06666564941406,547.5166625976562,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
1638,raw_position_sample,2,2,int,,,900,1,3, tram ,539,108,195334,EmTest3,EmTest3,110.06666564941406,506.5,130.06666564941406,547.5166625976562,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
1689,raw_position_sample,2,2,int,,,900,1,3, tram ,539,108,195385,EmTest3,EmTest3,110.06666564941406,506.5,130.06666564941406,547.5166625976562,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
1739,raw_position_sample,2,2,int,,,900,1,3, tram ,539,108,195435,EmTest3,EmTest3,110.06666564941406,506.5,130.06666564941406,547.5166625976562,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
1763,hover_association,2,2,int,,,900,1,3, tram ,515,105,,EmTest3,EmTest3,100.06666564941406,506.50000762939453,140.06666564941406,547.5166625976562,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,341,341,0.7923608689141921,0.19833335876464844,19,,,,,,,,,,,,,,,EmTest3,EmTest3
1790,raw_position_sample,2,2,int,,,900,1,4, arrived ,578,105,195486,EmTest3,EmTest3,110.06666564941406,547.5166625976562,130.06666564941406,607.5666656494141,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
1822,hover_association,2,2,int,,,900,1,4, arrived ,548,108,,EmTest3,EmTest3,100.06666564941406,547.5166625976562,140.06666564941406,607.5666580200195,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,59,59,0.9239524001975384,0.07333335876464844,19,,,,,,,,,,,,,,,EmTest3,EmTest3
1839,hover_association,2,2,int,,,900,1,5, at ,619,102,,EmTest3,EmTest3,100.06666564941406,607.5666580200195,140.06666564941406,627.5833129882812,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,16,16,0.5711914402336007,0.048333358764648435,19,,,,,,,,,,,,,,,EmTest3,EmTest3
1840,raw_position_sample,2,2,int,,,900,1,6, the ,634,102,195536,EmTest3,EmTest3,110.06666564941406,627.5833129882812,130.06666564941406,657.6166534423828,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
1872,hover_association,2,2,int,,,900,1,6, the ,634,102,,EmTest3,EmTest3,100.06666564941406,627.5833129882812,140.06666564941406,657.6166763305664,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,33,33,0.9794669573454611,0.12333335876464843,19,,,,,,,,,,,,,,,EmTest3,EmTest3
1891,raw_position_sample,2,2,int,,,900,1,7, station ,686,109,195587,EmTest3,EmTest3,110.06666564941406,657.61669921875,130.06666564941406,715.6667022705078,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
1941,raw_position_sample,2,2,int,,,900,1,7, station ,709,110,195637,EmTest3,EmTest3,110.06666564941406,657.61669921875,130.06666564941406,715.6667022705078,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
1955,hover_association,2,2,int,,,900,1,7, station ,670,106,,EmTest3,EmTest3,100.06666564941406,657.6166763305664,140.06666564941406,715.6666946411133,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,83,83,0.8851560286260576,0.24833335876464843,19,,,,,,,,,,,,,,,EmTest3,EmTest3
1992,raw_position_sample,2,2,int,,,900,1,8, two ,739,111,195688,EmTest3,EmTest3,110.06666564941406,715.6666870117188,130.06666564941406,748.683349609375,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
2021,hover_association,2,2,int,,,900,1,8, two ,718,111,,EmTest3,EmTest3,100.06666564941406,715.6666946411133,140.06666564941406,748.683349609375,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,67,67,0.9793028818324603,0.24833335876464843,19,,,,,,,,,,,,,,,EmTest3,EmTest3
2042,raw_position_sample,2,2,int,,,900,1,9, minutes ,764,110,195738,EmTest3,EmTest3,110.06666564941406,748.683349609375,130.06666564941406,816.7333526611328,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
2092,raw_position_sample,2,2,int,,,900,1,9, minutes ,792,112,195789,EmTest3,EmTest3,110.06666564941406,748.683349609375,130.06666564941406,816.7333526611328,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
2121,hover_association,2,2,int,,,900,1,9, minutes ,758,110,,EmTest3,EmTest3,100.06666564941406,748.683349609375,140.06666564941406,816.7333450317383,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,100,100,0.8716628123553372,0.34833335876464844,19,,,,,,,,,,,,,,,EmTest3,EmTest3
2143,raw_position_sample,2,2,int,,,900,1,10, early. ,842,116,195839,EmTest3,EmTest3,110.06666564941406,816.7333374023438,130.06666564941406,864.4333343505859,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
2173,hover_association,2,2,int,,,900,1,10, early. ,822,115,,EmTest3,EmTest3,100.06666564941406,816.7333450317383,140.06666564941406,864.4333419799805,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,52,52,0.8441647283951368,0.42333335876464845,19,,,,,,,,,,,,,,,EmTest3,EmTest3
2193,raw_position_sample,2,2,int,,,900,1,11, Commuters ,895,118,195889,EmTest3,EmTest3,110.06666564941406,864.433349609375,130.06666564941406,962.4833526611328,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
2244,raw_position_sample,2,2,int,,,900,1,11, Commuters ,943,123,195940,EmTest3,EmTest3,110.06666564941406,864.433349609375,130.06666564941406,962.4833526611328,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
2271,hover_association,2,2,int,,,900,1,11, Commuters ,873,118,,EmTest3,EmTest3,100.06666564941406,864.4333419799805,140.06666564941406,962.4833450317383,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,98,98,0.9032805228294354,0.5983333587646484,19,,,,,,,,,,,,,,,EmTest3,EmTest3
2295,raw_position_sample,2,2,int,,,900,1,12, stepped ,974,127,195990,EmTest3,EmTest3,110.06666564941406,962.4833374023438,130.06666564941406,1031.566665649414,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
2345,raw_position_sample,2,2,int,,,900,1,12, stepped ,988,128,196042,EmTest3,EmTest3,110.06666564941406,962.4833374023438,130.06666564941406,1031.566665649414,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
2396,raw_position_sample,2,2,int,,,900,1,12, stepped ,990,128,196092,EmTest3,EmTest3,110.06666564941406,962.4833374023438,130.06666564941406,1031.566665649414,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
2446,raw_position_sample,2,2,int,,,900,1,12, stepped ,990,128,196143,EmTest3,EmTest3,110.06666564941406,962.4833374023438,130.06666564941406,1031.566665649414,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
2497,raw_position_sample,2,2,int,,,900,1,12, stepped ,988,128,196193,EmTest3,EmTest3,110.06666564941406,962.4833374023438,130.06666564941406,1031.566665649414,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
2521,hover_association,2,2,int,,,900,1,12, stepped ,966,126,,EmTest3,EmTest3,100.06666564941406,962.4833450317383,140.06666564941406,1031.5666580200195,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,250,250,0.1522314798371885,0.6983333587646484,19,,,,,,,,,,,,,,,EmTest3,EmTest3
2547,raw_position_sample,2,2,int,,,900,1,11, Commuters ,921,128,196243,EmTest3,EmTest3,110.06666564941406,864.433349609375,130.06666564941406,962.4833526611328,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
2555,hover_association,2,2,int,,,900,1,11, Commuters ,951,128,,EmTest3,EmTest3,100.06666564941406,864.4333419799805,140.06666564941406,962.4833450317383,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,33,33,0.5769164330383508,0.6983333587646484,19,,,,,,,,,,,,,,,EmTest3,EmTest3
2572,hover_association,2,2,int,,,900,1,10, early. ,850,128,,EmTest3,EmTest3,100.06666564941406,816.7333450317383,140.06666564941406,864.4333419799805,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,17,17,0.6974141948972943,0.6983333587646484,19,,,,,,,,,,,,,,,EmTest3,EmTest3
2588,hover_association,2,2,int,,,900,1,9, minutes ,802,125,,EmTest3,EmTest3,100.06666564941406,748.683349609375,140.06666564941406,816.7333450317383,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,16,16,0.783492343529292,0.6233333587646485,19,,,,,,,,,,,,,,,EmTest3,EmTest3
2597,raw_position_sample,2,2,int,,,900,1,8, two ,741,119,196293,EmTest3,EmTest3,110.06666564941406,715.6666870117188,130.06666564941406,748.683349609375,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
2605,hover_association,2,2,int,,,900,1,8, two ,741,119,,EmTest3,EmTest3,100.06666564941406,715.6666946411133,140.06666564941406,748.683349609375,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,17,17,0.767288672436355,0.47333335876464844,19,,,,,,,,,,,,,,,EmTest3,EmTest3
2638,hover_association,2,2,int,,,900,1,7, station ,709,117,,EmTest3,EmTest3,100.06666564941406,657.6166763305664,140.06666564941406,715.6666946411133,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,34,34,0.10996247469354946,0.4483333587646484,19,,,,,,,,,,,,,,,EmTest3,EmTest3
2648,raw_position_sample,2,2,int,,,900,1,6, the ,640,123,196345,EmTest3,EmTest3,110.06666564941406,627.5833129882812,130.06666564941406,657.6166534423828,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
2655,hover_association,2,2,int,,,900,1,6, the ,640,123,,EmTest3,EmTest3,100.06666564941406,627.5833129882812,140.06666564941406,657.6166763305664,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,17,17,0.4134297870740573,0.5733333587646484,19,,,,,,,,,,,,,,,EmTest3,EmTest3
2671,hover_association,2,2,int,,,900,1,5, at ,616,129,,EmTest3,EmTest3,100.06666564941406,607.5666580200195,140.06666564941406,627.5833129882812,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,16,16,0.4213162485616264,0.7233333587646484,19,,,,,,,,,,,,,,,EmTest3,EmTest3
2698,raw_position_sample,2,2,int,,,900,1,18, collars ,556,148,196395,EmTest3,EmTest3,150.06666564941406,545.5333251953125,170.06666564941406,602.566650390625,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
2705,hover_association,2,2,int,,,900,1,18, collars ,582,141,,EmTest3,EmTest3,140.06666564941406,545.533332824707,180.06666564941406,602.566650390625,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,33,33,0.1835184699398874,0.19833335876464844,19,,,,,,,,,,,,,,,EmTest3,EmTest3
2738,hover_association,2,2,int,,,900,1,17, their ,527,159,,EmTest3,EmTest3,140.06666564941406,505.5,180.06666564941406,545.533332824707,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,34,34,0.11240632948808033,0.6733333587646484,19,,,,,,,,,,,,,,,EmTest3,EmTest3
2750,raw_position_sample,2,2,int,,,900,1,16, with ,493,174,196445,EmTest3,EmTest3,150.06666564941406,468.48333740234375,170.06666564941406,505.5,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
2755,hover_association,2,2,int,,,900,1,16, with ,493,174,,EmTest3,EmTest3,140.06666564941406,468.4833450317383,180.06666564941406,505.5,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,16,16,0.6623141661309601,0.8483333587646484,19,,,,,,,,,,,,,,,EmTest3,EmTest3
2799,raw_position_sample,2,2,int,,,900,1,-1,999,452,184,196495,EmTest3,EmTest3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
2850,raw_position_sample,2,2,int,,,900,1,-1,999,430,184,196546,EmTest3,EmTest3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
2901,raw_position_sample,2,2,int,,,900,1,14, the ,426,178,196597,EmTest3,EmTest3,150.06666564941406,408.41668701171875,170.06666564941406,438.45001220703125,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
2951,raw_position_sample,2,2,int,,,900,1,14, the ,424,172,196647,EmTest3,EmTest3,150.06666564941406,408.41668701171875,170.06666564941406,438.45001220703125,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
2989,hover_association,2,2,int,,,900,1,14, the ,426,178,,EmTest3,EmTest3,140.06666564941406,408.41668701171875,180.06666564941406,438.45001220703125,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,100,100,0.7852381591087374,0.5733333587646484,19,,,,,,,,,,,,,,,EmTest3,EmTest3
3001,raw_position_sample,2,2,int,,,900,1,15, fog ,449,154,196698,EmTest3,EmTest3,150.06666564941406,438.45001220703125,170.06666564941406,468.4833526611328,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
3004,hover_association,2,2,int,,,900,1,15, fog ,449,154,,EmTest3,EmTest3,140.06666564941406,438.45001220703125,180.06666564941406,468.4833450317383,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,16,16,0.3512759591000092,0.34833335876464844,19,,,,,,,,,,,,,,,EmTest3,EmTest3
3022,hover_association,2,2,int,,,900,1,16, with ,474,145,,EmTest3,EmTest3,140.06666564941406,468.4833450317383,180.06666564941406,505.5,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,17,17,0.14903169865001925,0.12333335876464843,19,,,,,,,,,,,,,,,EmTest3,EmTest3
3038,hover_association,2,2,int,,,900,1,3, tram ,533,135,,EmTest3,EmTest3,100.06666564941406,506.50000762939453,140.06666564941406,547.5166625976562,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,16,16,0.6460788280056211,0.8733333587646485,19,,,,,,,,,,,,,,,EmTest3,EmTest3
3052,raw_position_sample,2,2,int,,,900,1,4, arrived ,570,136,196748,EmTest3,EmTest3,110.06666564941406,547.5166625976562,130.06666564941406,607.5666656494141,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
3072,hover_association,2,2,int,,,900,1,4, arrived ,570,136,,EmTest3,EmTest3,100.06666564941406,547.5166625976562,140.06666564941406,607.5666580200195,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,34,34,0.7574244940808981,0.9983333587646485,19,,,,,,,,,,,,,,,EmTest3,EmTest3
3102,raw_position_sample,2,2,int,,,900,1,19, raised. ,633,153,196798,EmTest3,EmTest3,150.06666564941406,602.566650390625,170.06666564941406,656.6166534423828,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
3122,hover_association,2,2,int,,,900,1,19, raised. ,614,146,,EmTest3,EmTest3,140.06666564941406,602.566650390625,180.06666564941406,660.2199859619141,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,50,50,0.9961843324460898,0.6483333587646485,19,,,,,,,,,,,,,,,EmTest3,EmTest3
3153,raw_position_sample,2,2,int,,,900,1,-1,999,697,179,196849,EmTest3,EmTest3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
3203,raw_position_sample,2,2,int,,,900,1,-1,999,709,182,196899,EmTest3,EmTest3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
3254,raw_position_sample,2,2,int,,,900,1,-1,999,711,184,196950,EmTest3,EmTest3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
3304,raw_position_sample,2,2,int,,,900,1,-1,999,716,190,197000,EmTest3,EmTest3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
3354,raw_position_sample,2,2,int,,,900,1,-1,999,716,190,197050,EmTest3,EmTest3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
3404,raw_position_sample,2,2,int,,,900,1,-1,999,716,190,197101,EmTest3,EmTest3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
3455,raw_position_sample,2,2,int,,,900,1,-1,999,716,190,197151,EmTest3,EmTest3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
3506,raw_position_sample,2,2,int,,,900,1,-1,999,716,190,197202,EmTest3,EmTest3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
3556,raw_position_sample,2,2,int,,,900,1,-1,999,716,190,197253,EmTest3,EmTest3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
3606,raw_position_sample,2,2,int,,,900,1,-1,999,716,190,197303,EmTest3,EmTest3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
3658,raw_position_sample,2,2,int,,,900,1,-1,999,716,190,197354,EmTest3,EmTest3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest3,EmTest3
