responseTime,ProlificId,ProlificID,SubjectId,SubjectID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,demo_english_speaking,demo_english_understanding,demo_english_reading,demo_english_acquire_start_age,demo_english_fluent_age,demo_english_read_start_age,demo_english_read_fluent_age,demo_other_english_test,demo_other_english_test_score,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,onestop_block_level,onestop_paragraph_index,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key
33394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,22,1,18,19,62, him ,893,292,,273.03125,870.578125,313.03125,904.59375,5,6,hover,7,7,0.6591639871382636,0.47421875,81,,,advanced,1,,,,,,,,,,,,
33408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,22,1,18,19,61, land ,856,297,,273.03125,831.53125,313.03125,870.578125,5,5,hover,14.399999856948853,14.399999856948853,0.037615046018407365,0.72421875,81,,,advanced,1,,,,,,,,,,,,
33423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,22,1,18,19,60, could ,804,307,,273.03125,783.484375,313.03125,831.53125,5,4,hover,14.600000143051147,14.600000143051147,0.010731707317073172,0.87421875,81,,,advanced,1,,,,,,,,,,,,
33430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,1,18,19,59, activities ,773,310,1384072.5,283.03125,709.453125,303.03125,783.484375,5,3,,,,,,,,,advanced,1,,,,,,,,,,,,
33445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,22,1,18,19,59, activities ,773,310,,273.03125,709.453125,313.03125,783.484375,5,3,hover,22.59999990463257,22.59999990463257,0.6422541156606163,0.99921875,81,,,advanced,1,,,,,,,,,,,,
33479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,1,18,19,77, Skype ,735,318,1384122.100000143,323.03125,721.421875,343.03125,776.453125,6,3,,,,,,,,,advanced,1,,,,,,,,,,,,
33529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,1,18,19,77, Skype ,731,320,1384171.9000000954,323.03125,721.421875,343.03125,776.453125,6,3,,,,,,,,,advanced,1,,,,,,,,,,,,
33588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,1,18,19,77, Skype ,729,321,1384230.7000000477,323.03125,721.421875,343.03125,776.453125,6,3,,,,,,,,,advanced,1,,,,,,,,,,,,
33632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,22,1,18,19,77, Skype ,749,314,,313.03125,721.421875,353.03125,776.453125,6,3,hover,187,187,0.010505394662123793,0.24921875,81,,,advanced,1,,,,,,,,,,,,
33633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,1,18,19,76, by ,718,324,1384275.600000143,323.03125,697.40625,343.03125,721.421875,6,2,,,,,,,,,advanced,1,,,,,,,,,,,,
33652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,22,1,18,19,76, by ,718,324,,313.03125,697.40625,353.03125,721.421875,6,2,hover,19.90000009536743,19.90000009536743,0.23292127521145087,0.32421875,81,,,advanced,1,,,,,,,,,,,,
33681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,1,18,19,75, interview ,679,330,1384323.3000001907,323.03125,621.375,343.03125,697.40625,6,1,,,,,,,,,advanced,1,,,,,,,,,,,,
33730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,1,18,19,75, interview ,656,330,1384372.4000000954,323.03125,621.375,343.03125,697.40625,6,1,,,,,,,,,advanced,1,,,,,,,,,,,,
33780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,1,18,19,75, interview ,650,331,1384422.600000143,323.03125,621.375,343.03125,697.40625,6,1,,,,,,,,,advanced,1,,,,,,,,,,,,
33839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,1,18,19,75, interview ,645,333,1384481.3000001907,323.03125,621.375,343.03125,697.40625,6,1,,,,,,,,,advanced,1,,,,,,,,,,,,
33882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,1,18,19,75, interview ,640,335,1384524.3000001907,323.03125,621.375,343.03125,697.40625,6,1,,,,,,,,,advanced,1,,,,,,,,,,,,
33931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,1,18,19,75, interview ,636,336,1384573.4000000954,323.03125,621.375,343.03125,697.40625,6,1,,,,,,,,,advanced,1,,,,,,,,,,,,
33982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,1,18,19,75, interview ,633,336,1384624.3000001907,323.03125,621.375,343.03125,697.40625,6,1,,,,,,,,,advanced,1,,,,,,,,,,,,
34046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,1,18,19,75, interview ,632,336,1384688.600000143,323.03125,621.375,343.03125,697.40625,6,1,,,,,,,,,advanced,1,,,,,,,,,,,,
34081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,1,18,19,75, interview ,678,327,1384723.7000000477,323.03125,621.375,343.03125,697.40625,6,1,,,,,,,,,advanced,1,,,,,,,,,,,,
34092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,22,1,18,19,75, interview ,697,327,,313.03125,621.375,353.03125,697.40625,6,1,hover,440.2999999523163,440.2999999523163,0.8894369091656391,0.32421875,81,,,advanced,1,,,,,,,,,,,,
34100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,22,1,18,19,76, by ,705,326,,313.03125,697.40625,353.03125,721.421875,6,2,hover,7.299999952316284,7.299999952316284,0.3162003903708523,0.32421875,81,,,advanced,1,,,,,,,,,,,,
34129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,22,1,18,19,77, Skype ,730,326,,313.03125,721.421875,353.03125,776.453125,6,3,hover,29.200000047683716,29.200000047683716,0.8100511073253833,0.34921875,81,,,advanced,1,,,,,,,,,,,,
34130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,1,18,19,78, from ,782,328,1384772.5,323.03125,776.453125,343.03125,817.46875,6,4,,,,,,,,,advanced,1,,,,,,,,,,,,
34181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,1,18,19,78, from ,804,330,1384823.2000000477,323.03125,776.453125,343.03125,817.46875,6,4,,,,,,,,,advanced,1,,,,,,,,,,,,
34232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,1,18,19,78, from ,806,330,1384874.3000001907,323.03125,776.453125,343.03125,817.46875,6,4,,,,,,,,,advanced,1,,,,,,,,,,,,
34283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,1,18,19,78, from ,806,330,1384925.5,323.03125,776.453125,343.03125,817.46875,6,4,,,,,,,,,advanced,1,,,,,,,,,,,,
34332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,1,18,19,78, from ,814,330,1384974.5,323.03125,776.453125,343.03125,817.46875,6,4,,,,,,,,,advanced,1,,,,,,,,,,,,
34366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,22,1,18,19,78, from ,782,328,,313.03125,776.453125,353.03125,817.46875,6,4,hover,236.40000009536743,236.40000009536743,0.9885714285714285,0.42421875,81,,,advanced,1,,,,,,,,,,,,
34387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,1,18,19,79, an ,818,330,1385029.8000001907,323.03125,817.46875,343.03125,842.5,6,5,,,,,,,,,advanced,1,,,,,,,,,,,,
34435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,1,18,19,79, an ,820,330,1385077.3000001907,323.03125,817.46875,343.03125,842.5,6,5,,,,,,,,,advanced,1,,,,,,,,,,,,
34480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,1,18,19,79, an ,831,330,1385122.600000143,323.03125,817.46875,343.03125,842.5,6,5,,,,,,,,,advanced,1,,,,,,,,,,,,
34508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,22,1,18,19,79, an ,818,330,,313.03125,817.46875,353.03125,842.5,6,5,hover,142.19999980926514,142.19999980926514,0.9400749063670412,0.39921875,81,,,advanced,1,,,,,,,,,,,,
34530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,1,18,19,80, undisclosed ,854,329,1385172.7000000477,323.03125,842.5,343.03125,942.578125,6,6,,,,,,,,,advanced,1,,,,,,,,,,,,
34580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,1,18,19,80, undisclosed ,883,329,1385222.5,323.03125,842.5,343.03125,942.578125,6,6,,,,,,,,,advanced,1,,,,,,,,,,,,
34630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,1,18,19,80, undisclosed ,928,329,1385272.3000001907,323.03125,842.5,343.03125,942.578125,6,6,,,,,,,,,advanced,1,,,,,,,,,,,,
34653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,22,1,18,19,80, undisclosed ,845,329,,313.03125,842.5,353.03125,942.578125,6,6,hover,145.20000004768372,145.20000004768372,0.9642466822794692,0.39921875,81,,,advanced,1,,,,,,,,,,,,
34679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,1,18,19,81, location. ,960,330,1385321.9000000954,323.03125,942.578125,343.03125,1009.625,6,7,,,,,,,,,advanced,1,,,,,,,,,,,,
34741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,1,18,19,81, location. ,965,332,1385383.5,323.03125,942.578125,343.03125,1009.625,6,7,,,,,,,,,advanced,1,,,,,,,,,,,,
34769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,22,1,18,19,81, location. ,945,329,,313.03125,942.578125,353.03125,1013.3776041666666,6,7,hover,116.40000009536743,116.40000009536743,0.26019788869680377,0.84921875,81,,,advanced,1,,,,,,,,,,,,
34780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,1,18,19,-1,999,954,359,1385422.9000000954,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
34830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,1,18,19,-1,999,949,368,1385472.5,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
34879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,1,18,19,-1,999,949,368,1385522,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
34930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,1,18,19,-1,999,949,368,1385572.8000001907,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
34981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,1,18,19,-1,999,949,368,1385623.8000001907,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
35030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,1,18,19,-1,999,949,368,1385672.9000000954,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
35088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,1,18,19,-1,999,949,368,1385730.4000000954,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
35134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,1,18,19,-1,999,949,368,1385776.4000000954,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
35182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,1,18,19,-1,999,949,368,1385824.5,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
35244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,1,18,19,-1,999,949,368,1385887,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
41813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,adv,22,1,18,,,,,,,,,,,,,,,,,,,He was proud of it,1,,,,,,,,,,,,,,
41813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,He was proud of it,,,,,,,,,,,,,,,
2180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,2,19,20,-1,999,540,107,1394674.9000000954,,,,,,,,,,,,,,,advanced,2,,,,,,,,,,,,
87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,2,19,20,-1,999,544,107,1394722.2000000477,,,,,,,,,,,,,,,advanced,2,,,,,,,,,,,,
149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,2,19,20,-1,999,544,107,1394784.100000143,,,,,,,,,,,,,,,advanced,2,,,,,,,,,,,,
196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,2,19,20,-1,999,545,107,1394831.4000000954,,,,,,,,,,,,,,,advanced,2,,,,,,,,,,,,
242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,2,19,20,-1,999,545,107,1394877.8000001907,,,,,,,,,,,,,,,advanced,2,,,,,,,,,,,,
288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,2,19,20,-1,999,559,111,1394924,,,,,,,,,,,,,,,advanced,2,,,,,,,,,,,,
337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,2,19,20,-1,999,582,119,1394972.600000143,,,,,,,,,,,,,,,advanced,2,,,,,,,,,,,,
391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,2,19,20,-1,999,595,127,1395026.9000000954,,,,,,,,,,,,,,,advanced,2,,,,,,,,,,,,
437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,2,19,20,-1,999,603,127,1395072.4000000954,,,,,,,,,,,,,,,advanced,2,,,,,,,,,,,,
494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,2,19,20,-1,999,603,127,1395130,,,,,,,,,,,,,,,advanced,2,,,,,,,,,,,,
540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,2,19,20,-1,999,603,127,1395176,,,,,,,,,,,,,,,advanced,2,,,,,,,,,,,,
587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,2,19,20,-1,999,603,127,1395223.100000143,,,,,,,,,,,,,,,advanced,2,,,,,,,,,,,,
650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,2,19,20,-1,999,603,127,1395285.5,,,,,,,,,,,,,,,advanced,2,,,,,,,,,,,,
698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,2,19,20,-1,999,603,127,1395333.5,,,,,,,,,,,,,,,advanced,2,,,,,,,,,,,,
741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,2,19,20,-1,999,616,130,1395376.600000143,,,,,,,,,,,,,,,advanced,2,,,,,,,,,,,,
788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,2,19,20,1, From ,627,132,1395423.7000000477,123.03125,621.375,143.03125,668.375,1,1,,,,,,,,,advanced,2,,,,,,,,,,,,
842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,2,19,20,1, From ,628,132,1395478,123.03125,621.375,143.03125,668.375,1,1,,,,,,,,,advanced,2,,,,,,,,,,,,
890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,2,19,20,1, From ,628,132,1395525.3000001907,123.03125,621.375,143.03125,668.375,1,1,,,,,,,,,advanced,2,,,,,,,,,,,,
952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,2,19,20,1, From ,628,132,1395587.4000000954,123.03125,621.375,143.03125,668.375,1,1,,,,,,,,,advanced,2,,,,,,,,,,,,
998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,2,19,20,1, From ,628,132,1395633.7000000477,123.03125,621.375,143.03125,668.375,1,1,,,,,,,,,advanced,2,,,,,,,,,,,,
1045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,2,19,20,1, From ,628,132,1395680.100000143,123.03125,621.375,143.03125,668.375,1,1,,,,,,,,,advanced,2,,,,,,,,,,,,
1091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,2,19,20,1, From ,628,132,1395727,123.03125,621.375,143.03125,668.375,1,1,,,,,,,,,advanced,2,,,,,,,,,,,,
1139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,2,19,20,1, From ,656,129,1395774.3000001907,123.03125,621.375,143.03125,668.375,1,1,,,,,,,,,advanced,2,,,,,,,,,,,,
1149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,22,2,19,20,1, From ,619,130,,113.03125,617.4583333333334,153.03125,668.375,1,1,hover,403.2000000476837,403.2000000476837,0.8747954173486088,0.37421875,76,,,advanced,2,,,,,,,,,,,,
1187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,2,19,20,2, 2006 ,695,127,1395822.4000000954,123.03125,668.375,143.03125,713.421875,1,2,,,,,,,,,advanced,2,,,,,,,,,,,,
1248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,2,19,20,2, 2006 ,700,127,1395883.4000000954,123.03125,668.375,143.03125,713.421875,1,2,,,,,,,,,advanced,2,,,,,,,,,,,,
1294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,2,19,20,2, 2006 ,701,127,1395930,123.03125,668.375,143.03125,713.421875,1,2,,,,,,,,,advanced,2,,,,,,,,,,,,
1337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,2,19,20,2, 2006 ,705,127,1395972.7000000477,123.03125,668.375,143.03125,713.421875,1,2,,,,,,,,,advanced,2,,,,,,,,,,,,
1355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,22,2,19,20,2, 2006 ,669,127,,113.03125,668.375,153.03125,713.421875,1,2,hover,205.70000004768372,205.70000004768372,0.9684356573014221,0.37421875,76,,,advanced,2,,,,,,,,,,,,
1388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,2,19,20,3, to ,728,129,1396023.600000143,123.03125,713.421875,143.03125,733.4375,1,3,,,,,,,,,advanced,2,,,,,,,,,,,,
1410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,22,2,19,20,3, to ,715,129,,113.03125,713.421875,153.03125,733.4375,1,3,hover,55.39999985694885,55.39999985694885,0.9781420765027322,0.39921875,76,,,advanced,2,,,,,,,,,,,,
1436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,2,19,20,4," 2008, ",734,130,1396072,123.03125,733.4375,143.03125,783.484375,1,4,,,,,,,,,advanced,2,,,,,,,,,,,,
1488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,2,19,20,4," 2008, ",736,130,1396124.100000143,123.03125,733.4375,143.03125,783.484375,1,4,,,,,,,,,advanced,2,,,,,,,,,,,,
1543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,2,19,20,4," 2008, ",756,131,1396178.4000000954,123.03125,733.4375,143.03125,783.484375,1,4,,,,,,,,,advanced,2,,,,,,,,,,,,
1590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,22,2,19,20,4," 2008, ",734,129,,113.03125,733.4375,153.03125,783.484375,1,4,hover,180.10000014305115,180.10000014305115,0.9903215735248205,0.44921875,76,,,advanced,2,,,,,,,,,,,,
1591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,2,19,20,5, Duran ,786,130,1396226.9000000954,123.03125,783.484375,143.03125,837.515625,1,5,,,,,,,,,advanced,2,,,,,,,,,,,,
1636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,2,19,20,5, Duran ,810,130,1396272.100000143,123.03125,783.484375,143.03125,837.515625,1,5,,,,,,,,,advanced,2,,,,,,,,,,,,
1687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,2,19,20,5, Duran ,829,132,1396322.600000143,123.03125,783.484375,143.03125,837.515625,1,5,,,,,,,,,advanced,2,,,,,,,,,,,,
1709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,22,2,19,20,5, Duran ,786,130,,113.03125,783.484375,153.03125,837.515625,1,5,hover,119.29999995231628,119.29999995231628,0.9904569115095431,0.52421875,76,,,advanced,2,,,,,,,,,,,,
1737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,2,19,20,6, took ,843,134,1396372.100000143,123.03125,837.515625,143.03125,876.546875,1,6,,,,,,,,,advanced,2,,,,,,,,,,,,
1792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,2,19,20,6, took ,843,134,1396427.4000000954,123.03125,837.515625,143.03125,876.546875,1,6,,,,,,,,,advanced,2,,,,,,,,,,,,
1840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,2,19,20,6, took ,843,134,1396475.100000143,123.03125,837.515625,143.03125,876.546875,1,6,,,,,,,,,advanced,2,,,,,,,,,,,,
1902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,2,19,20,6, took ,843,134,1396537.3000001907,123.03125,837.515625,143.03125,876.546875,1,6,,,,,,,,,advanced,2,,,,,,,,,,,,
1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,22,2,19,20,6, took ,843,134,1396587.8000001907,123.03125,837.515625,143.03125,876.546875,1,6,,,,,,,,,advanced,2,,,,,,,,,,,,
