responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,SubjectId,SubjectID,onestop_block_level,onestop_paragraph_index,ProlificId,ProlificID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,SONAId,SonaId
826,raw_position_sample,2,2,int,24,3,19,20,-1,999,752,395,290409,Emtest2,Emtest2,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emtest2,Emtest2
881,raw_position_sample,2,2,int,24,3,19,20,99, said ,750,368,290464,Emtest2,Emtest2,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.066650390625,746.75,370.066650390625,784.7833404541016,7,7,,,,,,,,,,,,,,,,,,,,,Emtest2,Emtest2
909,hover_association,2,2,int,24,3,19,20,99, said ,753,375,,Emtest2,Emtest2,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.066650390625,746.7500076293945,380.066650390625,784.783332824707,7,7,hover,57,57,0.006572982228655611,0.648333740234375,107,,,,,,,,,,,,,,,Emtest2,Emtest2
936,raw_position_sample,2,2,int,24,3,19,20,98, has ,746,365,290519,Emtest2,Emtest2,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.066650390625,712.7166748046875,370.066650390625,746.7500152587891,7,6,,,,,,,,,,,,,,,,,,,,,Emtest2,Emtest2
986,raw_position_sample,2,2,int,24,3,19,20,98, has ,746,366,290570,Emtest2,Emtest2,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.066650390625,712.7166748046875,370.066650390625,746.7500152587891,7,6,,,,,,,,,,,,,,,,,,,,,Emtest2,Emtest2
1037,raw_position_sample,2,2,int,24,3,19,20,98, has ,745,373,290620,Emtest2,Emtest2,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.066650390625,712.7166748046875,370.066650390625,746.7500152587891,7,6,,,,,,,,,,,,,,,,,,,,,Emtest2,Emtest2
1087,raw_position_sample,2,2,int,24,3,19,20,98, has ,744,375,290670,Emtest2,Emtest2,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.066650390625,712.7166748046875,370.066650390625,746.7500152587891,7,6,,,,,,,,,,,,,,,,,,,,,Emtest2,Emtest2
1137,raw_position_sample,2,2,int,24,3,19,20,98, has ,744,375,290720,Emtest2,Emtest2,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.066650390625,712.7166748046875,370.066650390625,746.7500152587891,7,6,,,,,,,,,,,,,,,,,,,,,Emtest2,Emtest2
1187,raw_position_sample,2,2,int,24,3,19,20,98, has ,714,369,290771,Emtest2,Emtest2,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.066650390625,712.7166748046875,370.066650390625,746.7500152587891,7,6,,,,,,,,,,,,,,,,,,,,,Emtest2,Emtest2
1192,hover_association,2,2,int,24,3,19,20,98, has ,746,365,,Emtest2,Emtest2,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.066650390625,712.716682434082,380.066650390625,746.7500076293945,7,6,hover,284,284,0.037707675008339284,0.723333740234375,107,,,,,,,,,,,,,,,Emtest2,Emtest2
1209,hover_association,2,2,int,24,3,19,20,97, government ,659,346,,Emtest2,Emtest2,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.066650390625,612.6166763305664,380.066650390625,712.716682434082,7,5,hover,16,16,0.4633698385739115,0.148333740234375,107,,,,,,,,,,,,,,,Emtest2,Emtest2
1226,hover_association,2,2,int,24,3,19,20,82, village ,611,324,,Emtest2,Emtest2,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.066650390625,597.5499954223633,340.066650390625,653.599983215332,6,7,hover,17,17,0.23996445150562493,0.598333740234375,107,,,,,,,,,,,,,,,Emtest2,Emtest2
1238,raw_position_sample,2,2,int,24,3,19,20,65, A ,559,297,290821,Emtest2,Emtest2,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.066650390625,546.5333251953125,290.066650390625,563.5333251953125,5,4,,,,,,,,,,,,,,,,,,,,,Emtest2,Emtest2
1241,hover_association,2,2,int,24,3,19,20,65, A ,559,297,,Emtest2,Emtest2,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.06665802001953,546.533332824707,300.066650390625,563.5333251953125,5,4,hover,17,17,0.7333336923638254,0.9233337256114437,107,,,,,,,,,,,,,,,Emtest2,Emtest2
1259,hover_association,2,2,int,24,3,19,20,46," August, ",474,250,,Emtest2,Emtest2,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.06666564941406,408.41668701171875,260.06665802001953,474.4666748046875,4,1,hover,17,17,0.9929345209547915,0.7483335014979365,107,,,,,,,,,,,,,,,Emtest2,Emtest2
1276,hover_association,2,2,int,24,3,19,20,32, where ,421,220,,Emtest2,Emtest2,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.06666564941406,408.41668701171875,220.06666564941406,462.4666748046875,3,1,hover,16,16,0.23280880351869732,0.9983333587646485,107,,,,,,,,,,,,,,,Emtest2,Emtest2
1287,raw_position_sample,2,2,int,24,3,19,20,-1,999,379,192,290871,Emtest2,Emtest2,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emtest2,Emtest2
1339,raw_position_sample,2,2,int,24,3,19,20,-1,999,318,152,290921,Emtest2,Emtest2,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emtest2,Emtest2
1389,raw_position_sample,2,2,int,24,3,19,20,-1,999,318,152,290971,Emtest2,Emtest2,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emtest2,Emtest2
1439,raw_position_sample,2,2,int,24,3,19,20,-1,999,333,94,291022,Emtest2,Emtest2,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emtest2,Emtest2
1489,raw_position_sample,2,2,int,24,3,19,20,-1,999,333,94,291073,Emtest2,Emtest2,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emtest2,Emtest2
1540,raw_position_sample,2,2,int,24,3,19,20,-1,999,333,94,291124,Emtest2,Emtest2,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emtest2,Emtest2
1591,raw_position_sample,2,2,int,24,3,19,20,-1,999,333,94,291174,Emtest2,Emtest2,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emtest2,Emtest2
1645,raw_position_sample,2,2,int,24,3,19,20,-1,999,425,97,291228,Emtest2,Emtest2,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emtest2,Emtest2
1696,raw_position_sample,2,2,int,24,3,19,20,1, Kakali ,430,103,291279,Emtest2,Emtest2,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,408.41668701171875,130.06666564941406,462.45001220703125,1,1,,,,,,,,,,,,,,,,,,,,,Emtest2,Emtest2
