responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,SubjectId,SubjectID,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,onestop_block_level,onestop_paragraph_index,ProlificId,ProlificID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,SONAId,SonaId
908,raw_position_sample,2,1,ele,13,3,3,4,76, necessarily ,652,326,145056,Emtest2,Emtest2,310.066650390625,631.63330078125,330.066650390625,726.6999664306641,6,7,elementary,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emtest2,Emtest2
911,hover_association,2,1,ele,13,3,3,4,76, necessarily ,652,326,,Emtest2,Emtest2,300.066650390625,631.63330078125,340.066650390625,726.6999893188477,6,7,elementary,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,29,29,0.21423591724976548,0.648333740234375,80,,,,,,,,,,,,,,,Emtest2,Emtest2
920,hover_association,2,1,ele,13,3,3,4,31, time ,514,201,,Emtest2,Emtest2,180.06666564941406,496.5166702270508,220.06666564941406,535.533332824707,3,3,elementary,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,11,11,0.4480990584263722,0.5233333587646485,80,,,,,,,,,,,,,,,Emtest2,Emtest2
935,hover_association,2,1,ele,13,3,3,4,15, commitment ,487,175,,Emtest2,Emtest2,140.06666564941406,408.41668701171875,180.06666564941406,511.4666748046875,2,1,elementary,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,14,14,0.762574694779761,0.8733333587646485,80,,,,,,,,,,,,,,,Emtest2,Emtest2
957,raw_position_sample,2,1,ele,13,3,3,4,1, Japan’s ,430,123,145107,Emtest2,Emtest2,110.06666564941406,408.41668701171875,130.06666564941406,475.15000915527344,1,1,elementary,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emtest2,Emtest2
963,hover_association,2,1,ele,13,3,3,4,1, Japan’s ,444,138,,Emtest2,Emtest2,100.06666564941406,404.7092802259657,140.06666564941406,475.1500015258789,1,1,elementary,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,29,29,0.3590355025803159,0.5733333587646484,80,,,,,,,,,,,,,,,Emtest2,Emtest2
1007,raw_position_sample,2,1,ele,13,3,3,4,-1,999,402,86,145157,Emtest2,Emtest2,,,,,,,elementary,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emtest2,Emtest2
1058,raw_position_sample,2,1,ele,13,3,3,4,-1,999,403,84,145207,Emtest2,Emtest2,,,,,,,elementary,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emtest2,Emtest2
1109,raw_position_sample,2,1,ele,13,3,3,4,-1,999,403,84,145258,Emtest2,Emtest2,,,,,,,elementary,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emtest2,Emtest2
1159,raw_position_sample,2,1,ele,13,3,3,4,-1,999,403,84,145308,Emtest2,Emtest2,,,,,,,elementary,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emtest2,Emtest2
