responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,SubjectId,SubjectID,onestop_block_level,onestop_paragraph_index,ProlificId,ProlificID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,SONAId,SonaId
879,raw_position_sample,2,1,ele,13,5,5,6,-1,999,683,343,166959,Emtest2,Emtest2,elementary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emtest2,Emtest2
897,hover_association,2,1,ele,13,5,5,6,61, But ,618,285,,Emtest2,Emtest2,elementary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.06665802001953,612.599983215332,300.066650390625,644.6166687011719,5,5,hover,16,16,0.16866258023667868,0.6233336683909737,82,,,,,,,,,,,,,,,Emtest2,Emtest2
914,hover_association,2,1,ele,13,5,5,6,30, 200 ,538,206,,Emtest2,Emtest2,elementary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.06666564941406,526.5166702270508,220.06666564941406,561.5666580200195,3,3,hover,17,17,0.32762721176333326,0.6483333587646485,82,,,,,,,,,,,,,,,Emtest2,Emtest2
930,raw_position_sample,2,1,ele,13,5,5,6,15, This ,496,167,167010,Emtest2,Emtest2,elementary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.06666564941406,478.51666259765625,170.06666564941406,517.5333404541016,2,2,,,,,,,,,,,,,,,,,,,,,Emtest2,Emtest2
931,hover_association,2,1,ele,13,5,5,6,15, This ,496,167,,Emtest2,Emtest2,elementary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.06666564941406,478.5166702270508,180.06666564941406,517.533332824707,2,2,hover,17,17,0.4480990584263722,0.6733333587646484,82,,,,,,,,,,,,,,,Emtest2,Emtest2
980,raw_position_sample,2,1,ele,13,5,5,6,1, Workers ,441,123,167060,Emtest2,Emtest2,elementary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,408.41668701171875,130.06666564941406,480.11668395996094,1,1,,,,,,,,,,,,,,,,,,,,,Emtest2,Emtest2
1031,raw_position_sample,2,1,ele,13,5,5,6,1, Workers ,435,122,167110,Emtest2,Emtest2,elementary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,408.41668701171875,130.06666564941406,480.11668395996094,1,1,,,,,,,,,,,,,,,,,,,,,Emtest2,Emtest2
1080,raw_position_sample,2,1,ele,13,5,5,6,1, Workers ,432,122,167160,Emtest2,Emtest2,elementary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,408.41668701171875,130.06666564941406,480.11668395996094,1,1,,,,,,,,,,,,,,,,,,,,,Emtest2,Emtest2
1134,raw_position_sample,2,1,ele,13,5,5,6,1, Workers ,454,119,167214,Emtest2,Emtest2,elementary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,408.41668701171875,130.06666564941406,480.11668395996094,1,1,,,,,,,,,,,,,,,,,,,,,Emtest2,Emtest2
1165,hover_association,2,1,ele,13,5,5,6,1, Workers ,459,135,,Emtest2,Emtest2,elementary,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,404.4333538479275,140.06666564941406,480.1166763305664,1,1,hover,233,233,0.972032460241793,0.47333335876464844,82,,,,,,,,,,,,,,,Emtest2,Emtest2
