responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,SubjectId,SubjectID,ProlificId,ProlificID,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,onestop_block_level,onestop_paragraph_index,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,sampleTimeMs,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,SONAId,SonaId
998,hover_association,2,1,ele,21,2,12,13,109, of ,711,394,hover,19,19,0.7160693955352647,0.348333740234375,116,Emtest2,Emtest2,,,380.066650390625,696.6666641235352,420.066650390625,716.683349609375,8,8,elementary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emtest2,Emtest2
1009,hover_association,2,1,ele,21,2,12,13,90, at ,668,349,hover,11,11,0.46711025072523593,0.223333740234375,116,Emtest2,Emtest2,,,340.066650390625,658.6499938964844,380.066650390625,678.6666946411133,7,8,elementary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emtest2,Emtest2
1014,raw_position_sample,2,1,ele,21,2,12,13,73, The ,646,322,,,,,,,Emtest2,Emtest2,,,310.066650390625,622.5833129882812,330.066650390625,658.6166534423828,6,6,elementary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230116,,,,,,,,,,,,,,,Emtest2,Emtest2
1062,hover_association,2,1,ele,21,2,12,13,73, The ,646,322,hover,53,53,0.6498612629989847,0.548333740234375,116,Emtest2,Emtest2,,,300.066650390625,622.5833129882812,340.066650390625,658.6166763305664,6,6,elementary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emtest2,Emtest2
1066,raw_position_sample,2,1,ele,21,2,12,13,17, local ,519,157,,,,,,,Emtest2,Emtest2,,,150.06666564941406,517.5499877929688,170.06666564941406,559.5833129882812,2,3,elementary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230168,,,,,,,,,,,,,,,Emtest2,Emtest2
1075,hover_association,2,1,ele,21,2,12,13,17, local ,519,157,hover,12,12,0.034496728495630735,0.42333335876464845,116,Emtest2,Emtest2,,,140.06666564941406,517.5499877929688,180.06666564941406,559.5833129882812,2,3,elementary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emtest2,Emtest2
1092,hover_association,2,1,ele,21,2,12,13,16, of ,509,145,hover,17,17,0.5728561507717194,0.12333335876464843,116,Emtest2,Emtest2,,,140.06666564941406,497.53334045410156,180.06666564941406,517.5499877929688,2,2,elementary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emtest2,Emtest2
1116,raw_position_sample,2,1,ele,21,2,12,13,3, which ,498,133,,,,,,,Emtest2,Emtest2,,,110.06666564941406,493.5,130.06666564941406,544.5333404541016,1,3,elementary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230219,,,,,,,,,,,,,,,Emtest2,Emtest2
1124,hover_association,2,1,ele,21,2,12,13,3, which ,502,138,hover,33,33,0.08817752622199897,0.8233333587646484,116,Emtest2,Emtest2,,,100.06666564941406,493.50000762939453,140.06666564941406,544.533332824707,1,3,elementary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emtest2,Emtest2
1167,raw_position_sample,2,1,ele,21,2,12,13,2," shop, ",474,130,,,,,,,Emtest2,Emtest2,,,110.06666564941406,444.45001220703125,130.06666564941406,493.50001525878906,1,2,elementary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230269,,,,,,,,,,,,,,,Emtest2,Emtest2
1218,raw_position_sample,2,1,ele,21,2,12,13,2," shop, ",457,132,,,,,,,Emtest2,Emtest2,,,110.06666564941406,444.45001220703125,130.06666564941406,493.50001525878906,1,2,elementary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230320,,,,,,,,,,,,,,,Emtest2,Emtest2
1241,hover_association,2,1,ele,21,2,12,13,2," shop, ",491,130,hover,117,117,0.0316001618271725,0.7733333587646485,116,Emtest2,Emtest2,,,100.06666564941406,444.45001220703125,140.06666564941406,493.50000762939453,1,2,elementary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emtest2,Emtest2
1268,raw_position_sample,2,1,ele,21,2,12,13,1, The ,434,128,,,,,,,Emtest2,Emtest2,,,110.06666564941406,408.41668701171875,130.06666564941406,444.45001220703125,1,1,elementary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230370,,,,,,,,,,,,,,,Emtest2,Emtest2
1318,raw_position_sample,2,1,ele,21,2,12,13,1, The ,431,126,,,,,,,Emtest2,Emtest2,,,110.06666564941406,408.41668701171875,130.06666564941406,444.45001220703125,1,1,elementary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230421,,,,,,,,,,,,,,,Emtest2,Emtest2
1368,raw_position_sample,2,1,ele,21,2,12,13,1, The ,430,125,,,,,,,Emtest2,Emtest2,,,110.06666564941406,408.41668701171875,130.06666564941406,444.45001220703125,1,1,elementary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230471,,,,,,,,,,,,,,,Emtest2,Emtest2
1419,raw_position_sample,2,1,ele,21,2,12,13,1, The ,444,123,,,,,,,Emtest2,Emtest2,,,110.06666564941406,408.41668701171875,130.06666564941406,444.45001220703125,1,1,elementary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230521,,,,,,,,,,,,,,,Emtest2,Emtest2
1442,hover_association,2,1,ele,21,2,12,13,1, The ,440,130,hover,201,201,0.9886465652510675,0.5733333587646484,116,Emtest2,Emtest2,,,100.06666564941406,404.8133544921875,140.06666564941406,444.45001220703125,1,1,elementary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emtest2,Emtest2
1458,hover_association,2,1,ele,21,2,12,13,3, which ,513,126,hover,15,15,0.3821031119562747,0.6483333587646485,116,Emtest2,Emtest2,,,100.06666564941406,493.50000762939453,140.06666564941406,544.533332824707,1,3,elementary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emtest2,Emtest2
1469,raw_position_sample,2,1,ele,21,2,12,13,4, has ,570,132,,,,,,,Emtest2,Emtest2,,,110.06666564941406,544.5333251953125,130.06666564941406,578.566650390625,1,4,elementary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230571,,,,,,,,,,,,,,,Emtest2,Emtest2
1474,hover_association,2,1,ele,21,2,12,13,4, has ,570,132,hover,18,18,0.7482863557444099,0.7983333587646484,116,Emtest2,Emtest2,,,100.06666564941406,544.533332824707,140.06666564941406,578.566650390625,1,4,elementary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emtest2,Emtest2
1508,hover_association,2,1,ele,21,2,12,13,5, “ice ,593,134,hover,32,32,0.8946600661368779,0.8983333587646485,116,Emtest2,Emtest2,,,100.06666564941406,578.566650390625,140.06666564941406,612.5833129882812,1,5,elementary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emtest2,Emtest2
1520,raw_position_sample,2,1,ele,21,2,12,13,6," cream, ",626,136,,,,,,,Emtest2,Emtest2,,,110.06666564941406,612.5833129882812,130.06666564941406,672.6166534423828,1,6,elementary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230622,,,,,,,,,,,,,,,Emtest2,Emtest2
1558,hover_association,2,1,ele,21,2,12,13,6," cream, ",626,136,hover,51,51,0.6898944970911942,0.8483333587646484,116,Emtest2,Emtest2,,,100.06666564941406,612.5833129882812,140.06666564941406,672.6166763305664,1,6,elementary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emtest2,Emtest2
1570,raw_position_sample,2,1,ele,21,2,12,13,7," coffee, ",682,134,,,,,,,Emtest2,Emtest2,,,110.06666564941406,672.61669921875,130.06666564941406,731.3500366210938,1,7,elementary,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230673,,,,,,,,,,,,,,,Emtest2,Emtest2
