responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,SubjectId,SubjectID,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,onestop_block_level,onestop_paragraph_index,ProlificId,ProlificID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,SONAId,SonaId
1463,raw_position_sample,2,2,int,26,2,29,30,72, London ,621,329,395385,Emtest2,Emtest2,310.066650390625,570.5333251953125,330.066650390625,635.6333160400391,6,4,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emtest2,Emtest2
1483,hover_association,2,2,int,26,2,29,30,72, London ,621,329,,Emtest2,Emtest2,300.066650390625,570.533332824707,340.066650390625,635.6333084106445,6,4,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,34,34,0.39119319087416254,0.173333740234375,87,,,,,,,,,,,,,,,Emtest2,Emtest2
1500,hover_association,2,2,int,26,2,29,30,55, from ,539,262,,Emtest2,Emtest2,260.06665802001953,521.4833450317383,300.066650390625,562.5,5,3,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,16,16,0.4270620064414305,0.04833355871840643,87,,,,,,,,,,,,,,,Emtest2,Emtest2
1513,raw_position_sample,2,2,int,26,2,29,30,28, in ,478,199,395436,Emtest2,Emtest2,190.06666564941406,467.4666748046875,210.06666564941406,486.4833526611328,3,2,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emtest2,Emtest2
1518,hover_association,2,2,int,26,2,29,30,28, in ,478,199,,Emtest2,Emtest2,180.06666564941406,467.4666748046875,220.06666564941406,486.4833450317383,3,2,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,17,17,0.553899555997405,0.47333335876464844,87,,,,,,,,,,,,,,,Emtest2,Emtest2
1533,hover_association,2,2,int,26,2,29,30,15, position. ,442,158,,Emtest2,Emtest2,140.06666564941406,408.41668701171875,180.06666564941406,480.4833450317383,2,1,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,17,17,0.46600347388041885,0.4483333587646484,87,,,,,,,,,,,,,,,Emtest2,Emtest2
1563,raw_position_sample,2,2,int,26,2,29,30,1, Helena ,426,132,395486,Emtest2,Emtest2,110.06666564941406,408.41668701171875,130.06666564941406,470.4833526611328,1,1,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emtest2,Emtest2
1614,raw_position_sample,2,2,int,26,2,29,30,1, Helena ,415,121,395536,Emtest2,Emtest2,110.06666564941406,408.41668701171875,130.06666564941406,470.4833526611328,1,1,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emtest2,Emtest2
1651,hover_association,2,2,int,26,2,29,30,1, Helena ,429,136,,Emtest2,Emtest2,100.06666564941406,404.53752040863037,140.06666564941406,470.4833450317383,1,1,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,116,116,0.03734094774677755,0.47333335876464844,87,,,,,,,,,,,,,,,Emtest2,Emtest2
1664,raw_position_sample,2,2,int,26,2,29,30,-1,999,402,118,395586,Emtest2,Emtest2,,,,,,,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emtest2,Emtest2
