responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,SubjectId,SubjectID,ProlificId,ProlificID,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,onestop_block_level,onestop_paragraph_index,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,sampleTimeMs,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,SONAId,SonaId
884,hover_association,2,1,ele,17,4,9,10,120," Mediterranean, ",724,433,hover,18,18,0.3673361560882112,0.323333740234375,121,Emtest2,Emtest2,,,420.066650390625,677.6666641235352,460.066650390625,803.8000030517578,9,7,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emtest2,Emtest2
901,raw_position_sample,2,1,ele,17,4,9,10,94, and ,646,345,,,,,,,Emtest2,Emtest2,,,350.066650390625,645.2833251953125,370.066650390625,680.3333129882812,7,5,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204694,,,,,,,,,,,,,,,Emtest2,Emtest2
939,hover_association,2,1,ele,17,4,9,10,94, and ,675,377,hover,56,56,0.020447006587403633,0.123333740234375,121,Emtest2,Emtest2,,,340.066650390625,645.283332824707,380.066650390625,680.3333129882812,7,5,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emtest2,Emtest2
951,raw_position_sample,2,1,ele,17,4,9,10,1, The ,437,132,,,,,,,Emtest2,Emtest2,,,110.06666564941406,408.41668701171875,130.06666564941406,444.45001220703125,1,1,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204744,,,,,,,,,,,,,,,Emtest2,Emtest2
953,hover_association,2,1,ele,17,4,9,10,1, The ,437,132,hover,14,14,0.8120423709630479,0.7983333587646484,121,Emtest2,Emtest2,,,100.06666564941406,404.8133544921875,140.06666564941406,444.45001220703125,1,1,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emtest2,Emtest2
1001,raw_position_sample,2,1,ele,17,4,9,10,-1,999,405,92,,,,,,,Emtest2,Emtest2,,,,,,,,,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204794,,,,,,,,,,,,,,,Emtest2,Emtest2
1052,raw_position_sample,2,1,ele,17,4,9,10,-1,999,405,92,,,,,,,Emtest2,Emtest2,,,,,,,,,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204843,,,,,,,,,,,,,,,Emtest2,Emtest2
1104,raw_position_sample,2,1,ele,17,4,9,10,-1,999,430,97,,,,,,,Emtest2,Emtest2,,,,,,,,,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204896,,,,,,,,,,,,,,,Emtest2,Emtest2
1136,hover_association,2,1,ele,17,4,9,10,1, The ,438,102,hover,17,17,0.8372715415756221,0.048333358764648435,121,Emtest2,Emtest2,,,100.06666564941406,404.8133544921875,140.06666564941406,444.45001220703125,1,1,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emtest2,Emtest2
1155,raw_position_sample,2,1,ele,17,4,9,10,2, Noor ,467,124,,,,,,,Emtest2,Emtest2,,,110.06666564941406,444.45001220703125,130.06666564941406,488.4833526611328,1,2,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204947,,,,,,,,,,,,,,,Emtest2,Emtest2
