responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,SubjectId,SubjectID,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,onestop_block_level,onestop_paragraph_index,ProlificId,ProlificID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,SONAId,SonaId
882,raw_position_sample,2,1,ele,21,4,14,15,75, then ,654,330,248980,Emtest2,Emtest2,310.066650390625,630.5999755859375,330.066650390625,670.6499633789062,6,5,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emtest2,Emtest2
883,hover_association,2,1,ele,21,4,14,15,75, then ,654,330,,Emtest2,Emtest2,300.066650390625,630.599983215332,340.066650390625,670.6499938964844,6,5,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,20,20,0.5842699261920569,0.748333740234375,81,,,,,,,,,,,,,,,Emtest2,Emtest2
899,hover_association,2,1,ele,21,4,14,15,58, which ,562,275,,Emtest2,Emtest2,260.06665802001953,519.5166702270508,300.066650390625,570.5499954223633,5,3,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,18,18,0.832462505830433,0.37333362070724885,81,,,,,,,,,,,,,,,Emtest2,Emtest2
932,raw_position_sample,2,1,ele,21,4,14,15,43, Dundas ,456,226,249030,Emtest2,Emtest2,230.06666564941406,443.4666748046875,250.06666564941406,510.5333557128906,4,2,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emtest2,Emtest2
945,hover_association,2,1,ele,21,4,14,15,43, Dundas ,496,242,,Emtest2,Emtest2,220.06666564941406,443.4666748046875,260.06665802001953,510.53334045410156,4,2,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,44,44,0.18687860912646995,0.14833338705699675,81,,,,,,,,,,,,,,,Emtest2,Emtest2
983,raw_position_sample,2,1,ele,21,4,14,15,27, three ,424,204,249081,Emtest2,Emtest2,190.06666564941406,408.41668701171875,210.06666564941406,454.4666748046875,3,1,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emtest2,Emtest2
1012,hover_association,2,1,ele,21,4,14,15,27, three ,442,218,,Emtest2,Emtest2,180.06666564941406,408.41668701171875,220.06666564941406,454.4666748046875,3,1,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,67,67,0.03438248442973533,0.3233333587646484,81,,,,,,,,,,,,,,,Emtest2,Emtest2
1033,raw_position_sample,2,1,ele,21,4,14,15,-1,999,393,170,249131,Emtest2,Emtest2,,,,,,,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emtest2,Emtest2
1083,raw_position_sample,2,1,ele,21,4,14,15,-1,999,388,162,249182,Emtest2,Emtest2,,,,,,,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emtest2,Emtest2
1134,raw_position_sample,2,1,ele,21,4,14,15,-1,999,393,157,249232,Emtest2,Emtest2,,,,,,,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emtest2,Emtest2
1185,raw_position_sample,2,1,ele,21,4,14,15,14, Jennie ,422,153,249283,Emtest2,Emtest2,150.06666564941406,408.41668701171875,170.06666564941406,466.4833526611328,2,1,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emtest2,Emtest2
1227,hover_association,2,1,ele,21,4,14,15,14, Jennie ,414,154,,Emtest2,Emtest2,140.06666564941406,408.41668701171875,180.06666564941406,466.4833450317383,2,1,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,67,67,0.6644658794549353,0.048333358764648435,81,,,,,,,,,,,,,,,Emtest2,Emtest2
1235,raw_position_sample,2,1,ele,21,4,14,15,1, Inzozi ,456,134,249334,Emtest2,Emtest2,110.06666564941406,408.41668701171875,130.06666564941406,460.45001220703125,1,1,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emtest2,Emtest2
1244,hover_association,2,1,ele,21,4,14,15,1, Inzozi ,456,134,,Emtest2,Emtest2,100.06666564941406,405.1646041870117,140.06666564941406,460.45001220703125,1,1,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,15,15,0.9195083772300306,0.8483333587646484,81,,,,,,,,,,,,,,,Emtest2,Emtest2
1286,raw_position_sample,2,1,ele,21,4,14,15,2, Nziza ,474,115,249384,Emtest2,Emtest2,110.06666564941406,460.45001220703125,130.06666564941406,510.4666748046875,1,2,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emtest2,Emtest2
1336,raw_position_sample,2,1,ele,21,4,14,15,2, Nziza ,475,114,249435,Emtest2,Emtest2,110.06666564941406,460.45001220703125,130.06666564941406,510.4666748046875,1,2,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emtest2,Emtest2
1387,raw_position_sample,2,1,ele,21,4,14,15,2, Nziza ,476,114,249485,Emtest2,Emtest2,110.06666564941406,460.45001220703125,130.06666564941406,510.4666748046875,1,2,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emtest2,Emtest2
1437,raw_position_sample,2,1,ele,21,4,14,15,2, Nziza ,486,121,249535,Emtest2,Emtest2,110.06666564941406,460.45001220703125,130.06666564941406,510.4666748046875,1,2,elementary,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emtest2,Emtest2
