participant_id,SONAId,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,text_presentation_order,word_index,WordIndex,word,response,response_correct,line_number,position_in_line,click_count,skipped,IA_FIRST_RUN_DWELL_TIME,IA_DWELL_TIME,IA_FIRST_FIXATION_DURATION,go_past_time_ms,Wilcox go past,IA_REGRESSION_IN,IA_REGRESSION_OUT,text_total_viewing_time_ms,first_click_x,first_click_duration_ms,total_duration_ms,next_click_regression,first_click_y,x_distance_from_previous_click_px,x_distance_from_previous_click_chars,first_click_x_from_word_left_chars,first_click_x_from_word_center_chars,first_click_x_from_line_start_px,first_click_x_from_line_start_chars,device,hand,experiment_date,experiment_start_date,experiment_start_time,experiment_start_clock_time,experiment_start_time_local,experiment_end_date,experiment_end_time,experiment_end_clock_time,experiment_end_time_local,experiment_duration,experiment_duration_ms,experiment
7VLB2C75,697b4ec7721738b07052d54e,2,int,,,900,1,1,1, The ,No,1,1,1,4,0,507,1224.2999999523163,224.29999995231628,507,,1,0,80991,463,224.29999995231628,1224.2999999523163,0,128,,,4.2130,1.7130,33.39,4.2130,Computer Trackpad,Right,2026-07-06,2026-07-06,2026-07-06T20:58:43.236Z,17:58:43,2026-07-06 17:58:43,2026-07-06,2026-07-06T21:36:24.901Z,18:36:24,2026-07-06 18:36:24,2261665,2261665,spotlight-prolific
7VLB2C75,697b4ec7721738b07052d54e,2,int,,,900,1,2,2, coastal ,No,1,1,2,3,0,950,1918.2000000476837,950.3999998569489,950,1661,1,0,80991,470,950.3999998569489,1918.2000000476837,0,129,38.00,5.5128,0.1106,-4.3894,40.39,5.8595,Computer Trackpad,Right,2026-07-06,2026-07-06,2026-07-06T20:58:43.236Z,17:58:43,2026-07-06 17:58:43,2026-07-06,2026-07-06T21:36:24.901Z,18:36:24,2026-07-06 18:36:24,2261665,2261665,spotlight-prolific
7VLB2C75,697b4ec7721738b07052d54e,2,int,,,900,1,3,3, tram ,No,1,1,3,2,0,300,582.7000000476837,299.60000014305115,300,305,0,0,80991,532,299.60000014305115,582.7000000476837,0,129,62.00,9.0704,0.1061,-2.8939,102.39,14.9793,Computer Trackpad,Right,2026-07-06,2026-07-06,2026-07-06T20:58:43.236Z,17:58:43,2026-07-06 17:58:43,2026-07-06,2026-07-06T21:36:24.901Z,18:36:24,2026-07-06 18:36:24,2261665,2261665,spotlight-prolific
7VLB2C75,697b4ec7721738b07052d54e,2,int,,,900,1,4,4, arrived ,No,1,1,4,1,0,350,350.09999990463257,350.09999990463257,350,350,0,0,80991,573,350.09999990463257,350.09999990463257,0,129,41.00,6.1474,0.1068,-4.3932,143.39,21.4995,Computer Trackpad,Right,2026-07-06,2026-07-06,2026-07-06T20:58:43.236Z,17:58:43,2026-07-06 17:58:43,2026-07-06,2026-07-06T21:36:24.901Z,18:36:24,2026-07-06 18:36:24,2261665,2261665,spotlight-prolific
7VLB2C75,697b4ec7721738b07052d54e,2,int,,,900,1,5,5, at ,No,1,1,5,1,0,167,166.90000009536743,166.90000009536743,167,,0,0,80991,633,166.90000009536743,166.90000009536743,0,125,60.00,11.9850,0.1373,-1.8627,203.39,40.6272,Computer Trackpad,Right,2026-07-06,2026-07-06,2026-07-06T20:58:43.236Z,17:58:43,2026-07-06 17:58:43,2026-07-06,2026-07-06T21:36:24.901Z,18:36:24,2026-07-06 18:36:24,2261665,2261665,spotlight-prolific
7VLB2C75,697b4ec7721738b07052d54e,2,int,,,900,1,6,6, the ,No,1,1,6,2,0,200,582.7999999523163,199.5,200,196,0,0,80991,656,199.5,582.7999999523163,0,125,23.00,3.8301,0.6099,-1.8901,226.39,37.7003,Computer Trackpad,Right,2026-07-06,2026-07-06,2026-07-06T20:58:43.236Z,17:58:43,2026-07-06 17:58:43,2026-07-06,2026-07-06T21:36:24.901Z,18:36:24,2026-07-06 18:36:24,2261665,2261665,spotlight-prolific
7VLB2C75,697b4ec7721738b07052d54e,2,int,,,900,1,7,7, station ,No,1,1,7,3,0,583,1200,583.3999998569489,583,590,0,0,80991,684,583.3999998569489,1200,0,125,28.00,4.3420,0.2539,-4.2461,254.39,39.4488,Computer Trackpad,Right,2026-07-06,2026-07-06,2026-07-06T20:58:43.236Z,17:58:43,2026-07-06 17:58:43,2026-07-06,2026-07-06T21:36:24.901Z,18:36:24,2026-07-06 18:36:24,2261665,2261665,spotlight-prolific
7VLB2C75,697b4ec7721738b07052d54e,2,int,,,900,1,8,8,,No,1,,,0,1,,,,,,,,80991,,,,,,,,,,,,Computer Trackpad,Right,2026-07-06,2026-07-06,2026-07-06T20:58:43.236Z,17:58:43,2026-07-06 17:58:43,2026-07-06,2026-07-06T21:36:24.901Z,18:36:24,2026-07-06 18:36:24,2261665,2261665,spotlight-prolific
7VLB2C75,697b4ec7721738b07052d54e,2,int,,,900,1,9,9, minutes ,No,1,1,9,2,0,583,1000.4999997615814,583.1999998092651,1000,3060,0,1,80991,776,583.1999998092651,1000.4999997615814,0,132,92.00,12.1698,0.3423,-4.1577,346.39,45.8205,Computer Trackpad,Right,2026-07-06,2026-07-06,2026-07-06T20:58:43.236Z,17:58:43,2026-07-06 17:58:43,2026-07-06,2026-07-06T21:36:24.901Z,18:36:24,2026-07-06 18:36:24,2261665,2261665,spotlight-prolific
7VLB2C75,697b4ec7721738b07052d54e,2,int,,,900,1,10,10, early. ,No,1,1,10,1,0,250,250.10000014305115,250.10000014305115,250,,0,0,80991,864,250.10000014305115,250.10000014305115,0,118,181.00,30.3644,3.7830,-0.2170,434.39,72.8728,Computer Trackpad,Right,2026-07-06,2026-07-06,2026-07-06T20:58:43.236Z,17:58:43,2026-07-06 17:58:43,2026-07-06,2026-07-06T21:36:24.901Z,18:36:24,2026-07-06 18:36:24,2261665,2261665,spotlight-prolific
