responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,SubjectId,SubjectID,onestop_block_level,onestop_paragraph_index,ProlificId,ProlificID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_start_date,experiment_date,experiment_start_clock_time,experiment_start_time_local,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,SONAId,SonaId,experiment_end_date,experiment_end_clock_time,experiment_end_time_local,experiment_duration_ms
35,raw_position_sample,2,3,adv,17,2,7,8,-1,999,552,99,1403073.4000000954,6a1745e2b2ef7c3636232ca3,6a1745e2b2ef7c3636232ca3,advanced,2,6a1745e2b2ef7c3636232ca3,6a1745e2b2ef7c3636232ca3,spotlight_PROLIFIC,,26,Canada,English,"Mandarin, French",Mandarin|French,English:90|Mandarin:10|French:0,100,English:100|Mandarin:0|French:0,100,English:95|Mandarin:5|French:0,100,17,5,Bachelor's,10,10,10,,,,,24,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,20,random,,,,,,,,,,,,,,,,,,,2026-07-10T17:39:15.318Z,ZHUV386G,2026-07-10,2026-07-10,13:39:15,2026-07-10 13:39:15,,,,,,,,6a1745e2b2ef7c3636232ca3,6a1745e2b2ef7c3636232ca3,,,,
74,raw_position_sample,2,3,adv,17,2,7,8,-1,999,552,99,1403113,6a1745e2b2ef7c3636232ca3,6a1745e2b2ef7c3636232ca3,advanced,2,6a1745e2b2ef7c3636232ca3,6a1745e2b2ef7c3636232ca3,spotlight_PROLIFIC,,26,Canada,English,"Mandarin, French",Mandarin|French,English:90|Mandarin:10|French:0,100,English:100|Mandarin:0|French:0,100,English:95|Mandarin:5|French:0,100,17,5,Bachelor's,10,10,10,,,,,24,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,20,random,,,,,,,,,,,,,,,,,,,2026-07-10T17:39:15.318Z,ZHUV386G,2026-07-10,2026-07-10,13:39:15,2026-07-10 13:39:15,,,,,,,,6a1745e2b2ef7c3636232ca3,6a1745e2b2ef7c3636232ca3,,,,
125,raw_position_sample,2,3,adv,17,2,7,8,-1,999,552,99,1403163.4000000954,6a1745e2b2ef7c3636232ca3,6a1745e2b2ef7c3636232ca3,advanced,2,6a1745e2b2ef7c3636232ca3,6a1745e2b2ef7c3636232ca3,spotlight_PROLIFIC,,26,Canada,English,"Mandarin, French",Mandarin|French,English:90|Mandarin:10|French:0,100,English:100|Mandarin:0|French:0,100,English:95|Mandarin:5|French:0,100,17,5,Bachelor's,10,10,10,,,,,24,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,20,random,,,,,,,,,,,,,,,,,,,2026-07-10T17:39:15.318Z,ZHUV386G,2026-07-10,2026-07-10,13:39:15,2026-07-10 13:39:15,,,,,,,,6a1745e2b2ef7c3636232ca3,6a1745e2b2ef7c3636232ca3,,,,
189,raw_position_sample,2,3,adv,17,2,7,8,-1,999,552,99,1403228.100000143,6a1745e2b2ef7c3636232ca3,6a1745e2b2ef7c3636232ca3,advanced,2,6a1745e2b2ef7c3636232ca3,6a1745e2b2ef7c3636232ca3,spotlight_PROLIFIC,,26,Canada,English,"Mandarin, French",Mandarin|French,English:90|Mandarin:10|French:0,100,English:100|Mandarin:0|French:0,100,English:95|Mandarin:5|French:0,100,17,5,Bachelor's,10,10,10,,,,,24,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,20,random,,,,,,,,,,,,,,,,,,,2026-07-10T17:39:15.318Z,ZHUV386G,2026-07-10,2026-07-10,13:39:15,2026-07-10 13:39:15,,,,,,,,6a1745e2b2ef7c3636232ca3,6a1745e2b2ef7c3636232ca3,,,,
234,raw_position_sample,2,3,adv,17,2,7,8,-1,999,552,99,1403272.4000000954,6a1745e2b2ef7c3636232ca3,6a1745e2b2ef7c3636232ca3,advanced,2,6a1745e2b2ef7c3636232ca3,6a1745e2b2ef7c3636232ca3,spotlight_PROLIFIC,,26,Canada,English,"Mandarin, French",Mandarin|French,English:90|Mandarin:10|French:0,100,English:100|Mandarin:0|French:0,100,English:95|Mandarin:5|French:0,100,17,5,Bachelor's,10,10,10,,,,,24,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,20,random,,,,,,,,,,,,,,,,,,,2026-07-10T17:39:15.318Z,ZHUV386G,2026-07-10,2026-07-10,13:39:15,2026-07-10 13:39:15,,,,,,,,6a1745e2b2ef7c3636232ca3,6a1745e2b2ef7c3636232ca3,,,,
283,raw_position_sample,2,3,adv,17,2,7,8,-1,999,567,100,1403321.600000143,6a1745e2b2ef7c3636232ca3,6a1745e2b2ef7c3636232ca3,advanced,2,6a1745e2b2ef7c3636232ca3,6a1745e2b2ef7c3636232ca3,spotlight_PROLIFIC,,26,Canada,English,"Mandarin, French",Mandarin|French,English:90|Mandarin:10|French:0,100,English:100|Mandarin:0|French:0,100,English:95|Mandarin:5|French:0,100,17,5,Bachelor's,10,10,10,,,,,24,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,20,random,,,,,,,,,,,,,,,,,,,2026-07-10T17:39:15.318Z,ZHUV386G,2026-07-10,2026-07-10,13:39:15,2026-07-10 13:39:15,,,,,,,,6a1745e2b2ef7c3636232ca3,6a1745e2b2ef7c3636232ca3,,,,
330,raw_position_sample,2,3,adv,17,2,7,8,-1,999,570,105,1403369,6a1745e2b2ef7c3636232ca3,6a1745e2b2ef7c3636232ca3,advanced,2,6a1745e2b2ef7c3636232ca3,6a1745e2b2ef7c3636232ca3,spotlight_PROLIFIC,,26,Canada,English,"Mandarin, French",Mandarin|French,English:90|Mandarin:10|French:0,100,English:100|Mandarin:0|French:0,100,English:95|Mandarin:5|French:0,100,17,5,Bachelor's,10,10,10,,,,,24,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,20,random,,,,,,,,,,,,,,,,,,,2026-07-10T17:39:15.318Z,ZHUV386G,2026-07-10,2026-07-10,13:39:15,2026-07-10 13:39:15,,,,,,,,6a1745e2b2ef7c3636232ca3,6a1745e2b2ef7c3636232ca3,,,,
376,raw_position_sample,2,3,adv,17,2,7,8,-1,999,570,105,1403414.5,6a1745e2b2ef7c3636232ca3,6a1745e2b2ef7c3636232ca3,advanced,2,6a1745e2b2ef7c3636232ca3,6a1745e2b2ef7c3636232ca3,spotlight_PROLIFIC,,26,Canada,English,"Mandarin, French",Mandarin|French,English:90|Mandarin:10|French:0,100,English:100|Mandarin:0|French:0,100,English:95|Mandarin:5|French:0,100,17,5,Bachelor's,10,10,10,,,,,24,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,20,random,,,,,,,,,,,,,,,,,,,2026-07-10T17:39:15.318Z,ZHUV386G,2026-07-10,2026-07-10,13:39:15,2026-07-10 13:39:15,,,,,,,,6a1745e2b2ef7c3636232ca3,6a1745e2b2ef7c3636232ca3,,,,
437,raw_position_sample,2,3,adv,17,2,7,8,-1,999,570,105,1403475.600000143,6a1745e2b2ef7c3636232ca3,6a1745e2b2ef7c3636232ca3,advanced,2,6a1745e2b2ef7c3636232ca3,6a1745e2b2ef7c3636232ca3,spotlight_PROLIFIC,,26,Canada,English,"Mandarin, French",Mandarin|French,English:90|Mandarin:10|French:0,100,English:100|Mandarin:0|French:0,100,English:95|Mandarin:5|French:0,100,17,5,Bachelor's,10,10,10,,,,,24,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,20,random,,,,,,,,,,,,,,,,,,,2026-07-10T17:39:15.318Z,ZHUV386G,2026-07-10,2026-07-10,13:39:15,2026-07-10 13:39:15,,,,,,,,6a1745e2b2ef7c3636232ca3,6a1745e2b2ef7c3636232ca3,,,,
485,raw_position_sample,2,3,adv,17,2,7,8,-1,999,592,116,1403523.4000000954,6a1745e2b2ef7c3636232ca3,6a1745e2b2ef7c3636232ca3,advanced,2,6a1745e2b2ef7c3636232ca3,6a1745e2b2ef7c3636232ca3,spotlight_PROLIFIC,,26,Canada,English,"Mandarin, French",Mandarin|French,English:90|Mandarin:10|French:0,100,English:100|Mandarin:0|French:0,100,English:95|Mandarin:5|French:0,100,17,5,Bachelor's,10,10,10,,,,,24,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,20,random,,,,,,,,,,,,,,,,,,,2026-07-10T17:39:15.318Z,ZHUV386G,2026-07-10,2026-07-10,13:39:15,2026-07-10 13:39:15,,,,,,,,6a1745e2b2ef7c3636232ca3,6a1745e2b2ef7c3636232ca3,,,,
529,raw_position_sample,2,3,adv,17,2,7,8,1, As ,618,124,1403567.9000000954,6a1745e2b2ef7c3636232ca3,6a1745e2b2ef7c3636232ca3,advanced,2,6a1745e2b2ef7c3636232ca3,6a1745e2b2ef7c3636232ca3,spotlight_PROLIFIC,,26,Canada,English,"Mandarin, French",Mandarin|French,English:90|Mandarin:10|French:0,100,English:100|Mandarin:0|French:0,100,English:95|Mandarin:5|French:0,100,17,5,Bachelor's,10,10,10,,,,,24,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,20,random,,123,620.875,143,646.890625,1,1,,,,,,,,,,,,2026-07-10T17:39:15.318Z,ZHUV386G,2026-07-10,2026-07-10,13:39:15,2026-07-10 13:39:15,,,,,,,,6a1745e2b2ef7c3636232ca3,6a1745e2b2ef7c3636232ca3,,,,
567,hover_association,2,3,adv,17,2,7,8,1, As ,618,124,,6a1745e2b2ef7c3636232ca3,6a1745e2b2ef7c3636232ca3,advanced,2,6a1745e2b2ef7c3636232ca3,6a1745e2b2ef7c3636232ca3,spotlight_PROLIFIC,,26,Canada,English,"Mandarin, French",Mandarin|French,English:90|Mandarin:10|French:0,100,English:100|Mandarin:0|French:0,100,English:95|Mandarin:5|French:0,100,17,5,Bachelor's,10,10,10,,,,,24,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,20,random,,113,617.623046875,153,646.890625,1,1,hover,50.09999990463257,50.09999990463257,0.867067067067067,0.35,75,,,,,,2026-07-10T17:39:15.318Z,ZHUV386G,2026-07-10,2026-07-10,13:39:15,2026-07-10 13:39:15,,,,,,,,6a1745e2b2ef7c3636232ca3,6a1745e2b2ef7c3636232ca3,,,,
575,raw_position_sample,2,3,adv,17,2,7,8,2, engineers ,647,127,1403614,6a1745e2b2ef7c3636232ca3,6a1745e2b2ef7c3636232ca3,advanced,2,6a1745e2b2ef7c3636232ca3,6a1745e2b2ef7c3636232ca3,spotlight_PROLIFIC,,26,Canada,English,"Mandarin, French",Mandarin|French,English:90|Mandarin:10|French:0,100,English:100|Mandarin:0|French:0,100,English:95|Mandarin:5|French:0,100,17,5,Bachelor's,10,10,10,,,,,24,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,20,random,,123,646.890625,143,730.953125,1,2,,,,,,,,,,,,2026-07-10T17:39:15.318Z,ZHUV386G,2026-07-10,2026-07-10,13:39:15,2026-07-10 13:39:15,,,,,,,,6a1745e2b2ef7c3636232ca3,6a1745e2b2ef7c3636232ca3,,,,
628,raw_position_sample,2,3,adv,17,2,7,8,2, engineers ,650,127,1403666.9000000954,6a1745e2b2ef7c3636232ca3,6a1745e2b2ef7c3636232ca3,advanced,2,6a1745e2b2ef7c3636232ca3,6a1745e2b2ef7c3636232ca3,spotlight_PROLIFIC,,26,Canada,English,"Mandarin, French",Mandarin|French,English:90|Mandarin:10|French:0,100,English:100|Mandarin:0|French:0,100,English:95|Mandarin:5|French:0,100,17,5,Bachelor's,10,10,10,,,,,24,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,20,random,,123,646.890625,143,730.953125,1,2,,,,,,,,,,,,2026-07-10T17:39:15.318Z,ZHUV386G,2026-07-10,2026-07-10,13:39:15,2026-07-10 13:39:15,,,,,,,,6a1745e2b2ef7c3636232ca3,6a1745e2b2ef7c3636232ca3,,,,
680,raw_position_sample,2,3,adv,17,2,7,8,2, engineers ,651,127,1403719,6a1745e2b2ef7c3636232ca3,6a1745e2b2ef7c3636232ca3,advanced,2,6a1745e2b2ef7c3636232ca3,6a1745e2b2ef7c3636232ca3,spotlight_PROLIFIC,,26,Canada,English,"Mandarin, French",Mandarin|French,English:90|Mandarin:10|French:0,100,English:100|Mandarin:0|French:0,100,English:95|Mandarin:5|French:0,100,17,5,Bachelor's,10,10,10,,,,,24,25,C2,intermediate|advanced,advanced|intermediate,cambridge_22_25_intermediate_advanced,4,20,random,,123,646.890625,143,730.953125,1,2,,,,,,,,,,,,2026-07-10T17:39:15.318Z,ZHUV386G,2026-07-10,2026-07-10,13:39:15,2026-07-10 13:39:15,,,,,,,,6a1745e2b2ef7c3636232ca3,6a1745e2b2ef7c3636232ca3,,,,
