responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,SubjectId,SubjectID,ProlificId,ProlificID,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,onestop_block_level,onestop_paragraph_index,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,sampleTimeMs,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,SONAId,SonaId
659,hover_association,2,2,int,28,1,1,2,63, 2011 ,724,277,hover,19,19,0.601982291902631,0.4233336302439938,132,EmTest1,EmTest1,,,260.06665802001953,697.6833267211914,300.066650390625,741.400016784668,5,8,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
664,raw_position_sample,2,2,int,28,1,1,2,62, between ,686,262,,,,,,,EmTest1,EmTest1,,,270.066650390625,624.5999755859375,290.066650390625,697.6833038330078,5,7,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362059,,,,,,,,,,,,,,,EmTest1,EmTest1
672,hover_association,2,2,int,28,1,1,2,62, between ,686,262,hover,14,14,0.8401369428280917,0.04833355871840643,132,EmTest1,EmTest1,,,260.06665802001953,624.599983215332,300.066650390625,697.6833267211914,5,7,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
692,hover_association,2,2,int,28,1,1,2,48, ordinary” ,661,249,hover,19,19,0.517528762926128,0.723333496729564,132,EmTest1,EmTest1,,,220.06666564941406,621.63330078125,260.06665802001953,697.6999893188477,4,8,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
705,hover_association,2,2,int,28,1,1,2,30, Nils ,566,182,hover,13,13,0.2985716244444982,0.048333358764648435,132,EmTest1,EmTest1,,,180.06666564941406,555.5499954223633,220.06666564941406,590.5499877929688,3,3,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
714,raw_position_sample,2,2,int,28,1,1,2,17, country’s ,526,145,,,,,,,EmTest1,EmTest1,,,150.06666564941406,501.5,170.06666564941406,578.2166595458984,2,4,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362109,,,,,,,,,,,,,,,EmTest1,EmTest1
722,hover_association,2,2,int,28,1,1,2,17, country’s ,526,145,hover,18,18,0.3193568713187712,0.12333335876464843,132,EmTest1,EmTest1,,,140.06666564941406,501.50000762939453,180.06666564941406,578.216667175293,2,4,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
738,hover_association,2,2,int,28,1,1,2,2, prisons ,496,115,hover,16,16,0.23050477796161198,0.37333335876464846,132,EmTest1,EmTest1,,,100.06666564941406,481.4666748046875,140.06666564941406,544.5166702270508,1,2,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
756,hover_association,2,2,int,28,1,1,2,1, Swedish ,481,102,hover,17,17,0.993947802234891,0.048333358764648435,132,EmTest1,EmTest1,,,100.06666564941406,404.35835435655383,140.06666564941406,481.4666748046875,1,1,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
765,raw_position_sample,2,2,int,28,1,1,2,-1,999,470,91,,,,,,,EmTest1,EmTest1,,,,,,,,,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362160,,,,,,,,,,,,,,,EmTest1,EmTest1
