responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,SubjectId,SubjectID,ProlificId,ProlificID,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,onestop_block_level,onestop_paragraph_index,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,sampleTimeMs,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,SONAId,SonaId
686,hover_association,2,2,int,23,2,6,7,83," find,” ",745,356,hover,18,18,0.7842336811118068,0.398333740234375,108,EmTest1,EmTest1,,,340.066650390625,709.683349609375,380.066650390625,754.7166748046875,7,9,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
695,hover_association,2,2,int,23,2,6,7,66, Europeans ,687,325,hover,8,8,0.4062613876566024,0.623333740234375,108,EmTest1,EmTest1,,,300.066650390625,649.5833206176758,340.066650390625,741.6833343505859,6,6,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
699,raw_position_sample,2,2,int,23,2,6,7,53, boost ,622,283,,,,,,,EmTest1,EmTest1,,,270.066650390625,621.63330078125,290.066650390625,670.6833038330078,5,5,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460705,,,,,,,,,,,,,,,EmTest1,EmTest1
746,hover_association,2,2,int,23,2,6,7,53, boost ,622,283,hover,52,52,0.007476024970893992,0.5733336588542287,108,EmTest1,EmTest1,,,260.06665802001953,621.63330078125,300.066650390625,670.6833267211914,5,5,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
749,raw_position_sample,2,2,int,23,2,6,7,1, The ,430,135,,,,,,,EmTest1,EmTest1,,,110.06666564941406,408.41668701171875,130.06666564941406,444.45001220703125,1,1,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460756,,,,,,,,,,,,,,,EmTest1,EmTest1
793,hover_association,2,2,int,23,2,6,7,1, The ,430,135,hover,45,45,0.004708911360672121,0.29833335876464845,108,EmTest1,EmTest1,,,100.06666564941406,404.8133544921875,140.06666564941406,444.45001220703125,1,1,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
800,raw_position_sample,2,2,int,23,2,6,7,-1,999,396,99,,,,,,,EmTest1,EmTest1,,,,,,,,,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460807,,,,,,,,,,,,,,,EmTest1,EmTest1
850,raw_position_sample,2,2,int,23,2,6,7,-1,999,394,94,,,,,,,EmTest1,EmTest1,,,,,,,,,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460857,,,,,,,,,,,,,,,EmTest1,EmTest1
901,raw_position_sample,2,2,int,23,2,6,7,-1,999,394,94,,,,,,,EmTest1,EmTest1,,,,,,,,,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460907,,,,,,,,,,,,,,,EmTest1,EmTest1
951,raw_position_sample,2,2,int,23,2,6,7,-1,999,396,94,,,,,,,EmTest1,EmTest1,,,,,,,,,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460958,,,,,,,,,,,,,,,EmTest1,EmTest1
1002,raw_position_sample,2,2,int,23,2,6,7,-1,999,404,97,,,,,,,EmTest1,EmTest1,,,,,,,,,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461009,,,,,,,,,,,,,,,EmTest1,EmTest1
1052,raw_position_sample,2,2,int,23,2,6,7,1, The ,427,106,,,,,,,EmTest1,EmTest1,,,110.06666564941406,408.41668701171875,130.06666564941406,444.45001220703125,1,1,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461058,,,,,,,,,,,,,,,EmTest1,EmTest1
1092,hover_association,2,2,int,23,2,6,7,1, The ,427,106,hover,50,50,0.8877298828007706,0.22333335876464844,108,EmTest1,EmTest1,,,100.06666564941406,404.8133544921875,140.06666564941406,444.45001220703125,1,1,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
1102,raw_position_sample,2,2,int,23,2,6,7,2, invention ,445,110,,,,,,,EmTest1,EmTest1,,,110.06666564941406,444.45001220703125,130.06666564941406,521.5333557128906,1,2,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461109,,,,,,,,,,,,,,,EmTest1,EmTest1
1153,raw_position_sample,2,2,int,23,2,6,7,2, invention ,462,115,,,,,,,EmTest1,EmTest1,,,110.06666564941406,444.45001220703125,130.06666564941406,521.5333557128906,1,2,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461160,,,,,,,,,,,,,,,EmTest1,EmTest1
1204,raw_position_sample,2,2,int,23,2,6,7,2, invention ,492,117,,,,,,,EmTest1,EmTest1,,,110.06666564941406,444.45001220703125,130.06666564941406,521.5333557128906,1,2,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461210,,,,,,,,,,,,,,,EmTest1,EmTest1
1242,hover_association,2,2,int,23,2,6,7,2, invention ,445,110,hover,149,149,0.9282161191020982,0.4483333587646484,108,EmTest1,EmTest1,,,100.06666564941406,444.45001220703125,140.06666564941406,521.5333404541016,1,2,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
1254,raw_position_sample,2,2,int,23,2,6,7,3, of ,527,118,,,,,,,EmTest1,EmTest1,,,110.06666564941406,521.5333251953125,130.06666564941406,541.5499877929688,1,3,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461260,,,,,,,,,,,,,,,EmTest1,EmTest1
1304,raw_position_sample,2,2,int,23,2,6,7,3, of ,531,118,,,,,,,EmTest1,EmTest1,,,110.06666564941406,521.5333251953125,130.06666564941406,541.5499877929688,1,3,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461311,,,,,,,,,,,,,,,EmTest1,EmTest1
1355,raw_position_sample,2,2,int,23,2,6,7,3, of ,531,118,,,,,,,EmTest1,EmTest1,,,110.06666564941406,521.5333251953125,130.06666564941406,541.5499877929688,1,3,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461362,,,,,,,,,,,,,,,EmTest1,EmTest1
1405,raw_position_sample,2,2,int,23,2,6,7,3, of ,531,118,,,,,,,EmTest1,EmTest1,,,110.06666564941406,521.5333251953125,130.06666564941406,541.5499877929688,1,3,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461412,,,,,,,,,,,,,,,EmTest1,EmTest1
1456,raw_position_sample,2,2,int,23,2,6,7,3, of ,531,118,,,,,,,EmTest1,EmTest1,,,110.06666564941406,521.5333251953125,130.06666564941406,541.5499877929688,1,3,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461462,,,,,,,,,,,,,,,EmTest1,EmTest1
1506,raw_position_sample,2,2,int,23,2,6,7,3, of ,531,118,,,,,,,EmTest1,EmTest1,,,110.06666564941406,521.5333251953125,130.06666564941406,541.5499877929688,1,3,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461513,,,,,,,,,,,,,,,EmTest1,EmTest1
1557,raw_position_sample,2,2,int,23,2,6,7,3, of ,540,118,,,,,,,EmTest1,EmTest1,,,110.06666564941406,521.5333251953125,130.06666564941406,541.5499877929688,1,3,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461563,,,,,,,,,,,,,,,EmTest1,EmTest1
1559,hover_association,2,2,int,23,2,6,7,3, of ,527,118,hover,317,317,0.9225650646320239,0.4483333587646484,108,EmTest1,EmTest1,,,100.06666564941406,521.5333404541016,140.06666564941406,541.5499877929688,1,3,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
