responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,SubjectId,SubjectID,ProlificId,ProlificID,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,onestop_block_level,onestop_paragraph_index,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,sampleTimeMs,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,SONAId,SonaId
1069,hover_association,2,2,int,27,3,11,12,89, that ,733,349,hover,16,16,0.838724394808152,0.223333740234375,113,EmTest1,EmTest1,,,340.066650390625,703.6166763305664,380.066650390625,738.6500244140625,7,7,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
1072,raw_position_sample,2,2,int,27,3,11,12,73," inheritors, ",673,311,,,,,,,EmTest1,EmTest1,,,310.066650390625,624.566650390625,330.066650390625,708.6333160400391,6,5,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530560,,,,,,,,,,,,,,,EmTest1,EmTest1
1093,hover_association,2,2,int,27,3,11,12,73," inheritors, ",673,311,hover,25,25,0.5761303083779201,0.273333740234375,113,EmTest1,EmTest1,,,300.066650390625,624.566650390625,340.066650390625,708.6333084106445,6,5,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
1123,raw_position_sample,2,2,int,27,3,11,12,62, ashamed”. ,638,290,,,,,,,EmTest1,EmTest1,,,270.066650390625,567.5999755859375,290.066650390625,657.6833038330078,5,6,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530611,,,,,,,,,,,,,,,EmTest1,EmTest1
1173,raw_position_sample,2,2,int,27,3,11,12,62, ashamed”. ,638,290,,,,,,,EmTest1,EmTest1,,,270.066650390625,567.5999755859375,290.066650390625,657.6833038330078,5,6,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530661,,,,,,,,,,,,,,,EmTest1,EmTest1
1224,raw_position_sample,2,2,int,27,3,11,12,62, ashamed”. ,638,290,,,,,,,EmTest1,EmTest1,,,270.066650390625,567.5999755859375,290.066650390625,657.6833038330078,5,6,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530711,,,,,,,,,,,,,,,EmTest1,EmTest1
1234,hover_association,2,2,int,27,3,11,12,62, ashamed”. ,638,290,hover,140,140,0.7814987104701423,0.7483336922328362,113,EmTest1,EmTest1,,,260.06665802001953,567.599983215332,300.066650390625,657.6833267211914,5,6,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
1274,raw_position_sample,2,2,int,27,3,11,12,-1,999,365,104,,,,,,,EmTest1,EmTest1,,,,,,,,,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530762,,,,,,,,,,,,,,,EmTest1,EmTest1
1324,raw_position_sample,2,2,int,27,3,11,12,-1,999,365,103,,,,,,,EmTest1,EmTest1,,,,,,,,,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530812,,,,,,,,,,,,,,,EmTest1,EmTest1
1375,raw_position_sample,2,2,int,27,3,11,12,-1,999,371,106,,,,,,,EmTest1,EmTest1,,,,,,,,,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530863,,,,,,,,,,,,,,,EmTest1,EmTest1
