responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,SubjectId,SubjectID,ProlificId,ProlificID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,SONAId,SonaId
1324,raw_position_sample,2,2,int,,,900,1,1, The ,422,109,355120,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,408.41668701171875,130.06666564941406,444.45001220703125,1,1,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
1376,raw_position_sample,2,2,int,,,900,1,1, The ,437,114,355171,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,408.41668701171875,130.06666564941406,444.45001220703125,1,1,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
1389,hover_association,2,2,int,,,900,1,1, The ,414,136,,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,404.8133544921875,140.06666564941406,444.45001220703125,1,1,hover,334,334,0.8120423709630479,0.34833335876464844,19,,,,,,,,,,,,,,,EmTest1,EmTest1
1427,raw_position_sample,2,2,int,,,900,1,2, coastal ,472,118,355222,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,444.45001220703125,130.06666564941406,506.50001525878906,1,2,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
1476,raw_position_sample,2,2,int,,,900,1,2, coastal ,504,118,355272,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,444.45001220703125,130.06666564941406,506.50001525878906,1,2,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
1490,hover_association,2,2,int,,,900,1,2, coastal ,450,116,,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,444.45001220703125,140.06666564941406,506.50000762939453,1,2,hover,99,99,0.9597097854338679,0.4483333587646484,19,,,,,,,,,,,,,,,EmTest1,EmTest1
1523,hover_association,2,2,int,,,900,1,3, tram ,523,113,,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,506.50000762939453,140.06666564941406,547.5166625976562,1,3,hover,34,34,0.7679805287627636,0.24833335876464843,19,,,,,,,,,,,,,,,EmTest1,EmTest1
1528,raw_position_sample,2,2,int,,,900,1,4, arrived ,551,107,355323,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,547.5166625976562,130.06666564941406,607.5666656494141,1,4,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
1579,raw_position_sample,2,2,int,,,900,1,4, arrived ,579,103,355374,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,547.5166625976562,130.06666564941406,607.5666656494141,1,4,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
1629,raw_position_sample,2,2,int,,,900,1,4, arrived ,586,106,355425,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,547.5166625976562,130.06666564941406,607.5666656494141,1,4,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
1680,raw_position_sample,2,2,int,,,900,1,4, arrived ,586,106,355475,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,547.5166625976562,130.06666564941406,607.5666656494141,1,4,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
1731,raw_position_sample,2,2,int,,,900,1,4, arrived ,586,106,355526,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,547.5166625976562,130.06666564941406,607.5666656494141,1,4,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
1781,raw_position_sample,2,2,int,,,900,1,4, arrived ,586,106,355576,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,547.5166625976562,130.06666564941406,607.5666656494141,1,4,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
1832,raw_position_sample,2,2,int,,,900,1,4, arrived ,586,106,355628,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,547.5166625976562,130.06666564941406,607.5666656494141,1,4,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
1872,hover_association,2,2,int,,,900,1,4, arrived ,551,107,,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,547.5166625976562,140.06666564941406,607.5666580200195,1,4,hover,349,349,0.8406884471392182,0.14833335876464843,19,,,,,,,,,,,,,,,EmTest1,EmTest1
1882,raw_position_sample,2,2,int,,,900,1,5, at ,611,106,355677,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,607.566650390625,130.06666564941406,627.5833129882812,1,5,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
1906,hover_association,2,2,int,,,900,1,5, at ,611,106,,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,607.5666580200195,140.06666564941406,627.5833129882812,1,5,hover,34,34,0.7210666319055749,0.14833335876464843,19,,,,,,,,,,,,,,,EmTest1,EmTest1
1932,raw_position_sample,2,2,int,,,900,1,6, the ,655,103,355728,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,627.5833129882812,130.06666564941406,657.6166534423828,1,6,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
1939,hover_association,2,2,int,,,900,1,6, the ,639,104,,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,627.5833129882812,140.06666564941406,657.6166763305664,1,6,hover,33,33,0.9128743490782372,0.07333335876464844,19,,,,,,,,,,,,,,,EmTest1,EmTest1
1982,raw_position_sample,2,2,int,,,900,1,7, station ,698,102,355778,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,657.61669921875,130.06666564941406,715.6667022705078,1,7,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
2006,hover_association,2,2,int,,,900,1,7, station ,675,102,,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,657.6166763305664,140.06666564941406,715.6666946411133,1,7,hover,67,67,0.8851560286260576,0.09833335876464844,19,,,,,,,,,,,,,,,EmTest1,EmTest1
2032,raw_position_sample,2,2,int,,,900,1,8, two ,725,109,355828,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,715.6666870117188,130.06666564941406,748.683349609375,1,8,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
2083,raw_position_sample,2,2,int,,,900,1,8, two ,747,112,355879,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,715.6666870117188,130.06666564941406,748.683349609375,1,8,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
2090,hover_association,2,2,int,,,900,1,8, two ,716,106,,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,715.6666946411133,140.06666564941406,748.683349609375,1,8,hover,84,84,0.9490151376330167,0.29833335876464845,19,,,,,,,,,,,,,,,EmTest1,EmTest1
2134,raw_position_sample,2,2,int,,,900,1,9, minutes ,770,110,355929,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,748.683349609375,130.06666564941406,816.7333526611328,1,9,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
2184,raw_position_sample,2,2,int,,,900,1,9, minutes ,807,106,355979,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,748.683349609375,130.06666564941406,816.7333526611328,1,9,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
2189,hover_association,2,2,int,,,900,1,9, minutes ,750,111,,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,748.683349609375,140.06666564941406,816.7333450317383,1,9,hover,100,100,0.856967734217663,0.14833335876464843,19,,,,,,,,,,,,,,,EmTest1,EmTest1
2223,hover_association,2,2,int,,,900,1,10, early. ,822,105,,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,816.7333450317383,140.06666564941406,864.4333419799805,1,10,hover,33,33,0.5925923852559782,0.09833335876464844,19,,,,,,,,,,,,,,,EmTest1,EmTest1
2235,raw_position_sample,2,2,int,,,900,1,11, Commuters ,867,104,356030,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,864.433349609375,130.06666564941406,962.4833526611328,1,11,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
2285,raw_position_sample,2,2,int,,,900,1,11, Commuters ,906,108,356080,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,864.433349609375,130.06666564941406,962.4833526611328,1,11,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
2335,raw_position_sample,2,2,int,,,900,1,11, Commuters ,948,115,356131,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,864.433349609375,130.06666564941406,962.4833526611328,1,11,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
2356,hover_association,2,2,int,,,900,1,11, Commuters ,867,104,,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,864.4333419799805,140.06666564941406,962.4833450317383,1,11,hover,133,133,0.9644737896652638,0.4483333587646484,19,,,,,,,,,,,,,,,EmTest1,EmTest1
2386,raw_position_sample,2,2,int,,,900,1,12, stepped ,985,125,356181,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,962.4833374023438,130.06666564941406,1031.566665649414,1,12,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
2437,raw_position_sample,2,2,int,,,900,1,12, stepped ,1014,128,356232,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,962.4833374023438,130.06666564941406,1031.566665649414,1,12,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
2487,raw_position_sample,2,2,int,,,900,1,12, stepped ,1022,126,356283,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,962.4833374023438,130.06666564941406,1031.566665649414,1,12,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
2537,raw_position_sample,2,2,int,,,900,1,12, stepped ,1022,126,356332,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,962.4833374023438,130.06666564941406,1031.566665649414,1,12,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
2588,raw_position_sample,2,2,int,,,900,1,12, stepped ,994,116,356383,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,962.4833374023438,130.06666564941406,1031.566665649414,1,12,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
2606,hover_association,2,2,int,,,900,1,12, stepped ,969,121,,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,962.4833450317383,140.06666564941406,1031.5666580200195,1,12,hover,251,251,0.18118203118580814,0.2733333587646484,19,,,,,,,,,,,,,,,EmTest1,EmTest1
2638,raw_position_sample,2,2,int,,,900,1,11, Commuters ,930,107,356433,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,864.433349609375,130.06666564941406,962.4833526611328,1,11,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
2657,hover_association,2,2,int,,,900,1,11, Commuters ,951,109,,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,864.4333419799805,140.06666564941406,962.4833450317383,1,11,hover,50,50,0.30154673227712325,0.14833335876464843,19,,,,,,,,,,,,,,,EmTest1,EmTest1
2673,hover_association,2,2,int,,,900,1,10, early. ,862,106,,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,816.7333450317383,140.06666564941406,864.4333419799805,1,10,hover,16,16,0.9489865380364528,0.14833335876464843,19,,,,,,,,,,,,,,,EmTest1,EmTest1
2688,raw_position_sample,2,2,int,,,900,1,9, minutes ,813,110,356484,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,748.683349609375,130.06666564941406,816.7333526611328,1,9,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
2705,hover_association,2,2,int,,,900,1,9, minutes ,813,110,,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,748.683349609375,140.06666564941406,816.7333450317383,1,9,hover,33,33,0.03404335850790783,0.5483333587646484,19,,,,,,,,,,,,,,,EmTest1,EmTest1
2740,hover_association,2,2,int,,,900,1,19, raised. ,650,149,,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.06666564941406,602.566650390625,180.06666564941406,660.2199859619141,2,6,hover,34,34,0.4758328262803342,0.3233333587646484,19,,,,,,,,,,,,,,,EmTest1,EmTest1
2742,raw_position_sample,2,2,int,,,900,1,18, collars ,582,162,356538,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.06666564941406,545.5333251953125,170.06666564941406,602.566650390625,2,5,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
2773,hover_association,2,2,int,,,900,1,18, collars ,582,162,,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.06666564941406,545.533332824707,180.06666564941406,602.566650390625,2,5,hover,32,32,0.008182360683360286,0.6233333587646485,19,,,,,,,,,,,,,,,EmTest1,EmTest1
2793,raw_position_sample,2,2,int,,,900,1,16, with ,481,170,356588,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.06666564941406,468.48333740234375,170.06666564941406,505.5,2,3,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
2806,hover_association,2,2,int,,,900,1,16, with ,502,170,,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.06666564941406,468.4833450317383,180.06666564941406,505.5,2,3,hover,34,34,0.3381357656166816,0.7483333587646485,19,,,,,,,,,,,,,,,EmTest1,EmTest1
2842,raw_position_sample,2,2,int,,,900,1,15, fog ,443,170,356638,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.06666564941406,438.45001220703125,170.06666564941406,468.4833526611328,2,2,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
2856,hover_association,2,2,int,,,900,1,15, fog ,466,171,,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.06666564941406,438.45001220703125,180.06666564941406,468.4833450317383,2,2,hover,51,51,0.15149793129937567,0.7483333587646485,19,,,,,,,,,,,,,,,EmTest1,EmTest1
2893,raw_position_sample,2,2,int,,,900,1,14, the ,426,170,356689,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.06666564941406,408.41668701171875,170.06666564941406,438.45001220703125,2,1,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
2944,raw_position_sample,2,2,int,,,900,1,14, the ,419,174,356739,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.06666564941406,408.41668701171875,170.06666564941406,438.45001220703125,2,1,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
2994,raw_position_sample,2,2,int,,,900,1,14, the ,416,175,356790,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.06666564941406,408.41668701171875,170.06666564941406,438.45001220703125,2,1,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
3044,raw_position_sample,2,2,int,,,900,1,14, the ,414,171,356840,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.06666564941406,408.41668701171875,170.06666564941406,438.45001220703125,2,1,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
3095,raw_position_sample,2,2,int,,,900,1,14, the ,414,168,356891,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.06666564941406,408.41668701171875,170.06666564941406,438.45001220703125,2,1,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
3146,raw_position_sample,2,2,int,,,900,1,14, the ,418,167,356941,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.06666564941406,408.41668701171875,170.06666564941406,438.45001220703125,2,1,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
3189,hover_association,2,2,int,,,900,1,14, the ,435,170,,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.06666564941406,408.41668701171875,180.06666564941406,438.45001220703125,2,1,hover,332,332,0.9850162376591758,0.6483333587646485,19,,,,,,,,,,,,,,,EmTest1,EmTest1
3196,raw_position_sample,2,2,int,,,900,1,15, fog ,451,166,356992,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.06666564941406,438.45001220703125,170.06666564941406,468.4833526611328,2,2,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
3207,hover_association,2,2,int,,,900,1,15, fog ,451,166,,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.06666564941406,438.45001220703125,180.06666564941406,468.4833450317383,2,2,hover,18,18,0.41786863503355365,0.6483333587646485,19,,,,,,,,,,,,,,,EmTest1,EmTest1
3239,hover_association,2,2,int,,,900,1,16, with ,478,166,,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.06666564941406,468.4833450317383,180.06666564941406,505.5,2,3,hover,32,32,0.9054479665166688,0.6483333587646485,19,,,,,,,,,,,,,,,EmTest1,EmTest1
3247,raw_position_sample,2,2,int,,,900,1,17, their ,517,166,357042,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.06666564941406,505.5,170.06666564941406,545.5333404541016,2,4,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
3273,hover_association,2,2,int,,,900,1,17, their ,517,166,,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.06666564941406,505.5,180.06666564941406,545.533332824707,2,4,hover,34,34,0.9117402280699849,0.6733333587646484,19,,,,,,,,,,,,,,,EmTest1,EmTest1
3296,raw_position_sample,2,2,int,,,900,1,18, collars ,576,169,357092,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.06666564941406,545.5333251953125,170.06666564941406,602.566650390625,2,5,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
3323,hover_association,2,2,int,,,900,1,18, collars ,558,168,,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.06666564941406,545.533332824707,180.06666564941406,602.566650390625,2,5,hover,50,50,0.814728463263385,0.7233333587646484,19,,,,,,,,,,,,,,,EmTest1,EmTest1
3348,raw_position_sample,2,2,int,,,900,1,19, raised. ,614,170,357143,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.06666564941406,602.566650390625,170.06666564941406,656.6166534423828,2,6,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
3398,raw_position_sample,2,2,int,,,900,1,19, raised. ,624,170,357194,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.06666564941406,602.566650390625,170.06666564941406,656.6166534423828,2,6,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
3449,raw_position_sample,2,2,int,,,900,1,19, raised. ,632,170,357245,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.06666564941406,602.566650390625,170.06666564941406,656.6166534423828,2,6,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
3499,raw_position_sample,2,2,int,,,900,1,19, raised. ,646,173,357295,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.06666564941406,602.566650390625,170.06666564941406,656.6166534423828,2,6,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
3522,hover_association,2,2,int,,,900,1,19, raised. ,608,169,,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.06666564941406,602.566650390625,180.06666564941406,660.2199859619141,2,6,hover,200,200,0.8921140312129388,0.8483333587646484,19,,,,,,,,,,,,,,,EmTest1,EmTest1
3550,raw_position_sample,2,2,int,,,900,1,-1,999,678,183,357345,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
3600,raw_position_sample,2,2,int,,,900,1,-1,999,678,183,357395,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
3650,raw_position_sample,2,2,int,,,900,1,-1,999,678,183,357446,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
3701,raw_position_sample,2,2,int,,,900,1,-1,999,678,183,357497,EmTest1,EmTest1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
