responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,SubjectId,SubjectID,ProlificId,ProlificID,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,onestop_block_level,onestop_paragraph_index,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,sampleTimeMs,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,SONAId,SonaId
1044,hover_association,2,2,int,23,1,5,6,74, lifestyles ,682,321,hover,14,14,0.5724896248327571,0.523333740234375,80,EmTest1,EmTest1,,,300.066650390625,639.6166763305664,340.066650390625,713.6500244140625,6,6,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
1060,raw_position_sample,2,2,int,23,1,5,6,60, intolerant ,626,279,,,,,,,EmTest1,EmTest1,,,270.066650390625,581.566650390625,290.066650390625,660.6499786376953,5,4,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446483,,,,,,,,,,,,,,,EmTest1,EmTest1
1098,hover_association,2,2,int,23,1,5,6,60, intolerant ,626,279,hover,54,54,0.5618546208366665,0.4733336397807388,80,EmTest1,EmTest1,,,260.06665802001953,581.5666580200195,300.066650390625,660.6500015258789,5,4,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
1114,raw_position_sample,2,2,int,23,1,5,6,13, scientists ,451,146,,,,,,,EmTest1,EmTest1,,,150.06666564941406,408.41668701171875,170.06666564941406,487.45001220703125,2,1,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446536,,,,,,,,,,,,,,,EmTest1,EmTest1
1127,hover_association,2,2,int,23,1,5,6,13, scientists ,460,153,hover,29,29,0.5388019912239107,0.14833335876464843,80,EmTest1,EmTest1,,,140.06666564941406,408.41668701171875,180.06666564941406,487.45001220703125,2,1,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
1164,raw_position_sample,2,2,int,23,1,5,6,1, DNA ,413,127,,,,,,,EmTest1,EmTest1,,,110.06666564941406,408.41668701171875,130.06666564941406,451.41668701171875,1,1,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446586,,,,,,,,,,,,,,,EmTest1,EmTest1
1214,raw_position_sample,2,2,int,23,1,5,6,1, DNA ,405,118,,,,,,,EmTest1,EmTest1,,,110.06666564941406,408.41668701171875,130.06666564941406,451.41668701171875,1,1,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446638,,,,,,,,,,,,,,,EmTest1,EmTest1
1227,hover_association,2,2,int,23,1,5,6,1, DNA ,431,135,hover,100,100,0.01867469319833533,0.4483333587646484,80,EmTest1,EmTest1,,,100.06666564941406,404.11668701171874,140.06666564941406,451.41668701171875,1,1,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
1265,raw_position_sample,2,2,int,23,1,5,6,-1,999,404,117,,,,,,,EmTest1,EmTest1,,,,,,,,,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446688,,,,,,,,,,,,,,,EmTest1,EmTest1
1315,raw_position_sample,2,2,int,23,1,5,6,-1,999,404,117,,,,,,,EmTest1,EmTest1,,,,,,,,,intermediate,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446739,,,,,,,,,,,,,,,EmTest1,EmTest1
