responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,SubjectId,SubjectID,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,onestop_block_level,onestop_paragraph_index,ProlificId,ProlificID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,SONAId,SonaId
1533,raw_position_sample,2,2,int,23,3,7,8,87, that ,626,347,479397,EmTest1,EmTest1,350.066650390625,600.63330078125,370.066650390625,635.6666412353516,7,4,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
1540,hover_association,2,2,int,23,3,7,8,87, that ,626,347,,EmTest1,EmTest1,340.066650390625,600.6333084106445,380.066650390625,635.6666641235352,7,4,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,36,36,0.7240725609400221,0.173333740234375,95,,,,,,,,,,,,,,,EmTest1,EmTest1
1570,hover_association,2,2,int,23,3,7,8,45," 30s, ",519,253,,EmTest1,EmTest1,220.06666564941406,492.4833450317383,260.06665802001953,531.5166625976562,4,3,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,29,29,0.24380850928672299,0.34833342520397664,95,,,,,,,,,,,,,,,EmTest1,EmTest1
1583,raw_position_sample,2,2,int,23,3,7,8,30, northwest ,473,200,479447,EmTest1,EmTest1,190.06666564941406,428.433349609375,210.06666564941406,511.50001525878906,3,2,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
1585,hover_association,2,2,int,23,3,7,8,30, northwest ,473,200,,EmTest1,EmTest1,180.06666564941406,428.433349609375,220.06666564941406,511.50000762939453,3,2,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,16,16,0.5365167138406385,0.49833335876464846,95,,,,,,,,,,,,,,,EmTest1,EmTest1
1619,hover_association,2,2,int,23,3,7,8,15, skeletons ,442,162,,EmTest1,EmTest1,140.06666564941406,408.41668701171875,180.06666564941406,489.4833450317383,2,1,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,34,34,0.3402547195354903,0.34833335876464844,95,,,,,,,,,,,,,,,EmTest1,EmTest1
1635,raw_position_sample,2,2,int,23,3,7,8,1, The ,423,135,479498,EmTest1,EmTest1,110.06666564941406,408.41668701171875,130.06666564941406,444.45001220703125,1,1,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
1689,raw_position_sample,2,2,int,23,3,7,8,1, The ,406,112,479551,EmTest1,EmTest1,110.06666564941406,408.41668701171875,130.06666564941406,444.45001220703125,1,1,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
1738,raw_position_sample,2,2,int,23,3,7,8,1, The ,405,111,479602,EmTest1,EmTest1,110.06666564941406,408.41668701171875,130.06666564941406,444.45001220703125,1,1,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
1789,raw_position_sample,2,2,int,23,3,7,8,1, The ,405,107,479653,EmTest1,EmTest1,110.06666564941406,408.41668701171875,130.06666564941406,444.45001220703125,1,1,intermediate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
