responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,SubjectId,SubjectID,onestop_block_level,onestop_paragraph_index,ProlificId,ProlificID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,SONAId,SonaId
1570,raw_position_sample,2,1,ele,15,6,31,32,-1,999,659,275,1811468,EmTest1,EmTest1,elementary,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
1576,hover_association,2,1,ele,15,6,31,32,45, treatment ,603,227,,EmTest1,EmTest1,elementary,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.06666564941406,545.5499954223633,260.06665802001953,626.6166763305664,4,4,hover,5,5,0.708675918811712,0.17333339182536922,58,,,,,,,,,,,,,,,EmTest1,EmTest1
1591,hover_association,2,1,ele,15,6,31,32,30, and ,576,205,,EmTest1,EmTest1,elementary,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.06666564941406,570.533332824707,220.06666564941406,605.5833129882812,3,5,hover,15,15,0.15596776802099924,0.6233333587646485,58,,,,,,,,,,,,,,,EmTest1,EmTest1
1604,hover_association,2,1,ele,15,6,31,32,16, may ,534,169,,EmTest1,EmTest1,elementary,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.06666564941406,531.1666793823242,180.06666564941406,570.183349609375,2,3,hover,14,14,0.0726182065560121,0.7233333587646484,58,,,,,,,,,,,,,,,EmTest1,EmTest1
1620,raw_position_sample,2,1,ele,15,6,31,32,15, oxytocin ,506,144,1811518,EmTest1,EmTest1,elementary,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.06666564941406,460.1166687011719,170.06666564941406,531.1666717529297,2,2,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
1621,hover_association,2,1,ele,15,6,31,32,15, oxytocin ,506,144,,EmTest1,EmTest1,elementary,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.06666564941406,460.1166763305664,180.06666564941406,531.1666793823242,2,2,hover,17,17,0.6457891864692666,0.09833335876464844,58,,,,,,,,,,,,,,,EmTest1,EmTest1
1670,raw_position_sample,2,1,ele,15,6,31,32,2," Frith, ",471,119,1811568,EmTest1,EmTest1,elementary,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,441.433349609375,130.06666564941406,487.45001220703125,1,2,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
1721,raw_position_sample,2,1,ele,15,6,31,32,2," Frith, ",466,114,1811619,EmTest1,EmTest1,elementary,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,441.433349609375,130.06666564941406,487.45001220703125,1,2,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
1772,raw_position_sample,2,1,ele,15,6,31,32,2," Frith, ",460,112,1811669,EmTest1,EmTest1,elementary,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,441.433349609375,130.06666564941406,487.45001220703125,1,2,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
1821,raw_position_sample,2,1,ele,15,6,31,32,2," Frith, ",459,114,1811720,EmTest1,EmTest1,elementary,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,441.433349609375,130.06666564941406,487.45001220703125,1,2,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
1872,raw_position_sample,2,1,ele,15,6,31,32,2," Frith, ",448,117,1811770,EmTest1,EmTest1,elementary,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,441.433349609375,130.06666564941406,487.45001220703125,1,2,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
1888,hover_association,2,1,ele,15,6,31,32,2," Frith, ",487,131,,EmTest1,EmTest1,elementary,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,441.433349609375,140.06666564941406,487.45001220703125,1,2,hover,267,267,0.1427015785138546,0.42333335876464845,58,,,,,,,,,,,,,,,EmTest1,EmTest1
1922,raw_position_sample,2,1,ele,15,6,31,32,1, Uta ,426,121,1811820,EmTest1,EmTest1,elementary,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,408.41668701171875,130.06666564941406,441.433349609375,1,1,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
1973,raw_position_sample,2,1,ele,15,6,31,32,1, Uta ,423,121,1811870,EmTest1,EmTest1,elementary,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,408.41668701171875,130.06666564941406,441.433349609375,1,1,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
2023,raw_position_sample,2,1,ele,15,6,31,32,1, Uta ,423,121,1811921,EmTest1,EmTest1,elementary,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,408.41668701171875,130.06666564941406,441.433349609375,1,1,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
2072,hover_association,2,1,ele,15,6,31,32,1, Uta ,439,119,,EmTest1,EmTest1,elementary,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,405.1150207519531,140.06666564941406,441.433349609375,1,1,hover,183,183,0.7402592600995396,0.4483333587646484,58,,,,,,,,,,,,,,,EmTest1,EmTest1
2074,raw_position_sample,2,1,ele,15,6,31,32,2," Frith, ",450,118,1811971,EmTest1,EmTest1,elementary,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,441.433349609375,130.06666564941406,487.45001220703125,1,2,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
2105,hover_association,2,1,ele,15,6,31,32,2," Frith, ",450,118,,EmTest1,EmTest1,elementary,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,441.433349609375,140.06666564941406,487.45001220703125,1,2,hover,32,32,0.6207892701910106,0.5483333587646484,58,,,,,,,,,,,,,,,EmTest1,EmTest1
2121,hover_association,2,1,ele,15,6,31,32,3, who ,507,124,,EmTest1,EmTest1,elementary,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,487.45001220703125,140.06666564941406,525.4833450317383,1,3,hover,18,18,0.5140224729469088,0.5983333587646484,58,,,,,,,,,,,,,,,EmTest1,EmTest1
2124,raw_position_sample,2,1,ele,15,6,31,32,4, studies ,534,127,1812021,EmTest1,EmTest1,elementary,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,525.4833374023438,130.06666564941406,587.5333404541016,1,4,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
2154,hover_association,2,1,ele,15,6,31,32,4, studies ,534,127,,EmTest1,EmTest1,elementary,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,525.4833450317383,140.06666564941406,587.533332824707,1,4,hover,33,33,0.6529679764554748,0.7733333587646485,58,,,,,,,,,,,,,,,EmTest1,EmTest1
2172,hover_association,2,1,ele,15,6,31,32,5, autism ,618,136,,EmTest1,EmTest1,elementary,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,587.533332824707,140.06666564941406,645.566650390625,1,5,hover,17,17,0.5249857918373695,0.8983333587646485,58,,,,,,,,,,,,,,,EmTest1,EmTest1
2175,raw_position_sample,2,1,ele,15,6,31,32,6, at ,646,139,1812072,EmTest1,EmTest1,elementary,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,645.566650390625,130.06666564941406,665.5833129882812,1,6,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
2188,hover_association,2,1,ele,15,6,31,32,6, at ,646,139,,EmTest1,EmTest1,elementary,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,645.566650390625,140.06666564941406,665.5833129882812,1,6,hover,16,16,0.02164944367028202,0.9733333587646484,58,,,,,,,,,,,,,,,EmTest1,EmTest1
2221,hover_association,2,1,ele,15,6,31,32,19, more ,670,142,,EmTest1,EmTest1,elementary,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.06666564941406,667.2500076293945,180.06666564941406,713.283332824707,2,6,hover,33,33,0.6679941594516117,0.048333358764648435,58,,,,,,,,,,,,,,,EmTest1,EmTest1
2224,raw_position_sample,2,1,ele,15,6,31,32,20, interesting. ,714,142,1812123,EmTest1,EmTest1,elementary,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.06666564941406,713.2833251953125,170.06666564941406,806.3666534423828,2,7,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
2254,hover_association,2,1,ele,15,6,31,32,20, interesting. ,714,142,,EmTest1,EmTest1,elementary,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.06666564941406,713.283332824707,180.06666564941406,806.3666763305664,2,7,hover,34,34,0.17958816847012693,0.048333358764648435,58,,,,,,,,,,,,,,,EmTest1,EmTest1
2275,raw_position_sample,2,1,ele,15,6,31,32,8, College ,768,138,1812172,EmTest1,EmTest1,elementary,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,749.61669921875,130.06666564941406,815.6833648681641,1,8,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
2325,raw_position_sample,2,1,ele,15,6,31,32,8, College ,798,134,1812223,EmTest1,EmTest1,elementary,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,749.61669921875,130.06666564941406,815.6833648681641,1,8,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
2355,hover_association,2,1,ele,15,6,31,32,8, College ,755,139,,EmTest1,EmTest1,elementary,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,749.6166763305664,140.06666564941406,815.6833572387695,1,8,hover,99,99,0.8382943248864945,0.7983333587646484,58,,,,,,,,,,,,,,,EmTest1,EmTest1
2376,raw_position_sample,2,1,ele,15,6,31,32,9," London, ",831,130,1812274,EmTest1,EmTest1,elementary,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,815.683349609375,130.06666564941406,885.7833557128906,1,9,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
2426,raw_position_sample,2,1,ele,15,6,31,32,9," London, ",858,126,1812324,EmTest1,EmTest1,elementary,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,815.683349609375,130.06666564941406,885.7833557128906,1,9,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
2471,hover_association,2,1,ele,15,6,31,32,9," London, ",819,130,,EmTest1,EmTest1,elementary,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,815.6833572387695,140.06666564941406,885.7833404541016,1,9,hover,118,118,0.9745600444921145,0.5233333587646485,58,,,,,,,,,,,,,,,EmTest1,EmTest1
2477,raw_position_sample,2,1,ele,15,6,31,32,10, said: ,894,119,1812375,EmTest1,EmTest1,elementary,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,885.7833251953125,130.06666564941406,928.816650390625,1,10,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
2527,raw_position_sample,2,1,ele,15,6,31,32,10, said: ,926,114,1812425,EmTest1,EmTest1,elementary,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,885.7833251953125,130.06666564941406,928.816650390625,1,10,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
2538,hover_association,2,1,ele,15,6,31,32,10, said: ,894,119,,EmTest1,EmTest1,elementary,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,885.7833404541016,140.06666564941406,928.816650390625,1,10,hover,66,66,0.9345472055303271,0.34833335876464844,58,,,,,,,,,,,,,,,EmTest1,EmTest1
2577,raw_position_sample,2,1,ele,15,6,31,32,11, “According ,946,111,1812475,EmTest1,EmTest1,elementary,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,928.816650390625,130.06666564941406,1019.8833160400391,1,11,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
2628,raw_position_sample,2,1,ele,15,6,31,32,11, “According ,971,112,1812525,EmTest1,EmTest1,elementary,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,928.816650390625,130.06666564941406,1019.8833160400391,1,11,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
2679,raw_position_sample,2,1,ele,15,6,31,32,11, “According ,1001,117,1812576,EmTest1,EmTest1,elementary,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,928.816650390625,130.06666564941406,1019.8833160400391,1,11,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
2728,raw_position_sample,2,1,ele,15,6,31,32,11, “According ,1014,120,1812627,EmTest1,EmTest1,elementary,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,928.816650390625,130.06666564941406,1019.8833160400391,1,11,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
2779,raw_position_sample,2,1,ele,15,6,31,32,11, “According ,1010,122,1812677,EmTest1,EmTest1,elementary,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,928.816650390625,130.06666564941406,1019.8833160400391,1,11,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
2821,hover_association,2,1,ele,15,6,31,32,11, “According ,932,113,,EmTest1,EmTest1,elementary,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,928.816650390625,140.06666564941406,1019.8833084106445,1,11,hover,284,284,0.36438527921031405,0.6483333587646485,58,,,,,,,,,,,,,,,EmTest1,EmTest1
2830,raw_position_sample,2,1,ele,15,6,31,32,10, said: ,914,130,1812727,EmTest1,EmTest1,elementary,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,885.7833251953125,130.06666564941406,928.816650390625,1,10,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
2838,hover_association,2,1,ele,15,6,31,32,10, said: ,914,130,,EmTest1,EmTest1,elementary,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,885.7833404541016,140.06666564941406,928.816650390625,1,10,hover,17,17,0.6556934520611964,0.7483333587646485,58,,,,,,,,,,,,,,,EmTest1,EmTest1
2855,hover_association,2,1,ele,15,6,31,32,9," London, ",826,134,,EmTest1,EmTest1,elementary,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,815.6833572387695,140.06666564941406,885.7833404541016,1,9,hover,16,16,0.1471704027309103,0.8483333587646484,58,,,,,,,,,,,,,,,EmTest1,EmTest1
2871,hover_association,2,1,ele,15,6,31,32,8, College ,773,134,,EmTest1,EmTest1,elementary,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,749.6166763305664,140.06666564941406,815.6833572387695,1,8,hover,16,16,0.3539351961985761,0.8483333587646484,58,,,,,,,,,,,,,,,EmTest1,EmTest1
2880,raw_position_sample,2,1,ele,15,6,31,32,7, University ,722,134,1812777,EmTest1,EmTest1,elementary,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06666564941406,665.5833129882812,130.06666564941406,749.6166534423828,1,7,,,,,,,,,,,,,,,,,,,,,EmTest1,EmTest1
2888,hover_association,2,1,ele,15,6,31,32,7, University ,722,134,,EmTest1,EmTest1,elementary,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,665.5833129882812,140.06666564941406,749.6166763305664,1,7,hover,17,17,0.671360573560789,0.8483333587646484,58,,,,,,,,,,,,,,,EmTest1,EmTest1
2904,hover_association,2,1,ele,15,6,31,32,6, at ,662,132,,EmTest1,EmTest1,elementary,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.06666564941406,645.566650390625,140.06666564941406,665.5833129882812,1,6,hover,17,17,0.8209834945861145,0.7983333587646484,58,,,,,,,,,,,,,,,EmTest1,EmTest1
