responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,SubjectId,SubjectID,onestop_block_level,onestop_paragraph_index,ProlificId,ProlificID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,SONAId,SonaId
728,raw_position_sample,2,1,ele,13,1,1,2,-1,999,356,85,120044.60000002384,raiTest,raiTest,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
778,raw_position_sample,2,1,ele,13,1,1,2,-1,999,369,98,120094.29999995232,raiTest,raiTest,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
827,raw_position_sample,2,1,ele,13,1,1,2,-1,999,385,110,120143.79999995232,raiTest,raiTest,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
877,raw_position_sample,2,1,ele,13,1,1,2,-1,999,396,116,120193.89999997616,raiTest,raiTest,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
928,raw_position_sample,2,1,ele,13,1,1,2,1, You’ve ,406,122,120244.5,raiTest,raiTest,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,400.375,129.7734375,458.765625,1,1,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
978,raw_position_sample,2,1,ele,13,1,1,2,1, You’ve ,414,126,120294.29999995232,raiTest,raiTest,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,400.375,129.7734375,458.765625,1,1,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
1027,raw_position_sample,2,1,ele,13,1,1,2,1, You’ve ,416,128,120344,raiTest,raiTest,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,400.375,129.7734375,458.765625,1,1,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
1078,raw_position_sample,2,1,ele,13,1,1,2,1, You’ve ,416,128,120394.39999997616,raiTest,raiTest,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,400.375,129.7734375,458.765625,1,1,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
1129,raw_position_sample,2,1,ele,13,1,1,2,1, You’ve ,417,127,120445.29999995232,raiTest,raiTest,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,400.375,129.7734375,458.765625,1,1,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
1179,raw_position_sample,2,1,ele,13,1,1,2,1, You’ve ,417,127,120495.79999995232,raiTest,raiTest,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,400.375,129.7734375,458.765625,1,1,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
1228,raw_position_sample,2,1,ele,13,1,1,2,1, You’ve ,417,127,120544.10000002384,raiTest,raiTest,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,400.375,129.7734375,458.765625,1,1,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
1279,raw_position_sample,2,1,ele,13,1,1,2,1, You’ve ,417,127,120595.89999997616,raiTest,raiTest,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,400.375,129.7734375,458.765625,1,1,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
1329,raw_position_sample,2,1,ele,13,1,1,2,1, You’ve ,417,127,120645.60000002384,raiTest,raiTest,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,400.375,129.7734375,458.765625,1,1,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
1378,raw_position_sample,2,1,ele,13,1,1,2,1, You’ve ,417,127,120694.79999995232,raiTest,raiTest,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,400.375,129.7734375,458.765625,1,1,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
1428,raw_position_sample,2,1,ele,13,1,1,2,1, You’ve ,431,128,120744.70000004768,raiTest,raiTest,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,400.375,129.7734375,458.765625,1,1,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
1477,raw_position_sample,2,1,ele,13,1,1,2,1, You’ve ,450,130,120794,raiTest,raiTest,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,400.375,129.7734375,458.765625,1,1,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
1500,hover_association,2,1,ele,13,1,1,2,1, You’ve ,399,117,,raiTest,raiTest,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5234375,396.7255859375,139.5234375,458.765625,1,1,hover,606.2999999523163,606.2999999523163,0.9393033102992334,0.7619140625,82,,,,,,,,,,,,,,,raiTest,raiTest
1528,raw_position_sample,2,1,ele,13,1,1,2,2, spent ,466,131,120844.79999995232,raiTest,raiTest,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,458.765625,129.7734375,507.8046875,1,2,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
1578,raw_position_sample,2,1,ele,13,1,1,2,2, spent ,482,131,120894.5,raiTest,raiTest,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,458.765625,129.7734375,507.8046875,1,2,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
1628,raw_position_sample,2,1,ele,13,1,1,2,2, spent ,495,133,120944.29999995232,raiTest,raiTest,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,458.765625,129.7734375,507.8046875,1,2,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
1678,raw_position_sample,2,1,ele,13,1,1,2,2, spent ,504,135,120994.5,raiTest,raiTest,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,458.765625,129.7734375,507.8046875,1,2,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
1700,hover_association,2,1,ele,13,1,1,2,2, spent ,462,131,,raiTest,raiTest,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5234375,458.765625,139.5234375,507.8046875,1,2,hover,200,200,0.9835908873665764,0.8869140625,82,,,,,,,,,,,,,,,raiTest,raiTest
1728,raw_position_sample,2,1,ele,13,1,1,2,3, eight ,514,136,121044.29999995232,raiTest,raiTest,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,507.8046875,129.7734375,551.84375,1,3,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
1778,raw_position_sample,2,1,ele,13,1,1,2,3, eight ,525,136,121094.29999995232,raiTest,raiTest,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,507.8046875,129.7734375,551.84375,1,3,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
1828,raw_position_sample,2,1,ele,13,1,1,2,3, eight ,534,135,121144.60000002384,raiTest,raiTest,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,507.8046875,129.7734375,551.84375,1,3,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
1878,raw_position_sample,2,1,ele,13,1,1,2,3, eight ,543,133,121194.29999995232,raiTest,raiTest,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,507.8046875,129.7734375,551.84375,1,3,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
1917,hover_association,2,1,ele,13,1,1,2,3, eight ,510,135,,raiTest,raiTest,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5234375,507.8046875,139.5234375,551.84375,1,3,hover,217.5,217.5,0.9354266453787475,0.8119140625,82,,,,,,,,,,,,,,,raiTest,raiTest
1928,raw_position_sample,2,1,ele,13,1,1,2,4, hours ,552,131,121244.29999995232,raiTest,raiTest,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,551.84375,129.7734375,601.875,1,4,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
1978,raw_position_sample,2,1,ele,13,1,1,2,4, hours ,560,129,121294.39999997616,raiTest,raiTest,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,551.84375,129.7734375,601.875,1,4,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
2028,raw_position_sample,2,1,ele,13,1,1,2,4, hours ,569,127,121344.29999995232,raiTest,raiTest,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,551.84375,129.7734375,601.875,1,4,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
2078,raw_position_sample,2,1,ele,13,1,1,2,4, hours ,581,126,121394.60000002384,raiTest,raiTest,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,551.84375,129.7734375,601.875,1,4,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
2128,raw_position_sample,2,1,ele,13,1,1,2,4, hours ,593,126,121444.89999997616,raiTest,raiTest,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,551.84375,129.7734375,601.875,1,4,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
2178,raw_position_sample,2,1,ele,13,1,1,2,4, hours ,598,126,121494.70000004768,raiTest,raiTest,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,551.84375,129.7734375,601.875,1,4,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
2229,raw_position_sample,2,1,ele,13,1,1,2,4, hours ,598,126,121545.60000002384,raiTest,raiTest,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,551.84375,129.7734375,601.875,1,4,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
2279,raw_position_sample,2,1,ele,13,1,1,2,4, hours ,598,126,121596,raiTest,raiTest,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,551.84375,129.7734375,601.875,1,4,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
2329,raw_position_sample,2,1,ele,13,1,1,2,4, hours ,598,126,121645.39999997616,raiTest,raiTest,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,551.84375,129.7734375,601.875,1,4,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
2380,raw_position_sample,2,1,ele,13,1,1,2,4, hours ,598,126,121696.10000002384,raiTest,raiTest,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,551.84375,129.7734375,601.875,1,4,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
2428,raw_position_sample,2,1,ele,13,1,1,2,4, hours ,598,126,121744.89999997616,raiTest,raiTest,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,551.84375,129.7734375,601.875,1,4,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
2468,hover_association,2,1,ele,13,1,1,2,4, hours ,552,131,,raiTest,raiTest,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5234375,551.84375,139.5234375,601.875,1,4,hover,550.5,550.5,0.962523422860712,0.6619140625,82,,,,,,,,,,,,,,,raiTest,raiTest
2479,raw_position_sample,2,1,ele,13,1,1,2,5, in ,604,126,121795.29999995232,raiTest,raiTest,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,601.875,129.7734375,620.890625,1,5,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
2528,raw_position_sample,2,1,ele,13,1,1,2,5, in ,616,126,121844.60000002384,raiTest,raiTest,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,601.875,129.7734375,620.890625,1,5,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
2534,hover_association,2,1,ele,13,1,1,2,5, in ,604,126,,raiTest,raiTest,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5234375,601.875,139.5234375,620.890625,1,5,hover,66.30000007152557,66.30000007152557,0.7428101889893179,0.6619140625,82,,,,,,,,,,,,,,,raiTest,raiTest
2578,raw_position_sample,2,1,ele,13,1,1,2,6, the ,628,124,121895,raiTest,raiTest,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,620.890625,129.7734375,650.9140625,1,6,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
2628,raw_position_sample,2,1,ele,13,1,1,2,6, the ,638,123,121944.39999997616,raiTest,raiTest,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,620.890625,129.7734375,650.9140625,1,6,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
2678,raw_position_sample,2,1,ele,13,1,1,2,6, the ,646,122,121994.20000004768,raiTest,raiTest,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,620.890625,129.7734375,650.9140625,1,6,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
2701,hover_association,2,1,ele,13,1,1,2,6, the ,621,125,,raiTest,raiTest,elementary,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5234375,620.890625,139.5234375,650.9140625,1,6,hover,166.69999992847443,166.69999992847443,0.9695550351288056,0.5619140625,82,,,,,,,,,,,,,,,raiTest,raiTest
