responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,SubjectId,SubjectID,ProlificId,ProlificID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,SONAId,SonaId
2161,raw_position_sample,2,2,int,,,900,1,1, The ,412,117,108395.10000002384,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,400.375,129.7734375,436.3984375,1,1,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
2211,raw_position_sample,2,2,int,,,900,1,1, The ,412,117,108445,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,400.375,129.7734375,436.3984375,1,1,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
2261,raw_position_sample,2,2,int,,,900,1,1, The ,412,117,108495.39999997616,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,400.375,129.7734375,436.3984375,1,1,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
2311,raw_position_sample,2,2,int,,,900,1,1, The ,412,117,108545.20000004768,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,400.375,129.7734375,436.3984375,1,1,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
2361,raw_position_sample,2,2,int,,,900,1,1, The ,412,117,108595.5,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,400.375,129.7734375,436.3984375,1,1,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
2410,raw_position_sample,2,2,int,,,900,1,1, The ,415,117,108644.20000004768,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,400.375,129.7734375,436.3984375,1,1,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
2460,raw_position_sample,2,2,int,,,900,1,1, The ,423,117,108694.70000004768,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,400.375,129.7734375,436.3984375,1,1,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
2499,hover_association,2,2,int,,,900,1,1, The ,399,115,,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5234375,396.77265625,139.5234375,436.3984375,1,1,hover,683.3000000715256,683.3000000715256,0.9647088976952347,0.4369140625,19,,,,,,,,,,,,,,,raiTest,raiTest
2510,raw_position_sample,2,2,int,,,900,1,2, coastal ,442,117,108744.60000002384,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,436.3984375,129.7734375,498.4375,1,2,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
2560,raw_position_sample,2,2,int,,,900,1,2, coastal ,459,117,108794.20000004768,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,436.3984375,129.7734375,498.4375,1,2,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
2610,raw_position_sample,2,2,int,,,900,1,2, coastal ,472,117,108844.20000004768,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,436.3984375,129.7734375,498.4375,1,2,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
2660,raw_position_sample,2,2,int,,,900,1,2, coastal ,482,117,108894.70000004768,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,436.3984375,129.7734375,498.4375,1,2,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
2710,raw_position_sample,2,2,int,,,900,1,2, coastal ,491,118,108944.29999995232,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,436.3984375,129.7734375,498.4375,1,2,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
2749,hover_association,2,2,int,,,900,1,2, coastal ,442,117,,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5234375,436.3984375,139.5234375,498.4375,1,2,hover,250.89999997615814,250.89999997615814,0.960710238005289,0.4869140625,19,,,,,,,,,,,,,,,raiTest,raiTest
2760,raw_position_sample,2,2,int,,,900,1,3, tram ,499,120,108994.20000004768,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,498.4375,129.7734375,539.4453125,1,3,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
2810,raw_position_sample,2,2,int,,,900,1,3, tram ,510,121,109044.29999995232,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,498.4375,129.7734375,539.4453125,1,3,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
2860,raw_position_sample,2,2,int,,,900,1,3, tram ,524,122,109094.39999997616,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,498.4375,129.7734375,539.4453125,1,3,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
2910,raw_position_sample,2,2,int,,,900,1,3, tram ,528,124,109144.89999997616,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,498.4375,129.7734375,539.4453125,1,3,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
2960,raw_position_sample,2,2,int,,,900,1,3, tram ,528,124,109195,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,498.4375,129.7734375,539.4453125,1,3,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
3011,raw_position_sample,2,2,int,,,900,1,3, tram ,528,124,109245.20000004768,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,498.4375,129.7734375,539.4453125,1,3,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
3061,raw_position_sample,2,2,int,,,900,1,3, tram ,528,124,109295.20000004768,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,498.4375,129.7734375,539.4453125,1,3,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
3111,raw_position_sample,2,2,int,,,900,1,3, tram ,528,124,109345.60000002384,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,498.4375,129.7734375,539.4453125,1,3,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
3160,raw_position_sample,2,2,int,,,900,1,3, tram ,528,124,109394.79999995232,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,498.4375,129.7734375,539.4453125,1,3,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
3210,raw_position_sample,2,2,int,,,900,1,3, tram ,530,124,109444.39999997616,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,498.4375,129.7734375,539.4453125,1,3,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
3260,raw_position_sample,2,2,int,,,900,1,3, tram ,538,122,109494.60000002384,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,498.4375,129.7734375,539.4453125,1,3,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
3265,hover_association,2,2,int,,,900,1,3, tram ,499,120,,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5234375,498.4375,139.5234375,539.4453125,1,3,hover,515.7999999523163,515.7999999523163,0.964755191465041,0.5619140625,19,,,,,,,,,,,,,,,raiTest,raiTest
3310,raw_position_sample,2,2,int,,,900,1,4, arrived ,550,119,109544.39999997616,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,539.4453125,129.7734375,599.46875,1,4,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
3360,raw_position_sample,2,2,int,,,900,1,4, arrived ,561,118,109594.20000004768,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,539.4453125,129.7734375,599.46875,1,4,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
3410,raw_position_sample,2,2,int,,,900,1,4, arrived ,570,118,109644.29999995232,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,539.4453125,129.7734375,599.46875,1,4,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
3460,raw_position_sample,2,2,int,,,900,1,4, arrived ,577,118,109694,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,539.4453125,129.7734375,599.46875,1,4,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
3510,raw_position_sample,2,2,int,,,900,1,4, arrived ,586,120,109744.70000004768,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,539.4453125,129.7734375,599.46875,1,4,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
3559,raw_position_sample,2,2,int,,,900,1,4, arrived ,594,121,109794,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,539.4453125,129.7734375,599.46875,1,4,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
3583,hover_association,2,2,int,,,900,1,4, arrived ,541,121,,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5234375,539.4453125,139.5234375,599.46875,1,4,hover,317.7000000476837,317.7000000476837,0.9588702329819081,0.5369140625,19,,,,,,,,,,,,,,,raiTest,raiTest
3610,raw_position_sample,2,2,int,,,900,1,5, at ,605,121,109844.70000004768,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,599.46875,129.7734375,619.484375,1,5,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
3659,raw_position_sample,2,2,int,,,900,1,5, at ,615,119,109893.79999995232,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,599.46875,129.7734375,619.484375,1,5,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
3683,hover_association,2,2,int,,,900,1,5, at ,601,121,,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5234375,599.46875,139.5234375,619.484375,1,5,hover,99.89999997615814,99.89999997615814,0.975800156128025,0.4619140625,19,,,,,,,,,,,,,,,raiTest,raiTest
3710,raw_position_sample,2,2,int,,,900,1,6, the ,625,117,109944.60000002384,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,619.484375,129.7734375,649.5078125,1,6,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
3760,raw_position_sample,2,2,int,,,900,1,6, the ,638,115,109994.39999997616,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,619.484375,129.7734375,649.5078125,1,6,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
3810,raw_position_sample,2,2,int,,,900,1,6, the ,642,115,110045,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,619.484375,129.7734375,649.5078125,1,6,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
3860,raw_position_sample,2,2,int,,,900,1,6, the ,642,115,110094.60000002384,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,619.484375,129.7734375,649.5078125,1,6,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
3910,raw_position_sample,2,2,int,,,900,1,6, the ,642,115,110144.89999997616,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,619.484375,129.7734375,649.5078125,1,6,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
3961,raw_position_sample,2,2,int,,,900,1,6, the ,642,115,110195.79999995232,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,619.484375,129.7734375,649.5078125,1,6,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
4011,raw_position_sample,2,2,int,,,900,1,6, the ,642,115,110245.20000004768,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,619.484375,129.7734375,649.5078125,1,6,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
4061,raw_position_sample,2,2,int,,,900,1,6, the ,642,115,110295.79999995232,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,619.484375,129.7734375,649.5078125,1,6,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
4111,raw_position_sample,2,2,int,,,900,1,6, the ,644,115,110345,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,619.484375,129.7734375,649.5078125,1,6,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
4133,hover_association,2,2,int,,,900,1,6, the ,622,118,,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5234375,619.484375,139.5234375,649.5078125,1,6,hover,450.10000002384186,450.10000002384186,0.8831641946396045,0.3869140625,19,,,,,,,,,,,,,,,raiTest,raiTest
4160,raw_position_sample,2,2,int,,,900,1,7, station ,653,114,110394.70000004768,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,649.5078125,129.7734375,707.546875,1,7,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
4210,raw_position_sample,2,2,int,,,900,1,7, station ,666,113,110444.20000004768,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,649.5078125,129.7734375,707.546875,1,7,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
4260,raw_position_sample,2,2,int,,,900,1,7, station ,677,113,110494.39999997616,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,649.5078125,129.7734375,707.546875,1,7,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
4309,raw_position_sample,2,2,int,,,900,1,7, station ,687,113,110543.79999995232,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,649.5078125,129.7734375,707.546875,1,7,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
4360,raw_position_sample,2,2,int,,,900,1,7, station ,694,113,110594.60000002384,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,649.5078125,129.7734375,707.546875,1,7,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
4410,raw_position_sample,2,2,int,,,900,1,7, station ,699,113,110644.60000002384,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,649.5078125,129.7734375,707.546875,1,7,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
4460,raw_position_sample,2,2,int,,,900,1,7, station ,705,113,110694.20000004768,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,649.5078125,129.7734375,707.546875,1,7,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
4483,hover_association,2,2,int,,,900,1,7, station ,650,115,,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5234375,649.5078125,139.5234375,707.546875,1,7,hover,350,350,0.9905774666846143,0.3619140625,19,,,,,,,,,,,,,,,raiTest,raiTest
4510,raw_position_sample,2,2,int,,,900,1,8, two ,709,114,110744.10000002384,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,707.546875,129.7734375,740.5625,1,8,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
4560,raw_position_sample,2,2,int,,,900,1,8, two ,713,114,110794.20000004768,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,707.546875,129.7734375,740.5625,1,8,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
4609,raw_position_sample,2,2,int,,,900,1,8, two ,717,115,110844,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,707.546875,129.7734375,740.5625,1,8,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
4659,raw_position_sample,2,2,int,,,900,1,8, two ,721,115,110894.10000002384,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,707.546875,129.7734375,740.5625,1,8,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
4710,raw_position_sample,2,2,int,,,900,1,8, two ,728,115,110944.29999995232,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,707.546875,129.7734375,740.5625,1,8,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
4760,raw_position_sample,2,2,int,,,900,1,8, two ,734,116,110994.20000004768,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,707.546875,129.7734375,740.5625,1,8,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
4799,hover_association,2,2,int,,,900,1,8, two ,708,114,,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5234375,707.546875,139.5234375,740.5625,1,8,hover,316.60000002384186,316.60000002384186,0.9526739233317558,0.4119140625,19,,,,,,,,,,,,,,,raiTest,raiTest
4810,raw_position_sample,2,2,int,,,900,1,9, minutes ,741,116,111044.29999995232,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,740.5625,129.7734375,808.59375,1,9,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
4860,raw_position_sample,2,2,int,,,900,1,9, minutes ,746,117,111094.10000002384,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,740.5625,129.7734375,808.59375,1,9,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
4910,raw_position_sample,2,2,int,,,900,1,9, minutes ,751,117,111144.10000002384,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,740.5625,129.7734375,808.59375,1,9,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
4960,raw_position_sample,2,2,int,,,900,1,9, minutes ,756,117,111194.39999997616,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,740.5625,129.7734375,808.59375,1,9,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
5010,raw_position_sample,2,2,int,,,900,1,9, minutes ,761,117,111244.5,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,740.5625,129.7734375,808.59375,1,9,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
5060,raw_position_sample,2,2,int,,,900,1,9, minutes ,767,117,111294.29999995232,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,740.5625,129.7734375,808.59375,1,9,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
5111,raw_position_sample,2,2,int,,,900,1,9, minutes ,767,117,111345.70000004768,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,740.5625,129.7734375,808.59375,1,9,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
5160,raw_position_sample,2,2,int,,,900,1,9, minutes ,767,117,111394.89999997616,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,740.5625,129.7734375,808.59375,1,9,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
5211,raw_position_sample,2,2,int,,,900,1,9, minutes ,767,117,111445.5,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,740.5625,129.7734375,808.59375,1,9,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
5261,raw_position_sample,2,2,int,,,900,1,9, minutes ,767,117,111495.60000002384,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,740.5625,129.7734375,808.59375,1,9,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
5310,raw_position_sample,2,2,int,,,900,1,9, minutes ,767,117,111544.39999997616,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,740.5625,129.7734375,808.59375,1,9,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
5360,raw_position_sample,2,2,int,,,900,1,9, minutes ,772,117,111594.5,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,740.5625,129.7734375,808.59375,1,9,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
5410,raw_position_sample,2,2,int,,,900,1,9, minutes ,783,116,111644.20000004768,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,740.5625,129.7734375,808.59375,1,9,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
5460,raw_position_sample,2,2,int,,,900,1,9, minutes ,797,113,111694.20000004768,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,740.5625,129.7734375,808.59375,1,9,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
5499,hover_association,2,2,int,,,900,1,9, minutes ,741,116,,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5234375,740.5625,139.5234375,808.59375,1,9,hover,700,700,0.9618741387230133,0.3369140625,19,,,,,,,,,,,,,,,raiTest,raiTest
5510,raw_position_sample,2,2,int,,,900,1,10, early. ,809,113,111744,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,808.59375,129.7734375,856.2890625,1,10,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
5560,raw_position_sample,2,2,int,,,900,1,10, early. ,818,113,111794.20000004768,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,808.59375,129.7734375,856.2890625,1,10,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
5609,raw_position_sample,2,2,int,,,900,1,10, early. ,827,113,111844,raiTest,raiTest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2734375,808.59375,129.7734375,856.2890625,1,10,,,,,,,,,,,,,,,,,,,,,raiTest,raiTest
