responseTime,ProlificId,ProlificID,SubjectId,SubjectID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,demo_english_speaking,demo_english_understanding,demo_english_reading,demo_english_acquire_start_age,demo_english_fluent_age,demo_english_read_start_age,demo_english_read_fluent_age,demo_other_english_test,demo_other_english_test_score,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,onestop_block_level,onestop_paragraph_index,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key
43156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,132," pyjamas, ",1088,508,1934051.3000000045,489.7569580078125,1055.0869140625,509.7569580078125,1132.0834426879883,10,4,,,,,,,,,advanced,1,,,,,,,,,,,,
43202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,132," pyjamas, ",1090,508,1934097.5,489.7569580078125,1055.0869140625,509.7569580078125,1132.0834426879883,10,4,,,,,,,,,advanced,1,,,,,,,,,,,,
43254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,132," pyjamas, ",1091,508,1934149.200000003,489.7569580078125,1055.0869140625,509.7569580078125,1132.0834426879883,10,4,,,,,,,,,advanced,1,,,,,,,,,,,,
43303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,132," pyjamas, ",1114,507,1934198.5,489.7569580078125,1055.0869140625,509.7569580078125,1132.0834426879883,10,4,,,,,,,,,advanced,1,,,,,,,,,,,,
43336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,14,1,11,12,132," pyjamas, ",1058,510,,479.7569580078125,1055.0868835449219,519.7569580078125,1132.083408355713,10,4,hover,382.8999999985099,382.8999999985099,0.8820283333821339,0.6810760498046875,147,,,advanced,1,,,,,,,,,,,,
43354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,133, as ,1151,506,1934249,489.7569580078125,1132.0833740234375,509.7569580078125,1156.09379196167,10,5,,,,,,,,,advanced,1,,,,,,,,,,,,
43370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,14,1,11,12,133, as ,1133,507,,479.7569580078125,1132.083408355713,519.7569580078125,1156.093770980835,10,5,hover,33.600000001490116,33.600000001490116,0.7878511432598964,0.6560760498046875,147,,,advanced,1,,,,,,,,,,,,
43404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,134, well ,1180,502,1934298.8999999985,489.7569580078125,1156.09375,509.7569580078125,1192.0833358764648,10,6,,,,,,,,,advanced,1,,,,,,,,,,,,
43452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,134, well ,1182,502,1934347.8000000045,489.7569580078125,1156.09375,509.7569580078125,1192.0833358764648,10,6,,,,,,,,,advanced,1,,,,,,,,,,,,
43516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,134, well ,1183,502,1934411.1000000015,489.7569580078125,1156.09375,509.7569580078125,1192.0833358764648,10,6,,,,,,,,,advanced,1,,,,,,,,,,,,
43562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,134, well ,1183,502,1934457.3000000045,489.7569580078125,1156.09375,509.7569580078125,1192.0833358764648,10,6,,,,,,,,,advanced,1,,,,,,,,,,,,
43610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,134, well ,1184,502,1934505.3000000045,489.7569580078125,1156.09375,509.7569580078125,1192.0833358764648,10,6,,,,,,,,,advanced,1,,,,,,,,,,,,
43653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,134, well ,1192,502,1934548.6000000015,489.7569580078125,1156.09375,509.7569580078125,1192.0833358764648,10,6,,,,,,,,,advanced,1,,,,,,,,,,,,
43670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,14,1,11,12,134, well ,1167,504,,479.7569580078125,1156.093770980835,519.7569580078125,1192.0833549499512,10,6,hover,299.8999999985099,299.8999999985099,0.9976839146008828,0.5560760498046875,147,,,advanced,1,,,,,,,,,,,,
43704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,135, as ,1212,502,1934599.6000000015,489.7569580078125,1192.0833740234375,509.7569580078125,1216.09379196167,10,7,,,,,,,,,advanced,1,,,,,,,,,,,,
43736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,14,1,11,12,135, as ,1196,502,,479.7569580078125,1192.0833549499512,519.7569580078125,1216.093770980835,10,7,hover,66.20000000298023,66.20000000298023,0.9127973885108107,0.5560760498046875,147,,,advanced,1,,,,,,,,,,,,
43754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,136, areas ,1228,501,1934648.8999999985,489.7569580078125,1216.09375,509.7569580078125,1266.0937538146973,10,8,,,,,,,,,advanced,1,,,,,,,,,,,,
43803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,136, areas ,1261,497,1934698.6000000015,489.7569580078125,1216.09375,509.7569580078125,1266.0937538146973,10,8,,,,,,,,,advanced,1,,,,,,,,,,,,
43836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,14,1,11,12,136, areas ,1220,502,,479.7569580078125,1216.093770980835,519.7569580078125,1266.0937519073486,10,8,hover,99.89999999850988,99.89999999850988,0.9581249458789619,0.4060760498046875,147,,,advanced,1,,,,,,,,,,,,
43853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,137, decked ,1271,496,1934748.3999999985,489.7569580078125,1266.09375,509.7569580078125,1329.1145858764648,10,9,,,,,,,,,advanced,1,,,,,,,,,,,,
43902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,137, decked ,1273,496,1934797.3999999985,489.7569580078125,1266.09375,509.7569580078125,1329.1145858764648,10,9,,,,,,,,,advanced,1,,,,,,,,,,,,
43952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,137, decked ,1274,495,1934847.6000000015,489.7569580078125,1266.09375,509.7569580078125,1329.1145858764648,10,9,,,,,,,,,advanced,1,,,,,,,,,,,,
44004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,137, decked ,1278,495,1934899.1000000015,489.7569580078125,1266.09375,509.7569580078125,1329.1145858764648,10,9,,,,,,,,,advanced,1,,,,,,,,,,,,
44053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,137, decked ,1285,495,1934948.8000000045,489.7569580078125,1266.09375,509.7569580078125,1329.1145858764648,10,9,,,,,,,,,advanced,1,,,,,,,,,,,,
44103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,137, decked ,1302,493,1934998.700000003,489.7569580078125,1266.09375,509.7569580078125,1329.1145858764648,10,9,,,,,,,,,advanced,1,,,,,,,,,,,,
44153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,137, decked ,1315,492,1935048.700000003,489.7569580078125,1266.09375,509.7569580078125,1329.1145858764648,10,9,,,,,,,,,advanced,1,,,,,,,,,,,,
44202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,137, decked ,1325,492,1935096.8000000045,489.7569580078125,1266.09375,509.7569580078125,1329.1145858764648,10,9,,,,,,,,,advanced,1,,,,,,,,,,,,
44202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,14,1,11,12,137, decked ,1270,496,,479.7569580078125,1266.0937519073486,519.7569580078125,1329.1146049499512,10,9,hover,366.79999999701977,366.79999999701977,0.9347104212129647,0.3060760498046875,147,,,advanced,1,,,,,,,,,,,,
44253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,138, out ,1347,492,1935148.5,489.7569580078125,1329.1146240234375,509.7569580078125,1359.131986618042,10,10,,,,,,,,,advanced,1,,,,,,,,,,,,
44302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,14,1,11,12,138, out ,1330,492,,479.7569580078125,1329.1146049499512,519.7569580078125,1359.1319723129272,10,10,hover,99.90000000596046,99.90000000596046,0.9622894206797282,0.2810760498046875,147,,,advanced,1,,,,,,,,,,,,
44303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,139, like ,1366,490,1935198.700000003,489.7569580078125,1359.1319580078125,509.7569580078125,1386.1284866333008,10,11,,,,,,,,,advanced,1,,,,,,,,,,,,
44352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,139, like ,1371,490,1935247.5,489.7569580078125,1359.1319580078125,509.7569580078125,1386.1284866333008,10,11,,,,,,,,,advanced,1,,,,,,,,,,,,
44402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,139, like ,1373,490,1935297.8000000045,489.7569580078125,1359.1319580078125,509.7569580078125,1386.1284866333008,10,11,,,,,,,,,advanced,1,,,,,,,,,,,,
44453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,139, like ,1375,488,1935348.6000000015,489.7569580078125,1359.1319580078125,509.7569580078125,1386.1284866333008,10,11,,,,,,,,,advanced,1,,,,,,,,,,,,
44502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,139, like ,1378,488,1935397.6000000015,489.7569580078125,1359.1319580078125,509.7569580078125,1386.1284866333008,10,11,,,,,,,,,advanced,1,,,,,,,,,,,,
44553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,139, like ,1381,488,1935448.700000003,489.7569580078125,1359.1319580078125,509.7569580078125,1386.1284866333008,10,11,,,,,,,,,advanced,1,,,,,,,,,,,,
44603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,139, like ,1383,493,1935498.8000000045,489.7569580078125,1359.1319580078125,509.7569580078125,1386.1284866333008,10,11,,,,,,,,,advanced,1,,,,,,,,,,,,
44636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,14,1,11,12,139, like ,1366,490,,479.7569580078125,1359.1319723129272,519.7569580078125,1386.1284866333008,10,11,hover,333.79999999701977,333.79999999701977,0.9581988022635521,0.3810760498046875,147,,,advanced,1,,,,,,,,,,,,
44652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,-1,999,1387,500,1935547.700000003,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
44703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,-1,999,1394,508,1935598.3000000045,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
44753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,-1,999,1397,513,1935648.5,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
44808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,-1,999,1397,514,1935703,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
44854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,-1,999,1397,514,1935749.5,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
44916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,-1,999,1397,514,1935811.3000000045,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
44951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,-1,999,1396,512,1935846.3000000045,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
45004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,139, like ,1382,497,1935899.1000000015,489.7569580078125,1359.1319580078125,509.7569580078125,1386.1284866333008,10,11,,,,,,,,,advanced,1,,,,,,,,,,,,
45051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,139, like ,1381,495,1935946.5,489.7569580078125,1359.1319580078125,509.7569580078125,1386.1284866333008,10,11,,,,,,,,,advanced,1,,,,,,,,,,,,
45103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,139, like ,1374,494,1935998.6000000015,489.7569580078125,1359.1319580078125,509.7569580078125,1386.1284866333008,10,11,,,,,,,,,advanced,1,,,,,,,,,,,,
45153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,139, like ,1360,494,1936048.8000000045,489.7569580078125,1359.1319580078125,509.7569580078125,1386.1284866333008,10,11,,,,,,,,,advanced,1,,,,,,,,,,,,
45169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,14,1,11,12,139, like ,1382,497,,479.7569580078125,1359.1319723129272,519.7569580078125,1386.1284866333008,10,11,hover,166.39999999850988,166.39999999850988,0.032153324565226446,0.3560760498046875,147,,,advanced,1,,,,,,,,,,,,
45202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,14,1,11,12,138, out ,1350,497,,479.7569580078125,1329.1146049499512,519.7569580078125,1359.1319723129272,10,10,hover,33.29999999701977,33.29999999701977,0.09612418754643097,0.5810760498046875,147,,,advanced,1,,,,,,,,,,,,
45203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,137, decked ,1314,510,1936098.8000000045,489.7569580078125,1266.09375,509.7569580078125,1329.1145858764648,10,9,,,,,,,,,advanced,1,,,,,,,,,,,,
45236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,14,1,11,12,137, decked ,1314,510,,479.7569580078125,1266.0937519073486,519.7569580078125,1329.1146049499512,10,9,hover,33.30000000447035,33.30000000447035,0.5062808031348373,0.9060760498046875,147,,,advanced,1,,,,,,,,,,,,
45253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,-1,999,1277,527,1936148.200000003,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
45302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,-1,999,1274,528,1936197.3999999985,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
45352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,-1,999,1274,528,1936247.5,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
45415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,-1,999,1274,528,1936310.8000000045,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
45463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,-1,999,1274,528,1936358.8000000045,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
45502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,-1,999,1274,528,1936396.8999999985,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
45554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,141, surface ,817,547,1936448.8999999985,529.7569580078125,762.1354370117188,549.7569580078125,826.1284942626953,11,2,,,,,,,,,advanced,1,,,,,,,,,,,,
45569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,14,1,11,12,141, surface ,817,547,,519.7569580078125,762.1354513168335,559.7569580078125,826.1285171508789,11,2,hover,16.5,16.5,0.857351464070309,0.6810760498046875,147,,,advanced,1,,,,,,,,,,,,
45602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,-1,999,817,547,1936497.700000003,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
45652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,-1,999,817,547,1936547.700000003,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
45702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,-1,999,817,547,1936597.3999999985,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
45752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,-1,999,817,547,1936647.700000003,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
45801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,-1,999,817,547,1936696.5,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
45851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,-1,999,817,547,1936746.200000003,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
45900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,-1,999,817,547,1936795.8000000045,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
45951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,-1,999,817,547,1936846.6000000015,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
46002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,-1,999,817,547,1936897.5,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
46054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,-1,999,817,547,1936948.8999999985,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
46101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,-1,999,817,547,1936996.1000000015,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
46151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,-1,999,817,547,1937046.6000000015,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
46201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,-1,999,817,547,1937096.6000000015,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
46253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,-1,999,690,530,1937148.3999999985,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
46303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,-1,999,701,530,1937198.1000000015,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
46353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,-1,999,718,531,1937248.3000000045,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
46403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,-1,999,724,531,1937298.3000000045,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
46451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,-1,999,727,532,1937346.6000000015,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
46515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,-1,999,727,532,1937410,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
46561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,-1,999,727,532,1937456.200000003,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
46606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,-1,999,727,532,1937501.200000003,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
46652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,-1,999,731,532,1937547.8000000045,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
46701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,-1,999,731,532,1937596.200000003,,,,,,,,,,,,,,,advanced,1,,,,,,,,,,,,
46754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,140, the ,734,532,1937649.1000000015,529.7569580078125,732.1181030273438,549.7569580078125,762.1354656219482,11,1,,,,,,,,,advanced,1,,,,,,,,,,,,
46804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,140, the ,738,532,1937699,529.7569580078125,732.1181030273438,549.7569580078125,762.1354656219482,11,1,,,,,,,,,advanced,1,,,,,,,,,,,,
46854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,140, the ,750,532,1937749,529.7569580078125,732.1181030273438,549.7569580078125,762.1354656219482,11,1,,,,,,,,,advanced,1,,,,,,,,,,,,
46903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,140, the ,758,532,1937798,529.7569580078125,732.1181030273438,549.7569580078125,762.1354656219482,11,1,,,,,,,,,advanced,1,,,,,,,,,,,,
46919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,14,1,11,12,140, the ,733,532,,519.7569580078125,732.1181030273438,559.7569580078125,762.1354513168335,11,1,hover,182.89999999850988,182.89999999850988,0.9954875655395276,0.3060760498046875,147,,,advanced,1,,,,,,,,,,,,
46954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,141, surface ,777,532,1937849,529.7569580078125,762.1354370117188,549.7569580078125,826.1284942626953,11,2,,,,,,,,,advanced,1,,,,,,,,,,,,
47003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,3,adv,14,1,11,12,141, surface ,825,528,1937898.700000003,529.7569580078125,762.1354370117188,549.7569580078125,826.1284942626953,11,2,,,,,,,,,advanced,1,,,,,,,,,,,,
47019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,3,adv,14,1,11,12,141, surface ,765,532,,519.7569580078125,762.1354513168335,559.7569580078125,826.1285171508789,11,2,hover,100,100,0.9823650088307143,0.2060760498046875,147,,,advanced,1,,,,,,,,,,,,
