responseTime,ProlificId,ProlificID,SubjectId,SubjectID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,demo_english_speaking,demo_english_understanding,demo_english_reading,demo_english_acquire_start_age,demo_english_fluent_age,demo_english_read_start_age,demo_english_read_fluent_age,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,onestop_block_level,onestop_paragraph_index,device,hand,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key
32456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,4,11,12,-1,999,954,370,1211357.8000001907,,,,,,,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
32516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,4,11,12,-1,999,954,370,1211417.8000001907,,,,,,,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
32553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,4,11,12,-1,999,954,370,1211454.8000001907,,,,,,,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
32603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,4,11,12,-1,999,954,370,1211504.700000286,,,,,,,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
32656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,4,11,12,-1,999,954,370,1211557.6000003815,,,,,,,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
32716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,4,11,12,-1,999,954,370,1211617.700000286,,,,,,,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
32752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,4,11,12,-1,999,954,370,1211654.1000003815,,,,,,,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
32816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,4,11,12,-1,999,954,370,1211717.700000286,,,,,,,,,,,,,,,intermediate,4,,,,,,,,,,,,,,
46361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,int,9,4,11,,,,,,,,,,,,,,,,,,,When the technology has become better,1,,,,,,,,,,,,,,,,
46361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,When the technology has become better,,,,,,,,,,,,,,,,,
2489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,-1,999,608,113,1228417.5,,,,,,,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,-1,999,607,114,1228465.200000286,,,,,,,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,-1,999,607,116,1228504.700000286,,,,,,,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,-1,999,621,132,1228554.8000001907,,,,,,,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,1, But ,627,134,1228618.1000003815,123.265625,625.375,143.265625,657.40625,1,1,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,1, But ,628,134,1228655,123.265625,625.375,143.265625,657.40625,1,1,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,1, But ,640,137,1228717.700000286,123.265625,625.375,143.265625,657.40625,1,1,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
1014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,1, But ,642,138,1228765.4000000954,123.265625,625.375,143.265625,657.40625,1,1,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
1066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,1, But ,642,138,1228817.3000001907,123.265625,625.375,143.265625,657.40625,1,1,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
1116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,1, But ,642,138,1228867.6000003815,123.265625,625.375,143.265625,657.40625,1,1,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
1168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,1, But ,642,138,1228919.8000001907,123.265625,625.375,143.265625,657.40625,1,1,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
1213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,1, But ,642,138,1228964.1000003815,123.265625,625.375,143.265625,657.40625,1,1,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
1250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,9,5,12,13,1, But ,624,133,,113.265625,622.171875,153.265625,657.40625,1,1,hover,433.40000009536743,433.40000009536743,0.8749445676274945,0.618359375,57,,,intermediate,5,,,,,,,,,,,,,,
1268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,2, the ,670,137,1229019.200000286,123.265625,657.40625,143.265625,687.4375,1,2,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
1303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,2, the ,672,137,1229054.5,123.265625,657.40625,143.265625,687.4375,1,2,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
1367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,2, the ,672,136,1229118.200000286,123.265625,657.40625,143.265625,687.4375,1,2,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
1417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,2, the ,673,136,1229168.700000286,123.265625,657.40625,143.265625,687.4375,1,2,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
1465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,2, the ,674,136,1229216.700000286,123.265625,657.40625,143.265625,687.4375,1,2,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
1517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,2, the ,681,136,1229268.5,123.265625,657.40625,143.265625,687.4375,1,2,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
1550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,9,5,12,13,2, the ,663,138,,113.265625,657.40625,153.265625,687.4375,1,2,hover,300,300,0.8855359001040582,0.568359375,57,,,intermediate,5,,,,,,,,,,,,,,
1552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,3, idea ,689,136,1229304,123.265625,687.4375,143.265625,726.484375,1,3,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
1602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,3, idea ,699,136,1229354,123.265625,687.4375,143.265625,726.484375,1,3,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
1666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,3, idea ,707,136,1229417.700000286,123.265625,687.4375,143.265625,726.484375,1,3,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
1705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,3, idea ,713,136,1229456.4000000954,123.265625,687.4375,143.265625,726.484375,1,3,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
1752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,3, idea ,722,136,1229504,123.265625,687.4375,143.265625,726.484375,1,3,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
1783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,9,5,12,13,3, idea ,689,136,,113.265625,687.4375,153.265625,726.484375,1,3,hover,233.5,233.5,0.961984793917567,0.568359375,57,,,intermediate,5,,,,,,,,,,,,,,
1817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,4, of ,737,136,1229568.700000286,123.265625,726.484375,143.265625,746.5,1,4,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
1853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,4, of ,745,136,1229605,123.265625,726.484375,143.265625,746.5,1,4,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
1866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,9,5,12,13,4, of ,728,136,,113.265625,726.484375,153.265625,746.5,1,4,hover,83.2999997138977,83.2999997138977,0.9250585480093677,0.568359375,57,,,intermediate,5,,,,,,,,,,,,,,
1917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,5, driverless ,754,137,1229668.8000001907,123.265625,746.5,143.265625,828.53125,1,5,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,5, driverless ,756,137,1229714.700000286,123.265625,746.5,143.265625,828.53125,1,5,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,5, driverless ,761,137,1229768.8000001907,123.265625,746.5,143.265625,828.53125,1,5,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
2066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,5, driverless ,766,137,1229817.9000000954,123.265625,746.5,143.265625,828.53125,1,5,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
2115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,5, driverless ,771,141,1229866.4000000954,123.265625,746.5,143.265625,828.53125,1,5,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
2166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,5, driverless ,771,141,1229917.5,123.265625,746.5,143.265625,828.53125,1,5,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
2217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,5, driverless ,771,141,1229968.9000000954,123.265625,746.5,143.265625,828.53125,1,5,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
2267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,5, driverless ,771,141,1230018.6000003815,123.265625,746.5,143.265625,828.53125,1,5,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
2317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,5, driverless ,771,141,1230068.4000000954,123.265625,746.5,143.265625,828.53125,1,5,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
2358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,5, driverless ,771,141,1230109.3000001907,123.265625,746.5,143.265625,828.53125,1,5,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
2416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,5, driverless ,779,140,1230167.8000001907,123.265625,746.5,143.265625,828.53125,1,5,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
2465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,5, driverless ,780,139,1230216.1000003815,123.265625,746.5,143.265625,828.53125,1,5,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
2516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,5, driverless ,780,139,1230267.9000000954,123.265625,746.5,143.265625,828.53125,1,5,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
2567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,5, driverless ,780,139,1230318.700000286,123.265625,746.5,143.265625,828.53125,1,5,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
2602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,5, driverless ,782,139,1230354.1000003815,123.265625,746.5,143.265625,828.53125,1,5,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
2653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,5, driverless ,785,139,1230404.1000003815,123.265625,746.5,143.265625,828.53125,1,5,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
2716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,5, driverless ,789,139,1230467.8000001907,123.265625,746.5,143.265625,828.53125,1,5,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
2763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,5, driverless ,795,139,1230514.4000000954,123.265625,746.5,143.265625,828.53125,1,5,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
2804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,5, driverless ,797,139,1230555.6000003815,123.265625,746.5,143.265625,828.53125,1,5,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
2861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,5, driverless ,798,139,1230612.700000286,123.265625,746.5,143.265625,828.53125,1,5,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
2917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,5, driverless ,799,139,1230668.6000003815,123.265625,746.5,143.265625,828.53125,1,5,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
2966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,5, driverless ,799,139,1230717.700000286,123.265625,746.5,143.265625,828.53125,1,5,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
3017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,5, driverless ,799,139,1230768.700000286,123.265625,746.5,143.265625,828.53125,1,5,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
3066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,5, driverless ,799,139,1230817.9000000954,123.265625,746.5,143.265625,828.53125,1,5,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
3117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,5, driverless ,799,139,1230868.1000003815,123.265625,746.5,143.265625,828.53125,1,5,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
3162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,5, driverless ,800,139,1230913.8000001907,123.265625,746.5,143.265625,828.53125,1,5,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
3203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,5, driverless ,803,139,1230954.200000286,123.265625,746.5,143.265625,828.53125,1,5,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
3266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,5, driverless ,814,138,1231017.9000000954,123.265625,746.5,143.265625,828.53125,1,5,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
3316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,5, driverless ,825,137,1231068,123.265625,746.5,143.265625,828.53125,1,5,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,9,5,12,13,5, driverless ,748,136,,113.265625,746.5,153.265625,828.53125,1,5,hover,1466.7000002861023,1466.7000002861023,0.9813333333333333,0.593359375,57,,,intermediate,5,,,,,,,,,,,,,,
3361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,6, cars ,831,136,1231112.3000001907,123.265625,828.53125,143.265625,867.546875,1,6,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
3416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,6, cars ,837,136,1231168,123.265625,828.53125,143.265625,867.546875,1,6,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
3466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,6, cars ,847,135,1231217.700000286,123.265625,828.53125,143.265625,867.546875,1,6,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
3517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,6, cars ,865,135,1231268.700000286,123.265625,828.53125,143.265625,867.546875,1,6,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
3533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,9,5,12,13,6, cars ,829,136,,113.265625,828.53125,153.265625,867.546875,1,6,hover,200,200,0.934721665999199,0.543359375,57,,,intermediate,5,,,,,,,,,,,,,,
3566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,7, replacing ,876,135,1231318,123.265625,867.546875,143.265625,945.59375,1,7,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
3606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,7, replacing ,891,135,1231357.1000003815,123.265625,867.546875,143.265625,945.59375,1,7,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
3657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,7, replacing ,897,135,1231408.200000286,123.265625,867.546875,143.265625,945.59375,1,7,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
3705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,7, replacing ,902,135,1231456.4000000954,123.265625,867.546875,143.265625,945.59375,1,7,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
3755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,7, replacing ,907,135,1231506.5,123.265625,867.546875,143.265625,945.59375,1,7,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
3804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,7, replacing ,915,135,1231555.1000003815,123.265625,867.546875,143.265625,945.59375,1,7,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
3866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,7, replacing ,927,135,1231617.9000000954,123.265625,867.546875,143.265625,945.59375,1,7,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
3916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,7, replacing ,942,135,1231667.9000000954,123.265625,867.546875,143.265625,945.59375,1,7,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
3917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,9,5,12,13,7, replacing ,870,135,,113.265625,867.546875,153.265625,945.59375,1,7,hover,383.5,383.5,0.953953953953954,0.543359375,57,,,intermediate,5,,,,,,,,,,,,,,
3966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,8, human-driven ,958,135,1231717.9000000954,123.265625,945.59375,143.265625,1060.65625,1,8,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
4017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,8, human-driven ,980,135,1231768.9000000954,123.265625,945.59375,143.265625,1060.65625,1,8,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
4066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,8, human-driven ,985,135,1231817.9000000954,123.265625,945.59375,143.265625,1060.65625,1,8,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
4108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,8, human-driven ,990,135,1231859.200000286,123.265625,945.59375,143.265625,1060.65625,1,8,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
4167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,8, human-driven ,997,135,1231918.8000001907,123.265625,945.59375,143.265625,1060.65625,1,8,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
4203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,8, human-driven ,1002,135,1231955,123.265625,945.59375,143.265625,1060.65625,1,8,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
4266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,8, human-driven ,1014,135,1232018,123.265625,945.59375,143.265625,1060.65625,1,8,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
4303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,8, human-driven ,1027,135,1232054.1000003815,123.265625,945.59375,143.265625,1060.65625,1,8,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
4366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,8, human-driven ,1040,135,1232118,123.265625,945.59375,143.265625,1060.65625,1,8,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
4402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,8, human-driven ,1055,135,1232154,123.265625,945.59375,143.265625,1060.65625,1,8,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
4433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover_association,2,2,int,9,5,12,13,8, human-driven ,947,135,,113.265625,945.59375,153.265625,1060.65625,1,8,hover,516.5,516.5,0.9856056491037479,0.543359375,57,,,intermediate,5,,,,,,,,,,,,,,
4452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raw_position_sample,2,2,int,9,5,12,13,9, taxis ,1065,135,1232203.9000000954,123.265625,1060.65625,143.265625,1102.671875,1,9,,,,,,,,,intermediate,5,,,,,,,,,,,,,,
