responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,SubjectId,SubjectID,onestop_block_level,onestop_paragraph_index,ProlificId,ProlificID,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,demo_english_speaking,demo_english_understanding,demo_english_reading,demo_english_acquire_start_age,demo_english_fluent_age,demo_english_read_start_age,demo_english_read_fluent_age,demo_other_english_test,demo_other_english_test_score,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,response,response_correct,prolific_pid,prolific_study_id,prolific_session_id,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_ProlificId,glb_ProlificID,glb_SubjectId,glb_SubjectID,glb_study_key,SONAId,SonaId
525,raw_position_sample,2,2,int,19,2,6,7,-1,999,408,119,1351735,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c
577,raw_position_sample,2,2,int,19,2,6,7,-1,999,417,129,1351787,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c
633,raw_position_sample,2,2,int,19,2,6,7,-1,999,417,129,1351841,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c
683,raw_position_sample,2,2,int,19,2,6,7,-1,999,417,129,1351891,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c
738,raw_position_sample,2,2,int,19,2,6,7,-1,999,417,129,1351947,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c
792,raw_position_sample,2,2,int,19,2,6,7,-1,999,417,129,1352001,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c
846,raw_position_sample,2,2,int,19,2,6,7,-1,999,417,129,1352054,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c
897,raw_position_sample,2,2,int,19,2,6,7,-1,999,419,129,1352106,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c
950,hover_association,2,2,int,19,2,6,7,1, The ,422,129,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.21665954589844,421.0133361816406,141.21665954589844,460.6499938964844,1,1,hover,50,50,0.9836011930884638,0.669583511352539,133,,,,,,,,,,,,,,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c
951,raw_position_sample,2,2,int,19,2,6,7,2, scientist ,463,128,1352161,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c,intermediate,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.96665954589844,460.6499938964844,130.46665954589844,530.6833343505859,1,2,,,,,,,,,,,,,,,,,,,,,6a1f7436bde25c55cb81754c,6a1f7436bde25c55cb81754c
