responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,SubjectId,SubjectID,onestop_block_level,onestop_paragraph_index,SONAId,SonaId,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,response,response_correct,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_SONAId,glb_SubjectId,glb_SubjectID,glb_SonaId,glb_study_key
999,raw_position_sample,2,2,int,20,4,10,11,-1,999,677,542,591408.5999999046,33916,33916,intermediate,4,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,hover_association,2,2,int,20,4,10,11,122, article: ,606,425,,33916,33916,intermediate,4,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,16.700000286102295,16.700000286102295,0.45684664063551905,0.309375,156,412.625,579.4921875,452.625,637.515625,9,6,,,,,,,,,,,
1037,raw_position_sample,2,2,int,20,4,10,11,31, writers ,473,188,591446.4000000954,33916,33916,intermediate,4,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.375,442.40625,202.875,500.40625,3,3,,,,,,,,,,,
1050,hover_association,2,2,int,20,4,10,11,31, writers ,473,188,,33916,33916,intermediate,4,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,16.699999809265137,16.699999809265137,0.5274784482758621,0.384375,156,172.625,442.40625,212.625,500.40625,3,3,,,,,,,,,,,
1068,hover_association,2,2,int,20,4,10,11,3, Censorship ,421,94,,33916,33916,intermediate,4,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.7999997138977051,0.7999997138977051,0.005856515373352855,0.034375,156,92.625,420.4375,132.625,516.484375,1,3,,,,,,,,,,,
1085,raw_position_sample,2,2,int,20,4,10,11,-1,999,410,79,591495.3000001907,33916,33916,intermediate,4,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,raw_position_sample,2,2,int,20,4,10,11,-1,999,410,79,591545.5999999046,33916,33916,intermediate,4,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1186,raw_position_sample,2,2,int,20,4,10,11,-1,999,410,79,591595.5999999046,33916,33916,intermediate,4,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,raw_position_sample,2,2,int,20,4,10,11,-1,999,384,84,591646.0999999046,33916,33916,intermediate,4,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1268,hover_association,2,2,int,20,4,10,11,1, Index ,384,93,,33916,33916,intermediate,4,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,1.0999999046325684,1.0999999046325684,0.7827624661462482,0.009375,156,92.625,342.87220982142856,132.625,395.4140625,1,1,,,,,,,,,,,
