responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,SubjectId,SubjectID,SonaId,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,onestop_block_level,onestop_paragraph_index,SONAId,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,sampleTimeMs,response,response_correct,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_SONAId,glb_SubjectId,glb_SubjectID,glb_SonaId,glb_study_key
2000,hover_association,2,2,int,29,6,33,34,103, finds ,386,364,hover,13.400000095367432,13.400000095367432,0.9210096241147631,0.784375,119,33916,33916,33916,332.625,346.375,372.625,389.3984375,7,1,intermediate,6,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,raw_position_sample,2,2,int,29,6,33,34,-1,999,325,290,,,,,,,33916,33916,33916,,,,,,,intermediate,6,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1140245.3000001907,,,,,,,,,,,
2054,raw_position_sample,2,2,int,29,6,33,34,-1,999,292,217,,,,,,,33916,33916,33916,,,,,,,intermediate,6,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1140295.3000001907,,,,,,,,,,,
2104,raw_position_sample,2,2,int,29,6,33,34,-1,999,291,200,,,,,,,33916,33916,33916,,,,,,,intermediate,6,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1140345.4000000954,,,,,,,,,,,
2154,raw_position_sample,2,2,int,29,6,33,34,-1,999,294,199,,,,,,,33916,33916,33916,,,,,,,intermediate,6,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1140395.3000001907,,,,,,,,,,,
2204,raw_position_sample,2,2,int,29,6,33,34,-1,999,301,198,,,,,,,33916,33916,33916,,,,,,,intermediate,6,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1140445.3000001907,,,,,,,,,,,
2254,raw_position_sample,2,2,int,29,6,33,34,-1,999,309,184,,,,,,,33916,33916,33916,,,,,,,intermediate,6,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1140495.4000000954,,,,,,,,,,,
2304,raw_position_sample,2,2,int,29,6,33,34,-1,999,328,158,,,,,,,33916,33916,33916,,,,,,,intermediate,6,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1140545.3000001907,,,,,,,,,,,
2354,raw_position_sample,2,2,int,29,6,33,34,-1,999,339,144,,,,,,,33916,33916,33916,,,,,,,intermediate,6,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1140595.5,,,,,,,,,,,
2370,hover_association,2,2,int,29,6,33,34,16, could ,348,134,hover,0.9000000953674316,0.9000000953674316,0.03382663847780127,0.034375,119,33916,33916,33916,132.625,346.375,172.625,394.4140625,2,1,intermediate,6,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
