responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,sampleTimeMs,SubjectId,SubjectID,onestop_block_level,onestop_paragraph_index,SONAId,SonaId,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,response,response_correct,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_SONAId,glb_SubjectId,glb_SubjectID,glb_SonaId,glb_study_key
2067,raw_position_sample,2,3,adv,15,5,38,39,-1,999,786,392,1276695.5,33916,33916,advanced,5,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2103,hover_association,2,3,adv,15,5,38,39,57, could ,777,240,,33916,33916,advanced,5,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,16.5,16.5,0.5704992681736868,0.684375,115,212.625,749.59375,252.625,797.6328125,4,9,,,,,,,,,,,
2118,raw_position_sample,2,3,adv,15,5,38,39,-1,999,777,240,1276747,33916,33916,advanced,5,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2136,hover_association,2,3,adv,15,5,38,39,7, oxytocin ,689,118,,33916,33916,advanced,5,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,16.40000009536743,16.40000009536743,0.7099967007588255,0.634375,115,92.625,638.5625,132.625,709.6015625,1,7,,,,,,,,,,,
2168,raw_position_sample,2,3,adv,15,5,38,39,-1,999,689,118,1276796.9000000954,33916,33916,advanced,5,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2218,raw_position_sample,2,3,adv,15,5,38,39,-1,999,689,118,1276847.200000286,33916,33916,advanced,5,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2254,hover_association,2,3,adv,15,5,38,39,2, surprising ,367,95,,33916,33916,advanced,5,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,1,1,0.05541964621753858,0.059375,115,92.625,362.3984375,132.625,445.4296875,1,2,,,,,,,,,,,
2267,raw_position_sample,2,3,adv,15,5,38,39,-1,999,367,95,1276896.3000001907,33916,33916,advanced,5,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2270,hover_association,2,3,adv,15,5,38,39,1, A ,358,101,,33916,33916,advanced,5,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,0.8999996185302734,0.8999996185302734,0.7647140767569829,0.209375,115,92.625,343.7044270833333,132.625,362.3984375,1,1,,,,,,,,,,,
2318,raw_position_sample,2,3,adv,15,5,38,39,1, A ,346,108,1276946.9000000954,33916,33916,advanced,5,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.375,346.375,122.875,362.3984375,1,1,,,,,,,,,,,
2320,hover_association,2,3,adv,15,5,38,39,1, A ,352,104,,33916,33916,advanced,5,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,33.30000019073486,33.30000019073486,0.12279724176360053,0.384375,115,92.625,343.7044270833333,132.625,362.3984375,1,1,,,,,,,,,,,
2368,raw_position_sample,2,3,adv,15,5,38,39,-1,999,333,113,1276997,33916,33916,advanced,5,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2417,raw_position_sample,2,3,adv,15,5,38,39,-1,999,323,115,1277046.200000286,33916,33916,advanced,5,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468,raw_position_sample,2,3,adv,15,5,38,39,-1,999,321,115,1277096.700000286,33916,33916,advanced,5,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517,raw_position_sample,2,3,adv,15,5,38,39,-1,999,327,114,1277145.9000000954,33916,33916,advanced,5,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2553,hover_association,2,3,adv,15,5,38,39,1, A ,351,111,,33916,33916,advanced,5,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,16.600000381469727,16.600000381469727,0.3902625896775099,0.459375,115,92.625,343.7044270833333,132.625,362.3984375,1,1,,,,,,,,,,,
2568,raw_position_sample,2,3,adv,15,5,38,39,2, surprising ,375,110,1277197.4000000954,33916,33916,advanced,5,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.375,362.3984375,122.875,445.4296875,1,2,,,,,,,,,,,
2617,raw_position_sample,2,3,adv,15,5,38,39,2, surprising ,427,110,1277246.4000000954,33916,33916,advanced,5,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.375,362.3984375,122.875,445.4296875,1,2,,,,,,,,,,,
2637,hover_association,2,3,adv,15,5,38,39,2, surprising ,375,110,,33916,33916,advanced,5,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,83.5,83.5,0.9346066992849078,0.434375,115,92.625,362.3984375,132.625,445.4296875,1,2,,,,,,,,,,,
2668,raw_position_sample,2,3,adv,15,5,38,39,3," finding, ",462,112,1277296.700000286,33916,33916,advanced,5,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.375,445.4296875,122.875,508.4765625,1,3,,,,,,,,,,,
2717,raw_position_sample,2,3,adv,15,5,38,39,3," finding, ",481,114,1277346.5,33916,33916,advanced,5,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.375,445.4296875,122.875,508.4765625,1,3,,,,,,,,,,,
2768,raw_position_sample,2,3,adv,15,5,38,39,3," finding, ",507,116,1277396.5999999046,33916,33916,advanced,5,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.375,445.4296875,122.875,508.4765625,1,3,,,,,,,,,,,
2769,hover_association,2,3,adv,15,5,38,39,3," finding, ",456,111,,33916,33916,advanced,5,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,133,133,0.9765799256505576,0.584375,115,92.625,445.4296875,132.625,508.4765625,1,3,,,,,,,,,,,
2818,raw_position_sample,2,3,adv,15,5,38,39,4," however, ",537,116,1277446.8000001907,33916,33916,advanced,5,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.375,508.4765625,122.875,585.53125,1,4,,,,,,,,,,,
2868,raw_position_sample,2,3,adv,15,5,38,39,4," however, ",565,116,1277497.3000001907,33916,33916,advanced,5,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.375,508.4765625,122.875,585.53125,1,4,,,,,,,,,,,
2917,raw_position_sample,2,3,adv,15,5,38,39,4," however, ",577,115,1277546.200000286,33916,33916,advanced,5,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.375,508.4765625,122.875,585.53125,1,4,,,,,,,,,,,
2968,raw_position_sample,2,3,adv,15,5,38,39,4," however, ",577,115,1277596.700000286,33916,33916,advanced,5,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.375,508.4765625,122.875,585.53125,1,4,,,,,,,,,,,
3017,raw_position_sample,2,3,adv,15,5,38,39,4," however, ",577,115,1277646.5,33916,33916,advanced,5,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.375,508.4765625,122.875,585.53125,1,4,,,,,,,,,,,
3068,raw_position_sample,2,3,adv,15,5,38,39,4," however, ",577,115,1277697.4000000954,33916,33916,advanced,5,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.375,508.4765625,122.875,585.53125,1,4,,,,,,,,,,,
3103,hover_association,2,3,adv,15,5,38,39,4," however, ",517,116,,33916,33916,advanced,5,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,333.5,333.5,0.9801277501774308,0.559375,115,92.625,508.4765625,132.625,585.53125,1,4,,,,,,,,,,,
3118,raw_position_sample,2,3,adv,15,5,38,39,5, is ,598,115,1277746.5999999046,33916,33916,advanced,5,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.375,585.53125,122.875,603.53125,1,5,,,,,,,,,,,
3120,hover_association,2,3,adv,15,5,38,39,5, is ,598,115,,33916,33916,advanced,5,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,16.799999713897705,16.799999713897705,0.6927083333333334,0.559375,115,92.625,585.53125,132.625,603.53125,1,5,,,,,,,,,,,
3137,hover_association,2,3,adv,15,5,38,39,6, that ,621,115,,33916,33916,advanced,5,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,15.700000286102295,15.700000286102295,0.49866190900981266,0.559375,115,92.625,603.53125,132.625,638.5625,1,6,,,,,,,,,,,
3168,raw_position_sample,2,3,adv,15,5,38,39,7, oxytocin ,672,115,1277796.9000000954,33916,33916,advanced,5,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.375,638.5625,122.875,709.6015625,1,7,,,,,,,,,,,
3187,hover_association,2,3,adv,15,5,38,39,7, oxytocin ,651,115,,33916,33916,advanced,5,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,50.89999961853027,50.89999961853027,0.7522269877928076,0.559375,115,92.625,638.5625,132.625,709.6015625,1,7,,,,,,,,,,,
3218,raw_position_sample,2,3,adv,15,5,38,39,8, nasal ,723,115,1277847.200000286,33916,33916,advanced,5,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.375,709.6015625,122.875,757.640625,1,8,,,,,,,,,,,
3268,raw_position_sample,2,3,adv,15,5,38,39,8, nasal ,742,116,1277896.5999999046,33916,33916,advanced,5,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.375,709.6015625,122.875,757.640625,1,8,,,,,,,,,,,
3318,raw_position_sample,2,3,adv,15,5,38,39,8, nasal ,755,118,1277946.700000286,33916,33916,advanced,5,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.375,709.6015625,122.875,757.640625,1,8,,,,,,,,,,,
3368,raw_position_sample,2,3,adv,15,5,38,39,8, nasal ,755,118,1277997.3000001907,33916,33916,advanced,5,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.375,709.6015625,122.875,757.640625,1,8,,,,,,,,,,,
3418,raw_position_sample,2,3,adv,15,5,38,39,8, nasal ,755,118,1278047.200000286,33916,33916,advanced,5,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.375,709.6015625,122.875,757.640625,1,8,,,,,,,,,,,
3468,raw_position_sample,2,3,adv,15,5,38,39,8, nasal ,755,118,1278097.3000001907,33916,33916,advanced,5,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.375,709.6015625,122.875,757.640625,1,8,,,,,,,,,,,
3518,raw_position_sample,2,3,adv,15,5,38,39,8, nasal ,757,118,1278146.9000000954,33916,33916,advanced,5,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.375,709.6015625,122.875,757.640625,1,8,,,,,,,,,,,
3520,hover_association,2,3,adv,15,5,38,39,8, nasal ,713,115,,33916,33916,advanced,5,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,333.2000002861023,333.2000002861023,0.9866644982924053,0.634375,115,92.625,709.6015625,132.625,757.640625,1,8,,,,,,,,,,,
3553,hover_association,2,3,adv,15,5,38,39,9, spray ,769,118,,33916,33916,advanced,5,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,33.5,33.5,0.5376892430278885,0.634375,115,92.625,757.640625,132.625,806.6640625,1,9,,,,,,,,,,,
3568,raw_position_sample,2,3,adv,15,5,38,39,10, did ,807,117,1278197.200000286,33916,33916,advanced,5,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.375,806.6640625,122.875,835.6875,1,10,,,,,,,,,,,
3587,hover_association,2,3,adv,15,5,38,39,10, did ,807,117,,33916,33916,advanced,5,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,33.19999980926514,33.19999980926514,0.9763122476446837,0.584375,115,92.625,806.6640625,132.625,835.6875,1,10,,,,,,,,,,,
3603,hover_association,2,3,adv,15,5,38,39,11, not ,853,115,,33916,33916,advanced,5,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,16.700000286102295,16.700000286102295,0.5766328389279209,0.559375,115,92.625,835.6875,132.625,865.7109375,1,11,,,,,,,,,,,
3618,raw_position_sample,2,3,adv,15,5,38,39,12, change ,871,115,1278246.8000001907,33916,33916,advanced,5,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.375,865.7109375,122.875,929.765625,1,12,,,,,,,,,,,
3668,raw_position_sample,2,3,adv,15,5,38,39,12, change ,893,115,1278296.700000286,33916,33916,advanced,5,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.375,865.7109375,122.875,929.765625,1,12,,,,,,,,,,,
3718,raw_position_sample,2,3,adv,15,5,38,39,12, change ,905,115,1278346.5999999046,33916,33916,advanced,5,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.375,865.7109375,122.875,929.765625,1,12,,,,,,,,,,,
3753,hover_association,2,3,adv,15,5,38,39,12, change ,871,115,,33916,33916,advanced,5,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,150,150,0.8631540431759971,0.559375,115,92.625,865.7109375,132.625,929.765625,1,12,,,,,,,,,,,
3768,raw_position_sample,2,3,adv,15,5,38,39,13, performance ,932,116,1278396.8000001907,33916,33916,advanced,5,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.375,929.765625,122.875,1035.8203125,1,13,,,,,,,,,,,
3818,raw_position_sample,2,3,adv,15,5,38,39,13, performance ,983,116,1278447.3000001907,33916,33916,advanced,5,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.375,929.765625,122.875,1035.8203125,1,13,,,,,,,,,,,
3868,raw_position_sample,2,3,adv,15,5,38,39,13, performance ,1033,115,1278497.4000000954,33916,33916,advanced,5,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.375,929.765625,122.875,1035.8203125,1,13,,,,,,,,,,,
3870,hover_association,2,3,adv,15,5,38,39,13, performance ,932,116,,33916,33916,advanced,5,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,116.59999990463257,116.59999990463257,0.9734069981583794,0.559375,115,92.625,929.765625,132.625,1035.8203125,1,13,,,,,,,,,,,
3903,hover_association,2,3,adv,15,5,38,39,14, on ,1046,114,,33916,33916,advanced,5,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hover,33.5,33.5,0.6865438651264439,0.509375,115,92.625,1035.8203125,132.625,1060.84375,1,14,,,,,,,,,,,
3918,raw_position_sample,2,3,adv,15,5,38,39,15, the ,1061,112,1278546.700000286,33916,33916,advanced,5,33916,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.375,1060.84375,122.875,1085.8671875,1,15,,,,,,,,,,,
