responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,SubjectId,SubjectID,SonaId,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,onestop_block_level,onestop_paragraph_index,SONAId,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,sampleTimeMs,response,response_correct,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_SONAId,glb_SubjectId,glb_SubjectID,glb_SonaId,glb_study_key
2662,hover_association,2,3,adv,24,6,49,50,104, we ,550,369,hover,10.099999904632568,10.099999904632568,0.624372559955382,0.909375,128,33916,33916,33916,332.625,532.5078125,372.625,560.5234375,7,5,advanced,6,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2669,hover_association,2,3,adv,24,6,49,50,72, thousands ,532,284,hover,0.8000001907348633,0.8000001907348633,0.051361660604985364,0.784375,128,33916,33916,33916,252.625,527.4765625,292.625,615.546875,5,5,advanced,6,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2674,raw_position_sample,2,3,adv,24,6,49,50,-1,999,532,284,,,,,,,33916,33916,33916,,,,,,,advanced,6,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1560095.8000001907,,,,,,,,,,,
2686,hover_association,2,3,adv,24,6,49,50,35, in ,523,180,hover,0.8000001907348633,0.8000001907348633,0.6055875102711585,0.184375,128,33916,33916,33916,172.625,511.484375,212.625,530.5,3,4,advanced,6,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702,hover_association,2,3,adv,24,6,49,50,20," alone, ",523,162,hover,0.7999997138977051,0.7999997138977051,0.5835501590054929,0.734375,128,33916,33916,33916,132.625,491.4609375,172.625,545.5078125,2,3,advanced,6,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725,raw_position_sample,2,3,adv,24,6,49,50,-1,999,523,162,,,,,,,33916,33916,33916,,,,,,,advanced,6,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1560146.9000000954,,,,,,,,,,,
2775,raw_position_sample,2,3,adv,24,6,49,50,-1,999,523,162,,,,,,,33916,33916,33916,,,,,,,advanced,6,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1560196.9000000954,,,,,,,,,,,
2825,raw_position_sample,2,3,adv,24,6,49,50,-1,999,523,162,,,,,,,33916,33916,33916,,,,,,,advanced,6,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1560247.200000286,,,,,,,,,,,
2873,hover_association,2,3,adv,24,6,49,50,20," alone, ",522,162,hover,2.9000000953674316,2.9000000953674316,0.5650477016478751,0.734375,128,33916,33916,33916,132.625,491.4609375,172.625,545.5078125,2,3,advanced,6,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2874,raw_position_sample,2,3,adv,24,6,49,50,-1,999,522,162,,,,,,,33916,33916,33916,,,,,,,advanced,6,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1560296.0999999046,,,,,,,,,,,
2902,hover_association,2,3,adv,24,6,49,50,20," alone, ",511,160,hover,16.700000286102295,16.700000286102295,0.36152067071407923,0.684375,128,33916,33916,33916,132.625,491.4609375,172.625,545.5078125,2,3,advanced,6,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2925,raw_position_sample,2,3,adv,24,6,49,50,19, virtually ,467,150,,,,,,,33916,33916,33916,142.375,425.4453125,162.875,491.4609375,2,2,advanced,6,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1560346.5999999046,,,,,,,,,,,
2935,hover_association,2,3,adv,24,6,49,50,19, virtually ,491,156,hover,33.40000009536743,33.40000009536743,0.6294674556213018,0.434375,128,33916,33916,33916,132.625,425.4453125,172.625,491.4609375,2,2,advanced,6,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2953,hover_association,2,3,adv,24,6,49,50,18, sunbathe ,398,136,hover,1.0999999046325684,1.0999999046325684,0.6528999110759807,0.084375,128,33916,33916,33916,132.625,346.375,172.625,425.4453125,2,1,advanced,6,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2970,hover_association,2,3,adv,24,6,49,50,18, sunbathe ,375,133,hover,1.0999999046325684,1.0999999046325684,0.36201956328426044,0.009375,128,33916,33916,33916,132.625,346.375,172.625,425.4453125,2,1,advanced,6,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2974,raw_position_sample,2,3,adv,24,6,49,50,-1,999,375,133,,,,,,,33916,33916,33916,,,,,,,advanced,6,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1560396,,,,,,,,,,,
2986,hover_association,2,3,adv,24,6,49,50,1, Lemnos ,352,128,hover,1,1,0.13550646013752338,0.884375,128,33916,33916,33916,92.625,342.06005859375,132.625,415.4140625,1,1,advanced,6,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3024,raw_position_sample,2,3,adv,24,6,49,50,-1,999,334,125,,,,,,,33916,33916,33916,,,,,,,advanced,6,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1560446.4000000954,,,,,,,,,,,
3074,raw_position_sample,2,3,adv,24,6,49,50,-1,999,327,122,,,,,,,33916,33916,33916,,,,,,,advanced,6,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1560496.0999999046,,,,,,,,,,,
3124,raw_position_sample,2,3,adv,24,6,49,50,-1,999,326,119,,,,,,,33916,33916,33916,,,,,,,advanced,6,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1560546.5,,,,,,,,,,,
3174,raw_position_sample,2,3,adv,24,6,49,50,-1,999,328,116,,,,,,,33916,33916,33916,,,,,,,advanced,6,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1560596.5,,,,,,,,,,,
3223,raw_position_sample,2,3,adv,24,6,49,50,-1,999,338,109,,,,,,,33916,33916,33916,,,,,,,advanced,6,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1560645.4000000954,,,,,,,,,,,
3274,raw_position_sample,2,3,adv,24,6,49,50,1, Lemnos ,364,107,,,,,,,33916,33916,33916,102.375,346.375,122.875,415.4140625,1,1,advanced,6,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1560696.5,,,,,,,,,,,
3324,raw_position_sample,2,3,adv,24,6,49,50,1, Lemnos ,391,110,,,,,,,33916,33916,33916,102.375,346.375,122.875,415.4140625,1,1,advanced,6,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1560746.0999999046,,,,,,,,,,,
3374,raw_position_sample,2,3,adv,24,6,49,50,1, Lemnos ,412,113,,,,,,,33916,33916,33916,102.375,346.375,122.875,415.4140625,1,1,advanced,6,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1560796.0999999046,,,,,,,,,,,
3386,hover_association,2,3,adv,24,6,49,50,1, Lemnos ,344,107,hover,150.2000002861023,150.2000002861023,0.9534577212122826,0.509375,128,33916,33916,33916,92.625,342.06005859375,132.625,415.4140625,1,1,advanced,6,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3424,raw_position_sample,2,3,adv,24,6,49,50,2, has ,440,116,,,,,,,33916,33916,33916,102.375,415.4140625,122.875,449.4375,1,2,advanced,6,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1560846,,,,,,,,,,,
3436,hover_association,2,3,adv,24,6,49,50,2, has ,422,115,hover,49.90000009536743,49.90000009536743,0.722617680826636,0.584375,128,33916,33916,33916,92.625,415.4140625,132.625,449.4375,1,2,advanced,6,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3474,raw_position_sample,2,3,adv,24,6,49,50,3, dozens ,477,111,,,,,,,33916,33916,33916,102.375,449.4375,122.875,512.484375,1,3,advanced,6,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1560896.200000286,,,,,,,,,,,
