responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,SubjectId,SubjectID,SonaId,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,onestop_block_level,onestop_paragraph_index,SONAId,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,sampleTimeMs,response,response_correct,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_SONAId,glb_SubjectId,glb_SubjectID,glb_SonaId,glb_study_key
2768,hover_association,2,3,adv,12,2,52,53,106," 1,909 ",531,373,hover,14.300000190734863,14.300000190734863,0.8097096472057446,0.009375,129,33916,33916,33916,372.625,490.4765625,412.625,540.5234375,8,5,advanced,2,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786,hover_association,2,3,adv,12,2,52,53,73, insects ,487,312,hover,16.800000190734863,16.800000190734863,0.9108948918192293,0.484375,129,33916,33916,33916,292.625,431.4140625,332.625,492.4375,6,3,advanced,2,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789,raw_position_sample,2,3,adv,12,2,52,53,-1,999,487,312,,,,,,,33916,33916,33916,,,,,,,advanced,2,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1643796.200000286,,,,,,,,,,,
2819,hover_association,2,3,adv,12,2,52,53,16, deep-fried ,387,146,hover,16.59999990463257,16.59999990463257,0.47208352246936,0.334375,129,33916,33916,33916,132.625,346.375,172.625,432.4296875,2,1,advanced,2,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2839,raw_position_sample,2,3,adv,12,2,52,53,2," March, ",370,106,,,,,,,33916,33916,33916,102.375,366.390625,122.875,426.40625,1,2,advanced,2,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1643845.8000001907,,,,,,,,,,,
2853,hover_association,2,3,adv,12,2,52,53,2," March, ",370,106,hover,16.700000286102295,16.700000286102295,0.06014058838844051,0.334375,129,33916,33916,33916,92.625,366.390625,132.625,426.40625,1,2,advanced,2,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2870,hover_association,2,3,adv,12,2,52,53,1, In ,363,94,hover,0.8000001907348633,0.8000001907348633,0.8494231936854888,0.034375,129,33916,33916,33916,92.625,343.873046875,132.625,366.390625,1,1,advanced,2,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2887,hover_association,2,3,adv,12,2,52,53,1, In ,360,94,hover,0.8999996185302734,0.8999996185302734,0.7161939457021425,0.034375,129,33916,33916,33916,92.625,343.873046875,132.625,366.390625,1,1,advanced,2,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889,raw_position_sample,2,3,adv,12,2,52,53,-1,999,360,94,,,,,,,33916,33916,33916,,,,,,,advanced,2,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1643895.8000001907,,,,,,,,,,,
2903,hover_association,2,3,adv,12,2,52,53,1, In ,359,96,hover,0.7000002861022949,0.7000002861022949,0.6717841963743603,0.084375,129,33916,33916,33916,92.625,343.873046875,132.625,366.390625,1,1,advanced,2,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2920,hover_association,2,3,adv,12,2,52,53,1, In ,356,100,hover,0.5999999046325684,0.5999999046325684,0.5385549483910139,0.184375,129,33916,33916,33916,92.625,343.873046875,132.625,366.390625,1,1,advanced,2,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2939,raw_position_sample,2,3,adv,12,2,52,53,1, In ,355,105,,,,,,,33916,33916,33916,102.375,346.375,122.875,366.390625,1,1,advanced,2,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1643946.200000286,,,,,,,,,,,
2989,raw_position_sample,2,3,adv,12,2,52,53,1, In ,354,114,,,,,,,33916,33916,33916,102.375,346.375,122.875,366.390625,1,1,advanced,2,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1643996.0999999046,,,,,,,,,,,
3039,raw_position_sample,2,3,adv,12,2,52,53,1, In ,356,116,,,,,,,33916,33916,33916,102.375,346.375,122.875,366.390625,1,1,advanced,2,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1644045.9000000954,,,,,,,,,,,
3089,raw_position_sample,2,3,adv,12,2,52,53,1, In ,358,116,,,,,,,33916,33916,33916,102.375,346.375,122.875,366.390625,1,1,advanced,2,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1644095.9000000954,,,,,,,,,,,
