responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,SubjectId,SubjectID,SonaId,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,onestop_block_level,onestop_paragraph_index,SONAId,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,sampleTimeMs,response,response_correct,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_SONAId,glb_SubjectId,glb_SubjectID,glb_SonaId,glb_study_key
1449,hover_association,2,2,int,13,2,20,21,96, example ,527,369,hover,13.799999713897705,13.799999713897705,0.10300566905551396,0.909375,120,33916,33916,33916,332.625,519.4765625,372.625,592.515625,7,4,intermediate,2,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453,hover_association,2,2,int,13,2,20,21,66, workers ,453,255,hover,1,1,0.31725246956122216,0.059375,120,33916,33916,33916,252.625,431.421875,292.625,499.4375,5,3,intermediate,2,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1463,raw_position_sample,2,2,int,13,2,20,21,-1,999,453,255,,,,,,,33916,33916,33916,,,,,,,intermediate,2,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,863646.5,,,,,,,,,,,
1469,hover_association,2,2,int,13,2,20,21,36, holidays. ,422,208,hover,1,1,0.09954797616601603,0.884375,120,33916,33916,33916,172.625,414.4296875,212.625,490.4765625,3,2,intermediate,2,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1486,hover_association,2,2,int,13,2,20,21,35, national ,401,177,hover,0.9000000953674316,0.9000000953674316,0.8026632992767765,0.109375,120,33916,33916,33916,172.625,346.375,212.625,414.4296875,3,1,intermediate,2,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1513,raw_position_sample,2,2,int,13,2,20,21,16, only ,383,155,,,,,,,33916,33916,33916,142.375,346.375,162.875,384.3984375,2,1,intermediate,2,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,863696.5,,,,,,,,,,,
1535,hover_association,2,2,int,13,2,20,21,16, only ,383,155,hover,33.5,33.5,0.7528251489623998,0.359375,120,33916,33916,33916,132.625,346.375,172.625,384.3984375,2,1,intermediate,2,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553,hover_association,2,2,int,13,2,20,21,16, only ,364,139,hover,1,1,0.46352989521265664,0.159375,120,33916,33916,33916,132.625,346.375,172.625,384.3984375,2,1,intermediate,2,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1563,raw_position_sample,2,2,int,13,2,20,21,-1,999,364,139,,,,,,,33916,33916,33916,,,,,,,intermediate,2,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,863746.5,,,,,,,,,,,
1569,hover_association,2,2,int,13,2,20,21,16, only ,361,138,hover,0.8000001907348633,0.8000001907348633,0.3846311896445449,0.134375,120,33916,33916,33916,132.625,346.375,172.625,384.3984375,2,1,intermediate,2,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
