responseTime,recordType,Experiment,Condition,onestop_level,onestop_article_number,onestop_paragraph_number,ItemId,presentation_order,Index,Word,mousePositionX,mousePositionY,revealMode,clickDurationMs,hoverDurationMs,relativeXInWord,relativeYInWord,totalWordsInItem,SubjectId,SubjectID,SonaId,wordPositionTop,wordPositionLeft,wordPositionBottom,wordPositionRight,line_number,position_in_line,onestop_block_level,onestop_paragraph_index,SONAId,study_key,source,demo_age,demo_country,demo_native_language,demo_other_languages,demo_other_languages_parsed,demo_exposure_pcts,demo_exposure_total_pct,demo_read_pcts,demo_read_total_pct,demo_speak_pcts,demo_speak_total_pct,demo_formal_education_years,demo_years_current_institution,demo_highest_education,demo_native_speaking,demo_native_understanding,demo_native_reading,cambridge_item,cambridge_selected,cambridge_correct_answer,cambridge_item_correct,cambridge_score,cambridge_max,cambridge_cefr,onestop_level_pair,onestop_level_block_order,onestop_level_assignment_rule,onestop_reading_article_count,onestop_reading_trial_count,onestop_article_selection_mode,onestop_manual_article_numbers,sampleTimeMs,response,response_correct,experiment_start_time,ParticipantId,experiment_end_time,experiment_duration,glb_SONAId,glb_SubjectId,glb_SubjectID,glb_SonaId,glb_study_key
1854,hover_association,2,3,adv,15,1,34,35,121," Pelphrey, ",646,443,hover,0.9000000953674316,0.9000000953674316,0.37387299098392784,0.759375,130,33916,33916,33916,412.625,616.1953125,452.625,695.9140625,9,5,advanced,1,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871,hover_association,2,3,adv,15,1,34,35,108, interacting ,626,375,hover,0.7000002861022949,0.7000002861022949,0.9254724514240085,0.059375,130,33916,33916,33916,372.625,544.5078125,412.625,632.5625,8,5,advanced,1,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1871,raw_position_sample,2,3,adv,15,1,34,35,-1,999,626,375,,,,,,,33916,33916,33916,,,,,,,advanced,1,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1161046.3000001907,,,,,,,,,,,
1903,hover_association,2,3,adv,15,1,34,35,78, already ,615,309,hover,16.699999809265137,16.699999809265137,0.5536171770159815,0.409375,130,33916,33916,33916,292.625,579.546875,332.625,643.5859375,6,5,advanced,1,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921,raw_position_sample,2,3,adv,15,1,34,35,-1,999,615,309,,,,,,,33916,33916,33916,,,,,,,advanced,1,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1161095.8000001907,,,,,,,,,,,
1972,raw_position_sample,2,3,adv,15,1,34,35,-1,999,615,309,,,,,,,33916,33916,33916,,,,,,,advanced,1,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1161146.8000001907,,,,,,,,,,,
2022,raw_position_sample,2,3,adv,15,1,34,35,-1,999,615,309,,,,,,,33916,33916,33916,,,,,,,advanced,1,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1161196.8000001907,,,,,,,,,,,
2071,raw_position_sample,2,3,adv,15,1,34,35,-1,999,615,309,,,,,,,33916,33916,33916,,,,,,,advanced,1,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1161246.200000286,,,,,,,,,,,
2103,hover_association,2,3,adv,15,1,34,35,63, research ,613,271,hover,31.299999713897705,31.299999713897705,0.06392503904216554,0.359375,130,33916,33916,33916,252.625,600.203125,292.625,675.2421875,5,6,advanced,1,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2121,hover_association,2,3,adv,15,1,34,35,33, a ,530,212,hover,1.0999999046325684,1.0999999046325684,0.7669094693028096,0.984375,130,33916,33916,33916,172.625,518.484375,212.625,533.5,3,4,advanced,1,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2122,raw_position_sample,2,3,adv,15,1,34,35,-1,999,530,212,,,,,,,33916,33916,33916,,,,,,,advanced,1,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1161296.5999999046,,,,,,,,,,,
2137,hover_association,2,3,adv,15,1,34,35,19, situations ,473,170,hover,1,1,0.20416425679583575,0.934375,130,33916,33916,33916,132.625,456.453125,172.625,537.5,2,3,advanced,1,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2154,hover_association,2,3,adv,15,1,34,35,18, social ,423,134,hover,1,1,0.34435767876282347,0.034375,130,33916,33916,33916,132.625,405.4296875,172.625,456.453125,2,2,advanced,1,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2171,raw_position_sample,2,3,adv,15,1,34,35,2, nasal ,388,112,,,,,,,33916,33916,33916,102.375,362.3984375,122.875,410.4375,1,2,advanced,1,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1161346.4000000954,,,,,,,,,,,
2186,hover_association,2,3,adv,15,1,34,35,2, nasal ,388,112,hover,16.699999809265137,16.699999809265137,0.5329321840949748,0.484375,130,33916,33916,33916,92.625,362.3984375,132.625,410.4375,1,2,advanced,1,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2221,raw_position_sample,2,3,adv,15,1,34,35,-1,999,332,87,,,,,,,33916,33916,33916,,,,,,,advanced,1,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1161395.8000001907,,,,,,,,,,,
2271,raw_position_sample,2,3,adv,15,1,34,35,-1,999,324,86,,,,,,,33916,33916,33916,,,,,,,advanced,1,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1161445.8000001907,,,,,,,,,,,
2321,raw_position_sample,2,3,adv,15,1,34,35,-1,999,324,86,,,,,,,33916,33916,33916,,,,,,,advanced,1,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1161496.5,,,,,,,,,,,
2372,raw_position_sample,2,3,adv,15,1,34,35,-1,999,324,86,,,,,,,33916,33916,33916,,,,,,,advanced,1,33916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1161546.8000001907,,,,,,,,,,,
